,KTN1 (3895)
ACH-000004,0.2795107088261478
ACH-000005,0.17237375493726573
ACH-000007,0.24662630069855554
ACH-000009,0.2650045080153784
ACH-000011,0.22505558538327505
ACH-000012,0.14992169523195165
ACH-000013,0.2417116681025915
ACH-000014,0.20132919680031133
ACH-000015,0.23189676041602145
ACH-000017,0.2658936554032959
ACH-000018,0.3006908919812303
ACH-000019,0.2497691275893983
ACH-000021,0.3223529362144632
ACH-000022,0.14448476686217265
ACH-000025,0.4218720049929839
ACH-000028,0.3378073875327025
ACH-000030,0.1533032519985247
ACH-000035,0.2661807948226537
ACH-000036,0.20298076234191692
ACH-000037,0.16791972627234214
ACH-000039,0.2156746735680592
ACH-000040,0.1692674693466976
ACH-000041,0.2169076915112124
ACH-000042,0.2755148714352509
ACH-000045,0.1268656462292306
ACH-000047,0.2432126510129959
ACH-000052,0.24356627097854475
ACH-000053,0.16113552162980424
ACH-000054,0.19613607684849232
ACH-000055,0.12212850993677266
ACH-000060,0.165178345228357
ACH-000067,0.1873368901232628
ACH-000070,0.32128151334321803
ACH-000075,0.3485366381425331
ACH-000078,0.2467977444145676
ACH-000082,0.1928412577165664
ACH-000085,0.10581603936907526
ACH-000086,0.20105479276656546
ACH-000087,0.15315111272647206
ACH-000092,0.2350124934753697
ACH-000095,0.246651698411166
ACH-000097,0.19842240868648894
ACH-000098,0.2605420645249432
ACH-000099,0.3062792309877303
ACH-000108,0.2230947751725975
ACH-000113,0.2451850330441751
ACH-000116,0.2470923620859289
ACH-000118,0.30140386263360786
ACH-000120,0.29840461288361514
ACH-000123,0.24205949367384075
ACH-000127,0.2699261979945798
ACH-000128,0.20085727593018204
ACH-000132,0.3178352730766231
ACH-000133,0.19504504435979228
ACH-000137,0.2293538008270276
ACH-000138,0.2649257673005476
ACH-000142,0.19901022239449456
ACH-000143,0.18248744594028232
ACH-000146,0.22414816211419705
ACH-000148,0.2668403792309256
ACH-000150,0.23325732194200816
ACH-000152,0.2515069303721724
ACH-000153,0.12642180005215636
ACH-000159,0.27663992333356835
ACH-000160,0.2250081455479765
ACH-000163,0.22338284111290865
ACH-000167,0.042794181543684966
ACH-000168,0.183734612687712
