,PHTF1 (10745)
ACH-000004,-0.11057157572612536
ACH-000005,-0.21280985782400094
ACH-000007,-0.0852472305580886
ACH-000009,-0.2414762920314485
ACH-000011,0.05078819379887181
ACH-000012,-0.2639580598284841
ACH-000013,-0.1197745013975052
ACH-000014,-0.08122014062648558
ACH-000015,-0.09934082431952168
ACH-000017,-0.044821775517681496
ACH-000018,0.042972263617600336
ACH-000019,-0.20764441580452656
ACH-000021,-0.07608841823295187
ACH-000022,0.005900929337411061
ACH-000025,-0.17059504430320074
ACH-000028,-0.18671392071303655
ACH-000030,-0.053085661445787365
ACH-000035,-0.2251107810893552
ACH-000036,-0.04774341024757362
ACH-000037,0.010731158227796049
ACH-000039,-0.05847124099782405
ACH-000040,-0.14543504019694214
ACH-000041,-0.13717307449342064
ACH-000042,-0.046014342625916464
ACH-000045,-0.2065905152803124
ACH-000047,-0.13989964867100302
ACH-000052,-0.2916319414541133
ACH-000053,-0.07699665902336424
ACH-000054,-0.1364690837597881
ACH-000055,-0.023789989962698533
ACH-000060,-0.11339395215312932
ACH-000067,-0.16898006308954616
ACH-000070,-0.06369304970691851
ACH-000075,-0.2295392967315804
ACH-000078,-0.1330664984859005
ACH-000082,-0.03794755565155175
ACH-000085,-0.018156553982237103
ACH-000086,-0.2472142971059768
ACH-000087,-0.15519545099194354
ACH-000092,-0.2698158000272701
ACH-000095,0.0164645856710998
ACH-000097,-0.07857553682785944
ACH-000098,-0.20235963371355573
ACH-000099,-0.06662994471752412
ACH-000108,-0.05466419266749186
ACH-000113,-0.1958635263917836
ACH-000116,-0.058627421942694824
ACH-000118,-0.049747829709144514
ACH-000120,-0.034963338328590166
ACH-000123,-0.16563734178766912
ACH-000127,-0.1826777429885451
ACH-000128,-0.0924847094259697
ACH-000132,-0.08119068237430263
ACH-000133,-0.11737128321455816
ACH-000137,-0.12719430104567592
ACH-000138,0.048200663513164016
ACH-000142,-0.1366790299775602
ACH-000143,-0.17939163123103538
ACH-000146,-0.08560041250872934
ACH-000148,-0.09180931118768752
ACH-000150,-0.016235843674628082
ACH-000152,-0.1983421195422206
ACH-000153,-0.12604622019979428
ACH-000159,-0.06657330188132253
ACH-000160,-0.0602296177835846
ACH-000163,0.02456634037981297
ACH-000167,-0.2685387071752209
ACH-000168,-0.008946997398235278
ACH-000169,-0.06732208898696754
ACH-000178,-0.004014618381010903
