,DTWD1 (56986)
ACH-000004,0.06324309720809174
ACH-000005,-0.1289884702597386
ACH-000007,0.03338670368978782
ACH-000009,0.2513277465714411
ACH-000011,0.19685010111296886
ACH-000012,0.2406377270675698
ACH-000013,0.1919582410526692
ACH-000014,0.21939471345258896
ACH-000015,0.20138493768506327
ACH-000017,0.14625531515628984
ACH-000018,0.2745660022303886
ACH-000019,0.2703363005958589
ACH-000021,0.2800685146824131
ACH-000022,0.25113391393969914
ACH-000025,0.2382456706104165
ACH-000028,0.2358289207094373
ACH-000030,0.28013091321075284
ACH-000035,0.22568560388375525
ACH-000036,0.2138299184283605
ACH-000037,0.16493304832281444
ACH-000039,0.2486640851276226
ACH-000040,0.104043189651332
ACH-000041,0.15023637713761415
ACH-000042,0.22210870672734145
ACH-000045,0.2715168719542916
ACH-000047,0.1639013091965395
ACH-000052,0.21033608537612344
ACH-000053,0.22609467677532666
ACH-000054,0.10462109832880916
ACH-000055,0.4480403481004457
ACH-000060,0.14603416788723206
ACH-000067,0.1413617634809211
ACH-000070,0.11031120149830884
ACH-000075,0.19464301148862376
ACH-000078,0.32483189328847817
ACH-000082,0.2281215526096361
ACH-000085,0.12924633000591135
ACH-000086,0.12962453622572692
ACH-000087,0.2813023762250984
ACH-000092,0.06954096701364403
ACH-000095,0.21722271864736648
ACH-000097,0.1491305744551157
ACH-000098,0.19845029271399914
ACH-000099,0.22713494769214285
ACH-000108,0.12821150983859508
ACH-000113,0.24502877055126504
ACH-000116,0.1697180314417811
ACH-000118,0.20940620353461786
ACH-000120,0.15537203135942895
ACH-000123,0.16011709734468954
ACH-000127,0.21402028428805936
ACH-000128,0.12390564998331666
ACH-000132,0.07591660727686762
ACH-000133,0.2052060575028105
ACH-000137,0.22231681715663174
ACH-000138,0.17462274388449026
ACH-000142,0.1513568670366098
ACH-000143,0.28606458065254514
ACH-000146,0.13494184474573384
ACH-000148,0.1655058477972535
ACH-000150,0.2671410627355914
ACH-000152,0.02542609062840166
ACH-000153,0.35980333521870844
ACH-000159,0.1298699472777992
ACH-000160,0.20780089115576375
ACH-000163,0.08947438847735838
ACH-000167,0.2854431782522852
ACH-000168,0.2768376573224452
