,HERC5 (51191)
ACH-000004,-0.19967656955700952
ACH-000005,0.2599018542164772
ACH-000007,0.04132004651790434
ACH-000009,-0.05296077089866205
ACH-000011,-0.010512637383544784
ACH-000012,-0.21202879678170491
ACH-000013,-0.010888018378883408
ACH-000014,-0.1391861009041232
ACH-000015,-0.02445907177826212
ACH-000017,-0.041053949430680185
ACH-000018,-0.14609065820501718
ACH-000019,-0.19921555914226854
ACH-000021,-0.02081833733859063
ACH-000022,-0.07900101050921329
ACH-000025,-0.15158719103460996
ACH-000028,0.009490127853907314
ACH-000030,-0.12974509549924745
ACH-000035,-0.049536575962595926
ACH-000036,-0.0288071483654616
ACH-000037,-0.1152349842538583
ACH-000039,-0.08866360870137348
ACH-000040,-0.10362973006185787
ACH-000041,-0.08530566569542737
ACH-000042,-0.10020735365857526
ACH-000045,-0.042674462465130715
ACH-000047,-0.012851865773890992
ACH-000052,0.12844527977935602
ACH-000053,0.03224299921543623
ACH-000054,-0.09065230303843523
ACH-000055,-0.213368847614351
ACH-000060,-0.027968549514066837
ACH-000067,-0.15330131832315408
ACH-000070,0.07539045177662046
ACH-000075,-0.3009732759867871
ACH-000078,-0.1364658755512802
ACH-000082,-0.00282946565136457
ACH-000085,-0.012860376021362604
ACH-000086,-0.0356977350374072
ACH-000087,0.05844139321427296
ACH-000092,0.016778627955984116
ACH-000095,-0.15115620348735884
ACH-000097,-0.13340703711106594
ACH-000098,-0.1815581331859528
ACH-000099,-0.06408362043241267
ACH-000108,-0.044994595386629185
ACH-000113,-0.06578122124498192
ACH-000116,-0.055325805881884835
ACH-000118,-0.005801213267279857
ACH-000120,-0.010755849699711054
ACH-000123,-0.06684893699868381
ACH-000127,0.017427876974252843
ACH-000128,-0.1736441596488815
ACH-000132,-0.2008789274794574
ACH-000133,-0.10075804627605853
ACH-000137,-0.144133106586323
ACH-000138,-0.061920815291487075
ACH-000142,-0.1666206110079341
ACH-000143,0.18599845571057785
ACH-000146,-0.08211237566111705
ACH-000148,0.02665744403760905
ACH-000150,0.0360746327634301
ACH-000152,0.0025663106736785804
ACH-000153,-0.2734813016916561
ACH-000159,-0.08975704738321105
ACH-000160,-0.14795387234756233
ACH-000163,-0.0835938090613123
ACH-000167,-0.15860917899216395
ACH-000168,0.01923444727480446
ACH-000169,-0.010229323369838913
ACH-000178,0.023041784437467232
ACH-000183,-0.09939208951754873
ACH-000188,0.0855610520178953
ACH-000189,-0.030523502552370158
ACH-000190,-0.0973475024472352
ACH-000198,-0.10764791060911112
ACH-000203,-0.18408536012438495
ACH-000204,0.02514021120500729
ACH-000206,-0.049141817319262496
ACH-000207,-0.2734063578535606
ACH-000208,-0.2784496682617149
ACH-000210,-0.12067273321591875
ACH-000211,-0.1340244285059581
ACH-000215,-0.08915322902223871
ACH-000221,-0.24941029737592746
ACH-000222,0.04032561357977781
ACH-000223,-0.17683537977574093
ACH-000226,-0.07678405614838033
ACH-000227,-0.08128336235121611
ACH-000228,-0.28457769095104585
ACH-000231,-0.0402404377034927
ACH-000232,-0.10414506083122473
ACH-000233,-0.04167553692217208
ACH-000234,-0.056223101127378015
ACH-000235,-0.005427657429950694
ACH-000237,-0.047464888353886465
ACH-000238,-0.03849926140119332
ACH-000242,-0.2516094711120934
ACH-000243,-0.04553556555277776
ACH-000244,0.06445236043678361
ACH-000246,-0.10770443577333737
ACH-000248,-0.008367608947943125
ACH-000250,-0.03009458527292903
ACH-000251,0.3210433739950849
ACH-000252,-0.20544866933799985
ACH-000253,-0.10272871193408747
