,SPRR2G (6706)
ACH-000274,-0.1896752489920682
ACH-000277,-0.2711395263771865
ACH-000278,-0.22516194233213324
ACH-000279,-0.16478349164571482
ACH-000280,-0.3264307484871087
ACH-000281,-0.5459731925084961
ACH-000288,-0.2894086650957837
ACH-000291,-0.16839603082603025
ACH-000293,-0.22187942551464607
ACH-000294,-0.29059166832114297
ACH-000295,-0.18379042453057634
ACH-000296,-0.1820734936566698
ACH-000302,-0.1169693184517909
ACH-000304,-0.36321768496867024
ACH-000307,-0.17074927249478924
ACH-000308,-0.259789998909541
ACH-000310,-0.22135202880405971
ACH-000311,-0.343216971689178
ACH-000312,-0.2239163605444993
ACH-000315,-0.046481356756575824
ACH-000316,-0.17075016118752812
ACH-000317,-0.3581388010963994
ACH-000318,-0.2279279398820197
ACH-000319,-0.15958893451755887
ACH-000320,-0.2895771291653553
ACH-000322,-0.36197404340892536
ACH-000323,-0.43013119167399055
ACH-000324,-0.3683212837651197
ACH-000329,-0.3322039296284081
ACH-000330,-0.2847900814790713
ACH-000331,-0.3347014084240442
ACH-000332,-0.4180712246655654
ACH-000334,-0.2087854309210697
ACH-000335,-0.4325266088608712
ACH-000336,-0.34759886082986463
ACH-000337,-0.205998401823238
ACH-000338,-0.12059131419175508
ACH-000339,-0.18656063983374754
ACH-000341,-0.28854485369453825
ACH-000348,-0.37071268832276094
ACH-000350,-0.4188801866735439
ACH-000352,-0.25739358036752363
ACH-000356,-0.3689727207497064
ACH-000361,-0.2288215743550237
ACH-000362,-0.2450927491000965
ACH-000363,-0.13551925551458754
ACH-000364,-0.16072788813753724
ACH-000365,-0.2189010961008752
ACH-000366,-0.2338941032634937
ACH-000368,-0.3374248642327682
ACH-000374,-0.15478612042060147
ACH-000375,-0.2532735596120061
ACH-000376,-0.2241123189756881
ACH-000381,-0.28721838369592145
ACH-000383,-0.24040539072495834
ACH-000387,-0.2423096438366205
ACH-000389,-0.21591995326895716
ACH-000390,-0.36750939922647785
ACH-000393,-0.260027741966848
ACH-000395,-0.14056622881920833
ACH-000396,-0.2309683602887181
ACH-000397,-0.3040090252713488
ACH-000401,-0.5294249108948395
ACH-000402,-0.27235598294096336
ACH-000403,-0.4757057992098115
ACH-000404,-0.5919071628878666
ACH-000406,-0.2386270964073515
ACH-000407,-0.2593970557621901
ACH-000408,-0.2736916296417368
ACH-000410,-0.3027992595826449
ACH-000411,-0.28461516015730953
ACH-000414,-0.29848062532046504
ACH-000415,-0.19981269095711135
ACH-000416,-0.3182745593598721
ACH-000420,-0.2272423468696899
ACH-000421,-0.20653311614908265
ACH-000424,-0.2782737290204256
ACH-000425,-0.3640643965053785
ACH-000426,-0.2736722653353674
ACH-000427,-0.2765450601988381
ACH-000433,-0.2056279782939176
ACH-000435,-0.35201297216192473
ACH-000436,-0.3304404275365844
ACH-000444,-0.27418891905202064
ACH-000445,-0.2270856559950209
ACH-000448,-0.313421335430423
ACH-000450,-0.2630783935868377
ACH-000452,-0.2853169643463808
ACH-000454,-0.21220268981543472
ACH-000458,-0.15613609780995344
ACH-000459,-0.08142822259086638
ACH-000460,-0.12367511630891198
ACH-000461,-0.19258748010148544
ACH-000463,-0.3270481530244777
ACH-000464,-0.2712466560071256
ACH-000466,-0.2515714583409615
ACH-000467,-0.2950719222753295
ACH-000468,-0.2413747448704536
ACH-000469,-0.2526972341993512
ACH-000470,-0.25370075590531554
ACH-000471,-0.2374947733076759
ACH-000472,-0.259127672224823
ACH-000473,-0.2713215926255095
ACH-000475,-0.3155631329994785
ACH-000476,-0.3448362458608505
ACH-000477,-0.2578780328896487
ACH-000479,-0.16664624072932654
ACH-000480,-0.1148065561270482
ACH-000481,-0.16177393187404498
ACH-000483,-0.18500683643262836
ACH-000484,-0.4078107094787893
ACH-000485,-0.3982027981357802
ACH-000486,-0.2620106373230961
ACH-000487,0.014969632554863303
ACH-000488,-0.17711384122533375
ACH-000490,-0.22870033527257105
ACH-000491,-0.13775504418644205
ACH-000495,-0.4434376779204121
ACH-000496,-0.2662910774258532
ACH-000499,-0.08004559872745043
ACH-000500,-0.36240208197186
ACH-000502,-0.26071318473051996
ACH-000503,-0.41015805731177774
ACH-000505,-0.2857313399525835
ACH-000507,-0.3731018322050317
ACH-000510,-0.31430785292721497
ACH-000511,-0.22783683580405226
ACH-000512,-0.30095600857096
ACH-000516,-0.3134067320316964
ACH-000517,-0.2789759654691019
ACH-000518,-0.35128903063708
ACH-000520,-0.237064013558388
ACH-000521,-0.4053333354651572
ACH-000522,-0.3951056214185339
ACH-000524,-0.2307790729049088
ACH-000527,-0.20863003470703986
ACH-000528,-0.2559030317334184
ACH-000537,-0.18514872967609167
ACH-000541,-0.6118917802983559
ACH-000542,-0.3479252704686558
ACH-000544,-0.2602135734234433
ACH-000545,-0.41228390772461415
ACH-000547,-0.26490994428189185
ACH-000548,-0.4261208495211153
ACH-000549,-0.3625153029393606
ACH-000550,-0.21876656735475106
ACH-000552,-0.33294576174181073
ACH-000556,-0.2893641709075179
ACH-000557,-0.15683166991499942
ACH-000569,-0.3682816080149553
ACH-000570,-0.2632683263350526
ACH-000571,-0.2592864471625593
ACH-000573,-0.3456549741493227
ACH-000576,-0.3506462450083274
ACH-000579,-0.4642937390299004
ACH-000580,-0.23997038477357946
ACH-000584,-0.18214734928502976
ACH-000585,-0.3439189763582334
ACH-000588,-0.496711987183914
ACH-000589,-0.4935446125705932
ACH-000591,-0.18635931961941732
ACH-000593,-0.3281884702130117
ACH-000600,-0.329126729564261
ACH-000601,-0.2650252800736393
ACH-000605,-0.034193213279694414
ACH-000606,-0.12486518665552615
ACH-000608,-0.30684562883757965
ACH-000614,-0.3886444214491588
ACH-000616,-0.2774337152565361
ACH-000618,-0.2604063166663974
ACH-000619,-0.3657688756727284
ACH-000620,-0.1991728632582769
ACH-000621,-0.22112676028109404
ACH-000622,-0.08668199833521686
ACH-000623,-0.22374943737274916
ACH-000624,-0.1122036443332547
ACH-000627,-0.26656048894864703
ACH-000630,-0.2331163140429863
ACH-000631,-0.5694568784675789
ACH-000632,-0.1439344865182629
ACH-000633,-0.2988808078513867
ACH-000637,-0.1838526064186782
ACH-000638,-0.3304085747040396
ACH-000646,-0.29544963640597044
ACH-000647,-0.2344018886008208
ACH-000648,-0.20998692217812007
ACH-000649,-0.29956836515847035
ACH-000651,-0.22193013837367934
ACH-000652,-0.3230471457379703
ACH-000653,-0.3301501086311176
ACH-000657,-0.3308964535796036
ACH-000658,-0.5239321868944663
ACH-000661,-0.2539415449565637
ACH-000662,-0.3732320821201222
ACH-000663,-0.1803674102331474
ACH-000665,-0.10777214022956426
ACH-000671,-0.27828672363798684
ACH-000672,-0.5061204214503027
ACH-000673,-0.3608634709814891
ACH-000676,-0.451789131884097
ACH-000677,-0.3218438067475141
ACH-000681,-0.3710737242084196
ACH-000683,-0.2955839480944998
ACH-000684,-0.1989539273142525
ACH-000688,-0.26688306501951553
ACH-000693,-0.18902506315035889
ACH-000694,-0.2859940253080281
ACH-000695,-0.22512624537276085
ACH-000696,-0.33597761863955883
ACH-000697,-0.17274720340883676
ACH-000699,-0.2366956675526636
ACH-000701,-0.3665255825452818
ACH-000706,-0.3087787836583725
ACH-000711,-0.1816099086159606
ACH-000713,-0.2051640439782396
ACH-000714,-0.3601086326539196
ACH-000718,-0.2573807196707973
ACH-000720,-0.2317405118647005
ACH-000721,-0.231273603821194
ACH-000724,-0.4289409555482329
ACH-000725,-0.3727023780538742
ACH-000732,-0.1802345671341964
ACH-000734,-0.3277698133802759
ACH-000735,-0.3205911357001275
ACH-000736,-0.26447609961396634
ACH-000738,-0.19637550652529212
ACH-000746,-0.28049621744348513
ACH-000747,-0.21457312585613814
ACH-000748,-0.27082012714391696
ACH-000753,-0.21309328264753388
ACH-000756,-0.2608547678409036
ACH-000757,-0.2492971118397783
ACH-000758,-0.27265530365031393
ACH-000760,-0.5973999066610496
ACH-000762,-0.3287782582258297
ACH-000763,-0.3470293409287701
ACH-000764,-0.4029127757023713
ACH-000765,-0.3045381722560291
ACH-000766,-0.21188139682402773
ACH-000767,-0.2586462755544087
ACH-000768,-0.1097048085937556
ACH-000769,-0.09008264378877458
ACH-000770,-0.3587868934844836
ACH-000771,-0.32888016375959184
ACH-000773,-0.4514043216004948
ACH-000776,-0.21682421613114555
ACH-000777,-0.2520500770706054
ACH-000778,-0.2800130319395839
ACH-000781,-0.15871674168842234
ACH-000782,-0.2022778626972842
ACH-000783,-0.3207272998238509
ACH-000784,-0.10072891948467716
ACH-000785,-0.5135000716759783
ACH-000787,-0.4823277512213249
ACH-000788,-0.18152747776080025
ACH-000791,-0.3783803121577204
ACH-000792,-0.17732764646128288
ACH-000794,-0.2344951228055296
ACH-000796,-0.3070685653389067
ACH-000798,-0.36168014479438737
ACH-000799,-0.2931038825046244
ACH-000800,-0.2706069463728861
ACH-000802,-0.3555203147565191
ACH-000804,-0.07122377584202508
ACH-000805,-0.3661397911007319
ACH-000809,-0.34650112395693256
ACH-000810,-0.4984061025234861
ACH-000811,-0.27693711899987805
ACH-000817,-0.19769135417940725
ACH-000819,-0.2007775623348363
ACH-000820,-0.44545222485464414
ACH-000821,-0.12352379644476197
ACH-000822,-0.2561426709159811
ACH-000823,-0.12964075748378426
ACH-000824,-0.29152125218764896
ACH-000827,-0.2785187093250727
ACH-000829,-0.6016061584788579
ACH-000831,-0.009334463645314057
ACH-000832,-0.31686083232788825
ACH-000833,-0.27002978639218805
ACH-000834,-0.2636899627741843
ACH-000835,-0.4011414430518683
ACH-000836,-0.2832401261645188
ACH-000837,-0.20425197549659746
ACH-000838,-0.44764489552017706
ACH-000839,-0.4097616704779741
ACH-000840,-0.35871103429506634
ACH-000841,-0.2741296362999843
ACH-000843,-0.15471590420039022
ACH-000846,-0.3022753574803426
ACH-000847,-0.0843889065848218
ACH-000848,-0.1854372584213368
ACH-000849,-0.08138535745508095
ACH-000851,-0.2987746027727184
ACH-000855,-0.4603288593104963
ACH-000856,-0.2897703759945502
ACH-000858,-0.25694898401454513
ACH-000859,-0.3315941265292872
ACH-000861,-0.2790619127210219
ACH-000862,-0.3085027827246194
ACH-000865,-0.195670836766967
ACH-000866,-0.33547803779821994
ACH-000867,-0.4483225434186204
ACH-000869,-0.5824430444389107
ACH-000872,-0.14037580770883296
ACH-000873,-0.22196897570966254
ACH-000876,-0.2767951522103436
ACH-000878,-0.17816050197554786
ACH-000880,-0.4556264047232842
ACH-000881,-0.3901629534775641
ACH-000882,-0.22407341290615335
ACH-000884,-0.340060261114067
ACH-000885,-0.18884754415314667
ACH-000887,-0.2682475322733881
ACH-000889,-0.19621612544884934
ACH-000896,-0.30542041176442897
ACH-000898,-0.21273700687024424
ACH-000900,-0.2990572692743983
ACH-000901,-0.17477870168804369
ACH-000905,-0.28198283193775925
ACH-000906,-0.14985172766148064
ACH-000907,-0.24253195534378855
ACH-000910,-0.17579451018175646
ACH-000911,-0.1417345320629288
ACH-000912,-0.14941515013560014
ACH-000913,-0.3435707818637537
ACH-000915,-0.24728531942072576
ACH-000916,-0.05505355433641036
ACH-000917,-0.26725671558828384
ACH-000920,0.047744242023020834
ACH-000921,-0.3833700598260205
ACH-000924,-0.4608035907267926
ACH-000926,-0.27284002904813026
ACH-000928,-0.3466296987540562
ACH-000929,-0.19220868727269327
ACH-000932,-0.18278092956760086
ACH-000935,-0.32778793638605075
ACH-000936,-0.2724526415471465
ACH-000937,-0.13289838217633174
ACH-000938,-0.4536960149507762
ACH-000939,-0.14629827586579847
ACH-000941,-0.20335576231748215
ACH-000943,-0.3387508894934306
ACH-000946,-0.11227982092791236
ACH-000947,-0.2620743383247321
ACH-000948,-0.26466442447662325
ACH-000950,-0.2351184710325869
ACH-000953,-0.22585506634616184
ACH-000954,-0.3802402760734905
ACH-000957,-0.24316385333987706
ACH-000958,-0.4034108685237957
ACH-000960,-0.4691344849706838
ACH-000963,-0.20723914136388813
ACH-000968,-0.4232721067655519
ACH-000969,-0.2693321648814419
ACH-000972,-0.2570825876093813
ACH-000973,-0.28628832149702793
ACH-000974,-0.5161638666055754
ACH-000978,-0.2989222180493561
ACH-000984,-0.22018115016675552
ACH-000986,-0.30149987107825443
ACH-000988,-0.2633839975255797
ACH-000993,-0.3048118145010394
ACH-000994,-0.2653098919695848
ACH-000996,-0.15622102455646408
ACH-001001,-0.3980294071992549
ACH-001020,-0.30564133981287633
ACH-001028,-0.21252973121332386
ACH-001031,0.008545940293033705
ACH-001038,-0.2537549835306317
ACH-001048,-0.15230608411809654
ACH-001050,-0.341246018067723
ACH-001053,-0.2382832591515276
ACH-001054,-0.2790272826670771
ACH-001061,-0.4006284075729766
ACH-001067,-0.1496818410395072
ACH-001075,-0.6092533648732382
ACH-001096,-0.35487104474831555
ACH-001111,-0.5382059008200123
ACH-001119,-0.3983167191953153
ACH-001128,-0.3637588732873852
ACH-001134,-0.4949847298049478
ACH-001151,-0.34671049347131905
ACH-001163,-0.2892833992435802
ACH-001164,-0.4046937950285247
ACH-001183,-0.4864581471577061
ACH-001192,-0.2818939970768289
ACH-001193,-0.25330249744665656
ACH-001196,-0.34602311470040525
ACH-001197,-0.5144927912643859
ACH-001205,-0.25810531828202216
ACH-001211,-0.2321056840087623
ACH-001212,-0.4931728345441295
ACH-001228,-0.30741560474645657
ACH-001232,-0.2834967229327423
ACH-001239,-0.2632851090605447
ACH-001270,-0.05898514651592007
ACH-001274,-0.26903024169954365
ACH-001275,-0.21338120600180524
ACH-001277,-0.13830163374392015
ACH-001278,-0.2811459514015488
ACH-001280,-0.10978132751382116
ACH-001283,-0.18678568072305135
ACH-001289,-0.34285263639713714
ACH-001300,-0.13923002898953926
ACH-001301,-0.2473887323581741
ACH-001302,-0.4558308506754325
ACH-001306,-0.2809813478496768
ACH-001318,-0.3251787607222837
ACH-001322,-0.3313581476074032
ACH-001328,-0.238786911277047
ACH-001332,-0.19806355594013714
ACH-001336,-0.2626914279198573
ACH-001346,-0.2399515266655976
ACH-001353,-0.2803851131911556
ACH-001354,-0.20658001976012197
ACH-001367,-0.12067837099807603
ACH-001368,-0.16701372528447936
ACH-001374,-0.15036109876653025
ACH-001377,-0.32559517353380457
ACH-001380,-0.2874816961684182
ACH-001391,-0.15189172604571405
ACH-001408,-0.24589916624390146
ACH-001430,0.019226525834922976
ACH-001431,-0.08285978467054536
ACH-001450,-0.10425498983835414
ACH-001496,-0.15540479709577956
ACH-001500,-0.2732966010692998
ACH-001523,-0.16258076386314696
ACH-001532,-0.21756292773753494
ACH-001550,-0.18229826137821248
ACH-001552,-0.30285016031002465
ACH-001554,-0.23866683609936434
ACH-001654,-0.2565741803237581
ACH-001735,-0.3234188890367365
ACH-001736,-0.30743669402631313
ACH-001737,-0.3993160568837635
ACH-001740,-0.2455046781621767
ACH-001745,-0.3084794814860822
ACH-001765,-0.3519367705052973
