,PDE6B (5158)
ACH-000004,-0.1103137722734885
ACH-000005,0.1296375221408394
ACH-000007,-0.2373254133886881
ACH-000009,-0.3012816378473412
ACH-000011,-0.094220708882567
ACH-000012,-0.2901403156316652
ACH-000013,-0.07535506096689598
ACH-000014,-0.11266021180458073
ACH-000015,-0.2867824057202198
ACH-000017,-0.038578956162010763
ACH-000018,-0.1994735910339472
ACH-000019,-0.2214621762533806
ACH-000021,-0.14308707221322794
ACH-000022,-0.04745523033073035
ACH-000025,-0.0076027836479276205
ACH-000028,-0.15442923165691108
ACH-000030,-0.18091905880206385
ACH-000035,-0.021296505345015287
ACH-000036,-0.25909493395144695
ACH-000037,-0.06888440201330642
ACH-000039,-0.12295788783299892
ACH-000040,-0.24164058126057936
ACH-000041,-0.15894181925402162
ACH-000042,-0.22919770021605446
ACH-000045,-0.2354653273195713
ACH-000047,-0.11770915962589558
ACH-000052,-0.3540472514257157
ACH-000053,-0.06972889252717082
ACH-000054,-0.2016054755533
ACH-000055,-0.3475326728980604
ACH-000060,-0.11871938322664112
ACH-000067,-0.09455802316946403
ACH-000070,0.05677743697441578
ACH-000075,-0.07766351458873112
ACH-000078,-0.17491624095043756
ACH-000082,-0.13796305259475367
ACH-000085,-0.14376573026616518
ACH-000086,-0.14017724873536944
ACH-000087,-0.2614565322068892
ACH-000092,-0.042168507399488325
ACH-000095,-0.2340681499496744
ACH-000097,-0.1961376004744703
ACH-000098,-0.007395977786234783
ACH-000099,-0.3694723009252013
ACH-000108,-0.18758317157096696
ACH-000113,-0.09860531249027514
ACH-000116,-0.008474899676623574
ACH-000118,-0.12340000603435895
ACH-000120,-0.4006295692472826
ACH-000123,-0.30276444821008736
ACH-000127,-0.17628018267088508
ACH-000128,-0.1793477746744342
ACH-000132,-0.14814400664473956
ACH-000133,-0.1666116214593535
ACH-000137,0.0073010688090470455
ACH-000138,-0.12465463815786013
ACH-000142,-0.13684552610180467
ACH-000143,-0.11227132977560283
ACH-000146,-0.2449095238439192
ACH-000148,-0.2685380749152429
ACH-000150,-0.2658028905042377
ACH-000152,-0.11780680884439658
ACH-000153,-0.15915797142340601
ACH-000159,-0.21948339089328775
ACH-000160,-0.09856851406022958
ACH-000163,-0.2461629680737785
