,KCNK4 (50801)
ACH-000004,-0.273347598553116
ACH-000005,-0.3852821812807349
ACH-000007,-0.3624644331935308
ACH-000009,-0.2825894599974958
ACH-000011,-0.5739374856735638
ACH-000012,-0.3008232167797197
ACH-000013,-0.39491888085652777
ACH-000014,-0.2010496985382011
ACH-000015,-0.2328965148929446
ACH-000017,-0.3753031831796016
ACH-000018,-0.4296314881503573
ACH-000019,-0.4341618685734953
ACH-000021,-0.3857092212280445
ACH-000022,-0.21215976683873755
ACH-000025,-0.3819413616186008
ACH-000028,-0.3773723298187227
ACH-000030,-0.3556049553285856
ACH-000035,-0.2866767462378962
ACH-000036,-0.4856134344727129
ACH-000037,-0.3174376427912087
ACH-000039,-0.4403744305639141
ACH-000040,-0.2988211158347275
ACH-000041,-0.3079925759689422
ACH-000042,-0.2932228611659839
ACH-000045,-0.5261164081780739
ACH-000047,-0.3690604629104541
ACH-000052,-0.2569485741228077
ACH-000053,-0.3555905919150117
ACH-000054,-0.32969378706299296
ACH-000055,-0.37522206186969304
ACH-000060,-0.24286080005276925
ACH-000067,-0.3047892344916155
ACH-000070,-0.1427683205915774
ACH-000075,-0.3883310151076091
ACH-000078,-0.3438044848814557
ACH-000082,-0.3813797172033445
ACH-000085,-0.6538828922956901
ACH-000086,-0.3324342927128873
ACH-000087,-0.3097276069067345
ACH-000092,-0.3018196444133859
ACH-000095,-0.3246376599928614
ACH-000097,-0.2190904412044072
ACH-000098,-0.3089569272857865
ACH-000099,-0.26308022116094704
ACH-000108,-0.3667348509385517
ACH-000113,-0.3257157795713083
ACH-000116,-0.3158674611911811
ACH-000118,-0.4230033082759168
ACH-000120,-0.32180521264546263
ACH-000123,-0.3367412927343388
ACH-000127,-0.3290453234722273
ACH-000128,-0.2369363576795108
ACH-000132,-0.19291389556703492
ACH-000133,-0.3165694503343171
ACH-000137,-0.5207698801300789
ACH-000138,-0.373899933777946
ACH-000142,-0.3059931056041173
ACH-000143,-0.5373289238905159
ACH-000146,-0.24998816498746546
ACH-000148,-0.3354452540672917
ACH-000150,-0.3328245705866636
ACH-000152,-0.2870825388208466
ACH-000153,-0.3621636747077476
ACH-000159,-0.1965011386782257
ACH-000160,-0.4377216520917198
ACH-000163,-0.35401219789688626
ACH-000167,-0.2282233790138355
ACH-000168,-0.30620163313465315
ACH-000169,-0.27559874890576785
ACH-000178,-0.17551640394987747
ACH-000183,-0.2589310799111061
ACH-000188,-0.3691755024815363
ACH-000189,-0.5256631353313296
ACH-000190,-0.4707600017538637
ACH-000198,-0.3253634187864694
ACH-000203,-0.3229546162838989
ACH-000204,-0.180438608593518
ACH-000206,-0.3760028921665968
ACH-000207,-0.3332349904802669
ACH-000208,-0.2587616669784055
ACH-000210,-0.2393383647528663
ACH-000211,-0.22417469575064486
ACH-000215,-0.29550456085876203
ACH-000221,-0.25791413877285235
ACH-000222,-0.30629887149434176
ACH-000223,-0.3375458952898694
ACH-000226,-0.3875923615016407
ACH-000227,-0.24835503310407456
ACH-000228,-0.4995373602702826
ACH-000231,-0.3276086763205157
ACH-000232,-0.2506178790163526
ACH-000233,-0.3395163913641345
ACH-000234,-0.4480281208384432
ACH-000235,-0.3243241524204298
ACH-000237,-0.3445475344920452
ACH-000238,-0.4298350387300969
ACH-000242,-0.2756687578385466
ACH-000243,-0.16362601026491208
ACH-000244,-0.2793218191606615
ACH-000246,-0.17976861840191244
ACH-000248,-0.19898495121938814
ACH-000250,-0.2749381109346952
ACH-000251,-0.33259484975918346
ACH-000252,-0.31074471749020693
ACH-000253,-0.2453498316633449
ACH-000255,-0.4487415649725087
ACH-000256,-0.6220721687315508
ACH-000257,-0.09591107165829804
ACH-000258,-0.13933851311434392
ACH-000259,-0.3203589243865813
ACH-000260,-0.39878202674675856
ACH-000261,-0.34875156170659777
ACH-000262,-0.3856177990489738
ACH-000263,-0.32296975456423355
ACH-000264,-0.3243479652566932
ACH-000265,-0.27014243432849755
ACH-000266,-0.2522692054796591
ACH-000272,-0.19229026967197085
ACH-000274,-0.18214311052250612
ACH-000277,-0.15183151118861465
ACH-000278,-0.2678888948748322
ACH-000279,-0.3222101591908356
ACH-000280,-0.3719105581815213
ACH-000281,-0.3671597689341297
ACH-000288,-0.2742555244907651
ACH-000291,-0.19393175638846327
ACH-000293,-0.1000213632574658
ACH-000294,-0.36246233207407696
ACH-000295,-0.3320137123207311
ACH-000296,-0.45001678263842265
ACH-000302,-0.2944701931801189
ACH-000304,-0.15997641901388626
ACH-000307,-0.2912559272623433
ACH-000308,-0.4233390844364919
ACH-000310,-0.3411676953048739
ACH-000311,-0.2747418839228642
ACH-000312,-0.1974463413466422
ACH-000315,-0.2137236165268422
ACH-000316,-0.5681263628044801
ACH-000317,-0.3803766610825385
ACH-000318,-0.5287367922068203
ACH-000319,-0.2242749628339217
ACH-000320,-0.2222213622078068
ACH-000322,-0.4869909173470533
ACH-000323,-0.35337246711053283
ACH-000324,-0.27196314126286186
ACH-000329,-0.27862074617564275
ACH-000330,-0.3741999496892603
ACH-000331,-0.11392158882664212
ACH-000332,-0.38868487247335604
ACH-000334,-0.4071342278625446
ACH-000335,-0.02139107451588916
ACH-000336,-0.3285632218894101
ACH-000337,-0.3762828368856935
ACH-000338,-0.5241020970054543
ACH-000339,-0.3027095776996768
ACH-000341,-0.38331775594416656
ACH-000348,-0.2587970722981697
ACH-000350,-0.19100809816846007
ACH-000352,-0.2486607709831915
ACH-000356,-0.3628699900305124
ACH-000361,-0.5019849092448462
ACH-000362,-0.3456059229335188
ACH-000363,-0.3031888630253795
ACH-000364,-0.4566405280421071
ACH-000365,-0.3412766192510152
ACH-000366,-0.4416244322544957
ACH-000368,-0.2640866196941781
ACH-000374,-0.3761049301530056
ACH-000375,-0.2517833249190096
ACH-000376,-0.4920090787336557
ACH-000381,-0.4583197057267697
ACH-000383,-0.34863176010309244
ACH-000387,-0.2917234472685579
ACH-000389,-0.2765006249503917
ACH-000390,-0.31441083524823443
ACH-000393,-0.17645287114412228
ACH-000395,-0.45096153588381394
ACH-000396,-0.5904323789595017
ACH-000397,-0.2372950939023101
ACH-000401,-0.38541338031484335
ACH-000402,-0.009134067924837095
ACH-000403,-0.31489080879282505
ACH-000404,-0.2794624132836544
ACH-000406,-0.3538067759399517
ACH-000407,-0.16957834313817316
ACH-000408,-0.5929227336782747
ACH-000410,-0.3585752963153068
ACH-000411,-0.2570926854205362
ACH-000414,-0.2596052313263588
ACH-000415,-0.4770449218720398
ACH-000416,-0.287127127575726
ACH-000420,-0.3813376134862064
ACH-000421,-0.2368994309855384
ACH-000424,-0.3925927809236646
ACH-000425,-0.3148177643543155
ACH-000426,-0.13207933936899713
ACH-000427,-0.1769881166849782
ACH-000433,-0.3728102048265371
