,USH2A (7399)
ACH-000004,-0.03943951181237605
ACH-000005,-0.025020990592420377
ACH-000007,-0.01961600135522272
ACH-000009,0.08850388452167944
ACH-000011,0.2537888190226165
ACH-000012,0.0787994591271659
ACH-000013,0.119800818437641
ACH-000014,0.008723684661004281
ACH-000015,0.12542206704929826
ACH-000017,0.11366952181394345
ACH-000018,-0.05993502234056275
ACH-000019,0.0227859026595916
ACH-000021,0.059546590273313924
ACH-000022,0.02303597021689384
ACH-000025,0.015478870741027013
ACH-000028,0.059617583521482324
ACH-000030,0.030050838739673225
ACH-000035,0.1048796402224349
ACH-000036,-0.02538007221147377
ACH-000037,0.2574142398880873
ACH-000039,0.1607954435193793
ACH-000040,-0.08379978356018059
ACH-000041,0.04109893382569809
ACH-000042,0.15762510468030458
ACH-000045,0.11368695768694267
ACH-000047,0.025675981531559214
ACH-000052,0.10175525681188552
ACH-000053,0.052411986723163016
ACH-000054,0.07823844882042323
ACH-000055,0.0689841150101117
ACH-000060,0.06636880762895236
ACH-000067,0.14985414330959682
ACH-000070,-0.2146246238761892
ACH-000075,-0.10058923811613643
ACH-000078,0.11304306443144638
ACH-000082,-0.02657027974698277
ACH-000085,-0.03457783001355185
ACH-000086,0.14483159751024394
ACH-000087,0.009356410825911078
ACH-000092,0.07461084317813185
ACH-000095,0.030286832681186007
ACH-000097,0.1405293020399859
ACH-000098,0.08174121794283275
ACH-000099,0.044077609166714785
ACH-000108,0.06990153343662361
ACH-000113,0.1322360950238831
ACH-000116,0.13723913644765598
ACH-000118,0.08991543040622127
ACH-000120,0.09882277810903947
ACH-000123,0.07357893481831182
ACH-000127,0.11841764554816155
ACH-000128,0.22018486028728654
ACH-000132,-0.04108500563350318
ACH-000133,0.13185532921465565
ACH-000137,0.08360578066816306
ACH-000138,0.13084539374146734
ACH-000142,0.10920957192030026
ACH-000143,0.214497730598122
ACH-000146,0.06328282083773451
ACH-000148,0.013994315514013459
ACH-000150,0.20298367193194955
ACH-000152,0.05504914827818215
ACH-000153,0.25616182693520984
ACH-000159,0.10743838212901448
ACH-000160,0.16005844669437438
ACH-000163,0.09869785512459346
ACH-000167,-0.033563943204654764
ACH-000168,0.018097810405269792
ACH-000169,0.12819782517327985
ACH-000178,0.09268987970511296
ACH-000183,0.09720772034478574
ACH-000188,0.07835298767825337
ACH-000189,0.015552756677467566
