,OLFML3 (56944)
ACH-000004,-0.20828086916760985
ACH-000005,-0.6058587702943031
ACH-000007,-0.3641456365392774
ACH-000009,-0.4508655668600024
ACH-000011,-0.4805447893579508
ACH-000012,-0.538154698114942
ACH-000013,-0.5238754659182381
ACH-000014,-0.4862237854519077
ACH-000015,-0.5689535997371586
ACH-000017,-0.5060484402727811
ACH-000018,-0.4282598937894503
ACH-000019,-0.84679685193451
ACH-000021,-0.465612981351623
ACH-000022,-0.38403468906923255
ACH-000025,-0.6694500318819723
ACH-000028,-0.6722440114809676
ACH-000030,-0.553453975940024
ACH-000035,-0.5610037347626196
ACH-000036,-0.4862097860562903
ACH-000037,-0.469888743481476
ACH-000039,-0.4452818448480226
ACH-000040,-0.4258069665802368
ACH-000041,-0.5817180044043302
ACH-000042,-0.4917525647857706
ACH-000045,-0.3275536730920317
ACH-000047,-0.4683540972195807
ACH-000052,-0.6353392982187027
ACH-000053,-0.35974835059425464
ACH-000054,-0.5386782694064176
ACH-000055,-0.6895054634280308
ACH-000060,-0.7490054307526959
ACH-000067,-0.4335608108785275
ACH-000070,-0.34180427826223103
ACH-000075,-0.5595879699338108
ACH-000078,-0.4521668612254331
ACH-000082,-0.4295273478792309
ACH-000085,-0.4203345582658407
ACH-000086,-0.4665933504571094
ACH-000087,-0.3556866891741545
ACH-000092,-0.6318180596373512
ACH-000095,-0.5524444626115985
ACH-000097,-0.5164370708997962
ACH-000098,-0.5270025732849173
ACH-000099,-0.4400359892441515
ACH-000108,-0.4371951247969627
ACH-000113,-0.4783515914840661
ACH-000116,-0.4418339370354759
ACH-000118,-0.5656774578703099
ACH-000120,-0.3580179827339113
ACH-000123,-0.4627684081137828
ACH-000127,-0.5156212126974373
ACH-000128,-0.5079612841533183
ACH-000132,-0.6584436437049743
ACH-000133,-0.3336674641018699
ACH-000137,-0.5557279196334481
ACH-000138,-0.3474259516437076
ACH-000142,-0.4926296092833002
ACH-000143,-0.3132886904396012
ACH-000146,-0.4273862500317417
ACH-000148,-0.4032896403557419
ACH-000150,-0.3665464096141172
ACH-000152,-0.5191913162850759
ACH-000153,-0.6079237650865293
ACH-000159,-0.4618705227244943
ACH-000160,-0.1989305338972545
ACH-000163,-0.31978546171603
ACH-000167,-0.3860340452057676
ACH-000168,-0.1622401482371873
ACH-000169,-0.3723706365612263
ACH-000178,-0.3773690642671761
ACH-000183,-0.5083570287611038
ACH-000188,-0.4655497442136626
ACH-000189,-0.4255214274699035
ACH-000190,-0.5786639569111145
ACH-000198,-0.4456159718382873
ACH-000203,-0.1205767786795128
ACH-000204,-0.4558707036443553
ACH-000206,-0.7014799487042647
ACH-000207,-0.4210860507361674
ACH-000208,-0.3635554057454219
ACH-000210,-0.3732918389891043
ACH-000211,-0.4573391138031511
ACH-000215,-0.4666691605710172
ACH-000221,-0.6043480197773334
ACH-000222,-0.4343026428346283
ACH-000223,-0.5607278678041847
ACH-000226,-0.6167938879796137
ACH-000227,-0.5277502783179295
ACH-000228,-0.5718991018305871
ACH-000231,-0.4582811037566726
ACH-000232,-0.5577929092109947
ACH-000233,-0.3185821662563149
ACH-000234,-0.37671643255732395
ACH-000235,-0.4846039405442059
ACH-000237,-0.5263370867431506
ACH-000238,-0.6294365505238896
ACH-000242,-0.4535543330002042
ACH-000243,-0.441560895031626
ACH-000244,-0.24651545559320975
ACH-000246,-0.3794080394316653
ACH-000248,-0.5616560063092768
ACH-000250,-0.4766640794015037
ACH-000251,-0.4149773394832459
ACH-000252,-0.5897826289315098
ACH-000253,-0.4938968811929626
ACH-000255,-0.3950260297045942
ACH-000256,-0.4880662515681054
ACH-000257,-0.2955450667979536
ACH-000258,-0.6170907813058639
ACH-000259,-0.6386702461273677
ACH-000260,-0.4457896224680319
ACH-000261,-0.4712424088416813
ACH-000262,-0.3633477330944591
ACH-000263,-0.35084203806247444
ACH-000264,-0.4981196517150808
ACH-000265,-0.3980826087642112
ACH-000266,-0.4929751702669522
ACH-000272,-0.4057933191806576
ACH-000274,-0.5686138279601191
ACH-000277,-0.4489904950130711
ACH-000278,-0.3595963735852256
ACH-000279,-0.40291675833520696
ACH-000280,-0.294473350141438
ACH-000281,-0.4404907731018501
ACH-000288,-0.4840474967493765
ACH-000291,-0.5150822281305927
ACH-000293,-0.5242127016628508
ACH-000294,-0.4658522329263681
ACH-000295,-0.2500122221050277
ACH-000296,-0.2445907430983533
ACH-000302,-0.4986761912757513
ACH-000304,-0.5365292095604037
ACH-000307,-0.4838733813404775
ACH-000308,-0.4145609595930841
ACH-000310,-0.5060322589342178
ACH-000311,-0.3908535371433004
ACH-000312,-0.4844042650892894
ACH-000315,-0.1599476462836979
ACH-000316,-0.4359966079332493
ACH-000317,-0.35602069223393595
ACH-000318,-0.4941873289157927
ACH-000319,-0.31117385517876284
ACH-000320,-0.6896304406722287
ACH-000322,-0.3015405114896989
ACH-000323,-0.6308027222667781
ACH-000324,-0.4509982776627913
ACH-000329,-0.5667678013145846
ACH-000330,-0.4568505151453782
ACH-000331,-0.5418989717663499
ACH-000332,-0.4329582682563928
ACH-000334,-0.6281991388655181
ACH-000335,-0.3925405626926136
ACH-000336,-0.5837385943616179
ACH-000337,-0.4000913925176023
ACH-000338,-0.4571226045605518
ACH-000339,-0.392115480787969
ACH-000341,-0.5278592103661081
ACH-000348,-0.4545123394838042
ACH-000350,-0.657830148182483
ACH-000352,-0.5458667861482223
ACH-000356,-0.205478578146482
ACH-000361,-0.4948018006525902
ACH-000362,-0.4862691040099722
ACH-000363,-0.5064089502859686
ACH-000364,-0.3934873037639226
ACH-000365,-0.4995408997204376
ACH-000366,-0.4810531363967965
ACH-000368,-0.6543132989844062
ACH-000374,-0.2597696426055898
ACH-000375,-0.4423919274019047
ACH-000376,-0.6229911324963304
ACH-000381,-0.3094447725745865
ACH-000383,-0.5087977192103206
ACH-000387,-0.5443255624386489
ACH-000389,-0.5801720713352028
ACH-000390,-0.525517364419861
ACH-000393,-0.4429507719296219
ACH-000395,-0.43934211878940294
ACH-000396,-0.3070845435391127
ACH-000397,-0.5893963196801003
ACH-000401,-0.6899090487593412
ACH-000402,0.3700065919210555
ACH-000403,-0.493525046414508
ACH-000404,-0.2337956540075028
ACH-000406,-0.39799880082643424
ACH-000407,-0.5747684714295707
ACH-000408,-0.5725956260597981
ACH-000410,-0.5409436338993177
ACH-000411,-0.5614387646836796
ACH-000414,-0.4586497644928598
ACH-000415,-0.618071598649875
ACH-000416,-0.4893677593178721
ACH-000420,-0.29683719278461584
ACH-000421,-0.29408034227628704
ACH-000424,-0.6160780333663647
ACH-000425,-0.4311611659291803
ACH-000426,-0.2636555692049429
ACH-000427,-0.4055922360201476
ACH-000433,-0.3560553771488972
ACH-000435,-0.5584870772919378
ACH-000436,-0.5797922694870089
ACH-000444,-0.5008767026304045
