,TMEM132D (121256)
ACH-000004,-0.16697009436054852
ACH-000005,-0.1650087243423666
ACH-000007,0.05097362436847163
ACH-000009,-0.011003354420022062
ACH-000011,-0.02035079099837504
ACH-000012,-0.14658454071756394
ACH-000013,-0.03523911587857944
ACH-000014,-0.02353430599838069
ACH-000015,-0.0930675498582808
ACH-000017,-0.0046578612000287
ACH-000018,-0.12618574054867132
ACH-000019,-0.06216055019085965
ACH-000021,-0.12947435218193834
ACH-000022,-0.10457368672281307
ACH-000025,-0.17889919635701532
ACH-000028,0.17129993635772642
ACH-000030,0.05502360415283924
ACH-000035,0.10481923856396066
ACH-000036,0.04121419922963936
ACH-000037,-0.011970493853621884
ACH-000039,-0.15814351741555033
ACH-000040,-0.01814955032230221
ACH-000041,-0.12608395350783544
ACH-000042,-0.11578314864869295
ACH-000045,0.1496704088016002
ACH-000047,-0.0136955364517974
ACH-000052,-0.3238445019363021
ACH-000053,-0.07100844089227708
ACH-000054,-0.06821661705770858
ACH-000055,-0.06286368384067549
ACH-000060,0.0055279750017574346
ACH-000067,-0.037531170123722736
ACH-000070,-0.1130136988979802
ACH-000075,-0.060772476114726214
ACH-000078,-0.06350717477004271
ACH-000082,-0.017746955277753287
ACH-000085,-0.03708585535720636
ACH-000086,-0.18090307099693528
ACH-000087,-0.0909791015728606
ACH-000092,0.025662050421913427
ACH-000095,0.013686016865940086
ACH-000097,0.06945814550382091
ACH-000098,-0.12626865330353182
ACH-000099,-0.048122326738674594
ACH-000108,-0.1137408688960925
ACH-000113,-0.05009183361782002
ACH-000116,-0.07288531669658217
ACH-000118,-0.07710719599924143
ACH-000120,-0.09736444216948527
ACH-000123,0.11086177761372827
ACH-000127,-0.02640891820755573
ACH-000128,-0.0963439626416479
ACH-000132,0.10374850355338512
ACH-000133,0.0412461536318286
ACH-000137,-0.16963978529437232
ACH-000138,-0.04302879101952669
ACH-000142,-0.06888829992212918
ACH-000143,-0.1082751086405734
ACH-000146,-0.2307393803304079
ACH-000148,-0.0523135146556373
ACH-000150,-0.14524625891472245
ACH-000152,-0.08932330054929775
ACH-000153,0.0506887580639039
ACH-000159,-0.048805862857337484
ACH-000160,-0.2268981515863185
ACH-000163,0.0013586737415337993
ACH-000167,-0.8480219618099694
ACH-000168,6.9093466092109434e-06
ACH-000169,-0.09363228899537264
ACH-000178,-0.13956257479167528
ACH-000183,0.114620546732599
ACH-000188,0.0954243417852812
ACH-000189,0.010619511417510436
ACH-000190,-0.15595095403777198
ACH-000198,-0.033839206626900306
ACH-000203,0.3974311994521569
ACH-000204,-0.00844298348074757
ACH-000206,-0.1685999520706142
ACH-000207,-0.09800295245018248
ACH-000208,0.0974328400859752
ACH-000210,-0.12175932510381952
ACH-000211,-0.052399679451018435
ACH-000215,-0.11923919659505752
ACH-000221,-0.1596966229599052
ACH-000222,-0.047244511295701085
ACH-000223,-0.004754165579636369
ACH-000226,-0.03273060761341198
ACH-000227,0.017826461919572288
ACH-000228,-0.009161285284801996
ACH-000231,-0.013879768257193116
ACH-000232,-0.09352852164118944
ACH-000233,-0.07542726935382651
ACH-000234,-0.17063276536964112
ACH-000235,-0.0741414400637889
ACH-000237,-0.06315528113018401
ACH-000238,-0.09019327879711762
ACH-000242,-0.11165668776397512
ACH-000243,-0.02875696326624141
ACH-000244,0.09362094599425363
ACH-000246,-0.07297727542030598
ACH-000248,-0.08564344089221852
ACH-000250,-0.025993151080275976
ACH-000251,-0.1188877952434127
ACH-000252,0.13397038170561293
ACH-000253,-0.09617710926816557
ACH-000255,0.058241500960742924
ACH-000256,-0.05040566710623354
ACH-000257,0.14328699329168335
ACH-000258,-0.2748370485907839
ACH-000259,-0.03392961345571143
ACH-000260,-0.07375076266923743
ACH-000261,0.008975951411651834
ACH-000262,-0.04189773880163638
ACH-000263,-0.2743230387563878
ACH-000264,-0.04831417974559516
ACH-000265,-0.07363299914969919
ACH-000266,-0.1226289467106107
ACH-000272,0.10703987119237496
ACH-000274,-0.005786355607490611
ACH-000277,-0.16264622214069016
ACH-000278,-0.11995665713593424
ACH-000279,-0.15026310777063193
ACH-000280,-0.08130790864309477
