,KRT6A (3853)
ACH-000259,-0.30952644537189616
ACH-000260,-0.30807884925947737
ACH-000261,-0.3856677058233284
ACH-000262,-0.4728298844650519
ACH-000263,-0.4569416290121314
ACH-000264,-0.2481240333782028
ACH-000265,-0.2580197038252509
ACH-000266,-0.35012989431760955
ACH-000272,-0.277983468558734
ACH-000274,-0.384532334696288
ACH-000277,-0.417525057773885
ACH-000278,-0.3165971081228923
ACH-000279,-0.4121414299968509
ACH-000280,-0.30382736217209044
ACH-000281,-0.3326569127468758
ACH-000288,-0.4155682911395421
ACH-000291,-0.3914344136987031
ACH-000293,-0.2951633408780731
ACH-000294,-0.333369299829527
ACH-000295,-0.3661854921965807
ACH-000296,-0.2637039421215205
ACH-000302,-0.3840721519235746
ACH-000304,-0.6988695129236415
ACH-000307,-0.2851331450068007
ACH-000308,-0.3051194913886133
ACH-000310,-0.3199538378941211
ACH-000311,-0.3483691838886151
ACH-000312,-0.4058320363242675
ACH-000315,-0.4571615693617546
ACH-000316,-0.2657974612808799
ACH-000317,-0.17133278579437514
ACH-000318,-0.5010068938030258
ACH-000319,-0.2217639457399578
ACH-000320,-0.3597512418704845
ACH-000322,-0.1965472636120096
ACH-000323,-0.2656750382590921
ACH-000324,-0.4030227632153718
ACH-000329,-0.3063344944828627
ACH-000330,-0.3553051148577074
ACH-000331,-0.2962152375548747
ACH-000332,-0.4131248105542629
ACH-000334,-0.2648969646935061
ACH-000335,-0.35079845266011683
ACH-000336,-0.3084142323872346
ACH-000337,-0.5729792826314343
ACH-000338,-0.4743933191449392
ACH-000339,-0.4236900785592632
ACH-000341,-0.3143772813772033
ACH-000348,-0.3813488086916135
ACH-000350,-0.3456864326478531
ACH-000352,-0.4877044585387529
ACH-000356,-0.4853138840690633
ACH-000361,-0.428246111537293
ACH-000362,-0.34014423292498325
ACH-000363,-0.3185597335037258
ACH-000364,-0.367309232231438
ACH-000365,-0.3053313243635503
ACH-000366,-0.2802302455863845
ACH-000368,-0.3347109706675813
ACH-000374,-0.3194324796984521
ACH-000375,-0.2061509341201027
ACH-000376,-0.2607498706809498
ACH-000381,-0.2960365226246169
ACH-000383,-0.3035704697633021
ACH-000387,-0.3215608021458619
ACH-000389,-0.3534803021918311
ACH-000390,-0.42961982366484097
ACH-000393,-0.2454964253701484
ACH-000395,-0.4187747684298942
ACH-000396,-0.2587533643356258
ACH-000397,-0.3314062208290001
ACH-000401,-0.4133123597567065
ACH-000402,-0.1884830215260412
ACH-000403,-0.412007754343685
ACH-000404,-0.4066274587031813
ACH-000406,-0.254981215956797
ACH-000407,-0.5823599322826366
ACH-000408,-0.18437216549216887
ACH-000410,-0.3054624889215398
ACH-000411,-0.21252998298057565
ACH-000414,-0.39380076746400905
ACH-000415,-0.17206502857507452
ACH-000416,-0.2797070014702504
ACH-000420,-0.30663403033098896
ACH-000421,-0.2329518940970471
ACH-000424,-0.4601935226965366
ACH-000425,-0.26751846938350865
ACH-000426,-0.539070799501193
ACH-000427,-0.032753953181381565
ACH-000433,-0.4527015984001024
ACH-000435,-0.0009838466013653302
ACH-000436,-0.3259602339922174
ACH-000444,-0.4428383952400163
ACH-000445,-0.6086690810433567
ACH-000448,-0.2983546249227088
ACH-000450,-0.4535983258945393
ACH-000452,-0.3124846796902016
ACH-000454,-0.27969423440704905
ACH-000458,-0.3733280006134226
ACH-000459,-0.14681534946838154
ACH-000460,-0.3406813399420455
ACH-000461,-0.33587120613763405
ACH-000463,-0.3814881846184446
ACH-000464,-0.4076975895517172
ACH-000466,-0.4906188017046855
ACH-000467,-0.2993185123206469
ACH-000468,-0.3380440279090056
ACH-000469,-0.3070252150811863
ACH-000470,-0.27566767702268835
ACH-000471,-0.34242559710502696
ACH-000472,-0.2439936073823254
ACH-000473,-0.3950564807054348
ACH-000475,-0.2890324363656483
ACH-000476,-0.4889010604976217
ACH-000477,-0.42836727121515095
ACH-000479,-0.25175839752030177
ACH-000480,-0.4982108511648498
ACH-000481,-0.18065649818476076
ACH-000483,-0.3312930477229737
ACH-000484,-0.23234124161020825
ACH-000485,-0.3581647680832065
ACH-000486,-0.30474630142689835
ACH-000487,-0.2583015756431003
ACH-000488,-0.2846465176766839
ACH-000490,-0.17219796008095456
ACH-000491,-0.2315653270457277
ACH-000495,-0.119904806233776
ACH-000496,-0.3962922368703885
ACH-000499,-0.1884744586869429
ACH-000500,-0.5957625429471661
ACH-000502,-0.2871934102729182
ACH-000503,-0.1205697458252486
ACH-000505,-0.2801325753113181
ACH-000507,-0.23601073188129226
ACH-000510,-0.2924519870698444
ACH-000511,-0.21553090090536986
ACH-000512,-0.3002363515901675
ACH-000516,-0.3332970000509505
ACH-000517,-0.3264089315616503
ACH-000518,-0.2848914833586765
ACH-000520,-0.33221576331586083
ACH-000521,-0.5141430596257832
ACH-000522,-0.17834453470345327
ACH-000524,-0.23074695380815355
ACH-000527,-0.3159089620796265
ACH-000528,-0.31136778923245745
ACH-000537,-0.28265950196439965
ACH-000541,-0.6163939176005103
ACH-000542,-0.43428029558828257
ACH-000544,0.022333567169089838
ACH-000545,-0.27722801685223136
ACH-000547,-0.1701976769066286
ACH-000548,-0.37856135473532665
ACH-000549,-0.46721373309168396
ACH-000550,-0.30808560749404845
ACH-000552,-0.2753758769893069
ACH-000556,-0.2885028485100277
ACH-000557,-0.28820746499023225
ACH-000569,-0.07641594508790871
ACH-000570,-0.3250111906132493
ACH-000571,-0.4029693625308679
ACH-000573,-0.2993056890274696
ACH-000576,-0.2998923007829219
ACH-000579,-0.4108384074174903
ACH-000580,-0.2609009225581089
ACH-000584,-0.3592430066601142
ACH-000585,-0.2382427350203296
ACH-000588,-0.2486323391089324
ACH-000589,-0.4749089250087796
ACH-000591,-0.41521591012958375
ACH-000593,-0.3333655008669448
ACH-000600,-0.3549019029071271
ACH-000601,-0.26827446353042195
ACH-000605,-0.3104903592951212
ACH-000606,-0.24355000884064185
ACH-000608,-0.3921775412993821
ACH-000614,-0.3334405909967536
ACH-000616,-0.39456961094666254
ACH-000618,-0.2554061664971885
ACH-000619,-0.22069475891389007
ACH-000620,-0.39388470486552224
ACH-000621,-0.3483292310833998
ACH-000622,-0.28255888026779874
ACH-000623,-0.28094935568029983
ACH-000624,-0.30817412302856995
ACH-000627,-0.3028859338264815
ACH-000630,-0.3102706449670929
ACH-000631,-0.4899890783587249
ACH-000632,-0.2630606216620216
ACH-000633,-0.4042778431885892
ACH-000637,-0.20981916036551027
ACH-000638,-0.2609156240789835
ACH-000646,-0.3524067848780187
ACH-000647,-0.31409939350396016
ACH-000648,-0.04680667297237938
ACH-000649,-0.38956381395106815
ACH-000651,-0.4807775635370816
ACH-000652,-0.4506815362960786
ACH-000653,-0.31656422953229035
ACH-000657,-0.3119107097114533
ACH-000658,-0.14578148395008875
ACH-000661,-0.22593106501395635
ACH-000662,-0.4716237135235872
ACH-000663,-0.21019985774162075
ACH-000665,-0.37541008110860336
ACH-000671,-0.15862468571805874
ACH-000672,-0.06042900879913592
ACH-000673,-0.3068726461590489
ACH-000676,-0.353208410640181
ACH-000677,-0.4574286227055282
ACH-000681,-0.4232401353136361
ACH-000683,-0.2334601428586089
ACH-000684,-0.2114224321529924
ACH-000688,-0.5166587207900586
ACH-000693,-0.3654272715757376
ACH-000694,-0.4218176663957157
ACH-000695,-0.4832564102976831
ACH-000696,-0.3302303613509074
ACH-000697,-0.3138193700013536
ACH-000699,-0.2818934886576903
ACH-000701,-0.39338698847463
ACH-000706,-0.3157908677499913
ACH-000711,-0.2895547979817589
ACH-000713,-0.2397584188062488
ACH-000714,-0.2498727407288763
ACH-000718,-0.35030847508902424
ACH-000720,-0.3173393251952191
ACH-000721,-0.23347977932671105
ACH-000724,-0.4190803962980829
ACH-000725,-0.3071911025661234
ACH-000732,-0.3868339988730961
ACH-000734,-0.4029083165602885
ACH-000735,-0.2626350422359728
ACH-000736,-0.3679334187199368
ACH-000738,-0.4864820619837021
ACH-000746,-0.33845518354151216
ACH-000747,-0.3169370949088255
ACH-000748,-0.3147661282981564
ACH-000753,-0.24568701458049125
ACH-000756,-0.3909702189895845
ACH-000757,-0.30091011927513023
ACH-000758,-0.4306985067858914
ACH-000760,-0.3609521122315419
ACH-000762,-0.3496784996240995
ACH-000763,-0.0671314741529748
ACH-000764,-0.13083720232800308
ACH-000765,-0.473395776307432
ACH-000766,-0.2976358159363959
ACH-000767,-0.37983047589460384
ACH-000768,-0.3220394576901984
ACH-000769,-0.14343243116334162
ACH-000770,-0.3788697716434234
ACH-000771,-0.10032634880313228
ACH-000773,-0.3091578256653456
ACH-000776,-0.3018450924906589
ACH-000777,-0.42703601069341823
ACH-000778,-0.15988025106256076
ACH-000781,-0.16634125568247896
ACH-000782,-0.5930510282101429
ACH-000783,-0.3643139105526808
ACH-000784,-0.2590138507289038
ACH-000785,-0.4423105347377401
ACH-000787,-0.35652206128782793
ACH-000788,-0.21480483710973555
ACH-000791,-0.21684580900713046
ACH-000792,-0.3760818523021531
ACH-000794,-0.1280430813635112
ACH-000796,-0.3125428094131058
ACH-000798,-0.3980131650709249
ACH-000799,-0.21054991919358326
ACH-000800,-0.4573066052546082
ACH-000802,-0.15364008820059838
ACH-000804,-0.29979835106568137
ACH-000805,-0.391621968503598
ACH-000809,-0.29774748030179754
ACH-000810,-0.30575968142716026
ACH-000811,-0.2479091604056768
ACH-000817,-0.3589587981068813
ACH-000819,-0.3229566780941905
ACH-000820,-0.02151913214042464
ACH-000821,-0.11019755121863753
ACH-000822,-0.3750767878722472
ACH-000823,-0.2805130041438655
ACH-000824,-0.178617344073732
ACH-000827,-0.26917383607462503
ACH-000829,-0.1438693438649634
ACH-000831,-0.3844858646318505
ACH-000832,-0.2321379418744163
ACH-000833,-0.3125967766173241
ACH-000834,-0.4507997335550739
ACH-000835,-0.23488474275135485
ACH-000836,-0.22385082453321306
ACH-000837,-0.3210690533600368
ACH-000838,-0.3741293038644698
ACH-000839,-0.2508517534639679
ACH-000840,-0.2053023120154148
ACH-000841,-0.3677563181439233
ACH-000843,-0.28050215391236233
ACH-000846,-0.2978264352867362
ACH-000847,-0.3593109380364949
ACH-000848,-0.5210402826227404
ACH-000849,-0.4151795156284944
ACH-000851,-0.32086791165505685
ACH-000855,-0.3682211519997039
ACH-000856,-0.3430323991315002
ACH-000858,-0.21388405837839694
ACH-000859,-0.2511833265909413
ACH-000861,-0.35859215462723826
ACH-000862,-0.26770166346706464
ACH-000865,-0.306899830495281
ACH-000866,-0.27437833378190524
ACH-000867,-0.260001707934032
ACH-000869,-0.223154918787644
ACH-000872,-0.35072232979786033
ACH-000873,-0.29520580459567364
ACH-000876,-0.4222822887353347
ACH-000878,-0.2179566404308938
ACH-000880,-0.14485823570390294
ACH-000881,-0.26299215099373763
ACH-000882,-0.2454160198142852
ACH-000884,-0.3312772388384861
ACH-000885,-0.26593611095628344
ACH-000887,-0.2942676776057909
ACH-000889,-0.33457396952560964
ACH-000896,-0.3483981524224584
ACH-000898,-0.4079508544363662
ACH-000900,-0.3344461561990953
ACH-000901,-0.3897385601604551
ACH-000905,-0.1778548727537677
ACH-000906,-0.4121318547079718
ACH-000907,-0.3090908392474424
ACH-000910,-0.3485998229405149
ACH-000911,-0.28169929338259914
ACH-000912,-0.3273230639496746
ACH-000913,-0.3343052780398199
ACH-000915,-0.25471692488814635
ACH-000916,-0.4688888654471453
ACH-000917,-0.2383407335359227
ACH-000920,-0.3608225232083318
ACH-000921,-0.2306576303568539
ACH-000924,-0.2172744683963018
ACH-000926,-0.3770160312917207
ACH-000928,-0.3086435454096546
ACH-000929,-0.30401382113061565
ACH-000932,-0.4486120162608257
ACH-000935,-0.4660540248193944
ACH-000936,-0.2513042570719693
ACH-000937,-0.2743090921438865
ACH-000938,-0.3792454526126757
ACH-000939,-0.14122458660867873
ACH-000941,-0.3885993958511187
ACH-000943,-0.3999530694650123
ACH-000946,-0.2699811375536149
ACH-000947,-0.18169344921631456
ACH-000948,-0.3474931645183733
ACH-000950,-0.3976881891949253
ACH-000953,-0.3028946911894857
ACH-000954,-0.3076598437978209
ACH-000957,-0.08800468063422479
ACH-000958,-0.2380800066500296
ACH-000960,-0.4388995534048227
ACH-000963,-0.19907622789353047
ACH-000968,-0.13962654563188096
ACH-000969,-0.10543511213176927
ACH-000972,-0.4894274800429942
ACH-000973,-0.2649479296419375
ACH-000974,-0.3695562889305945
ACH-000978,-0.270805343305334
ACH-000984,-0.4545596158004981
ACH-000986,-0.08960772161291702
ACH-000988,-0.15217819630627194
ACH-000993,-0.3834642776136931
ACH-000994,-0.3190449550474232
ACH-000996,-0.0336751715933078
ACH-001001,-0.2722328098638532
ACH-001020,-0.3254311855814467
ACH-001028,-0.3615947511329404
ACH-001031,-0.25630475889220844
ACH-001038,-0.3114234066020039
ACH-001048,-0.3308053727175688
ACH-001050,-0.24764635701615975
ACH-001053,-0.4693803259963212
ACH-001054,-0.24126198527617546
ACH-001061,-0.4477829582311863
ACH-001067,-0.22394760422846588
ACH-001075,-0.4194608772068358
ACH-001096,-0.3799217749122266
ACH-001111,-0.23141739345300835
ACH-001119,-0.3835560115957245
ACH-001128,-0.5544041182250488
ACH-001134,-0.3497245900021904
ACH-001151,-0.3056974077824425
ACH-001163,-0.3613037943823927
ACH-001164,-0.2614259485289923
ACH-001183,-0.3690386692795072
ACH-001192,-0.1998709201406986
ACH-001193,0.05134794819283717
ACH-001196,-0.3623917256465752
ACH-001197,-0.3133764636787576
ACH-001205,-0.3070583698994481
ACH-001211,-0.14935552318895842
ACH-001212,-0.2623440488366514
ACH-001228,-0.17514921237137265
ACH-001232,-0.2727088676004638
ACH-001239,-0.31297822358824035
ACH-001270,-0.14558430640733794
ACH-001274,-0.363769062532904
ACH-001275,-0.4063500425909954
ACH-001277,-0.3085177897652647
ACH-001278,-0.3324286424427186
ACH-001280,-0.1490524472422459
ACH-001283,-0.2406734878161783
ACH-001289,-0.3885778563444624
ACH-001300,-0.4332937809495875
ACH-001301,-0.2499168319891985
ACH-001302,-0.3732044335760945
ACH-001306,-0.25085077057231714
ACH-001318,-0.15792039243352107
ACH-001322,-0.2450535194083817
ACH-001328,-0.3807922079420705
ACH-001332,-0.5281921376871463
ACH-001336,-0.33579648842519444
ACH-001346,-0.09055346306583802
ACH-001353,-0.3034743900202587
ACH-001354,-0.6074470400090455
ACH-001367,-0.3015054727137968
ACH-001368,-0.22193568714699755
ACH-001374,-0.5156899854605713
ACH-001377,-0.28936714118150186
ACH-001380,-0.3233865350566045
ACH-001391,-0.0816086548987324
ACH-001408,-0.2997269611261634
ACH-001430,-0.22693764485674675
ACH-001431,-0.10338929333887374
ACH-001450,-0.08278940613721117
ACH-001496,-0.13589819854448393
ACH-001500,-0.2168808024055112
ACH-001523,-0.333089409672966
ACH-001532,-0.2952602126038494
ACH-001550,-0.4537548932574704
ACH-001552,-0.41160216671418304
ACH-001554,-0.24281307367734375
ACH-001654,-0.33169189345853106
ACH-001735,-0.38209938268485066
ACH-001736,-0.3574230172081665
ACH-001737,-0.20979210605620804
ACH-001740,-0.3134601649993382
ACH-001745,-0.37041720025304703
ACH-001765,-0.35600785237256816
