,FRYL (285527)
ACH-000004,0.3915213228280409
ACH-000005,-0.20858198399532055
ACH-000007,0.3917988880162255
ACH-000009,0.3123413356155198
ACH-000011,0.4521225769715432
ACH-000012,0.17094684413170858
ACH-000013,0.10310500304998607
ACH-000014,0.2638242756152153
ACH-000015,-0.14829269813353196
ACH-000017,0.13017204950992206
ACH-000018,0.5823672110491268
ACH-000019,-0.02266136200933577
ACH-000021,0.016952278813065158
ACH-000022,0.1212139919551658
ACH-000025,0.2274109419315023
ACH-000028,0.20431614396776773
ACH-000030,0.2838691613872969
ACH-000035,0.3330667902606373
ACH-000036,0.33740566558566754
ACH-000037,0.053615028321057266
ACH-000039,0.20196596407870884
ACH-000040,0.2612202080792617
ACH-000041,-0.0445117621828292
ACH-000042,0.023641723231993525
ACH-000045,0.20921230138271155
ACH-000047,0.10275088167266147
ACH-000052,0.1343220626581327
ACH-000053,0.1316038482046332
ACH-000054,0.07881183094143873
ACH-000055,-0.005385568268653732
ACH-000060,0.2249017280160007
ACH-000067,0.31540876874942586
ACH-000070,0.3098041053829549
ACH-000075,0.03051886951117765
ACH-000078,0.040309467943686325
ACH-000082,0.3332376923505676
ACH-000085,0.17521639891673085
ACH-000086,0.34208962136261484
ACH-000087,0.12287586232596645
ACH-000092,0.13319354850909107
ACH-000095,0.1442545945248895
ACH-000097,0.1839353986078392
ACH-000098,0.7649604405620376
ACH-000099,0.00335013166945796
ACH-000108,0.3840666416444448
ACH-000113,0.1682385429183547
ACH-000116,0.1633460908898069
ACH-000118,0.281138492379163
ACH-000120,0.025863112920551188
ACH-000123,-0.017444550826424876
ACH-000127,0.2634973207256377
ACH-000128,-0.030993133459477788
ACH-000132,0.4828002673269242
ACH-000133,0.06210679626455898
ACH-000137,0.15888504115019814
ACH-000138,0.197363868848096
ACH-000142,0.4123027934837852
ACH-000143,0.25346931405676404
ACH-000146,-0.0620479083703718
ACH-000148,0.1688287773830336
ACH-000150,0.16546920487158012
ACH-000152,0.1940589364316444
ACH-000153,0.14569545535083195
ACH-000159,-0.03297057399275316
ACH-000160,0.03647514389935375
ACH-000163,0.04748645063766135
ACH-000167,0.18501452635337096
ACH-000168,0.016273426098185106
ACH-000169,0.0557215978286587
ACH-000178,0.2634177278929881
ACH-000183,0.2543231061191393
ACH-000188,0.1274620602913532
ACH-000189,0.07843927521593339
ACH-000190,0.013701756374010795
ACH-000198,0.26068954144481193
ACH-000203,-0.2748210246341164
ACH-000204,0.13361002373648495
ACH-000206,0.033373191565129044
ACH-000207,0.15938075428218015
ACH-000208,-0.09314813469687616
ACH-000210,0.15711005621799534
ACH-000211,0.08043630341319759
ACH-000215,0.02339863143214233
ACH-000221,0.014494857343022709
ACH-000222,0.23449728449904186
ACH-000223,-0.0013747918114629975
ACH-000226,0.04405367436113242
ACH-000227,0.05634422188711364
ACH-000228,-0.08610786665776132
ACH-000231,0.03637339027994624
ACH-000232,0.276522094174088
ACH-000233,0.17317950020616862
ACH-000234,0.1783213291038886
ACH-000235,0.07399255935319371
ACH-000237,0.17295979109449594
ACH-000238,0.033513362444937
ACH-000242,-0.16677854491380714
ACH-000243,0.060882999342597215
ACH-000244,0.7077253103040501
ACH-000246,0.13238514245320734
ACH-000248,0.05222205925013342
ACH-000250,0.1947725590545392
ACH-000251,0.16750360013453622
ACH-000252,0.4250997403902095
ACH-000253,-0.07133568293469875
ACH-000255,0.140645648662069
ACH-000256,0.09986655883944713
ACH-000257,0.15587205330812956
ACH-000258,0.23896273047487224
ACH-000259,0.04672413601547027
ACH-000260,0.17900365545319735
ACH-000261,0.06298783359575785
ACH-000262,0.6691430475799042
ACH-000263,-0.00669167328517617
ACH-000264,0.035153363799438314
ACH-000265,0.2330346432557181
ACH-000266,0.25155930767653456
ACH-000272,-0.02179297680339924
ACH-000274,0.1517070784399161
ACH-000277,0.15291647494085173
ACH-000278,0.020738536869136792
ACH-000279,0.052168277821306085
ACH-000280,0.4501157904198721
ACH-000281,0.06547290382061624
ACH-000288,0.4720156068086863
ACH-000291,0.24884623111816365
ACH-000293,-0.05850040736063671
ACH-000294,0.3942808315296587
ACH-000295,0.2948490233774147
ACH-000296,-0.02786819345739536
ACH-000302,-0.03187069948695316
ACH-000304,0.3265449507493121
ACH-000307,0.015844270514083804
ACH-000308,-8.607796483556808e-05
ACH-000310,-0.0957303242202932
ACH-000311,0.2478441939814797
ACH-000312,0.04089793387663137
ACH-000315,0.05921502477491487
ACH-000316,0.2937729191493311
ACH-000317,-0.07960889608279667
ACH-000318,0.04383572113318269
ACH-000319,0.05103329791622933
ACH-000320,0.31762370459725203
ACH-000322,0.11035989790301326
ACH-000323,-0.04330764693862561
ACH-000324,0.1829308655567448
ACH-000329,-0.041923752140842735
ACH-000330,0.10968978059534287
ACH-000331,0.2936576873346902
ACH-000332,0.2901318985570378
ACH-000334,-0.05147828756606683
ACH-000335,0.14720173030744027
ACH-000336,0.10265641748296143
ACH-000337,0.07679704810886198
ACH-000338,-0.2989905348485697
ACH-000339,0.04736180253821541
ACH-000341,-0.04187231940328035
ACH-000348,0.06550985043516605
ACH-000350,-0.13942858858590831
ACH-000352,0.030440028318202195
ACH-000356,0.2122220622744732
ACH-000361,0.15590452624592432
ACH-000362,0.13287641697116334
ACH-000363,0.13739146195911314
ACH-000364,0.4925328467188257
ACH-000365,0.20848807013887968
ACH-000366,-0.10876783564731483
ACH-000368,0.259598702335625
ACH-000374,0.10192324454257347
ACH-000375,0.13379577081623614
ACH-000376,0.11443105987378395
ACH-000381,0.16753666442423562
ACH-000383,0.15242673383412392
ACH-000387,0.1176877889046267
ACH-000389,0.2138027222536464
ACH-000390,0.11959552267030525
ACH-000393,0.12453722296636592
ACH-000395,0.1228017046463673
ACH-000396,0.13047044499081212
ACH-000397,-0.05670644288626583
ACH-000401,0.3413237101412226
ACH-000402,-0.007407178808490311
ACH-000403,0.0020390175906557693
ACH-000404,-0.008656693196041095
ACH-000406,0.06699255571391795
ACH-000407,0.23655470310779145
ACH-000408,0.2822361857671443
ACH-000410,0.16325034386459225
ACH-000411,0.22253841300309288
ACH-000414,0.12773269851339314
