,CTSG (1511)
ACH-000004,0.14681970827302354
ACH-000005,0.13330125831550627
ACH-000007,-0.10742464798017587
ACH-000009,0.07336411589438238
ACH-000011,0.1527252458528168
ACH-000012,0.20285201846605172
ACH-000013,0.16389139604374586
ACH-000014,0.1475781517770927
ACH-000015,0.1933392389627247
ACH-000017,0.04705079400150237
ACH-000018,0.01648771367904689
ACH-000019,-0.009431978277006987
ACH-000021,0.05115356770969305
ACH-000022,0.16553851353162088
ACH-000025,0.18240646248700745
ACH-000028,0.06107956911954695
ACH-000030,0.10904667375455213
ACH-000035,0.07432476489743947
ACH-000036,0.1153444129511271
ACH-000037,0.16750986843827662
ACH-000039,0.13796591123581292
ACH-000040,0.1346266513119861
ACH-000041,0.12794299856119767
ACH-000042,0.15869152282969234
ACH-000045,0.16325047894347391
ACH-000047,0.05189191182994822
ACH-000052,-0.028654634336137626
ACH-000053,0.04710642953556925
ACH-000054,0.11653151606410544
ACH-000055,0.017493733913142587
ACH-000060,-0.08785522823089903
ACH-000067,0.02315980695718199
ACH-000070,0.045520573608677915
ACH-000075,-0.014334505563192976
ACH-000078,0.0439642184160594
ACH-000082,0.18256128228247914
ACH-000085,0.100838684211702
ACH-000086,0.03833717387431771
ACH-000087,-0.18316035442235648
ACH-000092,0.0012339394663567196
ACH-000095,0.2140957422777882
ACH-000097,0.06363414063716831
ACH-000098,0.043111275030938805
ACH-000099,0.03894882694725923
ACH-000108,0.00815588651555757
ACH-000113,-0.08378816881318027
ACH-000116,0.12169201146235464
ACH-000118,-0.0025702912940545673
ACH-000120,0.08362161825517166
ACH-000123,0.06583267384617343
ACH-000127,0.014061289740913054
ACH-000128,0.1496881586741164
ACH-000132,0.06958363943538594
ACH-000133,0.0950840137169391
ACH-000137,0.1680905374921987
ACH-000138,0.20202499207592808
ACH-000142,0.2058968805144714
ACH-000143,0.2561852263043221
ACH-000146,0.15325933591715704
ACH-000148,0.029018393365832913
ACH-000150,0.36428601444156
ACH-000152,0.045277809158453614
ACH-000153,0.007882500295611104
ACH-000159,0.08692713301410411
ACH-000160,-0.02225491622908328
ACH-000163,-0.012738291264275869
ACH-000167,0.20463411560700925
ACH-000168,0.1754972479496569
ACH-000169,0.10366256566878176
ACH-000178,0.02536207764352399
ACH-000183,0.06660489312742691
ACH-000188,0.14987091068426706
ACH-000189,-0.02035793627012636
ACH-000190,0.05312793121038216
ACH-000198,0.057389582557854125
ACH-000203,0.056749466484983004
ACH-000204,-0.07631367289344246
ACH-000206,0.18835666397752152
ACH-000207,-0.07917151478821159
ACH-000208,0.20921466010591752
ACH-000210,0.030059974607693926
ACH-000211,-0.004941851580013007
ACH-000215,0.13679347727628538
ACH-000221,0.007125490458306567
ACH-000222,-0.07548971744574845
ACH-000223,0.07631564790385867
ACH-000226,0.12431013296535988
ACH-000227,0.19909675355159528
ACH-000228,0.08563719023203775
ACH-000231,-0.006704125816359485
ACH-000232,0.1014323408531573
ACH-000233,0.027765131140012327
ACH-000234,-0.00594064412371991
ACH-000235,0.05210574061672293
ACH-000237,0.2204630396790744
ACH-000238,0.1655908342437232
ACH-000242,0.0698634137455871
ACH-000243,-0.005712349799765221
ACH-000244,0.13255571809097333
ACH-000246,0.02085659190520119
ACH-000248,-0.05119910609594777
ACH-000250,0.06325781276878324
ACH-000251,0.246029625519332
ACH-000252,0.14864412653530748
ACH-000253,-0.001772967846472375
ACH-000255,0.08392671310089238
ACH-000256,0.15732980055257045
ACH-000257,0.08275934718474992
ACH-000258,0.2382527390160271
ACH-000259,0.04253918398278463
ACH-000260,0.10188202545275736
ACH-000261,0.08748094606521806
ACH-000262,0.04491942796885312
ACH-000263,0.19599758013053908
ACH-000264,0.08969464114934213
ACH-000265,0.02210983250972118
ACH-000266,0.0930677133517312
ACH-000272,0.06918295093221323
ACH-000274,0.1564712825992838
ACH-000277,-0.015710215578490557
ACH-000278,0.01816879176696144
ACH-000279,-0.016083956296787282
ACH-000280,0.1404180283086161
ACH-000281,0.2083321514354473
ACH-000288,0.09003680188695197
ACH-000291,0.05178975477275788
ACH-000293,0.027025279518556995
ACH-000294,0.008151544942481933
ACH-000295,0.27649596773287743
ACH-000296,0.2255629010902087
ACH-000302,0.13513672168752536
ACH-000304,0.0169363388199321
ACH-000307,0.013088891404409076
ACH-000308,0.17498595833505318
ACH-000310,0.21771011966730397
ACH-000311,0.07880993771607217
ACH-000312,0.15204572916143974
ACH-000315,-0.010905879956646141
ACH-000316,0.22711200463798384
ACH-000317,-0.050614982155691636
ACH-000318,-0.045391803830095785
ACH-000319,0.1437450021448415
ACH-000320,0.24642724511492894
ACH-000322,0.1681176503161067
ACH-000323,0.06642579420895271
ACH-000324,0.18570753242847288
ACH-000329,0.16546732384374027
ACH-000330,0.01503678100118593
ACH-000331,0.22544869693564276
ACH-000332,0.09802540120640718
ACH-000334,-0.015996758213440727
ACH-000335,0.08302961655605227
ACH-000336,0.2040127531353945
ACH-000337,-0.024322165360336576
ACH-000338,0.09994908658617804
ACH-000339,0.13564398710121187
ACH-000341,0.05363517456201211
ACH-000348,0.13879318418081896
ACH-000350,0.03062127637758848
ACH-000352,0.0593093675082691
