,ZBTB7B (51043)
ACH-000004,0.09547810707257924
ACH-000005,-0.3643112855689848
ACH-000007,-0.29362522657417306
ACH-000009,-0.203177559471758
ACH-000011,0.01156961413944247
ACH-000012,-0.10915801564347802
ACH-000013,-0.2201648469356411
ACH-000014,-0.05702094066530245
ACH-000015,-0.2159845338473936
ACH-000017,-0.2987928511508367
ACH-000018,-0.1698836002593998
ACH-000019,-0.2681349036696566
ACH-000021,-0.24482840253580998
ACH-000022,-0.15289002314749645
ACH-000025,-0.1864704513240229
ACH-000028,-0.05983924446737453
ACH-000030,-0.16267210713731048
ACH-000035,-0.20143488973161144
ACH-000036,-0.17813519026136151
ACH-000037,-0.3228039843345228
ACH-000039,0.110514204530134
ACH-000040,-0.20857385293015784
ACH-000041,-0.12531189451478622
ACH-000042,-0.2599528361462202
ACH-000045,0.2496014575620278
ACH-000047,-0.26251700906772163
ACH-000052,-0.29571091081622936
ACH-000053,-0.31518749196990753
ACH-000054,-0.14735284594694892
ACH-000055,-0.11667219168448965
ACH-000060,-0.13955973632075522
ACH-000067,-0.16099796656112256
ACH-000070,-0.04821090688146637
ACH-000075,-0.22364132495331332
ACH-000078,-0.11557680289560375
ACH-000082,-0.1865377992573488
ACH-000085,-0.2870444346420759
ACH-000086,-0.2822303146040045
ACH-000087,-0.11193741842808028
ACH-000092,-0.24361111047110126
ACH-000095,-0.08437951377080799
ACH-000097,-0.5059680552365082
ACH-000098,-0.09737068388181302
ACH-000099,-0.16344014786683134
ACH-000108,-0.23295828582966124
ACH-000113,-0.33353753484107
ACH-000116,-0.06966457078837883
ACH-000118,-0.3021858133424659
ACH-000120,-0.12412569316393468
ACH-000123,-0.3646814300048341
ACH-000127,-0.15862887788549626
ACH-000128,-0.2364436950425536
ACH-000132,-0.20143918737689934
ACH-000133,-0.2383957649413576
ACH-000137,-0.15922314919549402
ACH-000138,-0.04586583477184002
ACH-000142,-0.04734705345815249
ACH-000143,-0.08369384521742812
ACH-000146,-0.027082364744783108
ACH-000148,-0.32362418251097497
ACH-000150,-0.11026606896941557
ACH-000152,-0.07013812451599519
ACH-000153,-0.2310208564975735
ACH-000159,-0.12462746858836528
ACH-000160,-0.17743485925896674
ACH-000163,-0.20668119058082726
ACH-000167,-0.058710732631397713
ACH-000168,-0.059528117708161736
ACH-000169,-0.2335745635745313
ACH-000178,-0.05390849545152825
ACH-000183,-0.17509742466452655
ACH-000188,-0.2697400236848209
ACH-000189,-0.4015426249690452
ACH-000190,-0.10828748247195218
ACH-000198,-0.2706670582802545
ACH-000203,-0.3187510667276339
ACH-000204,-0.4066712526803009
ACH-000206,-0.012188724507014113
ACH-000207,-0.22842816910758296
ACH-000208,-0.5985352202185373
ACH-000210,-0.08970452837050487
ACH-000211,-0.1548340191567859
ACH-000215,-0.2749698663090617
ACH-000221,-0.07633930506832079
ACH-000222,-0.2930436758836614
ACH-000223,-0.0852901560369223
ACH-000226,-0.13604393070182674
ACH-000227,-0.2362264766352484
ACH-000228,-0.182233820938028
ACH-000231,-0.3136750696860851
ACH-000232,-0.14525283796803262
ACH-000233,-0.33564171957393585
ACH-000234,-0.07113688618067747
ACH-000235,-0.3743067431414719
ACH-000237,-0.2745590077363672
ACH-000238,-0.10405418451361803
ACH-000242,-0.32325832890926737
ACH-000243,-0.1822542119988705
ACH-000244,-0.2204695192425304
ACH-000246,-0.29455425584592576
ACH-000248,-0.20516990644032185
ACH-000250,-0.17163125876637678
ACH-000251,-0.039831635699380016
ACH-000252,-0.7287409643006805
ACH-000253,-0.4220120825122869
ACH-000255,-0.17248184187635845
ACH-000256,-0.18737675676506652
ACH-000257,-0.21964665218660745
ACH-000258,-0.13925612371182727
ACH-000259,-0.18971823269786334
ACH-000260,-0.1621135637954394
ACH-000261,-0.1277153986290757
ACH-000262,-0.15118959765207612
ACH-000263,-0.24348127027073044
ACH-000264,-0.12188576208891334
ACH-000265,-0.20525720564335506
ACH-000266,-0.2665332091958337
ACH-000272,-0.17715397883929251
ACH-000274,-0.1876156581715084
ACH-000277,-0.26685064225813176
ACH-000278,-0.21928264032648945
ACH-000279,-0.14443924166291885
ACH-000280,-0.2232416897443686
ACH-000281,-0.37617358053991695
ACH-000288,-0.2299062540970772
ACH-000291,-0.038094578736268966
ACH-000293,-0.11622465719955875
ACH-000294,0.1256774053428233
ACH-000295,-0.11548493090856032
ACH-000296,-0.4025063662097864
ACH-000302,0.07328113271302836
ACH-000304,-0.1037150181566325
ACH-000307,-0.1069452304561246
ACH-000308,-0.226556573593834
ACH-000310,-0.12558667967330062
ACH-000311,-0.08637385309763199
ACH-000312,-0.2024394627593916
ACH-000315,0.014495047830649213
ACH-000316,-0.14711801107803205
ACH-000317,-0.12508937173322587
ACH-000318,-0.09611305423840782
ACH-000319,-0.13886798068761394
ACH-000320,-0.031664882848297715
ACH-000322,-0.0680276252144596
ACH-000323,-0.22092543548590365
ACH-000324,-0.09709471990509584
ACH-000329,-0.23708602479271515
ACH-000330,-0.14935561828507393
ACH-000331,-0.025381837537421396
ACH-000332,-0.1709557334352029
ACH-000334,-0.2342403514121167
ACH-000335,-0.16022761437449826
ACH-000336,-0.23072379481790745
ACH-000337,-0.337005403586875
ACH-000338,-0.5418078017908298
ACH-000339,-0.07454287267941538
ACH-000341,0.0051957436169077316
ACH-000348,-0.048295786950496
ACH-000350,-0.18133068056088805
ACH-000352,-0.03536403657669993
ACH-000356,-0.44767799029361866
ACH-000361,0.18631724128879384
ACH-000362,-0.012300550747733736
ACH-000363,-0.22068603939194448
ACH-000364,-0.22542250954244894
ACH-000365,-0.17702879394898305
ACH-000366,-0.29278378711294684
ACH-000368,-0.20177322322487007
ACH-000374,-0.2936325159933259
ACH-000375,-0.4116165823194695
ACH-000376,-0.2096251797682389
ACH-000381,-0.2521159664209223
ACH-000383,-0.1494953773233623
ACH-000387,-0.2239623151161497
ACH-000389,-0.05965766788775295
ACH-000390,-0.4143041975669146
ACH-000393,-0.214947347512372
ACH-000395,0.06066394464574176
ACH-000396,0.05638938173254793
ACH-000397,-0.3635941126212546
ACH-000401,-0.21499121333116705
ACH-000402,0.22403998314191245
ACH-000403,-0.12725111082365656
ACH-000404,-0.13279719379473634
ACH-000406,-0.032279157655928405
ACH-000407,0.00863587824698155
ACH-000408,-0.3637620954264751
ACH-000410,-0.4358558241344511
ACH-000411,-0.09031116002982784
ACH-000414,-0.212868053696513
ACH-000415,-0.1872333574472227
ACH-000416,-0.200421932847212
ACH-000420,0.033798368126391316
ACH-000421,-0.2599758270774138
ACH-000424,-0.24918139788870125
ACH-000425,-0.0325458433872681
ACH-000426,-0.1347053008977943
ACH-000427,-0.3376845864633786
ACH-000433,-0.2769548123385712
ACH-000435,-0.22289229860740206
ACH-000436,-0.4174680623272344
ACH-000444,-0.10302577908394688
ACH-000445,-0.12077588749864725
ACH-000448,-0.3383556380955164
ACH-000450,-0.3013116495543172
ACH-000452,-0.3322999576692468
ACH-000454,-0.10460372654378654
ACH-000458,-0.2498233263496818
ACH-000459,0.004750885966738139
ACH-000460,-0.09962482722969086
ACH-000461,-0.10959217925238107
ACH-000463,-0.25098529712319195
ACH-000464,-0.2179911355305912
ACH-000466,-0.18913394645768966
ACH-000467,-0.25652343609881384
ACH-000468,-0.30379978031935256
ACH-000469,-0.2426681935009775
ACH-000470,-0.040517128053895464
ACH-000471,-0.08692779370827429
ACH-000472,-0.03872267145285267
ACH-000473,-0.021185575773003902
ACH-000475,-0.15531819798329596
ACH-000476,-0.12262366669887532
ACH-000477,-0.032331353629767634
ACH-000479,-0.07460494368515487
ACH-000480,-0.1147760920822212
ACH-000481,-0.19286596350822527
ACH-000483,-0.011763870671986974
ACH-000484,-0.3235247953588033
ACH-000485,-0.09016254012045713
ACH-000486,-0.09809125455536837
ACH-000487,0.2359251672971171
ACH-000488,-0.13762101785666556
ACH-000490,-0.2501449500936313
ACH-000491,-0.3086369182016865
ACH-000495,-0.2586282802443678
ACH-000496,-0.11841501546269385
ACH-000499,-0.3511846384809381
ACH-000500,-0.15515334911771514
ACH-000502,-0.17377515237855126
ACH-000503,-0.025386489206882232
ACH-000505,-0.08150980086252815
ACH-000507,-0.12628296851226922
ACH-000510,-0.19154593161365147
ACH-000511,-0.2279654775255485
ACH-000512,-0.007144631789104474
ACH-000516,-0.3090646714024301
ACH-000517,-0.2611362011075521
ACH-000518,-0.09439549268302748
ACH-000520,-0.2611248595490646
ACH-000521,-0.3284794030749056
ACH-000522,-0.1496430950690732
ACH-000524,-0.14348741212580554
ACH-000527,-0.3014509895599045
ACH-000528,-0.6054499811181783
ACH-000537,-0.3104755887256136
ACH-000541,-0.2332138050511651
ACH-000542,-0.09944208835455227
ACH-000544,-0.2076977873671153
ACH-000545,-0.3029608512873199
ACH-000547,-0.32513900861450445
ACH-000548,-0.3547173297925757
ACH-000549,-0.001715596584594937
ACH-000550,-0.1589862558499739
ACH-000552,-0.20807446844524147
ACH-000556,-0.05301533395078874
ACH-000557,0.1881578207458004
ACH-000569,-0.0054176426500162425
ACH-000570,-0.10206069452231413
ACH-000571,-0.09010988025829862
ACH-000573,-0.18921930369443626
ACH-000576,-0.16411673792767653
ACH-000579,0.040157910451862025
ACH-000580,-0.14496106939645995
ACH-000584,-0.2706778628998647
ACH-000585,0.06416883611753194
ACH-000588,-0.3291813729235476
ACH-000589,-0.4133584074679911
ACH-000591,-0.1100164677550602
ACH-000593,-0.2528063058393301
ACH-000600,-0.15942685000125922
ACH-000601,-0.23564258879880906
ACH-000605,-0.09553061957264514
ACH-000606,-0.1860178331276605
ACH-000608,-0.2213251876305546
ACH-000614,0.05278648175600479
ACH-000616,-0.19590842473541767
ACH-000618,-0.1424087643021792
ACH-000619,-0.20301609378707366
ACH-000620,-0.1928921137919452
ACH-000621,-0.030416958157895576
ACH-000622,-0.15172209088953464
ACH-000623,-0.18447653278283466
ACH-000624,-0.17091153327083508
ACH-000627,-0.2299155381383605
ACH-000630,-0.2434607795230317
ACH-000631,-0.31413814229413944
ACH-000632,-0.006683205320741728
ACH-000633,-0.06331977207015138
ACH-000637,-0.044854588651577834
ACH-000638,-0.17177782673143185
ACH-000646,-0.470512261710812
ACH-000647,-0.28465569275532104
ACH-000648,-0.1029398862356579
ACH-000649,-0.1100192003261971
ACH-000651,-0.3060549353190134
ACH-000652,-0.4007969561250583
ACH-000653,-0.17650000112217026
ACH-000657,-0.2427618548594774
ACH-000658,-0.2755214530578828
ACH-000661,-0.21318948692093076
ACH-000662,-0.20712611993483385
ACH-000663,-0.07859069490756494
ACH-000665,-0.19954068144963935
ACH-000671,-0.10832511270911936
ACH-000672,-0.2649532748835227
ACH-000673,-0.2182617206802528
ACH-000676,-0.14646816633288712
ACH-000677,-0.06992739265291566
ACH-000681,-0.21397399211529244
ACH-000683,-0.28644386680236616
ACH-000684,-0.053108744460657255
ACH-000688,-0.14542562228975192
ACH-000693,-0.23564508745665866
ACH-000694,-0.15763018443597554
ACH-000695,-0.37120301685841584
ACH-000696,-0.14980865121223855
ACH-000697,-0.09817016110176292
ACH-000699,-0.05933872101932934
ACH-000701,-0.1398825091424917
ACH-000706,-0.2017064359881007
ACH-000711,-0.09928065722312797
ACH-000713,-0.4631859752482393
ACH-000714,-0.4956219173992618
ACH-000718,-0.2170305961058137
ACH-000720,-0.2540162046796246
ACH-000721,-0.1822576211584618
ACH-000724,-0.5232810424917148
ACH-000725,-0.5041631434213292
ACH-000732,-0.2729543318192157
ACH-000734,-0.22263248571992347
ACH-000735,-0.2953439636535897
ACH-000736,-0.23164589044431164
ACH-000738,-0.24632339241219905
ACH-000746,-0.34549516497940114
ACH-000747,-0.3286644743959228
ACH-000748,-0.3152495117056038
ACH-000753,-0.21490063090356254
ACH-000756,-0.21462194008663546
ACH-000757,-0.3736727918579096
ACH-000758,-0.3657213834654083
