,UQCC2 (84300)
ACH-000004,-0.2689432575119205
ACH-000005,-0.32987164333875857
ACH-000007,-0.3222034136728193
ACH-000009,-0.2811934394038825
ACH-000011,-0.12119181837741712
ACH-000012,-0.41981522366805296
ACH-000013,-0.4877074396694541
ACH-000014,-0.4304877060807349
ACH-000015,-0.539201020333671
ACH-000017,-0.3891831202529785
ACH-000018,-0.2735949005297821
ACH-000019,-0.44706565748181937
ACH-000021,-0.27451538489774696
ACH-000022,-0.4155257288099109
ACH-000025,-0.3518881645997943
ACH-000028,-0.2831347928524876
ACH-000030,-0.614250319963086
ACH-000035,-0.3627683998293066
ACH-000036,-0.1115669854194608
ACH-000037,-0.1899168355997635
ACH-000039,-0.289255641226095
ACH-000040,-0.2905717454589969
ACH-000041,-0.3396642522829527
ACH-000042,-0.2731217177568981
ACH-000045,-0.4153917171271569
ACH-000047,-0.2760950971856663
ACH-000052,-0.3785759180456882
ACH-000053,-0.2905985700739711
ACH-000054,-0.0714701828376044
ACH-000055,-0.510104453760998
ACH-000060,-0.395062940200757
ACH-000067,-0.3358062755130252
ACH-000070,-0.39668490069452794
ACH-000075,-0.3218135947512618
ACH-000078,-0.4413005275933029
ACH-000082,-0.40237785184005104
ACH-000085,-0.19397427193629266
ACH-000086,-0.4841042688113191
ACH-000087,-0.1720805098037905
ACH-000092,-0.3594490712990273
ACH-000095,-0.2516929482858814
ACH-000097,-0.28966647871714635
ACH-000098,-0.2965404438428401
ACH-000099,-0.4809603980688605
ACH-000108,-0.33206144299946866
ACH-000113,-0.6619472807422471
ACH-000116,-0.1884731377945932
ACH-000118,-0.4910905618447458
ACH-000120,-0.3263118530527605
ACH-000123,-0.4954596909238527
ACH-000127,-0.34172951528435475
ACH-000128,-0.3583987586209457
ACH-000132,-0.4224336696008594
ACH-000133,-0.2474408603807447
ACH-000137,-0.3295244789050781
ACH-000138,-0.3386552357534888
ACH-000142,-0.2353615011808741
ACH-000143,-0.4777707784040354
ACH-000146,-0.3776584970871885
ACH-000148,-0.22732559184193535
ACH-000150,-0.5251522637031373
ACH-000152,-0.3317019361366895
ACH-000153,-0.4994369980135594
ACH-000159,-0.3511259434428033
ACH-000160,-0.2748660076096193
ACH-000163,-0.2980330475372437
ACH-000167,0.17548452930137073
ACH-000168,-0.1213806391959034
ACH-000169,-0.3857143849226396
ACH-000178,-0.2670288758955005
ACH-000183,-0.3837590258719493
ACH-000188,-0.2757088866192057
ACH-000189,-0.6282261184005539
ACH-000190,-0.6941229335001915
ACH-000198,-0.6439484926549406
ACH-000203,-0.3717954841597702
ACH-000204,-0.4128814605975728
ACH-000206,-0.4338417654022437
ACH-000207,-0.4686536390009329
ACH-000208,-0.1747735882455065
ACH-000210,-0.3600015739462545
ACH-000211,-0.3922160885461528
ACH-000215,-0.2578746226704691
ACH-000221,-0.3768930851245257
ACH-000222,-0.3601997299712417
ACH-000223,-0.3923634808931303
ACH-000226,-0.228700462310685
ACH-000227,-0.3937700585996481
ACH-000228,-0.4499545641732892
ACH-000231,-0.3140417773775903
ACH-000232,-0.2952873847055681
ACH-000233,-0.09803227930577814
ACH-000234,-0.4226852003881189
ACH-000235,-0.3662342479624609
ACH-000237,-0.247853556115592
ACH-000238,-0.44402807178523207
ACH-000242,-0.5671606517811014
ACH-000243,-0.2995975035286803
ACH-000244,-0.4201686296737765
ACH-000246,-0.5225774038563344
ACH-000248,-0.6483254300250693
ACH-000250,-0.32785859095703324
ACH-000251,-0.26119158970653505
ACH-000252,-0.4416720918795505
ACH-000253,-0.3009429803959009
