,DAOA (267012)
ACH-000004,-0.13484276468887696
ACH-000005,-0.2945533812354885
ACH-000007,0.010235220839493714
ACH-000009,0.07942690461169004
ACH-000011,-0.034425139638025924
ACH-000012,0.10562507163525037
ACH-000013,-0.07542530869040359
ACH-000014,0.2534329502011341
ACH-000015,0.028845450214929833
ACH-000017,-0.060237952782368376
ACH-000018,-0.07143473977876927
ACH-000019,0.030019681128166314
ACH-000021,0.06263218534961408
ACH-000022,-0.07783400906068519
ACH-000025,0.07889905776370593
ACH-000028,-0.0569199387366048
ACH-000030,-0.04572761802177338
ACH-000035,-0.06398729157274725
ACH-000036,0.03142891934977835
ACH-000037,-0.02579133040658973
ACH-000039,0.04402985484077865
ACH-000040,0.08613126786735523
ACH-000041,-0.16018657171868608
ACH-000042,0.008737719942772337
ACH-000045,0.1386184875084077
ACH-000047,-0.050348949595842886
ACH-000052,-0.2274404564842669
ACH-000053,0.14326127987860288
ACH-000054,0.05995755941912107
ACH-000055,0.049739011716556494
ACH-000060,-0.10726212889398544
ACH-000067,0.07053818033795561
ACH-000070,-0.04749975796278698
ACH-000075,0.2156951317685562
ACH-000078,-0.1323249463200694
ACH-000082,-0.08982923496252576
ACH-000085,-0.06668237574642595
ACH-000086,0.16281409944401132
ACH-000087,0.20224262360589287
ACH-000092,0.10815667468984884
ACH-000095,0.072619032399691
ACH-000097,0.02940643743958356
ACH-000098,0.07034550387740364
ACH-000099,-0.0011909273810477216
ACH-000108,-0.07768015455981256
ACH-000113,0.03914062907381526
ACH-000116,-0.08147436077273337
ACH-000118,0.07179436805511125
ACH-000120,-0.0246255602238666
ACH-000123,-0.03691220484467104
ACH-000127,0.02101580179388181
ACH-000128,0.13872480826456285
ACH-000132,-0.022708440766643818
ACH-000133,0.1006272296684704
ACH-000137,0.09132494419864802
ACH-000138,0.006879199942971183
ACH-000142,-0.01713596541284266
ACH-000143,-0.0011084491592586944
ACH-000146,0.009373491601811964
ACH-000148,-0.17659892456259715
ACH-000150,0.07209591785975464
ACH-000152,-0.1555489616405226
ACH-000153,0.0735957508769696
ACH-000159,-0.1051478351181197
ACH-000160,-0.028574930202126626
ACH-000163,-0.12033015424511632
ACH-000167,-0.21909344990223967
ACH-000168,-0.038565457826255575
ACH-000169,-0.27279382526219165
ACH-000178,0.0322382172551836
ACH-000183,0.1460160645494798
ACH-000188,-0.15083109549797422
ACH-000189,0.041185043209107895
ACH-000190,0.2557095983824613
ACH-000198,0.12128454953176525
ACH-000203,-0.030388831912214663
ACH-000204,-0.17076985832626015
ACH-000206,-0.024524935728389503
ACH-000207,0.07339629049142013
ACH-000208,0.13816929431025
ACH-000210,-0.04043064267462256
ACH-000211,0.039220500050903134
ACH-000215,0.0989204867787018
ACH-000221,0.015715132098189345
ACH-000222,-0.19418153408304525
ACH-000223,-0.04648624398656976
ACH-000226,-0.08512828278358882
ACH-000227,-0.09874857632472464
ACH-000228,-0.0509188615354286
ACH-000231,0.04215677397820362
ACH-000232,-0.07376074591450299
ACH-000233,0.14594454538775625
ACH-000234,-0.12086222474107852
ACH-000235,0.03608256024567275
ACH-000237,-0.053859851068375916
ACH-000238,0.06646826697237734
ACH-000242,0.4476696624895067
ACH-000243,-0.12299077973790888
ACH-000244,0.1428271425962617
ACH-000246,-0.0672768835307794
ACH-000248,0.3104864197104349
ACH-000250,-0.028233018552484883
ACH-000251,0.12533237067950442
ACH-000252,-0.12982050129242212
ACH-000253,-0.09939519150379396
ACH-000255,0.005229096710011251
ACH-000256,0.10689549032741537
ACH-000257,-0.09100112977102373
ACH-000258,-0.014392755732164912
ACH-000259,-0.009349405123584084
ACH-000260,0.05415101647557575
ACH-000261,0.0905619309486228
ACH-000262,0.27836121958115073
ACH-000263,-0.014235829120790962
ACH-000264,-0.1602386088425289
ACH-000265,0.14448270985208678
ACH-000266,-0.013259336677296642
ACH-000272,0.01627901903977795
ACH-000274,-0.09450149722843826
ACH-000277,0.055544128539896466
ACH-000278,0.10664693718632176
ACH-000279,-0.07801963757648131
ACH-000280,-0.03330802725833621
ACH-000281,-0.26959605572178097
ACH-000288,-0.04004393077065385
ACH-000291,-0.034657573156763315
ACH-000293,0.10246952527444456
ACH-000294,0.12786505302489987
ACH-000295,0.2853703336120412
ACH-000296,0.064372152325937
ACH-000302,0.07690587100372723
ACH-000304,-0.34864776387336605
ACH-000307,-0.0059254804576625
ACH-000308,0.013566641478614323
ACH-000310,0.1568501362977755
ACH-000311,-0.19567933557300865
