,LCE1E (353135)
ACH-000188,-0.340311013388053
ACH-000189,-0.3983737474494486
ACH-000190,-0.37294085280988937
ACH-000198,-0.4536095112339059
ACH-000203,-0.6867579525436293
ACH-000204,-0.4442311831851322
ACH-000206,-0.4613234334930077
ACH-000207,-0.2975854059858267
ACH-000208,-0.5639067053979693
ACH-000210,-0.4432374489184066
ACH-000211,-0.4069253418346072
ACH-000215,-0.3318571252163985
ACH-000221,-0.4947510555354
ACH-000222,-0.3388298705984934
ACH-000223,-0.31774771554254433
ACH-000226,-0.2964490011007447
ACH-000227,-0.4607716265227962
ACH-000228,-0.2642967585150085
ACH-000231,-0.35015345267163706
ACH-000232,-0.3883349067232063
ACH-000233,-0.419558680981354
ACH-000234,-0.38941279087956543
ACH-000235,-0.3691168389578507
ACH-000237,-0.5241370791616878
ACH-000238,-0.3203488543381714
ACH-000242,-0.4576762147259554
ACH-000243,-0.33998542569751433
ACH-000244,-0.06330624736612603
ACH-000246,-0.3262071060691437
ACH-000248,-0.4490922821559867
ACH-000250,-0.2913902314797933
ACH-000251,-0.17239045374494896
ACH-000252,-0.31102667711380994
ACH-000253,-0.28742539022370905
ACH-000255,-0.32863649262306394
ACH-000256,-0.22942897515664634
ACH-000257,-0.2666389511580497
ACH-000258,-0.3906073693509867
ACH-000259,-0.3050105197425646
ACH-000260,-0.33310291461161706
ACH-000261,-0.2936999710442773
ACH-000262,-0.0764994592798799
ACH-000263,-0.4631501033788883
ACH-000264,-0.35411738588288105
ACH-000265,-0.39642316436800606
ACH-000266,-0.4077342647219547
ACH-000272,-0.44412369063994733
ACH-000274,-0.2935126056125731
ACH-000277,-0.3601186227623035
ACH-000278,-0.4058540017798229
ACH-000279,-0.4159553182672825
ACH-000280,-0.4675876302805781
ACH-000281,-0.4799201958264053
ACH-000288,-0.4750258444607523
ACH-000291,-0.4159367787909605
ACH-000293,-0.3555865969917525
ACH-000294,-0.3746463205293208
ACH-000295,-0.4757241001939429
ACH-000296,-0.3552895050602992
ACH-000302,-0.2559954578643877
ACH-000304,-0.4832499953263247
ACH-000307,-0.3685744098882347
ACH-000308,-0.4539586510261105
ACH-000310,-0.3910204069243845
ACH-000311,-0.3306973209689181
ACH-000312,-0.3777917811730268
ACH-000315,-0.3450511675271621
ACH-000316,-0.4043737372553908
ACH-000317,-0.322768479544754
ACH-000318,-0.6084453554598318
ACH-000319,-0.3867347949691127
ACH-000320,-0.4131969055597693
ACH-000322,-0.3594855588726537
ACH-000323,-0.4548172329726496
ACH-000324,-0.3575375465362488
ACH-000329,-0.501401486511541
ACH-000330,-0.4831333629408022
ACH-000331,-0.3518227158460147
ACH-000332,-0.3300419856409047
ACH-000334,-0.4198819759992821
ACH-000335,-0.3343743210862583
ACH-000336,-0.3535467490854524
ACH-000337,-0.48030923555532
ACH-000338,0.22568546907860185
ACH-000339,-0.3428862775520442
ACH-000341,-0.3610629627526423
ACH-000348,-0.520491210920448
ACH-000350,-0.3879110651784288
ACH-000352,-0.3917443627857868
ACH-000356,-0.3907023226137761
ACH-000361,-0.15146889392367974
ACH-000362,-0.4179695293425628
ACH-000363,-0.4602824638831237
ACH-000364,-0.4017184262526716
ACH-000365,-0.4321523194985704
ACH-000366,-0.410375194071324
ACH-000368,-0.30636077527946354
ACH-000374,-0.4483776747493
ACH-000375,-0.13420183632225802
ACH-000376,-0.4126791472062657
ACH-000381,-0.4168539176280516
ACH-000383,-0.33146412771706435
ACH-000387,-0.4578813090641485
ACH-000389,-0.3209178937922002
ACH-000390,-0.530151648940684
ACH-000393,-0.2723953285885089
ACH-000395,-0.426281840777826
ACH-000396,-0.3928652900795369
ACH-000397,-0.4629598647406145
ACH-000401,-0.3265041003237549
ACH-000402,-0.5598741680435801
ACH-000403,-0.4141406849990928
ACH-000404,-0.3820580947088446
ACH-000406,-0.3881350303377972
ACH-000407,-0.4017979837382256
ACH-000408,-0.21612979748729927
ACH-000410,-0.5566044997204139
ACH-000411,-0.3634436810094737
ACH-000414,-0.2634414697598461
ACH-000415,-0.33828321429102337
ACH-000416,-0.3736287445378455
ACH-000420,-0.3733026583471231
ACH-000421,-0.3921184084480908
ACH-000424,-0.4067758527974672
ACH-000425,-0.4501960028328326
ACH-000426,-0.3192125585945079
ACH-000427,-0.4228123727951688
ACH-000433,-0.2318197608685572
ACH-000435,-0.3816724918706481
ACH-000436,-0.3652588543617018
ACH-000444,-0.36675563274065226
ACH-000445,-0.4731297343220183
ACH-000448,-0.3876772894851163
ACH-000450,-0.3898955231444691
ACH-000452,-0.3763923595709815
ACH-000454,-0.42524015550483935
ACH-000458,-0.35937243738325386
ACH-000459,-0.4160483866293432
ACH-000460,-0.3542450344786549
ACH-000461,-0.4212299683597819
ACH-000463,-0.4424450403402769
ACH-000464,-0.3574674194439208
ACH-000466,-0.3512225269861355
ACH-000467,-0.3699358286275309
ACH-000468,-0.4426295878121969
ACH-000469,-0.30344030304471264
ACH-000470,-0.4265949897274807
ACH-000471,-0.3843521492596805
ACH-000472,-0.41131475302279613
ACH-000473,-0.31687065164731426
ACH-000475,-0.40076513664321184
ACH-000476,-0.3256015094210305
ACH-000477,-0.2974029356790397
ACH-000479,-0.3053013964181973
ACH-000480,-0.2905064596359518
ACH-000481,-0.2950641565719024
ACH-000483,-0.24801124271660085
ACH-000484,-0.4024110777286916
ACH-000485,-0.36021986868437605
ACH-000486,-0.3912530869746392
ACH-000487,-0.2970138059254097
ACH-000488,-0.4462975286505347
ACH-000490,-0.4481599660203598
ACH-000491,-0.2987603894607869
ACH-000495,-0.4431547349500927
ACH-000496,-0.3776504803322716
ACH-000499,-0.3828679338526923
ACH-000500,-0.5348683202664946
ACH-000502,-0.25475893910170844
ACH-000503,-0.37486858396354383
ACH-000505,-0.43558104611031
ACH-000507,-0.35546547056974004
ACH-000510,-0.4291343723559966
ACH-000511,-0.41468958915354737
ACH-000512,-0.3823163132235609
ACH-000516,-0.40599232591431794
ACH-000517,-0.437676990736908
ACH-000518,-0.4748157811424681
ACH-000520,-0.35682973632447634
ACH-000521,-0.4596486148263722
ACH-000522,-0.3712291216793387
ACH-000524,-0.2940797904724598
ACH-000527,-0.3182757381574653
ACH-000528,-0.3980828712600829
ACH-000537,-0.2561385890636996
ACH-000541,-0.3561824653578627
ACH-000542,-0.4698981096827509
ACH-000544,-0.3465962136736062
ACH-000545,-0.4620354709319277
ACH-000547,-0.3786285986644407
ACH-000548,-0.4301590457262036
ACH-000549,-0.5065426284062818
ACH-000550,-0.4337366427756956
ACH-000552,-0.3865557840633362
ACH-000556,-0.3889000654281028
ACH-000557,-0.5761233762257353
ACH-000569,-0.3360240555842345
ACH-000570,-0.29924433697368114
ACH-000571,-0.4119332508757139
ACH-000573,-0.3653489694139623
ACH-000576,-0.4158453331233882
ACH-000579,-0.2802489973907344
ACH-000580,-0.3625360212195519
ACH-000584,-0.3740242611839127
ACH-000585,-0.4239873960347332
ACH-000588,-0.37581071615861095
ACH-000589,-0.35913669246458585
ACH-000591,-0.3375241262419518
ACH-000593,-0.4076623012584162
ACH-000600,-0.4052488620424242
ACH-000601,-0.2722805564373562
ACH-000605,-0.41656479363839694
ACH-000606,-0.32422614603428657
ACH-000608,-0.2780992427660855
ACH-000614,-0.4066645234596698
ACH-000616,-0.4024771908085329
ACH-000618,-0.4183760399080849
ACH-000619,-0.3927189157663421
ACH-000620,-0.3730406658098592
ACH-000621,-0.3383958058762841
ACH-000622,-0.19692963915707207
ACH-000623,-0.41369473559173703
ACH-000624,-0.3053249003725101
ACH-000627,-0.41820102755037303
ACH-000630,-0.37722422275709455
ACH-000631,-0.3738633708839618
ACH-000632,-0.315554657881694
ACH-000633,-0.442135659416866
ACH-000637,-0.2670965538402738
ACH-000638,-0.35915792272607433
ACH-000646,-0.4184103999137002
ACH-000647,-0.3791150538758651
ACH-000648,-0.4079706043608585
ACH-000649,-0.36717117474833655
ACH-000651,-0.41005111195448396
ACH-000652,-0.3952179673511941
ACH-000653,-0.4068707191510183
ACH-000657,-0.4703158093912784
ACH-000658,-0.5933106860128937
ACH-000661,-0.2670992565465629
ACH-000662,-0.2911739928998875
ACH-000663,-0.4202634693357855
ACH-000665,-0.3710706976124769
ACH-000671,-0.2759752037396153
ACH-000672,-0.3079298058124683
ACH-000673,-0.4322089896758066
ACH-000676,-0.4552696266880232
ACH-000677,-0.3905864708902403
ACH-000681,-0.2871292122421247
ACH-000683,-0.5117510631588512
ACH-000684,-0.44417650058769054
ACH-000688,-0.20482924949311704
ACH-000693,-0.3264473195841117
ACH-000694,-0.2865390979726084
ACH-000695,-0.1599062211978982
ACH-000696,-0.3966746726473879
ACH-000697,-0.5395058670477224
ACH-000699,-0.3059437040704769
ACH-000701,-0.4157343916056913
ACH-000706,-0.3578643690832307
ACH-000711,-0.4203855642819711
ACH-000713,-0.45618643673003295
ACH-000714,-0.5262799076058359
ACH-000718,-0.28383062835294914
ACH-000720,-0.44394191210309103
ACH-000721,-0.3781504928667937
ACH-000724,-0.2954334882689429
ACH-000725,-0.5662266361819535
ACH-000732,-0.2360925252475264
ACH-000734,-0.4782310159066711
ACH-000735,-0.3606889051255552
ACH-000736,-0.3336541335013179
ACH-000738,-0.3670849289177635
ACH-000746,-0.4253048715473277
ACH-000747,-0.5261380202145824
ACH-000748,-0.2871490393198557
ACH-000753,-0.4134961722213873
ACH-000756,-0.5685062963875553
ACH-000757,-0.3546426532222937
ACH-000758,-0.364158999591318
ACH-000760,-0.5303256172924162
ACH-000762,-0.40717236570102416
ACH-000763,-0.5869061989308041
ACH-000764,-0.5171344281878715
ACH-000765,-0.4216429940439078
ACH-000766,-0.2560494228572171
ACH-000767,-0.6082386359201822
ACH-000768,-0.42005299469404944
ACH-000769,-0.3456640958442681
ACH-000770,-0.33788476091290537
ACH-000771,-0.4106850850877648
ACH-000773,-0.3897688681253199
ACH-000776,-0.3739344928845879
ACH-000777,-0.3898379680965581
ACH-000778,-0.32991013470616937
ACH-000781,-0.24887624525786606
ACH-000782,-0.3859839205786563
ACH-000783,-0.5061790740488933
ACH-000784,-0.3647692129702844
ACH-000785,-0.3479392916817899
ACH-000787,-0.42379103052993855
ACH-000788,-0.3590297140622845
ACH-000791,-0.32203528108923996
ACH-000792,-0.26910165189623697
ACH-000794,-0.3451470571791852
ACH-000796,-0.3851086801215863
ACH-000798,-0.4456866199663074
ACH-000799,-0.4252221463700137
ACH-000800,-0.2619546225205786
ACH-000802,-0.4030048648974094
ACH-000804,-0.3760480142255745
ACH-000805,-0.33059508530197274
ACH-000809,-0.4620554495229089
ACH-000810,-0.3888698831185207
ACH-000811,-0.3668364838713399
ACH-000817,-0.2976162810965256
ACH-000819,-0.5311047526752142
ACH-000820,-0.5880253985149705
ACH-000821,-0.5661319862720935
ACH-000822,-0.35459269287346673
ACH-000823,-0.3445744185716536
ACH-000824,-0.5311247147928136
ACH-000827,-0.2982493280990807
ACH-000829,-0.3793213691496233
ACH-000831,-0.21367916700771844
ACH-000832,-0.4558271859413978
ACH-000833,-0.2692082122140594
ACH-000834,-0.3050794810882047
ACH-000835,-0.3343171537760878
ACH-000836,-0.4758004447554145
ACH-000837,-0.2569956913778731
ACH-000838,-0.4666351215056842
ACH-000839,-0.4251011841027677
ACH-000840,-0.3958648401737724
ACH-000841,-0.3399588502193857
ACH-000843,-0.3683600526248465
ACH-000846,-0.5493887351222195
ACH-000847,-0.5374837573371192
ACH-000848,-0.1908904084744038
ACH-000849,-0.2606135844702992
ACH-000851,-0.4547840217556501
ACH-000855,-0.4857007382775576
ACH-000856,-0.4273890727865998
ACH-000858,-0.3130897561464356
ACH-000859,-0.27741021384532755
ACH-000861,-0.3790811706952624
ACH-000862,-0.3962949518606956
ACH-000865,-0.4025574196684296
ACH-000866,-0.3175109126982072
ACH-000867,-0.3466927077571108
ACH-000869,-0.4989854456649355
ACH-000872,-0.3997360971860682
ACH-000873,-0.2582399560617701
ACH-000876,-0.405952508773728
ACH-000878,-0.3248776155795634
ACH-000880,-0.4076043065669903
ACH-000881,-0.2489541337422907
ACH-000882,-0.4193324362865149
ACH-000884,-0.3665419053093735
ACH-000885,-0.43747034583435856
ACH-000887,-0.3752155724539941
ACH-000889,-0.5175188461444371
ACH-000896,-0.3913907391560216
ACH-000898,-0.5783704370804483
ACH-000900,-0.30810389235386537
ACH-000901,-0.37652229307082186
ACH-000905,-0.40464557948990093
ACH-000906,-0.3313573996278597
ACH-000907,-0.5436402261224149
ACH-000910,-0.3858954234228815
ACH-000911,-0.3901721565420504
ACH-000912,-0.3143397908347405
ACH-000913,-0.26286652161988044
ACH-000915,-0.4326131340610573
ACH-000916,-0.3491257219789352
ACH-000917,-0.3861443791038725
ACH-000920,-0.3650579497816963
ACH-000921,-0.2589736892648327
ACH-000924,-0.4728952623203124
ACH-000926,-0.4004317384283699
ACH-000928,-0.4694801352855164
ACH-000929,-0.3777658076623399
ACH-000932,-0.3595520680346777
ACH-000935,-0.3069094256980022
ACH-000936,-0.4871264647607041
ACH-000937,-0.2941646978223185
ACH-000938,-0.5117889590221505
ACH-000939,-0.3256473858979144
ACH-000941,-0.4118930192430119
ACH-000943,-0.4554502132878978
ACH-000946,-0.4116370317540861
ACH-000947,-0.3998255971383904
ACH-000948,-0.40343738535254187
ACH-000950,-0.4225126033411625
ACH-000953,-0.4061123837892131
ACH-000954,-0.4008117719711564
ACH-000957,-0.5351333051218269
ACH-000958,-0.5492233981162115
ACH-000960,-0.51002505399915
ACH-000963,-0.25531193579812944
ACH-000968,-0.3101516052825768
ACH-000969,-0.3967859941721209
ACH-000972,-0.4735626319927431
ACH-000973,-0.3998151236371145
ACH-000974,-0.5095939212575985
ACH-000978,-0.2991186130307789
ACH-000984,-0.5659211061987066
ACH-000986,-0.4632913438005172
ACH-000988,-0.2251618437503132
ACH-000993,-0.1325179900882529
ACH-000994,-0.2963805319499666
ACH-000996,-0.3896473460879045
ACH-001001,-0.4091349420785929
ACH-001020,-0.504292332432553
ACH-001028,-0.3385769761048153
ACH-001031,-0.2278105269475493
ACH-001038,-0.3063365374294213
ACH-001048,-0.2152070142019125
ACH-001050,-0.479793027020187
ACH-001053,-0.32466651717539696
ACH-001054,-0.34275508149905204
ACH-001061,-0.417207889130198
ACH-001067,-0.4189191785209686
ACH-001075,-0.5727235789170017
ACH-001096,-0.5483469318911852
ACH-001111,-0.5179173271952112
ACH-001119,-0.3715553995632952
ACH-001128,-0.2294772941003845
ACH-001134,-0.3033104380920539
ACH-001151,-0.4342049219644499
ACH-001163,-0.4059929248645701
ACH-001164,-0.6237847106211145
ACH-001183,-0.30817792487418794
ACH-001192,-0.44710599127268535
ACH-001193,-0.26411218281797816
ACH-001196,-0.2706948853600511
ACH-001197,-0.5875638205837169
ACH-001205,-0.5390615280188369
ACH-001211,-0.5699053991612927
ACH-001212,-0.18377173449933895
ACH-001228,-0.3562789968744643
ACH-001232,-0.3976986573835431
ACH-001239,-0.4194593186115909
ACH-001270,-0.33480197454677185
ACH-001274,-0.3121548809678866
ACH-001275,-0.5381465001692732
ACH-001277,-0.21755843874632375
ACH-001278,-0.1470619504041452
ACH-001280,-0.5210039810914863
ACH-001283,-0.466484701708258
ACH-001289,-0.324886566181346
ACH-001300,-0.3735605830480815
ACH-001301,-0.4044326813520413
ACH-001302,-0.5686735423196047
ACH-001306,-0.3598407995858095
ACH-001318,-0.4894495921428157
ACH-001322,-0.5223570854095141
ACH-001328,-0.2912759056761517
ACH-001332,-0.3488097508102282
ACH-001336,-0.4857432969418217
ACH-001346,-0.4715383085556698
ACH-001353,-0.4201150795505779
ACH-001354,-0.42411058630902
ACH-001367,-0.1815468159405696
ACH-001368,-0.4447258925564643
ACH-001374,-0.4376054193665672
ACH-001377,-0.44825462751922296
ACH-001380,-0.35647932708434243
ACH-001391,-0.2776460221924501
ACH-001408,-0.4229481326527197
ACH-001430,-0.2632448555036001
ACH-001431,-0.3966644922305063
ACH-001450,-0.3114460905857614
ACH-001496,-0.2346208456431104
ACH-001500,-0.4007374756656283
ACH-001523,-0.45742494608975603
ACH-001532,-0.23905096467986725
ACH-001550,-0.3057167299239249
ACH-001552,-0.30089383464211844
ACH-001554,-0.33958027929490464
ACH-001654,-0.44090777289208205
ACH-001735,-0.545359170363248
ACH-001736,-0.492574802335813
ACH-001737,-0.3527848009307685
ACH-001740,-0.35968613987904885
ACH-001745,-0.27352733767773185
ACH-001765,-0.5261582952350129
