,ZC3HAV1L (92092)
ACH-000004,0.04671037415502701
ACH-000005,0.2651265606936213
ACH-000007,0.06669261798080563
ACH-000009,0.1793867465948452
ACH-000011,-0.06961993541073308
ACH-000012,0.10157515319574507
ACH-000013,0.15763935201050766
ACH-000014,-0.04672199966543078
ACH-000015,0.3198505898859387
ACH-000017,0.09734900264368217
ACH-000018,0.1642601567379406
ACH-000019,0.015396911359912509
ACH-000021,-0.044683494667149416
ACH-000022,0.1100607702597544
ACH-000025,0.10326349748859977
ACH-000028,0.1857343695942565
ACH-000030,0.2043523740264191
ACH-000035,-0.003054037157085113
ACH-000036,0.001713718000144337
ACH-000037,0.011578304998221996
ACH-000039,0.13140538359408085
ACH-000040,0.04511135013650811
ACH-000041,0.057784528132036286
ACH-000042,0.05154814461797045
ACH-000045,0.15570133052306187
ACH-000047,0.2039757899411233
ACH-000052,0.15291234107601126
ACH-000053,-0.007797351548877149
ACH-000054,0.036000861380487574
ACH-000055,0.2546567258816945
ACH-000060,-0.1170142569542135
ACH-000067,-0.010178784431641712
ACH-000070,0.10963247638366004
ACH-000075,-0.1901498184148756
ACH-000078,0.009092316551281914
ACH-000082,-0.0070484059906464735
ACH-000085,0.2304298258864497
ACH-000086,0.07963812122004456
ACH-000087,0.09048374152733794
ACH-000092,0.1009650885507666
ACH-000095,0.04548931915312667
ACH-000097,0.03749380317002195
ACH-000098,0.12031609236134215
ACH-000099,0.10404380416777956
ACH-000108,0.052800267255114566
ACH-000113,0.1413396629097235
ACH-000116,0.060535023225550114
ACH-000118,0.035834922368779436
ACH-000120,-0.05579706022641996
ACH-000123,0.23326593618959005
ACH-000127,0.15135761621862234
ACH-000128,-0.06059577671553173
ACH-000132,0.10421638430454272
ACH-000133,0.06455360332088182
ACH-000137,0.0566582659525935
ACH-000138,0.1586975993623904
ACH-000142,-0.0035291321848612525
ACH-000143,-0.11246259030244683
ACH-000146,0.14227698588490045
ACH-000148,0.18708878565526996
ACH-000150,0.052990408081304834
ACH-000152,0.07630392055500161
ACH-000153,0.005707649409871192
ACH-000159,0.030350942636712633
ACH-000160,0.09200541249980232
ACH-000163,0.09822648074536272
ACH-000167,0.0017174389421670032
ACH-000168,0.21721432473243854
ACH-000169,0.08638440687294531
ACH-000178,0.15773767765501334
ACH-000183,0.22068190172194466
ACH-000188,0.07235282015716497
ACH-000189,-0.09803934551838292
ACH-000190,0.12833616516656834
ACH-000198,0.06748478712682701
ACH-000203,-0.41711861137333495
ACH-000204,0.1557880675696257
ACH-000206,0.18649847683413276
ACH-000207,0.24597490465331176
