,ZFP36L1 (677)
ACH-000004,-0.14731597012577985
ACH-000005,-0.24239801904973676
ACH-000007,-0.20661201166733645
ACH-000009,0.0773810812466572
ACH-000011,-0.1500489378729666
ACH-000012,-0.19515192005022544
ACH-000013,-0.02913136165992976
ACH-000014,-0.1208478788641578
ACH-000015,0.5328876569526952
ACH-000017,-0.20431076536756013
ACH-000018,-0.28792250604754915
ACH-000019,0.02324711563047373
ACH-000021,-0.08774538063129722
ACH-000022,0.06221332932531765
ACH-000025,-0.6977910685338737
ACH-000028,-0.015332093158113843
ACH-000030,-0.25146344778423224
ACH-000035,-0.21156820956134487
ACH-000036,-0.1381601266076705
ACH-000037,-0.0829901892515914
ACH-000039,-0.076459457783429
ACH-000040,-0.15541111274082764
ACH-000041,0.6818245395678246
ACH-000042,-0.3960103634549244
ACH-000045,-0.3413861532919347
ACH-000047,-0.3803700801973501
ACH-000052,-0.3371142774185105
ACH-000053,0.25801938626720977
ACH-000054,-0.5407461908932121
ACH-000055,-0.3826894025416466
ACH-000060,-0.628789686895496
ACH-000067,-0.4581204868039272
ACH-000070,-0.16736409662060908
ACH-000075,-0.5689920063506448
ACH-000078,-0.0009801928960926783
ACH-000082,-0.056788027472097685
ACH-000085,-0.5482926152169408
ACH-000086,-0.3342227950905886
ACH-000087,0.23859831570455475
ACH-000092,-0.3182470957069435
ACH-000095,0.19552293364523893
ACH-000097,-0.14223414876046994
ACH-000098,0.04974781729822933
ACH-000099,-0.0179419583287225
ACH-000108,-0.3420968855187933
ACH-000113,-0.2543397959149763
ACH-000116,0.1372537118483339
ACH-000118,-0.34099142984611697
ACH-000120,0.020063130447314826
ACH-000123,-0.35905967577678755
ACH-000127,-0.1821197066653552
ACH-000128,-0.602215695516355
ACH-000132,-0.44794505708018384
ACH-000133,-0.19689702728712788
ACH-000137,-0.2779109941903776
ACH-000138,-0.4170105446839921
ACH-000142,-0.13459695880590264
ACH-000143,0.033354539116260684
ACH-000146,0.044419892787364634
ACH-000148,-0.12427647460597427
ACH-000150,-0.3624398664217824
ACH-000152,-0.231822545385738
ACH-000153,-0.2408930070544386
ACH-000159,-0.2791314920343162
ACH-000160,0.06953414978951669
ACH-000163,-0.16499473304816464
ACH-000167,0.16894071179137313
ACH-000168,-0.38146302547003175
ACH-000169,0.05191465404210166
ACH-000178,-0.302460703773393
ACH-000183,-0.06254016941674638
ACH-000188,-0.6334311815967484
