,PTPRT (11122)
ACH-000004,-0.2675372260195169
ACH-000005,-0.09737167311339416
ACH-000007,0.019861478045646683
ACH-000009,-0.08028896035878333
ACH-000011,-0.019992110262188004
ACH-000012,-0.003329434205138243
ACH-000013,0.05389886571384809
ACH-000014,-0.2061699608799316
ACH-000015,-0.033253423240526374
ACH-000017,0.017656243231171504
ACH-000018,-0.08746853788811355
ACH-000019,-0.370600992641808
ACH-000021,-0.006020991872711901
ACH-000022,-0.13875592029769876
ACH-000025,-0.2280842789598633
ACH-000028,0.054093334646347725
ACH-000030,-0.13154687955967706
ACH-000035,-0.10199354365466284
ACH-000036,-0.09933834296043877
ACH-000037,0.12072515261071885
ACH-000039,-0.08666647368840416
ACH-000040,0.056803845740886
ACH-000041,-0.15400938285370358
ACH-000042,-0.11577407538725028
ACH-000045,-0.11930892412793735
ACH-000047,-0.1501110548304081
ACH-000052,-0.18390949092145772
ACH-000053,-0.005635218434056124
ACH-000054,-0.02129316440671377
ACH-000055,0.01678043206225
ACH-000060,-0.005881396911300935
ACH-000067,-0.1631889450889026
ACH-000070,-0.3292344193245976
ACH-000075,-0.14161694020470328
ACH-000078,-0.04475501457851224
ACH-000082,-0.0993635318483746
ACH-000085,0.09318729063332168
ACH-000086,-0.12371821632985333
ACH-000087,0.03365135858439525
ACH-000092,-0.08230472576094426
ACH-000095,-0.03879960689044576
ACH-000097,-0.05450403099038244
ACH-000098,0.028322431262918682
ACH-000099,-0.06750477874002249
ACH-000108,-0.13729460387577386
ACH-000113,-0.1860285993600323
ACH-000116,-0.06864106309847698
ACH-000118,-0.11400115679106668
ACH-000120,0.04708434808534415
ACH-000123,-0.013920389904871084
ACH-000127,-0.10930056843230053
ACH-000128,-0.09189919968146323
ACH-000132,0.05750348550813614
ACH-000133,-0.16123814851376853
ACH-000137,-0.04627035693140226
ACH-000138,-0.15927541998227285
ACH-000142,0.12133728814821465
ACH-000143,-0.13579882179399305
ACH-000146,-0.10752068270102788
ACH-000148,-0.1314996322543101
ACH-000150,-0.021941309517181824
ACH-000152,-0.060611791780315574
ACH-000153,-0.03030924237102355
ACH-000159,-0.12448233362330376
ACH-000160,-0.08998598468412182
ACH-000163,0.13141821126876155
ACH-000167,-0.15085030741739
ACH-000168,-0.05129109497671757
ACH-000169,-0.07516652462012735
ACH-000178,-0.05528501138399038
ACH-000183,0.1525353987632617
ACH-000188,-0.030797412155309536
ACH-000189,0.10622390839955596
ACH-000190,-0.1759674107543685
ACH-000198,-0.16741351522946682
ACH-000203,0.013304912863647558
ACH-000204,0.09720240746807833
ACH-000206,-0.13524340674507435
ACH-000207,-0.19448722691261905
ACH-000208,-0.12480711387654375
ACH-000210,0.1328233720433871
ACH-000211,-0.145260015858067
ACH-000215,-0.08936752902283514
ACH-000221,-0.14249870418667168
ACH-000222,-0.16421511964565064
ACH-000223,-0.09849175665594356
ACH-000226,-0.1543971150908055
ACH-000227,-0.06508979635238893
ACH-000228,-0.1921650027747777
ACH-000231,-0.0939368650202373
ACH-000232,-0.01980515466054844
ACH-000233,0.05680751701535192
ACH-000234,-0.15246776427022485
ACH-000235,-0.04680503045444024
ACH-000237,0.07556486987172148
ACH-000238,0.02712299223893616
ACH-000242,0.10710994110607253
ACH-000243,-0.07502696162824371
ACH-000244,0.1152240091460206
ACH-000246,-0.13497482985094525
ACH-000248,-0.22525895156760745
ACH-000250,-0.08193342170209081
ACH-000251,0.008069206708693079
ACH-000252,0.12459207987027912
ACH-000253,-0.06658832350288106
ACH-000255,-0.13310050597863413
ACH-000256,-0.15392730812639716
ACH-000257,-0.050163530717615215
ACH-000258,-0.2807785419702543
ACH-000259,-0.16191100388002194
ACH-000260,-0.015992208654812656
ACH-000261,-0.07384879589918696
ACH-000262,-0.02863531048970445
ACH-000263,-0.13325363232554593
ACH-000264,-0.06655971655424434
ACH-000265,-0.12282712613733712
ACH-000266,-0.04144719432139736
ACH-000272,-0.1059007146933871
ACH-000274,-0.13013308040096164
ACH-000277,-0.4479931800390925
ACH-000278,0.16990940306729518
ACH-000279,0.021928030018479254
ACH-000280,-0.060553631913726064
ACH-000281,-0.2053904645729183
ACH-000288,-0.03171539317966923
ACH-000291,-0.07899596754869756
ACH-000293,-0.02594613732653102
ACH-000294,-0.08675114763146756
ACH-000295,-0.17732171585757794
ACH-000296,-0.02121070185637276
ACH-000302,-0.040788046030172526
ACH-000304,-0.3025043456468107
ACH-000307,0.013108030255376114
ACH-000308,0.01718120814576719
ACH-000310,-0.11233649421929616
ACH-000311,-0.18241400637186966
ACH-000312,-0.11709287609522127
ACH-000315,-0.009207104919842751
ACH-000316,0.08846158867825693
ACH-000317,0.030661361846714055
ACH-000318,-0.29078169726592706
ACH-000319,0.033865123475198176
ACH-000320,-0.2446089143173781
ACH-000322,0.01346440625248037
ACH-000323,-0.1679539875970915
ACH-000324,-0.05283838842794997
ACH-000329,-0.13275879440346447
ACH-000330,-0.3495342869102225
ACH-000331,-0.15356303537693833
ACH-000332,-0.082336277040895
ACH-000334,-0.13554023865968234
ACH-000335,0.08203884926709082
ACH-000336,-0.007893229080282978
ACH-000337,-0.2899133318329992
ACH-000338,-0.4029322940450821
ACH-000339,-0.010385417553313335
ACH-000341,0.056771804071422925
ACH-000348,-0.09345101720092427
ACH-000350,0.026026379576529143
ACH-000352,-0.15631889181171238
ACH-000356,-0.059895970812621074
ACH-000361,-0.08612138365570017
ACH-000362,-0.16351169825524395
ACH-000363,-0.16950490588175826
ACH-000364,0.06859228306937741
ACH-000365,-0.10279084214221997
ACH-000366,-0.09618977236026983
ACH-000368,-0.07779190651932197
ACH-000374,-0.026728728543057512
ACH-000375,-0.08639566030300692
ACH-000376,-0.019897680533270828
ACH-000381,-0.0039164776363645295
ACH-000383,0.0013262218844930936
ACH-000387,-0.07116558890527795
ACH-000389,-0.06938425044651551
ACH-000390,-0.0575995592977208
ACH-000393,0.035871352597527044
ACH-000395,-0.3085173845662215
ACH-000396,-0.3781430848409514
ACH-000397,-0.10285029764078944
ACH-000401,-0.06243277521493236
ACH-000402,-0.1645423602639889
ACH-000403,-0.08819768485826138
ACH-000404,-0.227267475447983
ACH-000406,-0.07156440716790939
ACH-000407,0.1044885179596605
ACH-000408,-0.11484647154727155
ACH-000410,-0.0642363903940553
ACH-000411,-0.014019168654338714
ACH-000414,-0.08391915156206907
ACH-000415,0.04620758287196658
ACH-000416,-0.025910320566028933
ACH-000420,-0.0752628278531104
ACH-000421,-0.21605449259045936
ACH-000424,-0.36206731757898464
ACH-000425,-0.038340429660838594
ACH-000426,0.0102371981332741
ACH-000427,-0.007366813520234832
ACH-000433,-0.19039040848014466
ACH-000435,-0.010602586618701336
ACH-000436,-0.21542874948816693
ACH-000444,-0.10520642569778722
ACH-000445,0.06486415337438638
ACH-000448,-0.039354491369789836
ACH-000450,0.0208707473780149
ACH-000452,-0.008717865430412225
ACH-000454,0.06761081790311847
ACH-000458,-0.08535092351488391
ACH-000459,-0.07332099495844056
ACH-000460,-0.026959910401728043
ACH-000461,-0.032105814083282405
ACH-000463,-0.17037220413822826
ACH-000464,-0.2402582781284841
ACH-000466,-0.1296838570448454
ACH-000467,-0.08318943594162571
ACH-000468,-0.06027083632220352
ACH-000469,-0.0073432385432609815
ACH-000470,-0.1112227597189843
ACH-000471,-0.10792895287871564
ACH-000472,-0.09163842099163264
ACH-000473,-0.002042603347445254
ACH-000475,0.006495950751829933
ACH-000476,0.0708854799561032
ACH-000477,0.007032935274273693
ACH-000479,-0.2462173499912944
ACH-000480,-0.14363788103456154
ACH-000481,-0.02202712603395555
ACH-000483,0.06094719509545375
ACH-000484,-0.07927384052529496
ACH-000485,-0.05960165858698825
ACH-000486,0.0676418896299901
ACH-000487,-0.016213664789739273
ACH-000488,-0.07546734655778911
ACH-000490,0.0217077353262074
ACH-000491,-0.24415312991009766
ACH-000495,0.019912713923949617
ACH-000496,-0.02758654592877556
ACH-000499,-0.0625035227225748
ACH-000500,0.493106156552355
ACH-000502,0.03494368709177505
ACH-000503,0.034653918376529966
ACH-000505,-0.06212750058899834
ACH-000507,0.0869603310773277
ACH-000510,-0.0868970007653886
ACH-000511,0.048515702926438746
ACH-000512,0.038731531497455916
ACH-000516,-0.07998051870192695
ACH-000517,0.019274848928130608
ACH-000518,-0.2581460440218991
ACH-000520,-0.1532023900408279
ACH-000521,-0.020932342469306447
ACH-000522,-0.032086248297375296
ACH-000524,-0.09024046604680028
ACH-000527,-0.09758101554825037
ACH-000528,0.08414533028453841
ACH-000537,-0.08934971272556297
ACH-000541,-0.3744726305588784
ACH-000542,-0.024116162859351267
ACH-000544,0.04653263577100717
