,CMTR2 (55783)
ACH-000004,-0.5131666537443207
ACH-000005,-0.08929607538877793
ACH-000007,-0.15237283623661455
ACH-000009,-0.07719502110460373
ACH-000011,-0.4816584403092738
ACH-000012,-0.05681011197614225
ACH-000013,-0.09400180918661606
ACH-000014,-0.24308211946309946
ACH-000015,-0.11953661894146544
ACH-000017,-0.40657413108036783
ACH-000018,-0.21317739404909716
ACH-000019,-0.08569570794446887
ACH-000021,-0.15549258687185946
ACH-000022,-0.11897890376006386
ACH-000025,-0.3087506758988357
ACH-000028,-0.117596350451733
ACH-000030,-0.24343234719838006
ACH-000035,-0.0903800163724138
ACH-000036,0.31878921932847026
ACH-000037,-0.14551679118904925
ACH-000039,-0.2366541368672821
ACH-000040,-0.05617835356798941
ACH-000041,0.08899823337124678
ACH-000042,0.052567106939847584
ACH-000045,0.2508415687641124
ACH-000047,-0.12866591666502472
ACH-000052,-0.14614883685234015
ACH-000053,0.0415427200575122
ACH-000054,0.15112906206503166
ACH-000055,-0.2795931944561901
ACH-000060,0.07271785402997581
ACH-000067,-0.07465169724296118
ACH-000070,-0.2807890902857288
ACH-000075,0.029688903172861717
ACH-000078,0.18698847997313267
ACH-000082,-0.27326505600310874
ACH-000085,0.2317681400652337
ACH-000086,-0.1273467400930036
ACH-000087,-0.04009005881910023
ACH-000092,-0.1498784492226752
ACH-000095,-0.08897521258963853
ACH-000097,-0.1063834936403416
ACH-000098,-0.14885228118249413
ACH-000099,-0.05440183585380546
ACH-000108,-0.1556868458751922
ACH-000113,-0.3230271830499996
ACH-000116,-0.15632529038205314
ACH-000118,-0.11485159617673793
ACH-000120,0.3170389640612101
ACH-000123,-0.008162366863181506
ACH-000127,-0.09555462217472427
ACH-000128,-0.053516979810996713
ACH-000132,-0.24512893056155274
ACH-000133,-0.03257388083551978
ACH-000137,-0.02660224322406271
ACH-000138,-0.19210021653809814
ACH-000142,0.008187302389725367
ACH-000143,-0.11170128421293236
ACH-000146,0.040011234087124266
ACH-000148,-0.018334650012005425
ACH-000150,-0.22363837927895389
ACH-000152,-0.06206500741390364
ACH-000153,-0.14763900076218076
ACH-000159,-0.12719559525448576
ACH-000160,-0.14168741962898113
ACH-000163,-0.004254813397257167
ACH-000167,-0.2661661144746174
ACH-000168,-0.027655059468965886
ACH-000169,0.00481759717917655
ACH-000178,0.1585350938084585
ACH-000183,-0.3312908008032525
ACH-000188,-0.12631815679485225
ACH-000189,-0.011531583392079816
ACH-000190,-0.0654548741919914
ACH-000198,-0.2628503395306994
ACH-000203,0.11145727547517348
ACH-000204,-0.07557839848279642
ACH-000206,-0.2657584665928741
ACH-000207,-0.29063363881884435
ACH-000208,0.2780712303672501
ACH-000210,0.07895696155654262
ACH-000211,-0.1406385138170004
ACH-000215,-0.09102711122272228
ACH-000221,-0.22673407616372795
ACH-000222,-0.12363406792311755
ACH-000223,-0.0770204176919237
ACH-000226,-0.23101557391024305
ACH-000227,-0.1437045442436635
ACH-000228,-0.012616428668968982
ACH-000231,-0.040179459060365685
ACH-000232,0.3240100959828285
ACH-000233,-0.243900280417014
ACH-000234,-0.2254967011804617
ACH-000235,-0.013012934725212208
ACH-000237,0.02715108558121266
ACH-000238,0.0059157779220709895
ACH-000242,0.15185207035069342
ACH-000243,-0.14929058698926226
ACH-000244,0.05519128050271704
ACH-000246,-0.19027666054633352
ACH-000248,-0.31605874114127186
ACH-000250,0.012196641803022991
ACH-000251,-0.1285816081446893
ACH-000252,0.009706153566490102
ACH-000253,-0.08805642488138933
ACH-000255,-0.2609933292805505
ACH-000256,0.17335290833083694
ACH-000257,0.002135365164572343
ACH-000258,0.02775338025906704
ACH-000259,0.09324693373345723
ACH-000260,-0.03681568715708955
ACH-000261,-0.010397432028666827
ACH-000262,-0.3008356801529602
ACH-000263,0.03235733182048312
ACH-000264,-0.0924325267218656
ACH-000265,-0.11705685197924925
ACH-000266,-0.04345184435760053
ACH-000272,-0.08292504548675853
ACH-000274,0.1634955970613419
ACH-000277,-0.15940991678405295
ACH-000278,-0.19407429101980408
ACH-000279,-0.08989515102171101
ACH-000280,-0.09245432216751696
ACH-000281,-0.18215950684565624
ACH-000288,-0.03486827711638469
ACH-000291,-0.20745717840840988
ACH-000293,-0.049606505084082826
ACH-000294,-0.1951231589459659
ACH-000295,-0.21354912278267627
ACH-000296,-0.37907175190065817
ACH-000302,-0.01585144348681112
ACH-000304,-0.31700574151954675
ACH-000307,-0.09860553950726576
ACH-000308,0.08324925756729394
ACH-000310,0.11626510947196353
ACH-000311,-0.1860223747709131
ACH-000312,0.12035890704340226
ACH-000315,-0.3250337225812021
ACH-000316,-0.2309071396799245
ACH-000317,-0.0066754211024892115
ACH-000318,-0.1783892760398388
ACH-000319,-0.2114521809649318
ACH-000320,-0.03130188862317087
ACH-000322,-0.009403347947250956
ACH-000323,-0.15248980690318714
ACH-000324,-0.08560131724795725
ACH-000329,0.041962983509562526
ACH-000330,-0.26020797850691785
ACH-000331,-0.171825419591835
ACH-000332,0.04064714385425135
ACH-000334,-0.05305348484899678
ACH-000335,-0.09788800622229453
ACH-000336,-0.3529541010843803
ACH-000337,-0.21233722273110725
ACH-000338,-0.48355143299136
ACH-000339,-0.10206168606431898
ACH-000341,-0.05062438575981892
ACH-000348,-0.201992853837314
ACH-000350,-0.0639148271096653
ACH-000352,-0.12729151906932212
ACH-000356,-0.5004900256857416
ACH-000361,-0.2156746066784085
ACH-000362,-0.05516127070052837
ACH-000363,0.0076257443329313486
ACH-000364,-0.006750335643780032
ACH-000365,-0.08198334430672008
ACH-000366,-0.0446584769814297
ACH-000368,0.14320231707415107
ACH-000374,-0.31515084930675497
ACH-000375,-0.25534713944544873
ACH-000376,-0.07705540834997955
ACH-000381,-0.1951165609306076
ACH-000383,-0.16674063234980802
ACH-000387,-0.3602892441612002
ACH-000389,-0.2789466062080751
ACH-000390,-0.1191656189266773
ACH-000393,0.0010258741244968024
ACH-000395,-0.08169600432756027
ACH-000396,0.13545144563981332
ACH-000397,-0.029003196863828545
ACH-000401,-0.11532461307989872
ACH-000402,-0.1470550994021767
ACH-000403,-0.002864243734864236
ACH-000404,-0.15019503660670513
ACH-000406,-0.027976605652715744
ACH-000407,0.058791546693843774
ACH-000408,-0.1265403968551283
ACH-000410,-0.12521760983432767
ACH-000411,-0.2516821507307147
ACH-000414,0.1186409394359184
ACH-000415,-0.001307962216173287
ACH-000416,-0.21745711287334493
ACH-000420,-0.25783475414681506
ACH-000421,-0.16375513495800892
ACH-000424,-0.3638488631624763
ACH-000425,-0.10814334480080648
ACH-000426,-0.0515717314114496
ACH-000427,-0.06072218897479052
ACH-000433,-0.07322681986868837
ACH-000435,0.04497685004737137
ACH-000436,-0.4794750318462231
ACH-000444,-0.3172614742199291
ACH-000445,-0.1399781629683331
ACH-000448,-0.11196328380884446
ACH-000450,-0.03599117498531843
ACH-000452,0.04837097375436302
ACH-000454,-0.2927429629055188
ACH-000458,-0.3053624103083389
ACH-000459,-0.35600640669947825
ACH-000460,0.21093185999047365
ACH-000461,-0.20747221751065295
ACH-000463,-0.10865979124872556
ACH-000464,-0.01820296722399257
ACH-000466,-0.053891833024673985
ACH-000467,-0.1339693035160247
ACH-000468,-0.1738943574305066
ACH-000469,-0.010273361290771324
ACH-000470,-0.2934045334981584
ACH-000471,0.21885982431476367
ACH-000472,-0.06532938807519773
ACH-000473,-0.054518155477330084
ACH-000475,-0.19235516539221512
ACH-000476,-0.1597582516698224
ACH-000477,-0.13290951054822436
ACH-000479,-0.21925390574974188
ACH-000480,-0.3796435337730337
ACH-000481,-0.05271127469039048
ACH-000483,-0.17497708277201934
ACH-000484,-0.018570693762046536
ACH-000485,-0.11291334529318844
ACH-000486,-0.11173113133145833
ACH-000487,-0.3255652651630021
ACH-000488,-0.0069251318466153474
ACH-000490,0.08819729212615901
ACH-000491,0.2201462868402415
ACH-000495,-0.2564426740139941
