,LACC1 (144811)
ACH-000004,0.1410478072587898
ACH-000005,0.23885907422304306
ACH-000007,-0.09540069033480643
ACH-000009,0.12422316290132357
ACH-000011,0.1841827152252814
ACH-000012,0.12893531252346133
ACH-000013,0.0685225420154449
ACH-000014,0.09322210797034036
ACH-000015,0.15899229812891852
ACH-000017,0.09389777585329068
ACH-000018,0.10391123923354108
ACH-000019,0.13863588097604898
ACH-000021,0.099491687425316
ACH-000022,-0.012743729324164406
ACH-000025,0.05085350273992106
ACH-000028,0.16056901289424866
ACH-000030,0.08976102252496855
ACH-000035,0.036823220457395535
ACH-000036,-0.04421235207327333
ACH-000037,0.12745622326177658
ACH-000039,0.08048156193745652
ACH-000040,0.09051339244424894
ACH-000041,0.08373689718056207
ACH-000042,0.1036229985851966
ACH-000045,0.08806885142011699
ACH-000047,0.12923231265715396
ACH-000052,0.08509152272287804
ACH-000053,0.07950787192417452
ACH-000054,0.1001150197627656
ACH-000055,0.04306196999261875
ACH-000060,0.09697312802062356
ACH-000067,-0.006995939931758474
ACH-000070,0.1632211301102648
ACH-000075,-0.01313018793744062
ACH-000078,-0.10419651085519052
ACH-000082,0.026424647979058014
ACH-000085,0.18862103592470714
ACH-000086,0.07720445589810228
ACH-000087,0.033092853131387184
ACH-000092,0.12066143065974885
ACH-000095,0.07196282489057808
ACH-000097,0.1315872834198605
ACH-000098,0.12336232126029703
ACH-000099,-0.027048561325506027
ACH-000108,0.09710526343596533
ACH-000113,0.11404403127777035
ACH-000116,0.18673425859461465
ACH-000118,0.05450826988620382
ACH-000120,0.10138968447774004
ACH-000123,0.18555644036530772
ACH-000127,0.11003125563989744
ACH-000128,0.14502791131308135
ACH-000132,0.021687861693134785
ACH-000133,-0.03371130446921965
ACH-000137,0.1065123109867908
ACH-000138,0.12252197190669505
ACH-000142,0.028926638828908464
ACH-000143,0.03087822042071102
ACH-000146,0.07812894547256752
ACH-000148,0.035929182306327724
ACH-000150,0.09393780865233282
ACH-000152,-0.022877310264492003
ACH-000153,0.1889785312549696
ACH-000159,0.07566700251110152
ACH-000160,0.2063456236518955
ACH-000163,-0.13718373918005486
ACH-000167,0.022620243221481238
ACH-000168,0.2340745584550375
ACH-000169,0.1603658774890553
ACH-000178,0.17384426788205
ACH-000183,0.21103256583629446
ACH-000188,0.02018621987570251
ACH-000189,0.231012926864934
ACH-000190,0.16754050520436478
ACH-000198,0.12267809292550055
ACH-000203,0.11180602596710627
ACH-000204,0.20671619164737948
ACH-000206,0.3125270793868522
ACH-000207,0.15147175412255814
ACH-000208,0.15115756806311828
ACH-000210,0.27559881838344963
ACH-000211,0.0670078298552944
ACH-000215,0.06859627415037986
ACH-000221,0.17903768204317105
ACH-000222,0.3113079887786153
ACH-000223,0.11519755056107067
ACH-000226,0.06387161367041766
ACH-000227,0.11748327387845202
ACH-000228,0.06698114755325316
