,STRC (161497)
ACH-000004,-0.02445931744597451
ACH-000005,-0.04298835773636237
ACH-000007,-0.07026172870108932
ACH-000009,-0.06711157003986516
ACH-000011,0.11456151202475895
ACH-000012,-0.10254428181770237
ACH-000013,0.038316694438721766
ACH-000014,-0.0597372262926873
ACH-000015,-0.051342553262584745
ACH-000017,0.006081483168972085
ACH-000018,0.06267930240524608
ACH-000019,-0.09693846744431373
ACH-000021,-0.05931980471562556
ACH-000022,-0.039578497899704634
ACH-000025,0.06462906322826091
ACH-000028,0.23636055023711194
ACH-000030,-0.013308932992811044
ACH-000035,0.11517272883448612
ACH-000036,0.1018437949382654
ACH-000037,-0.07811691860593314
ACH-000039,0.14273316217515286
ACH-000040,0.15096282353199358
ACH-000041,0.08279126041361136
ACH-000042,0.06361223546256843
ACH-000045,-0.2305876868379322
ACH-000047,-0.033662703205623735
ACH-000052,-0.04518352953593696
ACH-000053,0.04266486362741746
ACH-000054,-0.032378239007728064
ACH-000055,0.1705599394548976
ACH-000060,0.013261687105211948
ACH-000067,-0.006196129000089514
ACH-000070,-0.07318799617946571
ACH-000075,0.13277547518412325
ACH-000078,0.04236972266528222
ACH-000082,-0.031083069075713024
ACH-000085,0.12624103628297095
ACH-000086,-0.1104452570355336
ACH-000087,-0.3739274428981516
ACH-000092,0.009433602041914214
ACH-000095,-0.06282612512574763
ACH-000097,-0.12446226623936435
ACH-000098,0.0738395529933177
ACH-000099,0.08700629517399164
ACH-000108,-0.055987259914160224
ACH-000113,-0.16414489920558953
ACH-000116,0.12482103622705674
ACH-000118,0.1225462582010544
ACH-000120,0.0035074795060557034
ACH-000123,0.047112576267687965
ACH-000127,0.04743581438200793
ACH-000128,0.11065468200783343
ACH-000132,-0.17200468719397746
ACH-000133,0.02498239406506681
ACH-000137,0.003992670834093119
ACH-000138,0.09764273087114046
ACH-000142,0.035355820498718625
ACH-000143,0.1171897740385345
ACH-000146,-0.01633581404322616
ACH-000148,-0.07730092069254185
ACH-000150,-0.12761809872805352
ACH-000152,0.07726223225444767
ACH-000153,-0.2381161136505093
ACH-000159,-0.12005363641555235
ACH-000160,-0.08875317646908852
ACH-000163,-0.12059608671681765
ACH-000167,-0.0046598037464112285
ACH-000168,0.0014905174444809312
ACH-000169,-0.15414926496831494
ACH-000178,-0.13130898787724427
ACH-000183,0.007610870155017106
ACH-000188,0.023896789905387062
ACH-000189,-0.12597228956310094
ACH-000190,-0.250027623582053
ACH-000198,0.052238504942531266
ACH-000203,-0.3202816304985305
ACH-000204,0.013559771588560643
ACH-000206,-0.0706509057457501
ACH-000207,0.08177346686102181
ACH-000208,0.14100203827599164
ACH-000210,-0.1235334870071118
ACH-000211,0.010636601930641877
ACH-000215,0.014886315071747338
ACH-000221,-0.1395520554939112
ACH-000222,-0.3852535519796238
ACH-000223,-0.0061350038581168215
ACH-000226,-0.18288338870963367
ACH-000227,-0.21652008696783664
ACH-000228,-0.1148877073841332
ACH-000231,-0.044848732908328935
ACH-000232,0.1183810408814398
ACH-000233,-0.10359958852439184
ACH-000234,-0.07637807324679834
ACH-000235,-0.07484052042513205
ACH-000237,-0.10688883764347136
ACH-000238,-0.058042654457308225
ACH-000242,-0.14971302441688206
ACH-000243,-0.10959708977615913
ACH-000244,-0.0196049657701273
ACH-000246,-0.00881663585872734
ACH-000248,-0.07224009359368584
ACH-000250,-0.027625546897222384
ACH-000251,0.20735695822624906
ACH-000252,-0.3330720196954875
ACH-000253,-0.054494763375775364
ACH-000255,-0.0616800139165148
ACH-000256,-0.12501305844954472
ACH-000257,0.21979032881731536
ACH-000258,-0.1876077645399421
ACH-000259,0.08664930597862414
ACH-000260,-0.01951580458507834
ACH-000261,-0.0798886331278295
ACH-000262,0.033273915221651365
ACH-000263,-0.08635262959952045
ACH-000264,-0.024937604113260976
ACH-000265,-0.12058512989067567
ACH-000266,-0.15180940869109527
ACH-000272,-0.1092645583991186
ACH-000274,-0.065794439515246
ACH-000277,0.03089604432150902
ACH-000278,-0.07667336864538936
ACH-000279,-0.07589232557361905
ACH-000280,0.17083424619954607
