,STAP1 (26228)
ACH-000004,0.11956708143349475
ACH-000005,-0.10016251559623253
ACH-000007,-0.07607409174568737
ACH-000009,0.2609254648810551
ACH-000011,0.08177442408031378
ACH-000012,0.05882791675637133
ACH-000013,0.2364476572931497
ACH-000014,0.024031126253187176
ACH-000015,0.01209320442389288
ACH-000017,0.040016990896481384
ACH-000018,0.15951431843469968
ACH-000019,0.17016447139622712
ACH-000021,0.11496146339986292
ACH-000022,0.06831190583769538
ACH-000025,0.13039695174830315
ACH-000028,-0.008726923024884835
ACH-000030,0.085117965329371
ACH-000035,-0.045216214521803716
ACH-000036,0.16450049246618995
ACH-000037,0.13311556048318182
ACH-000039,0.0884310463317916
ACH-000040,0.15217844837262645
ACH-000041,0.22433092611657174
ACH-000042,0.06914641181317005
ACH-000045,0.12493228809857865
ACH-000047,0.01334778121388973
ACH-000052,0.2392067486871896
ACH-000053,0.08753966100013383
ACH-000054,0.2196921842097303
ACH-000055,0.1375497679193638
ACH-000060,-0.015878112364092985
ACH-000067,0.14111292649822932
ACH-000070,0.1884475265935399
ACH-000075,-0.06299160895647163
ACH-000078,0.09650949014355388
ACH-000082,0.14884667354474146
ACH-000085,0.19443641343269524
ACH-000086,0.2143968261698096
ACH-000087,0.16823046247614498
ACH-000092,0.14064027021407038
ACH-000095,0.15774739290400788
ACH-000097,0.0202136488490864
ACH-000098,0.0829201543115525
ACH-000099,0.08169822886644641
ACH-000108,0.049683811300464426
ACH-000113,0.11725649350713065
ACH-000116,0.16686800876818875
ACH-000118,0.10684580280963712
ACH-000120,0.015618930236996231
ACH-000123,0.05619889814682066
ACH-000127,0.08287516845791999
ACH-000128,0.15442846979635524
ACH-000132,0.16868588141419755
ACH-000133,0.22205583298636047
ACH-000137,0.18227516728748647
ACH-000138,0.2420106489748989
ACH-000142,0.013614354448442738
ACH-000143,0.15924959320673604
ACH-000146,0.16652565325533167
ACH-000148,0.09692699867758643
ACH-000150,0.11789158832849896
ACH-000152,0.14096937505555054
ACH-000153,0.06887837236217499
ACH-000159,0.08026446062078504
ACH-000160,0.14546884722693354
ACH-000163,0.022738559677246882
ACH-000167,0.3492787880740607
ACH-000168,0.11185546180302536
ACH-000169,0.08279476484145275
ACH-000178,0.10575121700584562
ACH-000183,0.19235474964513255
ACH-000188,-0.045273405587434194
ACH-000189,-0.11686018580648955
ACH-000190,0.19337956808504686
ACH-000198,0.13567816249207226
ACH-000203,0.4135415744015134
ACH-000204,0.19116540862499132
ACH-000206,0.20861380514489103
ACH-000207,0.19947136709004967
ACH-000208,0.03892946027299938
ACH-000210,0.29802084773341825
ACH-000211,0.061675602774376614
ACH-000215,0.0647758208339967
ACH-000221,-0.07399790432882294
ACH-000222,0.12495190992719912
ACH-000223,0.1692076352731695
ACH-000226,-0.009621270273073856
ACH-000227,0.17049933953481694
ACH-000228,0.12172256884166666
ACH-000231,0.017893132379998167
ACH-000232,0.029339731117853894
ACH-000233,0.2195785006872901
ACH-000234,0.08955548399321436
ACH-000235,0.10630470468484787
ACH-000237,0.07426487269573599
ACH-000238,0.26504126806309597
ACH-000242,-0.08937939365200853
ACH-000243,0.154116571572401
ACH-000244,0.08429902457595675
ACH-000246,0.1925414385077925
ACH-000248,0.0534795786556273
ACH-000250,0.0956200594800599
ACH-000251,0.058158926600990875
ACH-000252,0.3696503730549073
ACH-000253,0.08782594188103728
ACH-000255,0.1422219980050025
ACH-000256,0.19095583914329586
ACH-000257,-0.10065130392579187
ACH-000258,0.2571657811022359
ACH-000259,0.09937957292851762
ACH-000260,0.11376537266168335
ACH-000261,0.16668490414531614
ACH-000262,0.006870425204078218
ACH-000263,-0.12346952734315066
ACH-000264,0.13505482602272625
ACH-000265,0.0026286967171948073
ACH-000266,0.11032140814352376
ACH-000272,0.07823085913377209
ACH-000274,0.1584076724260343
ACH-000277,0.06104636984746069
ACH-000278,0.21846275047260413
ACH-000279,0.01615642106331416
ACH-000280,0.008767530201445795
ACH-000281,0.1044248694677682
ACH-000288,0.1924578458976234
ACH-000291,0.11290960735241605
ACH-000293,0.2687519444159813
ACH-000294,0.1990867047860697
ACH-000295,0.2616881666521905
ACH-000296,0.14414248922711204
ACH-000302,0.10319997415180457
ACH-000304,0.3356074051915076
ACH-000307,0.10545130912506123
ACH-000308,0.11587803754002185
ACH-000310,0.1339349648239914
ACH-000311,0.10800205994816778
ACH-000312,0.1535434439582576
ACH-000315,0.0033890376477471768
ACH-000316,-0.03697217477932791
ACH-000317,0.08020024663304963
ACH-000318,0.21293788340227432
ACH-000319,0.063121600546435
ACH-000320,0.21580713738031546
ACH-000322,0.1410905289550159
ACH-000323,0.03819469096787005
ACH-000324,0.13641238396123373
ACH-000329,0.15795199555279868
ACH-000330,0.2277593711817023
ACH-000331,0.25305473927347244
ACH-000332,0.08453891336709232
ACH-000334,-0.008891413512127222
ACH-000335,0.18180810819759524
ACH-000336,0.2487699026993556
ACH-000337,0.01792151618437395
ACH-000338,-0.09158803881117834
ACH-000339,0.06389745197801394
ACH-000341,0.10394539223450383
ACH-000348,0.09692601724487954
ACH-000350,0.11609643395650167
ACH-000352,0.0445256659655578
ACH-000356,0.050704425920702935
ACH-000361,0.05887624016626996
ACH-000362,0.040719073770705314
ACH-000363,0.11447963834441592
ACH-000364,0.013428456390071262
ACH-000365,0.03502771037260086
ACH-000366,-0.01591468492567334
ACH-000368,0.16466196840293826
ACH-000374,0.11990695401300247
ACH-000375,1.9425613423014615e-05
ACH-000376,0.03931334149603154
ACH-000381,0.16626397018456324
ACH-000383,0.05511205174660447
ACH-000387,0.09603325956787666
ACH-000389,0.22944324268748495
ACH-000390,0.07794440609226189
ACH-000393,0.056447717113687984
ACH-000395,0.20579693095944107
ACH-000396,0.14693859573412674
ACH-000397,0.06844577766067737
ACH-000401,0.22029404851050904
ACH-000402,0.04161177857919328
ACH-000403,0.15423449347824264
ACH-000404,0.012261578886832807
ACH-000406,0.12331283557951025
ACH-000407,0.10658334036824292
ACH-000408,0.02974229494256249
ACH-000410,0.2596703062813215
ACH-000411,0.13743247765423314
ACH-000414,0.14799615796152138
ACH-000415,0.04577530600725406
ACH-000416,0.09045372867374714
ACH-000420,0.027324407872686536
ACH-000421,0.07042822214396892
ACH-000424,0.07256732775232216
ACH-000425,0.1498769169587519
ACH-000426,0.1879947954610092
ACH-000427,-0.009693487143805454
ACH-000433,0.10746879109604443
ACH-000435,0.2896817044914973
ACH-000436,0.1931815095102738
ACH-000444,0.13243293753130014
ACH-000445,0.23891070856047825
ACH-000448,0.1981581774024911
ACH-000450,0.007804467280773558
ACH-000452,0.12603016703281533
ACH-000454,0.044878819139747984
ACH-000458,0.1231843480340269
ACH-000459,0.10448090413290308
ACH-000460,0.07785249775638972
ACH-000461,0.00932503226360942
ACH-000463,0.3053727208298016
ACH-000464,0.09490735529713087
ACH-000466,0.2807973072223355
ACH-000467,0.11264783860274367
ACH-000468,0.07195531508205041
ACH-000469,-0.1060735106367238
ACH-000470,0.01941266892136946
ACH-000471,0.06502516702246608
ACH-000472,0.09223830773746457
ACH-000473,0.07712766408309457
ACH-000475,0.04726985870085282
ACH-000476,0.10020040438096534
ACH-000477,0.15959756691450325
ACH-000479,0.07892983582529083
ACH-000480,-0.08022086379640783
ACH-000481,0.22799434340404795
ACH-000483,0.10929644539647336
ACH-000484,0.19272434931427448
ACH-000485,0.11010553788609813
ACH-000486,0.055167650133224735
ACH-000487,0.04516734867219683
