,THOC6 (79228)
ACH-000004,-0.5095425717771049
ACH-000005,-0.06542802128445231
ACH-000007,-0.3352174235523925
ACH-000009,-0.3691497356532628
ACH-000011,-0.5005710827249363
ACH-000012,-0.1506174240698072
ACH-000013,-0.5860101194043599
ACH-000014,-0.4520613571863132
ACH-000015,-0.6044536140039454
ACH-000017,-0.5978500416365681
ACH-000018,-0.4009858330362008
ACH-000019,-0.4706867850228692
ACH-000021,-0.4969512266743412
ACH-000022,-0.4301308360898585
ACH-000025,-0.4028972618761312
ACH-000028,-0.446549912459789
ACH-000030,-0.3387306619585425
ACH-000035,-0.4545383967472272
ACH-000036,-0.6312881368229647
ACH-000037,-0.4730529402104525
ACH-000039,-0.2931349248570728
ACH-000040,-0.4410774308090503
ACH-000041,-0.415248916650192
ACH-000042,-0.3664218700600492
ACH-000045,-0.26976562446578456
ACH-000047,-0.5268816217325522
ACH-000052,-0.4843884018670958
ACH-000053,-0.3510656481225255
ACH-000054,-0.19501289871986324
ACH-000055,-0.5845394355906081
ACH-000060,-0.3824918350671906
ACH-000067,-0.4787287553904402
ACH-000070,-0.3454873521099385
ACH-000075,-0.4877938273310951
ACH-000078,-0.3043767269338152
ACH-000082,-0.2914786732647456
ACH-000085,-0.18647109908191728
ACH-000086,-0.3370689581737165
ACH-000087,-0.6313525042609129
ACH-000092,-0.4327608027893567
ACH-000095,-0.3895481153946747
ACH-000097,-0.4323809413895619
ACH-000098,-0.6086340691889086
ACH-000099,-0.36297018864646907
ACH-000108,-0.4494015343355497
ACH-000113,-0.44526997887497255
ACH-000116,-0.4441520468809616
ACH-000118,-0.7715098966111916
ACH-000120,-0.5679695373891106
ACH-000123,-0.15510026676768085
ACH-000127,-0.4364274206076968
ACH-000128,-0.4118964630098301
ACH-000132,-0.7246598776079679
ACH-000133,-0.5162163432772537
ACH-000137,-0.3934487463798585
ACH-000138,-0.32489651437609995
ACH-000142,-0.36826222878893
ACH-000143,-0.4551438724110006
ACH-000146,-0.5601277067063719
ACH-000148,-0.4749067153476336
ACH-000150,-0.3029330786923159
ACH-000152,-0.4416249826448281
ACH-000153,-0.4583636437976217
ACH-000159,-0.2515342697382482
ACH-000160,-0.3291749016159728
ACH-000163,-0.5612431167219261
ACH-000167,-0.3603784691728082
ACH-000168,-0.5727198411890353
ACH-000169,-0.3385594392639109
ACH-000178,-0.2284196392273397
ACH-000183,-0.5427524415514042
ACH-000188,-0.594988655755922
ACH-000189,-0.32104473260299704
ACH-000190,-0.3006099089371655
ACH-000198,-0.7058012258299178
ACH-000203,-0.17377829769577838
ACH-000204,-0.3266164729429836
ACH-000206,-0.3705607836697914
ACH-000207,-0.5525259842671943
ACH-000208,-0.40192503529392015
ACH-000210,-0.4185570767383723
ACH-000211,-0.5808205940191361
ACH-000215,-0.4442012940030692
ACH-000221,-0.5637935262302899
ACH-000222,-0.5126539363987703
ACH-000223,-0.35282910945990065
ACH-000226,-0.2949431508555398
ACH-000227,-0.5298947325654848
ACH-000228,-0.38190497618931396
ACH-000231,-0.4913003687837508
ACH-000232,-0.1277349033049541
ACH-000233,-0.4286342336525238
ACH-000234,-0.5989834903609076
ACH-000235,-0.3341776115114416
ACH-000237,-0.3896083496230025
ACH-000238,-0.4561130080285498
ACH-000242,-0.6132537661805856
ACH-000243,-0.3870380006142332
