,GYS1 (2997)
ACH-000004,0.13062300576902194
ACH-000005,-0.1843703539705593
ACH-000007,-0.06829850498013884
ACH-000009,0.07160533531456711
ACH-000011,0.01343575530649542
ACH-000012,0.09368086985961728
ACH-000013,-0.13531395861014506
ACH-000014,0.12700663850588756
ACH-000015,-0.04707146929344374
ACH-000017,0.10270159939182127
ACH-000018,-0.15645476677255551
ACH-000019,0.0359187446714181
ACH-000021,0.01801388642473006
ACH-000022,-0.05773848457213795
ACH-000025,0.0705500031438011
ACH-000028,-0.08670853423293927
ACH-000030,0.09930897546448328
ACH-000035,0.11863974047465944
ACH-000036,-0.07283767008589356
ACH-000037,0.07621064299871923
ACH-000039,-0.11320512369630956
ACH-000040,0.08034197946674786
ACH-000041,0.08224696439253805
ACH-000042,0.01992044213781731
ACH-000045,-0.12299615851656773
ACH-000047,-0.20015967617622707
ACH-000052,-0.3135500732906444
ACH-000053,-0.033948883404122394
ACH-000054,-0.001731363746301191
ACH-000055,-0.18810052409586933
ACH-000060,0.1732057216462937
ACH-000067,-0.02665819598356189
ACH-000070,0.08635566584110875
ACH-000075,-0.12181124417703006
ACH-000078,0.15234359512875315
ACH-000082,-0.06202556671855899
ACH-000085,0.2389036256988128
ACH-000086,-0.11183089838029384
ACH-000087,0.1616755457402847
ACH-000092,0.01896551455457697
ACH-000095,0.051634262336519264
ACH-000097,0.028662676612477088
ACH-000098,-0.08009689456999101
ACH-000099,-0.012959930426083477
ACH-000108,-0.10862975568605443
ACH-000113,0.18676034893038815
ACH-000116,0.10433484114617886
ACH-000118,-0.12955198468625234
ACH-000120,-0.0564845218917369
ACH-000123,-0.031758472961831236
ACH-000127,-0.02474365651704781
ACH-000128,-0.011242247127145171
ACH-000132,0.10250707052324837
ACH-000133,-0.01381567485993108
ACH-000137,-0.2152144630447328
ACH-000138,0.0024496781877688155
ACH-000142,0.04277859055492652
ACH-000143,0.032026651362445736
ACH-000146,0.018244165261787914
ACH-000148,0.05060177940165751
ACH-000150,0.08551292974819286
ACH-000152,0.10127736284019168
ACH-000153,-0.008643331360782405
ACH-000159,-0.006743574461737002
ACH-000160,-0.15777381639970708
ACH-000163,-0.08248070692986484
ACH-000167,-0.2599177454177338
ACH-000168,-0.08612576859848174
ACH-000169,0.0995105761144847
ACH-000178,-0.00911751217809238
ACH-000183,-0.11983755170193805
ACH-000188,-2.2082912558804746e-05
ACH-000189,0.2378859380174821
ACH-000190,-0.029341656766733164
ACH-000198,-0.054714713041583186
ACH-000203,0.008821630085517005
ACH-000204,-0.14353658453066934
ACH-000206,0.16632894152504066
ACH-000207,-0.14639840561601172
ACH-000208,0.06815842617720012
ACH-000210,0.15870205503609094
ACH-000211,-0.008061097921905519
ACH-000215,-0.03467274584736938
ACH-000221,-0.16470428731887352
ACH-000222,-0.1621442005197628
ACH-000223,0.17169764752695424
ACH-000226,0.13076449737615053
ACH-000227,0.23007614984443744
ACH-000228,0.1783629697538509
ACH-000231,0.07676654415264997
ACH-000232,0.05434656426155112
ACH-000233,0.10365262981059699
ACH-000234,-0.024427549222671482
ACH-000235,-0.07979685954210683
ACH-000237,-0.13394805487660644
ACH-000238,0.021238485719448297
ACH-000242,-0.07888276860575201
ACH-000243,0.12921805638512746
ACH-000244,0.11371524590755255
ACH-000246,-0.07054774109058876
ACH-000248,-0.017662472530083313
ACH-000250,0.02164277052202917
ACH-000251,0.02162767279507372
ACH-000252,0.41288592754008985
ACH-000253,0.00213844920818662
ACH-000255,-0.16362039926163827
ACH-000256,-0.040217942384720665
ACH-000257,0.312392024725605
ACH-000258,0.12656635540647115
ACH-000259,-0.007226917196520554
ACH-000260,0.0021564824040419595
ACH-000261,0.019031425148997583
ACH-000262,-0.1898755346275877
ACH-000263,0.1027547888858824
ACH-000264,0.002169867572793365
ACH-000265,0.032280440961494024
ACH-000266,0.003252030531915618
ACH-000272,0.07842880523038659
ACH-000274,0.009161091026966838
ACH-000277,0.033956178127527555
ACH-000278,0.020954817253836244
ACH-000279,0.006885826967111104
ACH-000280,-0.10659108623960707
ACH-000281,0.006054052173539464
ACH-000288,0.061175768846462364
ACH-000291,0.04596291567708775
ACH-000293,0.04622992807273491
ACH-000294,0.10124301110924733
ACH-000295,0.12423588333731735
ACH-000296,-0.1201014104404683
ACH-000302,-0.2283783598440129
ACH-000304,0.054542738593754365
ACH-000307,0.1175678319518345
ACH-000308,-0.03955959694323158
ACH-000310,-0.02681711567967213
ACH-000311,-0.03899949425325701
ACH-000312,-0.17698708333318547
ACH-000315,-0.04805904143940365
ACH-000316,-0.07512990409032322
ACH-000317,0.05013610658006507
ACH-000318,-0.019311710442475268
ACH-000319,-0.03080571452942938
ACH-000320,0.03721815556799428
ACH-000322,0.2450352655653277
ACH-000323,-0.05796846394964295
ACH-000324,0.06051528702176344
ACH-000329,0.07889011072009046
ACH-000330,0.07499601830699218
ACH-000331,0.014142320837774868
ACH-000332,-0.033302150749949175
ACH-000334,-0.03274237166094606
ACH-000335,0.013663010582841185
ACH-000336,-0.26355740482552104
ACH-000337,0.1012164167646162
ACH-000338,0.11611283502917473
ACH-000339,0.022177871586560517
ACH-000341,0.14296662376663846
ACH-000348,0.04862403934614951
ACH-000350,0.08998861822973175
ACH-000352,0.08026035825292215
ACH-000356,0.2744610839918798
ACH-000361,-0.15750361154994186
ACH-000362,0.03054163284324653
ACH-000363,0.07446147907954688
