,MC4R (4160)
ACH-000004,-0.0038179423337215295
ACH-000005,0.1104376098008149
ACH-000007,0.06462553463101946
ACH-000009,-0.01649743877279541
ACH-000011,0.2428184312868613
ACH-000012,0.054189842393073014
ACH-000013,-0.004717627976878152
ACH-000014,0.056294028614820316
ACH-000015,0.1576232618357183
ACH-000017,0.14219479501224594
ACH-000018,-0.01373498493130346
ACH-000019,-0.07149703420876635
ACH-000021,0.22549178174482146
ACH-000022,0.12267927349074773
ACH-000025,-0.07672000975014466
ACH-000028,0.17635806128041046
ACH-000030,0.11015521667610577
ACH-000035,0.2318011805851699
ACH-000036,-0.012952752507698886
ACH-000037,0.04466956390495762
ACH-000039,-0.125535110656528
ACH-000040,0.08582614673059462
ACH-000041,0.22437519972235312
ACH-000042,0.13211493322868942
ACH-000045,0.18534597232852731
ACH-000047,0.044434445112654715
ACH-000052,0.2353130479890924
ACH-000053,0.06939126325201513
ACH-000054,0.1307657445231781
ACH-000055,0.1359990040441382
ACH-000060,0.026019040296529843
ACH-000067,0.15713760119970174
ACH-000070,0.0604120628146648
ACH-000075,0.010303777481016269
ACH-000078,-0.004865907952737304
ACH-000082,0.1175753244378462
ACH-000085,0.15411959584872614
ACH-000086,0.1566833537981232
ACH-000087,0.07684855623698371
ACH-000092,0.1443960679823106
ACH-000095,0.00771423045077629
ACH-000097,0.08074639388237187
ACH-000098,0.03783719724662903
ACH-000099,0.10295382329352387
ACH-000108,0.1572093690669467
ACH-000113,0.18604073481519348
ACH-000116,0.01127826262864509
ACH-000118,0.13079551670065134
ACH-000120,0.1288932833263019
ACH-000123,0.2228771467903232
ACH-000127,0.09398109442145457
ACH-000128,0.09380995351225344
ACH-000132,0.054085254006295054
ACH-000133,0.2083999883926198
ACH-000137,0.29872172868397184
ACH-000138,0.08349572023191358
ACH-000142,0.04387698947468262
ACH-000143,0.15695860150050678
ACH-000146,0.06726907560642957
ACH-000148,0.17999656222023008
ACH-000150,0.2668399629908054
ACH-000152,0.056316251158451486
ACH-000153,0.2764724566730782
ACH-000159,0.1419645756687684
ACH-000160,0.08021819113299945
ACH-000163,0.05635814732501002
ACH-000167,0.09345749655901077
ACH-000168,0.0628262025485355
ACH-000169,0.024630476133468082
ACH-000178,0.010019167757248293
ACH-000183,0.12240493413434672
ACH-000188,0.09474396907015042
ACH-000189,-0.035316693372682346
ACH-000190,0.11867469006149775
ACH-000198,0.1730480897697676
