,TEKT4 (150483)
ACH-000004,-0.04730932461412693
ACH-000005,-0.1022289696745229
ACH-000007,-0.2749163758562246
ACH-000009,-0.15915231551537906
ACH-000011,-0.2223445139194052
ACH-000012,-0.2168841189484136
ACH-000013,-0.07334994838178284
ACH-000014,-0.32652006785847065
ACH-000015,-0.1263404591865811
ACH-000017,-0.18039445208285945
ACH-000018,-0.16361374993078445
ACH-000019,-0.3371226297811644
ACH-000021,-0.14655253178366007
ACH-000022,-0.08025650555172892
ACH-000025,-0.13842412470293294
ACH-000028,-0.2091647680029812
ACH-000030,-0.2697000282829502
ACH-000035,-0.13982724557859594
ACH-000036,-0.31927340231669626
ACH-000037,-0.29391164806074904
ACH-000039,-0.11285880637369515
ACH-000040,-0.24433706891921095
ACH-000041,-0.11713878188915308
ACH-000042,-0.05518967541259638
ACH-000045,-0.28704049876652543
ACH-000047,-0.13937240927001238
ACH-000052,-0.17534817597755892
ACH-000053,-0.18659704215474485
ACH-000054,-0.1926794321041124
ACH-000055,-0.09750445793276223
ACH-000060,-0.2765554862052773
ACH-000067,-0.2838207211714184
ACH-000070,-0.28817099871661706
ACH-000075,-0.3568755168391253
ACH-000078,-0.0472281945535533
ACH-000082,-0.1883849872106377
ACH-000085,-0.23860932511551974
ACH-000086,-0.11540478833746118
ACH-000087,-0.07220594768996083
ACH-000092,-0.3337835607730578
ACH-000095,-0.16081293330155688
ACH-000097,-0.14272232559793874
ACH-000098,-0.23021581905638155
ACH-000099,-0.149092830684817
ACH-000108,-0.2045666486542292
ACH-000113,-0.07184285960664792
ACH-000116,-0.039657930081147034
ACH-000118,-0.1605572801735183
ACH-000120,-0.12754806622759055
ACH-000123,-0.27649892951526256
ACH-000127,-0.19041375521956147
ACH-000128,-0.08556909466076626
ACH-000132,-0.21665788720174706
ACH-000133,-0.3405954580776198
ACH-000137,-0.3340566864927745
ACH-000138,-0.04177026742708904
ACH-000142,-0.2259588877794929
ACH-000143,-0.17203273007895994
ACH-000146,-0.1791090643978675
ACH-000148,-0.17881634893678325
ACH-000150,-0.1321277884610198
ACH-000152,-0.19372681545654996
ACH-000153,-0.3143257744275032
ACH-000159,-0.19693556563026648
ACH-000160,-0.21708401686746248
ACH-000163,-0.12639413404323385
ACH-000167,0.10788508680973796
ACH-000168,-0.051282380101791966
ACH-000169,-0.07116950950273862
ACH-000178,-0.31299285095613144
ACH-000183,-0.21232820633148888
