,HIRIP3 (8479)
ACH-000004,-0.052466727250810766
ACH-000005,0.0869260951191002
ACH-000007,-0.043572916930676615
ACH-000009,0.06885405809171714
ACH-000011,-0.08922652220341637
ACH-000012,0.03376824444158626
ACH-000013,-0.07915583791225766
ACH-000014,0.13408579698688075
ACH-000015,-0.04100835046164073
ACH-000017,-0.026264344071413044
ACH-000018,0.03825354575703293
ACH-000019,0.008612618655752705
ACH-000021,-0.10097622615936312
ACH-000022,0.0005401621281969027
ACH-000025,-0.10052222135305637
ACH-000028,-0.2425125726029277
ACH-000030,0.10536444118486607
ACH-000035,-0.034621197589847004
ACH-000036,-0.07670701933317935
ACH-000037,0.020666135245979232
ACH-000039,-0.03214733874131781
ACH-000040,-0.09824893691617137
ACH-000041,-0.04085709158487712
ACH-000042,0.052429249634996594
ACH-000045,-0.01513129806163361
ACH-000047,0.08510277685496159
ACH-000052,-0.11377518460007505
ACH-000053,0.0466770048761888
ACH-000054,-0.08217520454629551
ACH-000055,-0.023182811731170583
ACH-000060,0.07238542231883457
ACH-000067,0.0094713235879137
ACH-000070,0.0650963863052302
ACH-000075,-0.0649429175305499
ACH-000078,0.059498368773980126
ACH-000082,-0.08400818896187068
ACH-000085,-0.017603636055019013
ACH-000086,0.1318229266166446
ACH-000087,-0.012383658756049245
ACH-000092,-0.09330638286700806
ACH-000095,0.007603789553173334
ACH-000097,-0.09624991526876812
ACH-000098,-0.09881706346746856
ACH-000099,0.03498125413337566
ACH-000108,0.11129233703150967
ACH-000113,-0.052888307290370966
ACH-000116,-0.08438082583264894
ACH-000118,0.02176523262809936
ACH-000120,0.019159455447429963
ACH-000123,-0.04271492134356846
ACH-000127,-0.20710154992916988
ACH-000128,0.05987266442625424
ACH-000132,-0.06728557817299444
ACH-000133,0.03745692856548263
ACH-000137,-0.14153452187159846
ACH-000138,0.08608553900704034
ACH-000142,-0.1140367784152096
ACH-000143,0.06246221822526914
ACH-000146,-0.09390471159018154
ACH-000148,-0.003280570278860263
ACH-000150,-0.11176297994256276
ACH-000152,-0.08045564673813259
ACH-000153,-0.044602569867925206
ACH-000159,-0.008573670936399139
ACH-000160,0.11572473849333198
ACH-000163,0.018763131613597425
ACH-000167,0.09958012851443374
ACH-000168,-0.12609135856926007
ACH-000169,-0.021592592345234567
ACH-000178,-0.0475318006200947
ACH-000183,-0.042751265337287014
ACH-000188,0.09011005660405212
ACH-000189,-0.07921724159554956
ACH-000190,0.074437573309459
ACH-000198,0.0269193963887308
ACH-000203,0.10492943071630152
ACH-000204,-0.19537921981725986
ACH-000206,-0.0430883608408998
ACH-000207,-0.02683216981604044
ACH-000208,-0.007762162902804266
ACH-000210,0.011553293513660584
ACH-000211,0.10725768593383436
ACH-000215,-0.08365806382540819
ACH-000221,-0.2171028328931696
ACH-000222,-0.2018151850274597
ACH-000223,-0.053605255895172885
ACH-000226,-0.09919132173950768
ACH-000227,0.01880417233121414
ACH-000228,-0.04025201469503538
ACH-000231,-0.006554405108937046
ACH-000232,-0.0015497284983726262
ACH-000233,-0.10861408967778352
ACH-000234,-0.0003630876615507017
