,MS4A1 (931)
ACH-000004,0.06370661365322652
ACH-000005,0.05154098573187345
ACH-000007,0.07436320059974705
ACH-000009,0.11227758589525344
ACH-000011,0.12629465863386774
ACH-000012,0.23097802401418055
ACH-000013,0.1198044961483168
ACH-000014,0.3138452564958575
ACH-000015,0.29497996597727905
ACH-000017,0.24646932167161906
ACH-000018,0.2643420540406036
ACH-000019,0.09723453710736872
ACH-000021,0.12020625918362765
ACH-000022,0.163476328298422
ACH-000025,0.24516577417602525
ACH-000028,0.1958779993378112
ACH-000030,0.12065622024740635
ACH-000035,0.20107425314602104
ACH-000036,0.14573159659098073
ACH-000037,0.16720274322273784
ACH-000039,0.15295647841088278
ACH-000040,0.18153469067345235
ACH-000041,0.1968317004087544
ACH-000042,0.09740881046077296
ACH-000045,0.11080668226106022
ACH-000047,0.2706298918973564
ACH-000052,0.2402028465888876
ACH-000053,0.2061144461978799
ACH-000054,0.20249456439472616
ACH-000055,0.2417978773798911
ACH-000060,0.12162270858927515
ACH-000067,0.4670552106523216
ACH-000070,0.22152046973801245
ACH-000075,0.018657468287041044
ACH-000078,0.10855456994471206
ACH-000082,0.0876009387170607
ACH-000085,0.15892931114783754
ACH-000086,0.12638909351845345
ACH-000087,0.02751744356111849
ACH-000092,0.200515640413225
ACH-000095,0.2412553293988465
ACH-000097,0.12729810005677547
ACH-000098,0.17725747323357155
ACH-000099,0.12424520229634628
ACH-000108,0.10233815331273786
ACH-000113,0.13331824498424816
ACH-000116,0.1630886080382732
ACH-000118,0.08894700694212862
ACH-000120,0.07478035375383457
ACH-000123,0.2689061270701976
ACH-000127,0.13983283215306008
ACH-000128,0.29138847112473754
ACH-000132,0.17017940232060347
ACH-000133,0.12866175639979607
ACH-000137,0.25567925382269835
ACH-000138,0.12726241787539772
ACH-000142,0.12267613530349565
ACH-000143,0.101197759346591
ACH-000146,0.15439065639700272
ACH-000148,0.1413909352904204
ACH-000150,0.07069069296817769
ACH-000152,0.10406668084307964
ACH-000153,0.19341967865183574
ACH-000159,0.1930174575688071
ACH-000160,0.04388345731364663
ACH-000163,0.07925428776538944
ACH-000167,0.34448014357696305
ACH-000168,0.1252339320050443
ACH-000169,0.14717900220247745
ACH-000178,0.1333395986401434
ACH-000183,0.17515370551228715
ACH-000188,-0.011989125115934108
ACH-000189,0.02565760529969824
ACH-000190,0.032135967809015835
ACH-000198,0.08446819223682309
ACH-000203,0.5446916224232856
ACH-000204,-0.006143270441258957
ACH-000206,0.07039109834682848
ACH-000207,0.14549244403047126
ACH-000208,0.12847179242660153
ACH-000210,0.19644541325729692
ACH-000211,0.092908981764934
ACH-000215,0.16043927050841802
ACH-000221,0.27363255964240035
ACH-000222,-0.04586445914128399
ACH-000223,0.2108535324543115
ACH-000226,0.06672128965856948
ACH-000227,0.13831036511629544
ACH-000228,0.2070285906517619
ACH-000231,0.14035343157988134
ACH-000232,0.14327426738710455
ACH-000233,0.19767371812698126
ACH-000234,0.13678185669617632
ACH-000235,0.13238142947183093
ACH-000237,0.1711414782075607
ACH-000238,0.16877469983717264
ACH-000242,0.2596742444773689
ACH-000243,0.16879247423256585
ACH-000244,0.09781367559558213
ACH-000246,0.0672364402806862
ACH-000248,0.141639062573493
ACH-000250,0.09684416579186554
ACH-000251,0.13912117652321465
ACH-000252,0.1852365844432819
ACH-000253,0.21546385986675504
ACH-000255,0.11873712691910288
ACH-000256,0.18928240001618601
ACH-000257,0.23257510063048906
ACH-000258,0.00846834164808765
ACH-000259,0.13193111873136446
ACH-000260,0.12739550994389287
ACH-000261,0.09463217071437346
ACH-000262,0.10652202906571856
ACH-000263,0.15323977106773487
ACH-000264,0.10302679984007154
ACH-000265,0.16368166054522798
ACH-000266,0.13287698040805054
ACH-000272,0.11552160854156787
ACH-000274,0.1598797300653372
ACH-000277,0.11074568552422152
ACH-000278,0.2151808836643946
ACH-000279,0.13946311866887226
ACH-000280,0.08174154134117388
ACH-000281,0.3981100182055558
ACH-000288,0.11184967751148604
ACH-000291,0.20535312094303165
ACH-000293,0.0974575139061393
ACH-000294,0.16205306556594498
ACH-000295,0.2601350122589036
ACH-000296,0.12922193417391406
ACH-000302,0.18184655902843752
ACH-000304,0.04371562957863442
ACH-000307,0.08425831319810669
ACH-000308,0.11387689202860447
ACH-000310,0.2572982330806884
ACH-000311,0.10633792702690836
ACH-000312,0.12363803841883138
ACH-000315,0.04265527657857663
ACH-000316,0.2392401633201746
ACH-000317,0.19786829934659197
ACH-000318,0.11142866511936103
ACH-000319,0.013913412092588614
ACH-000320,0.16060131895198315
ACH-000322,0.010866569953133232
ACH-000323,0.16972828720189506
ACH-000324,0.24868988004447895
ACH-000329,0.21408311006963326
ACH-000330,0.07463202035425491
ACH-000331,0.1636408130776527
ACH-000332,0.11793403143293335
ACH-000334,0.2004022640708804
ACH-000335,0.010114655579298444
ACH-000336,0.08879537787206067
ACH-000337,0.24204018258566
ACH-000338,0.8863479080223275
ACH-000339,0.2255120625206538
ACH-000341,0.0848183505141414
ACH-000348,0.2405888582151129
ACH-000350,0.12801909358690025
ACH-000352,0.07741151400285827
ACH-000356,0.01612500748904463
ACH-000361,0.2782356927141564
ACH-000362,0.1961859218198736
ACH-000363,0.18324020280926076
ACH-000364,0.08096314555056681
ACH-000365,0.0008266478191903464
ACH-000366,0.13850918683382155
ACH-000368,0.09289724779836712
ACH-000374,0.08572089266054511
ACH-000375,0.0607991581154324
