,BASP1 (10409)
ACH-000004,0.3398743958214703
ACH-000005,0.2588357298328043
ACH-000007,0.06597884820042921
ACH-000009,0.17795185372498587
ACH-000011,0.2058415701185096
ACH-000012,0.26601622194157865
ACH-000013,0.2583148759323913
ACH-000014,0.2223017956729427
ACH-000015,0.3471424686371497
ACH-000017,0.18759258790210925
ACH-000018,0.19753201980310586
ACH-000019,0.2983582772823493
ACH-000021,0.2478243154372701
ACH-000022,0.06000459392204811
ACH-000025,0.2697373310594839
ACH-000028,0.38821507535583777
ACH-000030,0.3020239081480211
ACH-000035,0.1181438255424842
ACH-000036,0.11114079186102936
ACH-000037,0.06566607334748771
ACH-000039,0.12414497262955045
ACH-000040,0.16613661777472502
ACH-000041,0.194265508612582
ACH-000042,0.22327331750245755
ACH-000045,0.05373858841686033
ACH-000047,0.11918851959424913
ACH-000052,0.15597727759701085
ACH-000053,0.11073708100878144
ACH-000054,-0.022450862740070045
ACH-000055,0.1580164007511801
ACH-000060,0.07471702521654777
ACH-000067,0.08911847060057354
ACH-000070,0.1253098488235852
ACH-000075,0.2534814729324665
ACH-000078,0.1293233005126422
ACH-000082,0.1895895101089629
ACH-000085,0.15741542631140995
ACH-000086,0.26035013527736073
ACH-000087,0.10417155947294099
ACH-000092,0.11115309383103696
ACH-000095,0.13011852966373216
ACH-000097,0.2011231314264238
ACH-000098,0.0809530832557258
ACH-000099,0.2665594625608674
ACH-000108,0.12738527894921556
ACH-000113,0.02109394748376717
ACH-000116,0.13275576780786713
ACH-000118,0.10587959816740407
ACH-000120,0.23083419730083785
ACH-000123,0.19358891893107105
ACH-000127,0.036071534227889966
ACH-000128,0.03565473190448354
ACH-000132,0.1519097534300007
ACH-000133,0.19629818589249967
ACH-000137,0.19774855652685053
ACH-000138,0.2606176537331093
ACH-000142,0.08538053193093231
ACH-000143,0.19546968622595454
ACH-000146,0.08730428799120248
ACH-000148,0.15235716258838322
ACH-000150,0.04465588139460088
ACH-000152,0.1204210727148079
ACH-000153,0.27093356989927586
ACH-000159,0.08772368651763983
ACH-000160,0.2567230467368704
ACH-000163,0.230597551811946
ACH-000167,0.7243799267953481
ACH-000168,-0.13715151231193792
ACH-000169,0.2720618997480951
ACH-000178,0.07584365705958794
ACH-000183,0.2175030589170341
ACH-000188,-6.048641902336327e-05
ACH-000189,0.19411943596711906
ACH-000190,0.35944770680009536
ACH-000198,0.10876011545443603
ACH-000203,0.09139490284998346
ACH-000204,0.1817108726697154
ACH-000206,0.1639060376931142
ACH-000207,0.02915900693457352
ACH-000208,0.06323014142069873
ACH-000210,0.3591071992973617
ACH-000211,0.09133974358396772
ACH-000215,0.16066927108508872
ACH-000221,0.23424980122785266
ACH-000222,0.2350653553945111
ACH-000223,0.1581909321790823
ACH-000226,0.12519921131126005
ACH-000227,0.31827038399079777
ACH-000228,-0.021182019034180027
ACH-000231,0.21182181471565487
ACH-000232,0.207244297567953
ACH-000233,-0.0018746938345034433
ACH-000234,0.06375613270184301
ACH-000235,0.15053129492366935
ACH-000237,0.10282076850082107
ACH-000238,0.2419103570046881
ACH-000242,0.11237706609527523
ACH-000243,0.18669344089299386
ACH-000244,0.16762481644883787
ACH-000246,0.25175762800393303
ACH-000248,0.2429512075853381
ACH-000250,0.1695642618502175
ACH-000251,0.236400352582595
ACH-000252,0.30316315457449083
ACH-000253,0.1868588002646341
ACH-000255,0.17778403830404976
ACH-000256,0.21907006493688164
ACH-000257,0.22013051292715044
ACH-000258,0.34503422757539176
ACH-000259,0.19612362733402788
ACH-000260,0.19291242909455772
ACH-000261,0.22515457693708504
ACH-000262,0.09906762034514607
ACH-000263,0.1930821882018748
ACH-000264,0.13129761987603752
ACH-000265,0.2898185390568501
ACH-000266,0.14972616816643594
ACH-000272,0.18692813270320496
ACH-000274,0.2173092965356697
ACH-000277,0.20434902102426575
ACH-000278,0.2389672379106703
ACH-000279,0.13935209432705467
ACH-000280,0.2520930120827986
ACH-000281,-0.006357671223603555
ACH-000288,0.19749728678733594
ACH-000291,0.23624728026642094
ACH-000293,0.28391801013415485
ACH-000294,0.2511125773950883
ACH-000295,0.2908736937914473
ACH-000296,0.270125507048165
ACH-000302,0.17973532738020556
ACH-000304,0.188553923585312
ACH-000307,0.1562217068607204
ACH-000308,0.20706694650245053
ACH-000310,0.16717705769846966
ACH-000311,-0.17147007527090105
ACH-000312,0.13319021214593882
ACH-000315,0.19147309655222816
ACH-000316,0.15425368762453234
ACH-000317,0.17794805645943845
ACH-000318,0.2483074020354917
ACH-000319,0.1382350163866255
ACH-000320,0.09109318060908984
ACH-000322,0.12976140629819458
ACH-000323,0.20534328448387507
ACH-000324,0.08867354535163541
ACH-000329,0.15518332616527727
ACH-000330,0.27138780455297296
ACH-000331,-0.040094805468645515
ACH-000332,0.24014901811872305
ACH-000334,0.2946641505743977
ACH-000335,0.2408162778626942
ACH-000336,0.2372831612928139
ACH-000337,0.2164115626624596
ACH-000338,0.4670484615730093
ACH-000339,0.21884589872417032
ACH-000341,0.30598948625530364
ACH-000348,0.18720688661528095
ACH-000350,0.07799610349445638
ACH-000352,0.2398767013046125
ACH-000356,0.2700354404504351
ACH-000361,-0.10493943181003483
ACH-000362,0.14965247243638624
ACH-000363,0.2044289007271745
ACH-000364,0.2809373959977366
ACH-000365,0.16084908368779502
ACH-000366,0.2465680912112846
ACH-000368,0.1472479683365164
ACH-000374,0.2289877987489379
ACH-000375,0.18238949036644955
ACH-000376,0.27294871575437424
ACH-000381,0.22732319893354755
ACH-000383,0.17927087764554592
ACH-000387,0.1250358401031644
ACH-000389,0.08117017222369183
ACH-000390,0.2524167107429823
ACH-000393,0.14509665372183778
ACH-000395,0.13913350430588373
ACH-000396,0.12816154794823287
ACH-000397,0.12274840646066293
ACH-000401,0.021222157024492958
ACH-000402,0.10550256622100797
ACH-000403,0.05437854148707349
ACH-000404,0.21632078185281384
ACH-000406,0.19149565590968556
ACH-000407,0.1956654811033032
ACH-000408,0.22051256338642186
ACH-000410,0.1475621725700686
ACH-000411,-0.09245357594348552
ACH-000414,-0.025196144103133405
ACH-000415,0.1997639434008233
ACH-000416,0.13571201092998925
ACH-000420,0.2055002739122802
ACH-000421,-0.0663301771261168
ACH-000424,0.08905454980278753
ACH-000425,-0.060821501183811674
ACH-000426,0.11247758782440784
ACH-000427,0.11400242519824152
ACH-000433,0.08986691914824578
ACH-000435,0.043511750287927926
ACH-000436,0.19885245282093367
ACH-000444,0.14878349098620502
ACH-000445,-0.019694462150847275
ACH-000448,0.21560048023492492
ACH-000450,0.1721288353680183
ACH-000452,0.13661535652607892
ACH-000454,0.17812822789905014
ACH-000458,0.15182409546481776
ACH-000459,0.1755947636595406
ACH-000460,0.20764499321281316
ACH-000461,0.1727264887093012
ACH-000463,0.04209227343775395
ACH-000464,0.25782928752360434
ACH-000466,0.17459484577666629
ACH-000467,0.2590882230113127
ACH-000468,0.11861300548049365
ACH-000469,0.12143113376408822
ACH-000470,0.1753040450910174
ACH-000471,0.0723213052682934
ACH-000472,0.16018459323021167
ACH-000473,0.21663136512349354
