,DVL1 (1855)
ACH-000004,-0.2851457474708158
ACH-000005,-0.3664694865583213
ACH-000007,-0.08426665372170103
ACH-000009,-0.2714177283441876
ACH-000011,-0.12865179051588954
ACH-000012,-0.16845037299096458
ACH-000013,-0.2589409280165126
ACH-000014,-0.17839730221477487
ACH-000015,-0.10953788466463196
ACH-000017,-0.2685555751882893
ACH-000018,-0.10544480456859397
ACH-000019,-0.16640050086955416
ACH-000021,-0.09825279102229227
ACH-000022,-0.2517225758677948
ACH-000025,-0.2530754517028377
ACH-000028,-0.1927193441128296
ACH-000030,-0.1251946363777981
ACH-000035,-0.20808899617404453
ACH-000036,-0.22037106804279047
ACH-000037,-0.25749721178102075
ACH-000039,-0.2915892017361578
ACH-000040,-0.28699584974569753
ACH-000041,-0.18644547603351613
ACH-000042,-0.16638787788946918
ACH-000045,-0.27154585886873644
ACH-000047,-0.18934128223290644
ACH-000052,0.214839271898474
ACH-000053,-0.2099262191106437
ACH-000054,-0.15661983163922366
ACH-000055,-0.30817300439468137
ACH-000060,-0.3338571494054657
ACH-000067,-0.09996701661468023
ACH-000070,-0.13607082170912807
ACH-000075,-0.3939844576283158
ACH-000078,-0.12183931633676424
ACH-000082,-0.15120075428603294
ACH-000085,-0.2556318145098669
ACH-000086,-0.3484036943300017
ACH-000087,-0.16658287345543393
ACH-000092,-0.14936310263586644
ACH-000095,-0.18517945745712108
ACH-000097,-0.2347950743149845
ACH-000098,-0.26106302877507986
ACH-000099,-0.1632956363267795
ACH-000108,-0.27341502469231943
ACH-000113,-0.22156180925135005
ACH-000116,-0.20092195043202205
ACH-000118,-0.09506701900351314
ACH-000120,-0.04358876359677756
ACH-000123,-0.10623595408716892
ACH-000127,-0.1478001191371153
ACH-000128,-0.2715687422001313
ACH-000132,-0.09626059790723113
ACH-000133,-0.20113121173951845
ACH-000137,-0.16386493710366812
ACH-000138,-0.2969934280339851
ACH-000142,-0.16931759844471145
ACH-000143,-0.2573082809162423
ACH-000146,-0.16206497426725566
ACH-000148,-0.2368299573943013
ACH-000150,-0.3832978440788783
ACH-000152,-0.07098064874316723
ACH-000153,-0.12273102095684126
ACH-000159,-0.25612714245909657
ACH-000160,-0.12313513607132914
ACH-000163,-0.1390096997734878
ACH-000167,-0.459543146981258
ACH-000168,-0.3174019745047442
ACH-000169,-0.12746394052869067
ACH-000178,-0.10552090268486664
ACH-000183,-0.1483996993536802
ACH-000188,-0.2341212806934722
ACH-000189,-0.18229494823251696
ACH-000190,-0.2274492385643309
ACH-000198,-0.1331038084620634
ACH-000203,-0.08486309466367425
ACH-000204,-0.33334333795584026
ACH-000206,-0.05553103954943085
ACH-000207,-0.17832874140825652
ACH-000208,-0.02210759954692278
ACH-000210,-0.10850999016055393
ACH-000211,-0.25142462620987943
ACH-000215,-0.3081226079171473
ACH-000221,-0.17603911795941524
ACH-000222,-0.462702018359825
ACH-000223,-0.14357107541278005
ACH-000226,-0.07978866221302656
ACH-000227,-0.14590786696779462
ACH-000228,-0.08498316469360986
ACH-000231,-0.25372191731233984
ACH-000232,-0.19791712279758356
ACH-000233,-0.19206792808331102
ACH-000234,-0.11954883303284115
ACH-000235,-0.15591928300702887
ACH-000237,-0.17608069340395585
ACH-000238,-0.3588997816224443
ACH-000242,0.08509197649031812
ACH-000243,-0.10543322304777447
ACH-000244,-0.2263268878413347
