,GOLGA7 (51125)
ACH-000004,0.4464356433622292
ACH-000005,0.0735121020013599
ACH-000007,0.3260375854595922
ACH-000009,0.16750903656019048
ACH-000011,0.2120768730830641
ACH-000012,-0.2270944569115227
ACH-000013,-0.1108401200888094
ACH-000014,0.3181934298226892
ACH-000015,0.017678215085246675
ACH-000017,0.1931369712156394
ACH-000018,0.3360957129905665
ACH-000019,-0.16047022900371632
ACH-000021,-0.15931856469784414
ACH-000022,-0.296579057363601
ACH-000025,-0.2331908323440503
ACH-000028,-0.09629783253319148
ACH-000030,-0.1561425196527952
ACH-000035,-0.19619853602756926
ACH-000036,0.16218332700943766
ACH-000037,-0.15105253379685474
ACH-000039,-0.257409970019832
ACH-000040,0.252193473236961
ACH-000041,0.09860936159907598
ACH-000042,0.19156306553281469
ACH-000045,-0.03589095121964698
ACH-000047,-0.2417117727975416
ACH-000052,-0.08105002619541644
ACH-000053,-0.009493739114264856
ACH-000054,-0.1997078968099613
ACH-000055,0.01817184871367056
ACH-000060,0.4410516205078031
ACH-000067,0.2920001025394008
ACH-000070,0.027614295110188727
ACH-000075,-0.0007443173278247232
ACH-000078,0.20824464276678206
ACH-000082,0.007545511544681299
ACH-000085,-0.1851570022573865
ACH-000086,0.2503307603890317
ACH-000087,0.1471950649061603
ACH-000092,0.06666744493051392
ACH-000095,0.2656552993418099
ACH-000097,-0.11830931751268975
ACH-000098,0.21282816378284308
ACH-000099,0.12351460176644315
ACH-000108,0.09062846619955403
ACH-000113,0.041941999013695434
ACH-000116,-0.21197143748985448
ACH-000118,0.08341036882961632
ACH-000120,-0.4551540312234024
ACH-000123,-0.0588246195655249
ACH-000127,0.1143664151778293
ACH-000128,0.06892923172463168
ACH-000132,0.13140404782724868
ACH-000133,-0.0011074440727726108
ACH-000137,0.044219774500511115
ACH-000138,-0.016189570179357102
ACH-000142,0.2952837962988081
ACH-000143,-0.19837171945207735
ACH-000146,-0.4580484669683881
ACH-000148,0.10821125613644646
ACH-000150,0.12588408725680345
ACH-000152,-0.019754866599093555
ACH-000153,0.10475259845853087
ACH-000159,-0.04430607037967643
ACH-000160,-0.04826998356547053
ACH-000163,-0.7930206323649682
ACH-000167,0.3170063624466525
ACH-000168,0.05269370795339783
ACH-000169,0.03248206791116375
ACH-000178,-0.05799362533018376
ACH-000183,0.2059522048517149
ACH-000188,-0.17721550655209029
ACH-000189,0.2508714884190505
ACH-000190,0.03440061473123352
ACH-000198,0.21240629706262015
ACH-000203,-0.11422439539527565
ACH-000204,0.1787199014521949
ACH-000206,-0.3311089442697109
ACH-000207,0.13384312223988584
ACH-000208,0.1091224573946119
ACH-000210,0.14216402917049267
ACH-000211,0.07211024825494464
ACH-000215,0.12515836604050068
ACH-000221,-0.29471155811248434
ACH-000222,0.10078758240767044
ACH-000223,-0.02317619737558173
ACH-000226,-0.1740061663490451
ACH-000227,-0.06184012546780221
ACH-000228,-0.11897054432811685
ACH-000231,0.02994996791066053
ACH-000232,0.10414467631748456
ACH-000233,0.06771270367273306
ACH-000234,0.264144551871464
ACH-000235,0.13683443419202368
ACH-000237,-0.17850739308004146
ACH-000238,-0.149262288968877
ACH-000242,-0.006502652344362857
ACH-000243,0.1060907038995896
ACH-000244,0.0919401224915121
ACH-000246,0.19950164282645846
ACH-000248,0.039933173341911064
ACH-000250,0.16666933132372333
ACH-000251,0.2672355459345785
ACH-000252,-0.2314674087963217
ACH-000253,-0.04450881913566288
ACH-000255,0.0755562787364362
ACH-000256,0.009865290333300759
ACH-000257,0.01720609686981665
ACH-000258,-0.07057891073840533
ACH-000259,0.0901784285159382
