,C2orf27B (408029)
ACH-000491,-0.36294792120802777
ACH-000495,-0.2792892823996989
ACH-000496,-0.2237958185007808
ACH-000499,-0.31578218277800607
ACH-000500,-0.42667590812076256
ACH-000502,-0.2557412065652929
ACH-000503,-0.5392440694982352
ACH-000505,-0.2673406777800062
ACH-000507,-0.2035520000306547
ACH-000510,-0.375497405941178
ACH-000511,-0.28205680127062444
ACH-000512,-0.4160408787227565
ACH-000516,-0.3282222396824842
ACH-000517,-0.3242973743602498
ACH-000518,-0.222845872732413
ACH-000520,-0.3070103692931148
ACH-000521,-0.4507686706595321
ACH-000522,-0.28524692043469296
ACH-000524,-0.22757141821055565
ACH-000527,-0.2631493107705669
ACH-000528,-0.26538540530158394
ACH-000537,-0.2490205628579881
ACH-000541,-0.3048091829147807
ACH-000542,-0.25539607976284245
ACH-000544,-0.2449363508331449
ACH-000545,-0.2766630593856917
ACH-000547,-0.0937225292775316
ACH-000548,-0.22098806922614087
ACH-000549,-0.1484603973396975
ACH-000550,-0.25116079283590925
ACH-000552,-0.3048071472991184
ACH-000556,-0.3516960240368149
ACH-000557,-0.4186436082160738
ACH-000569,-0.4139510216159541
ACH-000570,-0.29818129013634426
ACH-000571,-0.4399594766768478
ACH-000573,-0.3226320398519042
ACH-000576,-0.2509852542095373
ACH-000579,-0.2827401703880158
ACH-000580,-0.1761004256102743
ACH-000584,-0.33522592987200345
ACH-000585,-0.2356273461480741
ACH-000588,-0.3880915764981952
ACH-000589,-0.3801275780899833
ACH-000591,-0.24905992585480285
ACH-000593,-0.162084042576728
ACH-000600,-0.2622959023879601
ACH-000601,-0.314529922956998
ACH-000605,-0.20945438280741124
ACH-000606,-0.16247647392033998
ACH-000608,-0.4753536543907523
ACH-000614,-0.3577292763815924
ACH-000616,-0.18817291743248693
ACH-000618,-0.20076580271996144
ACH-000619,-0.3012495533522277
ACH-000620,-0.2997177216904205
ACH-000621,-0.21047150140310944
ACH-000622,-0.2286007548803309
ACH-000623,-0.3655320986388068
ACH-000624,-0.3217422011037863
ACH-000627,-0.15738540762575373
ACH-000630,-0.2120222075434952
ACH-000631,-0.06963148533421845
ACH-000632,-0.14896439791469665
ACH-000633,-0.4360035730320664
ACH-000637,-0.383222779723044
ACH-000638,-0.36149099473059465
ACH-000646,-0.2734435291434221
ACH-000647,-0.28832905537171005
ACH-000648,-0.12538557090909572
ACH-000649,-0.3021890980403462
ACH-000651,-0.2194906435089257
ACH-000652,-0.29347229205895004
ACH-000653,-0.3964334097160318
ACH-000657,-0.3265289866275503
ACH-000658,-0.4829993624672773
ACH-000661,-0.094250154366513
ACH-000662,-0.350234245626932
ACH-000663,-0.3387505364564253
ACH-000665,-0.2136386541570401
ACH-000671,-0.2963744537028891
ACH-000672,-0.2348371300647376
ACH-000673,-0.3421137747999246
ACH-000676,-0.28124929343944577
ACH-000677,-0.4496871444588796
ACH-000681,-0.21641350729826256
ACH-000683,-0.3601314839450103
ACH-000684,-0.2490254691379496
ACH-000688,-0.3350576960990965
ACH-000693,-0.2788901468244921
ACH-000694,-0.18423238279340545
ACH-000695,-0.3563805251268327
ACH-000696,-0.2576968073196391
ACH-000697,-0.2254631945981987
ACH-000699,-0.27663702155421704
ACH-000701,-0.3646028013117776
ACH-000706,-0.461361722744988
ACH-000711,-0.2187061401657409
ACH-000713,-0.21768516494002788
ACH-000714,-0.4758085504405941
ACH-000718,-0.34796425789120505
ACH-000720,-0.3348286682093876
ACH-000721,-0.2557333036891637
ACH-000724,-0.23511826478273604
ACH-000725,-0.4396110848610985
ACH-000732,-0.14467845473280444
ACH-000734,-0.2970480858273317
ACH-000735,-0.15502904058956568
ACH-000736,-0.3418052632689077
ACH-000738,-0.300230247660188
ACH-000746,-0.3547370909563597
ACH-000747,-0.3586359440454344
ACH-000748,-0.3335015731272778
ACH-000753,-0.2125474237116522
ACH-000756,-0.3567583659103704
ACH-000757,-0.37455846571845536
ACH-000758,-0.2504802492965547
ACH-000760,-0.3179898479174374
ACH-000762,-0.1305232797909317
ACH-000763,-0.4711215303928584
ACH-000764,-0.2701625058963056
ACH-000765,-0.3640309103248343
ACH-000766,-0.3410081319253813
ACH-000767,-0.40483466495874176
ACH-000768,-0.2754196163247468
ACH-000769,-0.39792429962238296
ACH-000770,-0.3859989946929088
ACH-000771,-0.2837347064692733
ACH-000773,-0.2003074429747681
ACH-000776,-0.4769642586445122
ACH-000777,-0.3610978693189385
ACH-000778,-0.2392004769695163
ACH-000781,-0.3884421904396455
ACH-000782,-0.44597125515593306
ACH-000783,-0.2596833479182502
ACH-000784,-0.3114913793897134
ACH-000785,-0.3736975354286953
ACH-000787,-0.354062620603664
ACH-000788,-0.2985771110509334
ACH-000791,-0.2724791820814754
ACH-000792,-0.1429059211220415
ACH-000794,-0.0919922790174092
ACH-000796,-0.26160101611263176
ACH-000798,-0.4460394684299493
ACH-000799,-0.2784002870605637
ACH-000800,-0.13281078156008136
ACH-000802,-0.21218982584714807
ACH-000804,-0.3404695870281541
ACH-000805,-0.2366256620494765
ACH-000809,-0.2455851596935647
ACH-000810,-0.004814266919943376
ACH-000811,-0.33623715938917303
ACH-000817,-0.42374502281656656
ACH-000819,-0.3394560033024009
ACH-000820,-0.20906165923694134
ACH-000821,-0.2373218431076575
ACH-000822,-0.2956428340098712
ACH-000823,-0.282345879232503
ACH-000824,-0.3083709068006801
ACH-000827,-0.3034152262928461
ACH-000829,-0.25839721092218204
ACH-000831,-0.2892388643217523
ACH-000832,-0.07315106485000661
ACH-000833,-0.0924338687845314
ACH-000834,-0.2615212437797472
ACH-000835,-0.1850051286385052
ACH-000836,-0.21851166037557676
ACH-000837,-0.2366351938385945
ACH-000838,-0.5474269444170328
ACH-000839,-0.17941799881710466
ACH-000840,-0.3194012866621459
ACH-000841,-0.25966832842724485
ACH-000843,-0.28306137198810616
ACH-000846,-0.4385695929414351
ACH-000847,-0.3227765088336688
ACH-000848,-0.018641759674059358
ACH-000849,-0.3559858657128055
ACH-000851,-0.3397021867055195
ACH-000855,-0.4089563181397466
ACH-000856,-0.3398492026427981
ACH-000858,-0.3525190716163227
ACH-000859,-0.3656390732082812
ACH-000861,-0.4934129473329002
ACH-000862,-0.32024951437030297
ACH-000865,-0.4304014364672056
ACH-000866,-0.456547019165058
ACH-000867,-0.34989639017244883
ACH-000869,-0.3438796109197884
ACH-000872,-0.38745648228391855
ACH-000873,-0.32215467729088937
ACH-000876,-0.2796494298443296
ACH-000878,-0.20287391433402688
ACH-000880,-0.2724198004075338
ACH-000881,-0.3236594418017528
ACH-000882,-0.26929786788888616
ACH-000884,-0.3447028450276133
ACH-000885,-0.22021842252122345
ACH-000887,-0.3172246187614317
ACH-000889,-0.3950162858344754
ACH-000896,-0.4500393727121568
ACH-000898,-0.4260710835303729
ACH-000900,-0.2582769276022956
ACH-000901,-0.4114957857867426
ACH-000905,-0.22348182419915769
ACH-000906,-0.23402678270754246
ACH-000907,-0.3625450968554749
ACH-000910,-0.19787648594915486
ACH-000911,-0.27100845564199944
ACH-000912,-0.3486771954730704
ACH-000913,-0.17032879167025972
ACH-000915,-0.2271110573696575
ACH-000916,0.10433816663507237
ACH-000917,-0.3081827932255505
ACH-000920,-0.44586576034711534
ACH-000921,-0.21352037453594705
ACH-000924,-0.32106047261410003
ACH-000926,-0.32613951674389685
ACH-000928,-0.6662620051132271
ACH-000929,-0.2472014336691877
ACH-000932,-0.2468496465727981
ACH-000935,-0.1999292209872573
ACH-000936,-0.5034258451925968
ACH-000937,-0.4538964031233299
ACH-000938,-0.3525770524943422
ACH-000939,-0.13239159632761227
ACH-000941,-0.4266786415664242
ACH-000943,-0.3754174515011193
ACH-000946,-0.2795196929428224
ACH-000947,-0.2993535264739847
ACH-000948,-0.6156524955159631
ACH-000950,-0.4480168496281031
ACH-000953,-0.3711843499197377
ACH-000954,-0.4142865069466009
ACH-000957,-0.12666409997664071
ACH-000958,-0.3773736710016831
ACH-000960,-0.3036371990258365
ACH-000963,-0.2248323884917749
ACH-000968,-0.11278377235924192
ACH-000969,-0.2671666317045471
ACH-000972,-0.13999782418004034
ACH-000973,-0.1883675678867409
ACH-000974,-0.4253531545262143
ACH-000978,-0.3125211574101308
ACH-000984,-0.3098148248650073
ACH-000986,-0.2603822714383806
ACH-000988,-0.31779307815166485
ACH-000993,-0.17746560602515773
ACH-000994,-0.3555287071481072
ACH-000996,-0.20693076245174327
ACH-001001,-0.2286590967229008
ACH-001020,-0.05443345253519536
ACH-001028,-0.3636178146846354
ACH-001031,-0.27178210730021424
ACH-001038,-0.2809125645512115
ACH-001048,-0.3375870186675022
ACH-001050,-0.3376429873815234
ACH-001053,-0.1634491271323195
ACH-001054,-0.1648744870192997
ACH-001061,-0.38535149713902345
ACH-001067,-0.3518950061521112
ACH-001075,-0.2856561659343045
ACH-001096,-0.2580287349237788
ACH-001111,-0.22652965499472244
ACH-001119,-0.2805562468424009
ACH-001128,-0.2917330555303049
ACH-001134,-0.33079002188095746
ACH-001151,-0.22278610732829932
ACH-001163,-0.29203403098709346
ACH-001164,-0.3366272237273236
ACH-001183,-0.3162813530940461
ACH-001192,-0.3170428237056019
ACH-001193,-0.3200607125315054
ACH-001196,-0.1973976299322824
ACH-001197,-0.3192305973960308
ACH-001205,-0.3827903040889762
ACH-001211,-0.2094850618227306
ACH-001212,-0.2814136297761489
ACH-001228,-0.2957817557148697
ACH-001232,-0.4715038355288334
ACH-001239,-0.4084949927003797
ACH-001270,-0.33858355463513484
ACH-001274,-0.1394048595296728
ACH-001275,-0.2066019023661212
ACH-001277,-0.10985150036112536
ACH-001278,-0.44475295795630254
ACH-001280,-0.33761848686833096
ACH-001283,-0.2978678229646465
ACH-001289,-0.3424379951353334
ACH-001300,-0.3616928321819724
ACH-001301,-0.3195435717397451
ACH-001302,-0.5025289664472263
ACH-001306,-0.2882497325757838
ACH-001318,-0.3103557570218577
ACH-001322,-0.2340980343385323
ACH-001328,-0.09064975212987998
ACH-001332,-0.3658687509044852
ACH-001336,-0.31775286271414843
ACH-001346,-0.21757281549818852
ACH-001353,-0.3620177754055168
ACH-001354,-0.44119449809306255
ACH-001367,-0.2355600328252427
ACH-001368,-0.3748394624648788
ACH-001374,-0.4039420017251729
ACH-001377,-0.27501471985905396
ACH-001380,-0.35295407640286697
ACH-001391,-0.4019099148821501
ACH-001408,-0.2750724369024033
ACH-001430,-0.2979629905708921
ACH-001431,-0.4332767353808791
ACH-001450,-0.22614907342658455
ACH-001496,-0.15532835365310022
ACH-001500,-0.3157446607097864
ACH-001523,-0.3932265117045872
ACH-001532,-0.3010943917709133
ACH-001550,-0.2984207630494192
ACH-001552,-0.19568576740867266
ACH-001554,-0.41260662194561865
ACH-001654,-0.4441891169660056
ACH-001735,-0.4087779759318411
ACH-001736,-0.3019017789566149
ACH-001737,-0.9422182886370808
ACH-001740,-0.3301240386185699
ACH-001745,-0.2441342656813797
ACH-001765,-0.3051496112526422
