,MEST (4232)
ACH-000004,0.18974244847744387
ACH-000005,0.27728112705848224
ACH-000007,0.2259842757576319
ACH-000009,0.14601692772556454
ACH-000011,0.20068701690206164
ACH-000012,0.07030162973197819
ACH-000013,0.07085201209103216
ACH-000014,-0.08722348810923722
ACH-000015,0.16493967341811294
ACH-000017,0.18131480481542409
ACH-000018,0.2588305722698237
ACH-000019,0.14473543618686058
ACH-000021,0.025566941634727017
ACH-000022,0.14906905996457828
ACH-000025,0.011527324882625456
ACH-000028,0.10149094565958082
ACH-000030,0.1332588390969575
ACH-000035,0.21728407837348687
ACH-000036,0.123969655684617
ACH-000037,0.058286007673687364
ACH-000039,0.015290232337818196
ACH-000040,0.053383715304177966
ACH-000041,0.11287716338444803
ACH-000042,0.0779981156917806
ACH-000045,0.1732062161765776
ACH-000047,0.054564760237290115
ACH-000052,0.2330310955940869
ACH-000053,0.15684498937598884
ACH-000054,0.047499474827340064
ACH-000055,-0.16420626804535546
ACH-000060,0.1635769017252904
ACH-000067,-0.013433263274404786
ACH-000070,0.1883753931915151
ACH-000075,-0.08607777697706967
ACH-000078,0.1465719590053157
ACH-000082,0.11521265273262322
ACH-000085,0.17760708811500187
ACH-000086,0.24157343445479976
ACH-000087,0.09236257856809328
ACH-000092,0.10415614992547764
ACH-000095,0.1416162837585765
ACH-000097,0.08238608712495342
ACH-000098,0.04669976814186302
ACH-000099,0.17279785043075685
ACH-000108,0.2203574133261689
ACH-000113,0.3614881023049386
ACH-000116,0.11371722336131597
ACH-000118,0.040497627572456577
ACH-000120,0.04857120563159829
ACH-000123,0.21316566140670254
ACH-000127,0.09513547787154504
ACH-000128,0.09579934811518193
ACH-000132,0.0769649540847577
ACH-000133,0.1149813801595518
ACH-000137,0.14553275918348926
ACH-000138,0.0736214880801594
ACH-000142,0.3171993222806824
ACH-000143,0.1345111900670601
ACH-000146,0.14872767518209049
ACH-000148,0.16335122780276065
ACH-000150,0.1223279363356521
ACH-000152,0.012663573956688306
ACH-000153,-0.12363445411209473
ACH-000159,0.09371057111919803
ACH-000160,0.0966742482567985
ACH-000163,0.11151524051489603
ACH-000167,-0.0966481716535165
ACH-000168,0.24870212285185736
ACH-000169,0.10868074221188832
ACH-000178,0.0436706346946385
ACH-000183,0.033816297998846445
ACH-000188,0.039654245644571234
ACH-000189,0.026783986929612483
ACH-000190,-0.08689613177291165
ACH-000198,0.10888831922990394
ACH-000203,0.2890153667304693
ACH-000204,-0.07358448567937148
ACH-000206,0.17512222488997925
ACH-000207,0.22837639012485195
ACH-000208,-0.03489458485347108
ACH-000210,0.2575022221260729
ACH-000211,0.01877410089052635
ACH-000215,0.2037884821624079
ACH-000221,0.014406646332783931
ACH-000222,0.01212469866481254
ACH-000223,0.07993436902869364
ACH-000226,0.1151867566985768
ACH-000227,0.0019276640031667817
ACH-000228,0.2912370889187061
ACH-000231,0.12476970064059766
ACH-000232,0.08362034828235562
ACH-000233,0.15301879904193086
ACH-000234,0.01848555938768728
ACH-000235,0.10240138619222452
ACH-000237,0.04093214203788135
ACH-000238,0.0994861130771153
ACH-000242,0.1522230349691388
ACH-000243,0.14201445184333394
ACH-000244,-0.02317527236730252
ACH-000246,-0.05460242274276308
ACH-000248,0.14561162588797782
ACH-000250,-0.0024752683417191322
ACH-000251,-0.12454964168156883
ACH-000252,0.026422930360299926
ACH-000253,0.10872783842075973
ACH-000255,0.048895929488084015
ACH-000256,0.0009124789324012421
ACH-000257,0.3073356637396677
ACH-000258,0.053666420078863984
ACH-000259,0.09403582990800548
ACH-000260,0.0018483025858616988
ACH-000261,0.1555696875936376
ACH-000262,0.16246994643404394
ACH-000263,0.26393357175379856
ACH-000264,0.11074424899951243
ACH-000265,0.1652692147261535
ACH-000266,0.04170038101885785
ACH-000272,0.07209959166579755
