,KLLN (100144748)
ACH-000468,-0.180057272264398
ACH-000469,-0.17726854448674045
ACH-000470,-0.06912448190882353
ACH-000471,-0.09431716156595364
ACH-000472,-0.14095094520481782
ACH-000473,0.0202572511626689
ACH-000475,-0.14508721205142167
ACH-000476,-0.13256098842977942
ACH-000477,0.012365964814878809
ACH-000479,-0.28162453768422724
ACH-000480,-0.0027934313029721962
ACH-000481,-0.15605465168260144
ACH-000483,-0.15709316983457655
ACH-000484,-0.12521521197153093
ACH-000485,-0.08524430533038269
ACH-000486,-0.2254459016586268
ACH-000487,-0.16527399927942332
ACH-000488,-0.03981477552099904
ACH-000490,-0.13919207446228146
ACH-000491,-0.07873277079997812
ACH-000495,-0.22947278261936954
ACH-000496,-0.14951491644912887
ACH-000499,0.005962781608355643
ACH-000500,0.05569947243937218
ACH-000502,-0.1876968221019608
ACH-000503,-0.22953339269408646
ACH-000505,-0.03943486709075213
ACH-000507,0.07705866232153935
ACH-000510,-0.11937414229804705
ACH-000511,-0.18427544117710226
ACH-000512,0.03443786311381125
ACH-000516,-0.12233941564568801
ACH-000517,-0.2117929555534125
ACH-000518,0.0038099347822716273
ACH-000520,-0.10320513711668912
ACH-000521,-0.0196327151592702
ACH-000522,-0.2312495742819048
ACH-000524,-0.19907994736720755
ACH-000527,-0.1239441910211341
ACH-000528,-0.12806129113983666
ACH-000537,-0.1905833537106109
ACH-000541,-0.1115751846866296
ACH-000542,-0.05576510521802836
ACH-000544,-0.1668991985848821
ACH-000545,-0.06264904327010637
ACH-000547,0.08432509297274428
ACH-000548,-0.10159372842921334
ACH-000549,-0.22084679962133832
ACH-000550,-0.13426733794649878
ACH-000552,-0.2312174062409981
ACH-000556,-0.2669023863370415
ACH-000557,-0.12877216991298476
ACH-000569,-0.10907597829421993
ACH-000570,-0.15095699834134596
ACH-000571,-0.17087754847927736
ACH-000573,-0.1086339597454599
ACH-000576,-0.036589945570688516
ACH-000579,-0.11673655307587065
ACH-000580,-0.14249213911249034
ACH-000584,-0.11963911163955494
ACH-000585,-0.13333775687745142
ACH-000588,-0.09988996941424562
ACH-000589,-0.1861282319359153
ACH-000591,-0.024190294753692256
ACH-000593,-0.2280880622060638
ACH-000600,-0.13347102349273693
ACH-000601,-0.066198581764272
ACH-000605,-0.13496189012369222
ACH-000606,-0.20926049320363452
ACH-000608,-0.20697891629586831
ACH-000614,-0.16092141190715856
ACH-000616,-0.12606099604234866
ACH-000618,-0.11409563378831185
ACH-000619,-0.26106115004679986
ACH-000620,-0.08255935548330268
ACH-000621,-0.11454942796619955
ACH-000622,-0.102321037855617
ACH-000623,-0.3037370234552583
ACH-000624,-0.15203099064521272
ACH-000627,0.02149317944072286
ACH-000630,-0.0745276329990298
ACH-000631,0.27749899721201904
ACH-000632,-0.08001455355564256
ACH-000633,-0.08331506022672512
ACH-000637,0.02831891353621773
ACH-000638,-0.2739928370033589
ACH-000646,-0.2833845616856942
ACH-000647,-0.20690682788238005
ACH-000648,-0.07754487008787103
ACH-000649,-0.20401999118628736
ACH-000651,-0.17452938156185638
ACH-000652,0.08469056636472982
ACH-000653,-0.12340177980127268
ACH-000657,-0.05656837500046639
ACH-000658,-0.0310629278001915
ACH-000661,-0.02314367967677828
ACH-000662,-0.2304654272510341
ACH-000663,-0.019620933043874998
ACH-000665,-0.18025770765786375
ACH-000671,-0.020543649619618774
ACH-000672,-0.21061653643086395
ACH-000673,-0.21877702737114293
ACH-000676,-0.1214878305128111
ACH-000677,-0.09200323890551323
ACH-000681,-0.05787193243797695
ACH-000683,-0.1650940421088654
ACH-000684,-0.02238472075566184
ACH-000688,-0.0956913304788267
ACH-000693,-0.05212320648407898
ACH-000694,-0.19558342536692092
ACH-000695,-0.2143276861598721
ACH-000696,-0.14549768912841918
ACH-000697,-0.08285874312769616
ACH-000699,-0.15573343498043946
ACH-000701,-0.07196018991183331
ACH-000706,-0.07234690767642125
ACH-000711,-0.1660935240186017
ACH-000713,0.053596418480186515
ACH-000714,-0.08368361261345428
ACH-000718,-0.13172011504254028
ACH-000720,-0.19489997430758405
ACH-000721,-0.021104430703609782
ACH-000724,-0.18981401676651624
ACH-000725,-0.02240359007623343
ACH-000732,-0.42070650681084937
ACH-000734,-0.0076915844348240765
ACH-000735,-0.09324243976893852
ACH-000736,-0.24138493213508386
ACH-000738,-0.23845696701101016
ACH-000746,-0.11043483510187528
ACH-000747,-0.2136242477839149
ACH-000748,-0.2608153652080934
ACH-000753,-0.07779617560726225
ACH-000756,-0.12797189059606245
ACH-000757,0.03350832011067973
ACH-000758,-0.10576664923550226
ACH-000760,-0.13361223517022153
ACH-000762,-0.15106263079317014
ACH-000763,-0.12558261405384333
ACH-000764,-0.1708160341622828
ACH-000765,-0.030129625909168418
ACH-000766,-0.2498158214410412
ACH-000767,-0.07529871428482121
ACH-000768,-0.193924944775168
ACH-000769,-0.1012822853345669
ACH-000770,-0.21314797143923947
ACH-000771,-0.10412138537557712
ACH-000773,-0.19527243092997806
ACH-000776,-0.11376739560518953
ACH-000777,-0.12402209527169256
ACH-000778,-0.1655315457131072
ACH-000781,-0.13091922067292394
ACH-000782,-0.06136354744330055
ACH-000783,-0.1603120943996696
ACH-000784,-0.09433155512682692
ACH-000785,-0.14728853691476465
ACH-000787,-0.12129487128836405
ACH-000788,-0.16058115023657102
ACH-000791,-0.1273837464481607
ACH-000792,-0.13386392543145129
ACH-000794,-0.2302260216274236
ACH-000796,-0.08404456643498834
ACH-000798,-0.030421713033921587
ACH-000799,-0.020858202090806403
ACH-000800,-0.22405347664925854
ACH-000802,-0.19067220339290697
ACH-000804,-0.2915259055439885
ACH-000805,-0.18093403541850475
ACH-000809,-0.16926909524085915
ACH-000810,-0.1804815630133212
ACH-000811,-0.18436471989636274
ACH-000817,-0.0603937660751693
ACH-000819,-0.07481472740548814
ACH-000820,-0.3336282831917754
ACH-000821,0.02248305399874706
ACH-000822,-0.19189889339795732
ACH-000823,-0.07643117514133231
ACH-000824,-0.1322263036008815
ACH-000827,-0.14134024865968586
ACH-000829,-0.17878224128209652
ACH-000831,-0.28096192371849976
ACH-000832,-0.2724198851769219
ACH-000833,-0.029097457658751495
ACH-000834,-0.21707986358355966
ACH-000835,-0.18541090103806265
ACH-000836,-0.05886296769306745
ACH-000837,-0.2493136146449109
ACH-000838,-0.3075515440160824
ACH-000839,-0.1470259952136123
ACH-000840,-0.06433716902038797
ACH-000841,-0.14396798218169027
ACH-000843,-0.11117392607346976
ACH-000846,-0.1989516667256768
ACH-000847,0.1456693156950414
ACH-000848,0.057873691595456474
ACH-000849,-0.2100327225198027
ACH-000851,-0.0895697805271648
ACH-000855,-0.15005511141193595
ACH-000856,-0.11080088956246034
ACH-000858,-0.04014963175513005
ACH-000859,-0.2234008890946527
ACH-000861,-0.12225755820530572
ACH-000862,-0.1123759238886262
ACH-000865,-0.14945859414709026
ACH-000866,-0.2584389633273022
ACH-000867,-0.12184431857604325
ACH-000869,-0.1403639104458953
ACH-000872,-0.14827762971699746
ACH-000873,-0.05348938962047274
ACH-000876,-0.07749190315144598
ACH-000878,-0.08016141224798615
ACH-000880,-0.11652417644160427
ACH-000881,-0.06942400277995513
ACH-000882,-0.18131367611903185
ACH-000884,-0.15919748291484676
ACH-000885,-0.09628354307386006
ACH-000887,-0.1892837591117377
ACH-000889,-0.1490896630881313
ACH-000896,-0.11400611176560214
ACH-000898,-0.12417506734929942
ACH-000900,-0.1884732841401112
ACH-000901,-0.03670681165935935
ACH-000905,-0.13147985126448006
ACH-000906,-0.11714600670572273
ACH-000907,-0.16597436477613275
ACH-000910,-0.15948332670876367
ACH-000911,-0.1012206480712066
ACH-000912,-0.07402062866005171
ACH-000913,-0.003908021511434914
ACH-000915,-0.03850349751368437
ACH-000916,-0.8191061308645441
ACH-000917,-0.10421941294675477
ACH-000920,0.09556897425716593
ACH-000921,-0.07278555501339389
ACH-000924,-0.15163893872143203
ACH-000926,-0.01218283572654672
ACH-000928,-0.0293457842495782
ACH-000929,-0.22014217306428535
ACH-000932,-0.1699211240191945
ACH-000935,-0.0015561190054946116
ACH-000936,-0.1370923599837719
ACH-000937,-0.1271354747437631
ACH-000938,-0.049146914377479325
ACH-000939,-0.147407488808888
ACH-000941,-0.19778112739311374
ACH-000943,-0.049933078676786695
ACH-000946,-0.20373226082042967
ACH-000947,-0.07061024703663413
ACH-000948,-0.09495071755018157
ACH-000950,-0.10921759302908796
ACH-000953,-0.036701140310908736
ACH-000954,0.11140969945222312
ACH-000957,-0.21736755445813
ACH-000958,-0.2212492300125068
ACH-000960,-0.20168834900966906
ACH-000963,-0.15380485627266136
ACH-000968,-0.09121607087593564
ACH-000969,-0.14103300792107115
ACH-000972,-0.24853572203478624
ACH-000973,-0.2221450486709016
ACH-000974,-0.14703494867696298
ACH-000978,-0.2047880034387228
ACH-000984,-0.12560605519429233
ACH-000986,-0.11438491313302035
ACH-000988,-0.1288805688137288
ACH-000993,0.007073335915752268
ACH-000994,-0.21955533918071093
ACH-000996,-0.19983380961235728
ACH-001001,-0.24419550250527
ACH-001020,-0.28617650053502697
ACH-001028,-0.1485409012358759
ACH-001031,-0.17599852563752152
ACH-001038,-0.011652151633039688
ACH-001048,-0.1229346500352051
ACH-001050,0.093825696721739
ACH-001053,-0.05742885495823185
ACH-001054,0.06641186631474609
ACH-001061,-0.23818330331606236
ACH-001067,-0.1358922743716967
ACH-001075,-0.09774209879341487
ACH-001096,0.07561347564480883
ACH-001111,-0.13924855611094689
ACH-001119,-0.2502316285587274
ACH-001128,-0.22319259498338972
ACH-001134,-0.2467824419300806
ACH-001151,-0.1745775751991439
ACH-001163,-0.10095875913301584
ACH-001164,-0.02574106880442261
ACH-001183,0.08388317411296194
ACH-001192,-0.13069699969349075
ACH-001193,0.20961838134576047
ACH-001196,-0.13479463518397486
ACH-001197,-0.1469601758097235
ACH-001205,-0.07201482216716441
ACH-001211,-0.2352822293243769
ACH-001212,-0.3596646597614515
ACH-001228,-0.2312734902222241
ACH-001232,-0.21372985405599307
ACH-001239,-0.11638144698468512
ACH-001270,-0.2335610010064464
ACH-001274,-0.11431163685017146
ACH-001275,0.06810498504504937
ACH-001277,-0.30168688248819986
ACH-001278,-0.11559053039116048
ACH-001280,-0.02650670979216149
ACH-001283,-0.2058540753436376
ACH-001289,-0.2434146208747929
ACH-001300,-0.0813804239398424
ACH-001301,-0.2360137283373564
ACH-001302,-0.09126318882094464
ACH-001306,-0.07486499387027755
ACH-001318,-0.050453612599554686
ACH-001322,-0.017956231831756674
ACH-001328,-0.0501127260425396
ACH-001332,-0.14005151709483668
ACH-001336,-0.21863691271377855
ACH-001346,-0.16831331444107714
ACH-001353,-0.2303021823861967
ACH-001354,0.014910442075374362
ACH-001367,-0.08210369877888701
ACH-001368,-0.1376776659628642
ACH-001374,-0.01824095057905584
ACH-001377,-0.06537260202271995
ACH-001380,-0.08420140069177849
ACH-001391,-0.22435491993555395
ACH-001408,-0.20514220631519933
ACH-001430,-0.02763141330374013
ACH-001431,-0.009679383352833769
ACH-001450,-0.07733183582531833
ACH-001496,-0.1082345732582739
ACH-001500,-0.008318739419900188
ACH-001523,-0.2458048025410772
ACH-001532,-0.16076135802990135
ACH-001550,-0.2470894568529498
ACH-001552,-0.0764505490522958
ACH-001554,-0.1096003712984898
ACH-001654,-0.1551723893574235
ACH-001735,-0.09191034474661043
ACH-001736,-0.061163937293115186
ACH-001737,-0.6085391351628991
ACH-001740,-0.022186543488910856
ACH-001745,-0.12965088832220695
ACH-001765,-0.027501440530212532
