,BHLHE41 (79365)
ACH-000004,-0.0750811294945407
ACH-000005,-0.3630475191302283
ACH-000007,-0.4073504471650417
ACH-000009,0.023153801541938187
ACH-000011,-0.176173092979097
ACH-000012,0.05351363422060882
ACH-000013,-0.10358629724230403
ACH-000014,-0.0141439408021912
ACH-000015,-0.1111512868891528
ACH-000017,0.05226387124530623
ACH-000018,-0.2048121679102109
ACH-000019,-0.1351605112261554
ACH-000021,-0.08548709016942325
ACH-000022,-0.0008897911895734274
ACH-000025,-0.2191403107941461
ACH-000028,-0.13584165956250768
ACH-000030,-0.06081556387493329
ACH-000035,-0.11770350565477107
ACH-000036,-0.08419919959939151
ACH-000037,-0.09569342621268966
ACH-000039,-0.06602684154183887
ACH-000040,-0.06073724516625253
ACH-000041,-0.1502836194453719
ACH-000042,-0.08197796591379436
ACH-000045,0.027675657060908156
ACH-000047,-0.16992909676253998
ACH-000052,-0.024698839745387825
ACH-000053,-0.09964088709094067
ACH-000054,-0.2663536523131623
ACH-000055,-0.20580983261003896
ACH-000060,-0.1938663994436775
ACH-000067,-0.046693650789217035
ACH-000070,-0.1632831949770135
ACH-000075,-0.044186368634014817
ACH-000078,-0.1560960489263511
ACH-000082,-0.07702627667481313
ACH-000085,-0.3688260042123941
ACH-000086,-0.017271255083343345
ACH-000087,-0.1325094366395571
ACH-000092,-0.05722511965159715
ACH-000095,-0.27712610283673383
ACH-000097,-0.13190156421307522
ACH-000098,-0.0992558161728144
ACH-000099,-0.09600930708581172
ACH-000108,-0.10167503362488818
ACH-000113,-0.17194965962163605
ACH-000116,-0.2987818097793476
ACH-000118,-0.11054384994818793
ACH-000120,-0.11206705524739813
ACH-000123,-0.046453356479945744
ACH-000127,-0.09851477030060396
ACH-000128,-0.06983064624985054
ACH-000132,0.09766377305677093
ACH-000133,-0.17257293243648525
ACH-000137,-0.07212702546215408
ACH-000138,-0.3090384492996885
ACH-000142,-0.12583173755795696
ACH-000143,-0.012960211742751668
ACH-000146,-0.21008672066358755
ACH-000148,-0.03217964528871884
ACH-000150,0.07295966857503534
ACH-000152,-0.1606621298902539
ACH-000153,0.05607961427494074
ACH-000159,-0.0723433371099953
ACH-000160,0.03892894840886285
ACH-000163,-0.035726884045339566
ACH-000167,-0.1297771061660742
ACH-000168,0.023205763388435368
ACH-000169,-0.1535022824192568
ACH-000178,-0.1617344317847952
ACH-000183,-0.1662274814402461
ACH-000188,-0.04383676685661907
ACH-000189,-0.3839716017575047
ACH-000190,-0.06372250348169735
ACH-000198,-0.18766886911317526
ACH-000203,-0.5176064613922637
ACH-000204,-0.3612493492847453
ACH-000206,0.0520631422046425
ACH-000207,0.052762200524479504
ACH-000208,-0.1090475365073597
ACH-000210,-0.196560455372652
ACH-000211,-0.04853504773828962
ACH-000215,-0.1104485236708142
ACH-000221,-0.058732445415651174
ACH-000222,-0.08750714885325829
ACH-000223,-0.12594186460373147
ACH-000226,-0.17500049526864106
ACH-000227,0.0007002581243416324
ACH-000228,-0.18505600719150744
ACH-000231,-0.1885129886405008
ACH-000232,-0.26978063842354433
ACH-000233,-0.0192237099481981
ACH-000234,-0.11439107721015232
ACH-000235,-0.0554287488483018
ACH-000237,-0.04303976235785025
ACH-000238,-0.13254926613810394
ACH-000242,0.20620684217884128
ACH-000243,-0.15129756503068545
ACH-000244,-0.08902701319724651
ACH-000246,-0.21083202077274107
ACH-000248,0.05655170604940555
ACH-000250,-0.14231996768400815
ACH-000251,-0.5735105494563498
ACH-000252,-0.12398166186765648
ACH-000253,-0.08104863791571218
ACH-000255,-0.16407290556011242
ACH-000256,-0.2751412833314821
ACH-000257,0.05230788189483608
ACH-000258,-0.464379348446182
ACH-000259,-0.15224498761540306
ACH-000260,-0.07530695180556912
ACH-000261,-0.08551710078227998
ACH-000262,-0.16462897448720235
ACH-000263,0.09177337891540466
ACH-000264,-0.2700481374139848
ACH-000265,-0.16440119369304435
ACH-000266,-0.17851495173054013
ACH-000272,-0.17873868815404492
ACH-000274,-0.2249556969912973
ACH-000277,-0.15713010094662436
ACH-000278,-0.07250702734032902
ACH-000279,-0.18680800878986267
ACH-000280,-0.1097547801134952
ACH-000281,-0.04931656689058846
ACH-000288,-0.09447157254137713
ACH-000291,-0.09417840974288036
ACH-000293,-0.4530394487564641
ACH-000294,-0.2134768664505516
ACH-000295,0.139979444885417
ACH-000296,-0.13417063831647516
ACH-000302,-0.11747688701907535
ACH-000304,-0.12772011143271955
ACH-000307,-0.035128769741508394
ACH-000308,-0.08938676810134824
ACH-000310,-0.22208700160014044
ACH-000311,-0.018847097381678352
ACH-000312,-0.11327383312015107
ACH-000315,-0.1210915442636042
ACH-000316,-0.257061802929945
ACH-000317,-0.12080985996711174
ACH-000318,0.022252782428282897
ACH-000319,0.09049616833526952
ACH-000320,-0.13223536135272973
ACH-000322,-0.055795566126023606
ACH-000323,-0.02466756689429933
ACH-000324,-0.18415822104499613
ACH-000329,-0.1619766101189665
ACH-000330,0.12766649935247962
ACH-000331,-0.10551514562790353
ACH-000332,-0.11921372154576933
ACH-000334,0.04746817714486652
ACH-000335,-0.323382005510457
ACH-000336,-0.0034529511103729878
ACH-000337,0.03640811744956055
ACH-000338,-0.4636555064715071
ACH-000339,-0.18221241454668094
ACH-000341,-0.03267550125730806
ACH-000348,-0.20142637652456474
ACH-000350,0.012609213317899466
ACH-000352,-0.1980531291886328
ACH-000356,-0.2518723390565461
ACH-000361,-0.15336070504286067
ACH-000362,-0.062113099053115114
ACH-000363,-0.18418171108312706
ACH-000364,-0.051786824794351434
ACH-000365,-0.056375246190911485
ACH-000366,0.07362171338093411
ACH-000368,-0.0074455024281358875
ACH-000374,0.0031307624198439947
ACH-000375,-0.2740718139514988
ACH-000376,-0.012792374418061143
ACH-000381,-0.17776170663163984
ACH-000383,-0.10929985956188272
ACH-000387,-0.034357272229976546
ACH-000389,-0.20189773234243444
ACH-000390,-0.055242660944136934
ACH-000393,-0.1045136136883164
ACH-000395,-0.2265501478930553
ACH-000396,-0.03205015311031725
ACH-000397,-0.09567574132433207
ACH-000401,-0.31409526749161537
ACH-000402,0.1606296332248775
ACH-000403,-0.013033026026780248
ACH-000404,-0.4371828907737563
ACH-000406,-0.06999632160053945
ACH-000407,-0.1038828871511864
ACH-000408,-0.002428819434168679
ACH-000410,-0.20577943709458124
ACH-000411,0.06309417419456581
ACH-000414,-0.15127668498226102
ACH-000415,-0.014244544582885328
ACH-000416,-0.3686280706465975
ACH-000420,-0.09736128549177074
ACH-000421,-0.05481353711470652
ACH-000424,-0.035049699982078214
ACH-000425,-0.05684780262309998
ACH-000426,-0.3300860118700357
ACH-000427,-0.25157062312306794
ACH-000433,-0.1559223504591373
ACH-000435,-0.28247561490059586
ACH-000436,-0.2270213204833052
ACH-000444,-0.2853868137373352
ACH-000445,-0.0386574671969236
