,VMO1 (284013)
ACH-000332,-0.16947927085234393
ACH-000334,0.0060127275056218845
ACH-000335,-0.00941883525958801
ACH-000336,0.023955458394370358
ACH-000337,-0.28591914765930704
ACH-000338,-0.2025944736019396
ACH-000339,-0.141974656621357
ACH-000341,-0.14816349023601422
ACH-000348,-0.05340291318727648
ACH-000350,-0.14579364140237722
ACH-000352,-0.053170624669239545
ACH-000356,-0.37817133876552056
ACH-000361,-0.23521331565979064
ACH-000362,-0.24312531608559304
ACH-000363,-0.1337414384165504
ACH-000364,-0.21028082085817693
ACH-000365,-0.28357012256447833
ACH-000366,-0.10688513858405084
ACH-000368,-0.07504045135457693
ACH-000374,-0.2289766663648721
ACH-000375,-0.3295017576372662
ACH-000376,-0.14798503763418308
ACH-000381,-0.15740570377160684
ACH-000383,-0.14102872082997875
ACH-000387,-0.2457779101759329
ACH-000389,0.17944286553429994
ACH-000390,-0.13547740492132532
ACH-000393,-0.10578682644910804
ACH-000395,-0.19823048607450205
ACH-000396,0.286737271645148
ACH-000397,-0.2946804624493752
ACH-000401,-0.16869244410577586
ACH-000402,0.2733758470401164
ACH-000403,-0.03967946437795383
ACH-000404,-0.22455031857777444
ACH-000406,-0.21254361718316456
ACH-000407,-0.21032257569588775
ACH-000408,-0.1172431725545872
ACH-000410,-0.05278026724485828
ACH-000411,-0.15956981413437865
ACH-000414,-0.17603745539079688
ACH-000415,-0.1616727436818951
ACH-000416,-0.06341089386307193
ACH-000420,-0.3703733099544739
ACH-000421,-0.18512944725875974
ACH-000424,-0.4930959733698574
ACH-000425,-0.0224190531198415
ACH-000426,-0.27893052306769056
ACH-000427,-0.06541445871546273
ACH-000433,-0.18788080714224398
ACH-000435,-0.049463904013791575
ACH-000436,-0.02430207851044816
ACH-000444,-0.1913994649300736
ACH-000445,-0.17281123719100264
ACH-000448,-0.09062073190546144
ACH-000450,0.04864901056265874
ACH-000452,-0.21830028785643316
ACH-000454,-0.06327890926352857
ACH-000458,0.006117622014253274
ACH-000459,-0.136735180158674
ACH-000460,-0.1959425366011451
ACH-000461,-0.13601384535150235
ACH-000463,-0.09272995076236876
ACH-000464,-0.1352678202690322
ACH-000466,-0.17371839785887416
ACH-000467,-0.060971041537609585
ACH-000468,-0.1581906889417896
ACH-000469,-0.2050983495950479
ACH-000470,-0.09701038301253632
ACH-000471,-0.2877256369123281
ACH-000472,-0.08283544818855977
ACH-000473,-0.15467052109275728
ACH-000475,-0.1937458154464487
ACH-000476,-0.1959464053294856
ACH-000477,0.0024119429110920467
ACH-000479,-0.008346761034388453
ACH-000480,-0.15282179539915255
ACH-000481,-0.12373492941259255
ACH-000483,-0.24795752822622524
ACH-000484,-0.04416410895624033
ACH-000485,-0.2979630768155985
ACH-000486,-0.13972106995686334
ACH-000487,-0.09849983122459299
ACH-000488,-0.2143640975997568
ACH-000490,-0.10981164169370584
ACH-000491,-0.06637393734668985
ACH-000495,0.06179191356690049
ACH-000496,-0.16777620569891066
ACH-000499,0.04923896811270869
ACH-000500,-0.18182676613926388
ACH-000502,-0.2531944195480921
ACH-000503,-0.010715226804298823
ACH-000505,-0.10362814169232892
ACH-000507,0.009038522869708365
ACH-000510,-0.03413339492250695
ACH-000511,-0.1187629971412659
ACH-000512,0.0023869017928416013
ACH-000516,0.02090620384707631
ACH-000517,-0.16743046857418992
ACH-000518,-0.04909986887606242
ACH-000520,-0.08393504699398263
ACH-000521,-0.06640229712498934
ACH-000522,-0.17972236686239462
ACH-000524,-0.30039819627873404
ACH-000527,-0.19375191047991305
ACH-000528,-0.08233335449112948
ACH-000537,-0.13486172014307496
ACH-000541,-0.0521071746803583
ACH-000542,-0.37297685529593627
ACH-000544,0.07393135260869033
ACH-000545,-0.1180794049401848
ACH-000547,-0.2284721282498537
ACH-000548,-0.07365377395557747
ACH-000549,-0.2662425325292785
ACH-000550,-0.2350215872702205
ACH-000552,-0.13604414885366706
ACH-000556,-0.2301271455367231
ACH-000557,-0.15832903491676895
ACH-000569,0.09114683447583577
ACH-000570,-0.1397336619111345
ACH-000571,-0.1933009670058256
ACH-000573,-0.04923636813522899
ACH-000576,-0.24632769508708136
ACH-000579,-0.22116174606343508
ACH-000580,0.10350900491977937
ACH-000584,-0.0666838335743514
ACH-000585,-0.1463493640161712
ACH-000588,-0.25242642048202485
ACH-000589,-0.11988588206449828
ACH-000591,0.01570327182251782
ACH-000593,-0.16460395655577406
ACH-000600,-0.06825743642855536
ACH-000601,-0.12161623254916548
ACH-000605,-0.285022992486572
ACH-000606,-0.1882463130536963
ACH-000608,-0.2674883000477298
ACH-000614,-0.13706160155140915
ACH-000616,-0.042661039535126635
ACH-000618,-0.01592232901027354
ACH-000619,-0.2141462658601836
ACH-000620,-0.22555913332244645
ACH-000621,-0.2216650051784604
ACH-000622,-0.11228741244634076
ACH-000623,-0.2857845452510878
ACH-000624,-0.2719130540850509
ACH-000627,-0.17089992412170496
ACH-000630,-0.12158197087446128
ACH-000631,-0.0063649195219126035
ACH-000632,-0.15408335271038745
ACH-000633,-0.233907590036714
ACH-000637,-0.09117273182020444
ACH-000638,-0.0357735099551976
ACH-000646,0.0029600139524211173
ACH-000647,-0.12251826775546736
ACH-000648,-0.16025399692636652
ACH-000649,-0.048658075707948466
ACH-000651,-0.053888594453699014
ACH-000652,-0.10119195302318297
ACH-000653,-0.34706385209127194
ACH-000657,-0.10339509358107468
ACH-000658,-0.06851245805250836
ACH-000661,-0.05264434788121049
ACH-000662,-0.11324240526604075
ACH-000663,-0.11912897247617875
ACH-000665,-0.06956592992707726
ACH-000671,-0.11990970005900947
ACH-000672,-0.037512099308597925
ACH-000673,-0.13044549645597173
ACH-000676,0.03823286699758024
ACH-000677,-0.12409876057067122
ACH-000681,-0.029609029042801587
ACH-000683,-0.06339136107425462
ACH-000684,-0.15352981219591552
ACH-000688,-0.18521780715179173
ACH-000693,-0.1054192748280552
ACH-000694,-0.09187596708340398
ACH-000695,0.0035810035104447955
ACH-000696,-0.1235382999285991
ACH-000697,-0.3594237271669686
ACH-000699,-0.21602484580379785
ACH-000701,-0.1906976513846632
ACH-000706,-0.13935625162989038
ACH-000711,-0.3375819470657286
ACH-000713,-0.2174942931683824
ACH-000714,-0.1780475664105919
ACH-000718,-0.3011272779933645
ACH-000720,-0.05581358194585287
ACH-000721,-0.2581773033149032
ACH-000724,-0.14691334301003162
ACH-000725,-0.09042816675105526
ACH-000732,-0.3725931371190424
ACH-000734,-0.18692105290330285
ACH-000735,-0.3088066954085205
ACH-000736,-0.14986984841220474
ACH-000738,-0.07127368405064402
ACH-000746,-0.2299523387479053
ACH-000747,0.020911125458091515
ACH-000748,0.008622726767121527
ACH-000753,-0.2897471284621067
ACH-000756,-0.050842214701985806
ACH-000757,-0.16769424778298164
ACH-000758,-0.1390190944079631
ACH-000760,-0.04255780210802898
ACH-000762,-0.1293406358348832
ACH-000763,-0.17722380806973248
ACH-000764,-0.3131976504067397
ACH-000765,-0.05745848386524989
ACH-000766,-0.10048048526613602
ACH-000767,-0.26899393450293085
ACH-000768,-0.15943569349034864
ACH-000769,-0.18098205157987607
ACH-000770,-0.08652937279256379
ACH-000771,-0.1444777093163052
ACH-000773,-0.2351090398006879
ACH-000776,-0.14045934266391727
ACH-000777,-0.15469188766022335
ACH-000778,-0.1500702809118903
ACH-000781,0.03837071421379392
ACH-000782,-0.05767883331976342
ACH-000783,-0.11633021213233136
ACH-000784,-0.1016555427629375
ACH-000785,-0.2013591028598377
ACH-000787,-0.24973714301710845
ACH-000788,-0.12583501233256802
ACH-000791,-0.10636624280848717
ACH-000792,-0.08730211883755838
ACH-000794,-0.01251850333423042
ACH-000796,-0.2914725842261677
ACH-000798,-0.26538966060464403
ACH-000799,-0.3041709601595583
ACH-000800,-0.3057636264891246
ACH-000802,-0.10706115084223064
ACH-000804,-0.3357718434015977
ACH-000805,0.20347265399119435
ACH-000809,0.00408991551546673
ACH-000810,-0.26299828355560906
ACH-000811,-0.12306021891762807
ACH-000817,-0.18684412099359554
ACH-000819,0.046359813049022
ACH-000820,-0.3485421456865796
ACH-000821,-0.35060315383120033
ACH-000822,-0.10642461977258937
ACH-000823,-0.02580914547176353
ACH-000824,-0.024665355854793437
ACH-000827,-0.296215044845617
ACH-000829,0.07516576947343916
ACH-000831,-0.00894578627095165
ACH-000832,-0.030985975129597106
ACH-000833,-0.3543322916721903
ACH-000834,-0.15659041984924174
ACH-000835,-0.14437055088695472
ACH-000836,-0.1510833860784228
ACH-000837,-0.1217363754268479
ACH-000838,-0.2187039582987616
ACH-000839,-0.2505418847238713
ACH-000840,-0.39700555929179415
ACH-000841,-0.012772583293427295
ACH-000843,-0.09282963592262837
ACH-000846,0.1140344433509479
ACH-000847,-0.12959515966458562
ACH-000848,-0.14119469635467838
ACH-000849,-0.0543422470458176
ACH-000851,-0.26909619713326816
ACH-000855,-0.3250427110851033
ACH-000856,-0.010936414656141863
ACH-000858,-0.21063614183746746
ACH-000859,-0.11275936254098445
ACH-000861,-0.21888085561663254
ACH-000862,-0.2631946751456697
ACH-000865,-0.09642068251057627
ACH-000866,-0.17721619678591907
ACH-000867,-0.0960895008105963
ACH-000869,-0.2284509873464338
ACH-000872,-0.10522963118676823
ACH-000873,0.06976730775764069
ACH-000876,-0.25213675366226146
ACH-000878,-0.35916181187419904
ACH-000880,0.08783236770067329
ACH-000881,-0.1848952990725954
ACH-000882,-0.08533999621285038
ACH-000884,0.07426644855840225
ACH-000885,0.07140847965215362
ACH-000887,-0.21293975682762925
ACH-000889,-0.11774690729676356
ACH-000896,-0.14993414783360398
ACH-000898,-0.1394664169003701
ACH-000900,0.00453714255128897
ACH-000901,-0.16256631590423026
ACH-000905,-0.012620631138875257
ACH-000906,-0.16005424698302262
ACH-000907,-0.05074689305884572
ACH-000910,-0.12876399127915228
ACH-000911,-0.04646979897114127
ACH-000912,-0.24512220971223775
ACH-000913,-0.14625100301637112
ACH-000915,-0.17333489447943046
ACH-000916,-0.2571786040204785
ACH-000917,-0.15150387610054358
ACH-000920,0.1843080104845603
ACH-000921,-0.1840814368237705
ACH-000924,-0.18394425312608034
ACH-000926,-0.24795919648293724
ACH-000928,-0.2646577798118514
ACH-000929,-0.1209310406903492
ACH-000932,-0.1014320990888274
ACH-000935,-0.10093931532335786
ACH-000936,-0.07829975793801933
ACH-000937,-0.10677689507173874
ACH-000938,-0.043615908374062616
ACH-000939,-0.3109823868380497
ACH-000941,-0.09778628570826747
ACH-000943,-0.09473535724013177
ACH-000946,-0.19256965187293212
ACH-000947,-0.07975825354017409
ACH-000948,-0.005439876830042586
ACH-000950,-0.10868921941335302
ACH-000953,-0.04055050296827317
ACH-000954,-0.29307502231381605
ACH-000957,-0.0605061962574214
ACH-000958,-0.07388137125761363
ACH-000960,-0.14262745272133245
ACH-000963,-0.1991044913857557
ACH-000968,-0.030918290760444337
ACH-000969,-0.132973793335686
ACH-000972,-0.3265963416016465
ACH-000973,-0.06919556729591232
ACH-000974,-0.07240529647956262
ACH-000978,-0.32706817454033377
ACH-000984,-0.10140577719679356
ACH-000986,-0.3184746280754143
ACH-000988,-0.3008289527146006
ACH-000993,-0.15133904919625246
ACH-000994,-0.09674427742952522
ACH-000996,-0.27709916366753906
ACH-001001,-0.17508665346459895
ACH-001020,0.01036034292425937
ACH-001028,-0.13377285702317046
ACH-001031,-0.11845652763280272
ACH-001038,-0.06459872258362008
ACH-001048,-0.13790446071044402
ACH-001050,-0.15492553327971806
ACH-001053,-0.14014204941958025
ACH-001054,-0.1910868695078041
ACH-001061,-0.1305790262121692
ACH-001067,-0.1536416889077597
ACH-001075,-0.4328554869608024
ACH-001096,-0.16167791317660835
ACH-001111,-0.09310195499498294
ACH-001119,0.015605096624733247
ACH-001128,-0.03785569607060822
ACH-001134,-0.06127833149688435
ACH-001151,-0.0848631019907599
ACH-001163,-0.2238941623876165
ACH-001164,0.02914814617306315
ACH-001183,-0.2370318623717529
ACH-001192,-0.1868937720760573
ACH-001193,-0.1914943221115948
ACH-001196,-0.17146922573997264
ACH-001197,-0.2846119661369276
ACH-001205,-0.2736657336253309
ACH-001211,-0.2013273846596789
ACH-001212,-0.27556724740841904
ACH-001228,-0.20270766529371045
ACH-001232,-0.32297742929803314
ACH-001239,-0.10135329312217567
ACH-001270,0.23605822918760516
ACH-001274,-0.1338717472482865
ACH-001275,-0.05747414319975268
ACH-001277,-0.4441351767701197
ACH-001278,-0.10846054943861164
ACH-001280,0.08601663488549463
ACH-001283,-0.10842429762214424
ACH-001289,-0.06655175145577424
ACH-001300,-0.030771773755528413
ACH-001301,-0.07257804931349142
ACH-001302,0.12501574980811542
ACH-001306,-0.21491626041509326
ACH-001318,-0.25649971877412553
ACH-001322,-0.05451436464269969
ACH-001328,-0.10585029531271156
ACH-001332,0.0041291061291604154
ACH-001336,-0.06921959360012746
ACH-001346,-0.03883718074841001
ACH-001353,-0.14305597176693835
ACH-001354,-0.011311259655014592
ACH-001367,-0.14843360433165764
ACH-001368,-0.06298952029944341
ACH-001374,-0.1151651899845675
ACH-001377,-0.08420560954425653
ACH-001380,-0.03757341080541395
ACH-001391,-0.18994699062007106
ACH-001408,-0.043994181593436266
ACH-001430,-0.1956458035638476
ACH-001431,0.11202905446040994
ACH-001450,-0.08237072035320896
ACH-001496,-0.21365789298547253
ACH-001500,0.01923239075800477
ACH-001523,-0.1255096640516916
ACH-001532,-0.1079969380152202
ACH-001550,-0.13304476497590534
ACH-001552,0.06885878695322807
ACH-001554,-0.22062765443861654
ACH-001654,-0.11130332697279327
ACH-001735,-0.26821743152723204
ACH-001736,-0.16384861323979594
ACH-001737,-0.14966195054209966
ACH-001740,-0.10258261722605813
ACH-001745,-0.07561157932734977
ACH-001765,-0.05806587541105821
