,TAF8 (129685)
ACH-000004,-0.7853903738019686
ACH-000005,-0.7654610777456193
ACH-000007,-0.9224314797707014
ACH-000009,-0.7765925668222886
ACH-000011,-1.0769761538970808
ACH-000012,-0.7220921766438396
ACH-000013,-1.1204866388852213
ACH-000014,-0.7715557681862997
ACH-000015,-0.7114998484929411
ACH-000017,-0.8196600613862077
ACH-000018,-0.9709645001433524
ACH-000019,-0.8466915579893579
ACH-000021,-0.6746402261099146
ACH-000022,-0.4336355019002955
ACH-000025,-0.8852788987017468
ACH-000028,-0.9935919537798846
ACH-000030,-0.6279673621175598
ACH-000035,-1.0380944819534073
ACH-000036,-0.4982164590300254
ACH-000037,-0.9752061670013484
ACH-000039,-0.9630251598480248
ACH-000040,-0.5036105581939959
ACH-000041,-0.8217891037509402
ACH-000042,-0.4751804601704389
ACH-000045,-0.7828467292118723
ACH-000047,-0.7877449258498915
ACH-000052,-0.8720830062111142
ACH-000053,-0.9039880454672408
ACH-000054,-0.6613830604546744
ACH-000055,-0.9640853616147748
ACH-000060,-0.7327210186125759
ACH-000067,-0.7261561021691016
ACH-000070,-0.8438724877009021
ACH-000075,-0.7438746368416458
ACH-000078,-0.7307357434276456
ACH-000082,-0.695721004706412
ACH-000085,-1.0927284547031155
ACH-000086,-0.8031291521867575
ACH-000087,-1.0975649029210377
ACH-000092,-0.8157842670689068
ACH-000095,-0.7971286412467181
ACH-000097,-0.9227572361974654
ACH-000098,-0.7440314091935768
ACH-000099,-0.8702374092105353
ACH-000108,-0.901148402897699
ACH-000113,-0.5732407207879512
ACH-000116,-0.6868164623542392
ACH-000118,-0.9845710974389592
ACH-000120,-0.8253303544983027
ACH-000123,-0.7170366139147629
ACH-000127,-0.5908506851827002
ACH-000128,-0.8245441139605747
ACH-000132,-0.6823080361532153
ACH-000133,-0.4484857129069835
ACH-000137,-0.6537187875417639
ACH-000138,-0.6630413074214656
ACH-000142,-0.6658901664605245
ACH-000143,-1.1243321882901811
ACH-000146,-0.4077073338024021
