,ADRM1 (11047)
ACH-000524,-0.24954625031792305
ACH-000527,-0.5696084452560575
ACH-000528,-0.2444410207698184
ACH-000537,-0.4559211477008932
ACH-000541,-0.6301452256033521
ACH-000542,-0.6112232778826617
ACH-000544,-0.4038722385027124
ACH-000545,-0.43821066851290014
ACH-000547,-0.4782689511063417
ACH-000548,-0.5138869778951837
ACH-000549,-0.4403224381091029
ACH-000550,-0.46003666695382106
ACH-000552,-0.33008082192018345
ACH-000556,-0.454843834422545
ACH-000557,-0.4510362166574973
ACH-000569,-0.6467089096969214
ACH-000570,-0.4947885216873527
ACH-000571,-0.6132128593229601
ACH-000573,-0.2350284661790476
ACH-000576,-0.5752612964154202
ACH-000579,-0.36958088698270536
ACH-000580,-0.7080106182983019
ACH-000584,-0.2605157540208754
ACH-000585,-0.4354165069962612
ACH-000588,-0.5601630478490327
ACH-000589,-0.29409241748994186
ACH-000591,-0.17661530112827742
ACH-000593,-0.3763991892244488
ACH-000600,-0.4778785854586386
ACH-000601,-0.4577401836524811
ACH-000605,-0.31290174188451897
ACH-000606,-0.5737140258897497
ACH-000608,-0.4081910397733121
ACH-000614,-0.6746258578886166
ACH-000616,-0.4468119060322262
ACH-000618,-0.3482099866429712
ACH-000619,-0.4745899401968566
ACH-000620,-0.5541654192571782
ACH-000621,-0.2490218632300167
ACH-000622,-0.4975585374033462
ACH-000623,-0.4476930719838534
ACH-000624,-0.5682230615961448
ACH-000627,-0.5623253096346811
ACH-000630,-0.5080513476308658
ACH-000631,-0.731798024203897
ACH-000632,-0.4872036367813324
ACH-000633,-0.4673198027005221
ACH-000637,-0.4251806360743201
ACH-000638,-0.20002351496291804
ACH-000646,-0.5380052662686439
ACH-000647,-0.5209748861827338
ACH-000648,-0.539112404160466
ACH-000649,-0.3417647828731417
ACH-000651,-0.3213607654422285
ACH-000652,-0.3221025785844523
ACH-000653,-0.4368898795401777
ACH-000657,-0.40157136437264257
ACH-000658,-0.667769298487198
ACH-000661,-0.4320620421293974
ACH-000662,-0.4863139544028348
ACH-000663,-0.7787603507187232
ACH-000665,-0.7185557113464522
ACH-000671,-0.4689230326816149
ACH-000672,-0.21400635620224007
ACH-000673,-0.5277708913236576
ACH-000676,-0.3678476014000227
ACH-000677,-0.7862247700539162
ACH-000681,-0.5612120787721171
ACH-000683,-0.2514143575785122
ACH-000684,-0.5045588155820646
ACH-000688,-0.4618815847858376
ACH-000693,-0.5025783865099049
ACH-000694,-0.4373274638586426
ACH-000695,-0.3728812231490285
ACH-000696,-0.3370060929760958
ACH-000697,-0.7238010380521137
ACH-000699,-0.4010518234762082
ACH-000701,-0.4336909307268039
ACH-000706,-0.3729843363801471
ACH-000711,-0.484238323909042
ACH-000713,-0.3130622776644437
ACH-000714,-0.23669159267056314
ACH-000718,-0.3341658939838096
ACH-000720,-0.2974510669702897
ACH-000721,-0.6052179865518112
ACH-000724,-0.4112548796466939
ACH-000725,-0.5650141849664155
ACH-000732,-0.5255938528636548
ACH-000734,-0.4171682451155317
ACH-000735,-0.30891818824786577
ACH-000736,-0.2045871210920415
ACH-000738,-0.3213669711744065
ACH-000746,-0.4261771439380076
ACH-000747,-0.7665547784899869
ACH-000748,-0.6068876987068763
ACH-000753,-0.5108290858934904
ACH-000756,-0.42084936839598064
ACH-000757,-0.5354570443431529
ACH-000758,-0.4069637746899549
ACH-000760,-0.3546465186594254
ACH-000762,-0.3279181159123792
ACH-000763,-0.3221140367891488
ACH-000764,-0.3076760057273866
ACH-000765,-0.4416716871366943
ACH-000766,-0.35874174278168425
ACH-000767,-0.6693105229876616
ACH-000768,-0.6098867283386974
ACH-000769,-0.5366181268759882
ACH-000770,-0.5358350293583695
ACH-000771,-0.6855140484627019
ACH-000773,-1.062889049520254
ACH-000776,-0.4058134655789231
ACH-000777,-0.5819862598747634
ACH-000778,-0.4435897035277008
ACH-000781,-0.2402913615419683
ACH-000782,-0.4220748265647245
ACH-000783,-0.5076268612140473
ACH-000784,-0.5182336930952283
ACH-000785,-0.3844148517615045
ACH-000787,-0.5453061143196724
ACH-000788,-0.3082176880535183
ACH-000791,-0.5183151173738523
ACH-000792,-0.0665455434363854
ACH-000794,-0.5949302429989431
ACH-000796,-0.5696623377973071
ACH-000798,-0.6473590057144195
ACH-000799,-0.4448506949219109
ACH-000800,-0.3669038975874132
ACH-000802,-0.2676968195190985
ACH-000804,-0.4925124746105658
ACH-000805,-0.6744653616729559
ACH-000809,-0.4696599180868025
ACH-000810,-0.31548559597136155
ACH-000811,-0.3407413375715879
ACH-000817,-0.7428972892838288
ACH-000819,-0.3519109194497454
ACH-000820,-0.395696728396244
ACH-000821,-0.5966795813073387
ACH-000822,-0.8020496149038854
ACH-000823,-0.2228754022964641
ACH-000824,-0.19029327152304187
ACH-000827,-0.6513234820599518
ACH-000829,-0.3277308530749925
ACH-000831,-0.2713281633761168
ACH-000832,-0.4525183297535749
ACH-000833,-0.3907761635061376
ACH-000834,-0.4224496093810481
ACH-000835,-0.3527763460611619
ACH-000836,-0.1464680257495577
ACH-000837,-0.2267622623401937
ACH-000838,-0.7148875554455426
ACH-000839,-0.5604449805098871
ACH-000840,-0.8237495722399205
ACH-000841,-0.2591594368275369
ACH-000843,-0.44089634705782416
ACH-000846,-0.20949646269305705
ACH-000847,-0.4598153630787405
ACH-000848,-0.17378395015758236
ACH-000849,-0.4658152982273301
ACH-000851,-0.4908960920984232
ACH-000855,-0.3006524408064321
ACH-000856,-0.37639995914143615
ACH-000858,-0.5383800729408487
ACH-000859,-0.5348305834370529
ACH-000861,-0.18987874732195928
ACH-000862,-0.472296457756796
ACH-000865,-0.31847025952289804
ACH-000866,-0.22793842895372424
ACH-000867,-0.2220146655275411
ACH-000869,-0.20254088554794006
ACH-000872,-0.24887741369765715
ACH-000873,-0.231806256940377
ACH-000876,-0.6139784578510219
ACH-000878,-0.5413988964467193
ACH-000880,-0.6426789377362887
ACH-000881,-0.5475428587518203
ACH-000882,-0.6945955929345397
ACH-000884,-0.2461233027415214
ACH-000885,-0.6813530392983309
ACH-000887,-0.3950776224065853
ACH-000889,-0.4473111452305531
ACH-000896,-0.2975962767531258
ACH-000898,-0.7301729974267953
ACH-000900,-0.31756560576925896
ACH-000901,-0.26841714974459885
ACH-000905,-0.3936693668696339
ACH-000906,-0.5158977052576753
ACH-000907,-0.46390714931974203
ACH-000910,-0.422094970726253
ACH-000911,-0.3647401444678972
ACH-000912,-0.2378567158255753
ACH-000913,-0.5017428441750852
ACH-000915,-0.3908076140476828
ACH-000916,-0.8321675641782866
ACH-000917,-0.4938511161703325
ACH-000920,-0.2862185514094162
ACH-000921,-0.6246909888562177
ACH-000924,-0.409918725755097
ACH-000926,-0.4881260692024485
ACH-000928,-0.7278722553908273
ACH-000929,-0.4483022033546004
ACH-000932,-0.7773648073383881
ACH-000935,-0.68009043247887
ACH-000936,-0.5381549657958089
ACH-000937,-0.059532217949233926
ACH-000938,-0.4087129209448187
ACH-000939,0.08427270174483974
ACH-000941,-0.4512073598616279
ACH-000943,-0.5436996569997687
ACH-000946,-0.6491384301392423
ACH-000947,-0.4959689250376626
ACH-000948,-0.21402441881235126
ACH-000950,-0.4732763342412547
ACH-000953,-0.3239522900895607
ACH-000954,-0.2673626780983135
ACH-000957,-0.6106169836981042
ACH-000958,-0.5504351544231467
ACH-000960,-0.5484208384377751
ACH-000963,-0.3902525350447063
ACH-000968,-0.43268057322681497
ACH-000969,-0.1934359520011846
ACH-000972,-0.3967920033162981
ACH-000973,-0.6948839323035715
ACH-000974,-0.5662163669090611
ACH-000978,-0.6739472935924506
ACH-000984,-0.9953440531998672
ACH-000986,-0.4836962591550467
ACH-000988,-0.3132481803121061
ACH-000993,-0.6111351585676277
ACH-000994,-0.5846035144923074
ACH-000996,-0.7392080703956636
ACH-001001,-0.2761973122627352
ACH-001020,-0.19316300508217693
ACH-001028,-0.2487390606927112
ACH-001031,-0.6117489513048391
ACH-001038,-0.44688506408697903
ACH-001048,-0.2200093373005372
ACH-001050,-0.47004465875456697
ACH-001053,-0.1238755621283566
ACH-001054,-0.5163460495105829
ACH-001061,-0.4107516786040711
ACH-001067,-0.8730770985722818
ACH-001075,-0.7883585088601414
ACH-001096,-0.11631441485732168
ACH-001111,-0.6843015872151454
ACH-001119,-0.4866441539915306
ACH-001128,0.4694868314376008
ACH-001134,-0.7571222982465692
ACH-001151,-0.3825588992365552
ACH-001163,-0.5401254695682111
ACH-001164,-0.579350060458787
ACH-001183,-0.4751505098449326
ACH-001192,-0.3582420638610575
ACH-001193,-0.5405645106716584
ACH-001196,-0.2691656220867976
ACH-001197,-0.35347581790786675
ACH-001205,-0.2534111534038204
ACH-001211,-0.3388366276802423
ACH-001212,-0.3215625764035161
ACH-001228,-0.2468807437241005
ACH-001232,-0.32199261983928423
ACH-001239,-0.8019495971301378
ACH-001270,-0.36983091648617145
ACH-001274,-0.5836828210546254
ACH-001275,-0.7442889182278811
ACH-001277,-0.4641284619036227
ACH-001278,-0.6846449035647278
ACH-001280,-0.4439965430579269
ACH-001283,-0.4220852131824704
ACH-001289,-0.7044652084996001
ACH-001300,-0.7328994570228655
ACH-001301,-0.4978164881718436
ACH-001302,-0.6087466553710729
ACH-001306,-0.4612490321444328
ACH-001318,-0.09233994501696607
ACH-001322,-0.5200067071674594
ACH-001328,-0.5750865609622801
ACH-001332,-0.2943978191036275
ACH-001336,-0.5448885237461685
ACH-001346,-0.5970463168016411
ACH-001353,-0.3157971396465326
ACH-001354,-0.3315413396519029
ACH-001367,-0.2536844579968906
ACH-001368,-0.6444805291685021
ACH-001374,-0.8242261979470527
ACH-001377,-0.4861657172015869
ACH-001380,-0.20045949336612529
ACH-001391,-0.3310272903950013
ACH-001408,-0.462715379909846
ACH-001430,-0.4467657621337932
ACH-001431,-0.504368635789361
ACH-001450,-0.22169222629147745
ACH-001496,-0.3340203676385691
ACH-001500,-0.3914439074575646
ACH-001523,-0.3989457334189001
ACH-001532,-0.7197851623046465
ACH-001550,-0.06533248933269742
ACH-001552,-0.34180639252090816
ACH-001554,-0.4070525646565634
ACH-001654,-0.3610297659519915
ACH-001735,-0.4057798684716051
ACH-001736,-0.3777106468537985
ACH-001737,-0.470785532265127
ACH-001740,-0.2377090316865837
ACH-001745,-0.19799492344161976
ACH-001765,-0.24153333518964334
