,CNTROB (116840)
ACH-000004,-0.0591306827012229
ACH-000005,0.03121426283702526
ACH-000007,-0.13990435677456511
ACH-000009,-0.06343916119035617
ACH-000011,0.1360698933686795
ACH-000012,-0.059103292552842274
ACH-000013,-0.15617334221827275
ACH-000014,-0.09696897155881157
ACH-000015,-0.14359963949559806
ACH-000017,0.09922769156423783
ACH-000018,-0.2235243097894528
ACH-000019,-0.027053213601333045
ACH-000021,-0.0272270926104494
ACH-000022,-0.1938687471025465
ACH-000025,-0.13594826015607792
ACH-000028,-0.17130515718167572
ACH-000030,-0.08225532513221813
ACH-000035,-0.14550538539594732
ACH-000036,0.018023040482669717
ACH-000037,-0.06844658401484638
ACH-000039,-0.03776411323358428
ACH-000040,-0.12575917695973754
ACH-000041,-0.10769319635259014
ACH-000042,-0.4052281317555087
ACH-000045,-0.17296792246393208
ACH-000047,-0.11939419006536495
ACH-000052,0.06090270690817216
ACH-000053,-0.08887488209900657
ACH-000054,-0.09915394328095584
ACH-000055,-0.09415432025720294
ACH-000060,-0.32858036868024243
ACH-000067,-0.26423188978134804
ACH-000070,0.10657730257674992
ACH-000075,-0.042834916447803656
ACH-000078,-0.22493875131102706
ACH-000082,-0.16117639591082786
ACH-000085,-0.10113718345380886
ACH-000086,-0.003981783222347519
ACH-000087,-0.11164388719942947
ACH-000092,-0.1227727898892838
ACH-000095,-0.1845185370125345
ACH-000097,-0.10797917496733468
ACH-000098,-0.13463721073099336
ACH-000099,-0.20535612516808371
ACH-000108,-0.013807938894097085
ACH-000113,-0.0682091679155043
ACH-000116,-0.010951662166949093
ACH-000118,-0.10038629290341912
ACH-000120,-0.19978300856255907
ACH-000123,-0.08379191915712549
ACH-000127,-0.3040316895472095
ACH-000128,-0.1654090554831259
ACH-000132,-0.10500256565595638
ACH-000133,-0.115460052846827
ACH-000137,-0.06767077362336582
ACH-000138,-0.07055274864547978
ACH-000142,-0.0025671423545683488
ACH-000143,-0.3167195269340308
ACH-000146,-0.08364085563531673
ACH-000148,-0.053687375291122996
ACH-000150,-0.15908961736180352
ACH-000152,-0.11900241747862784
ACH-000153,-0.11974513731480604
ACH-000159,0.025504907041083682
ACH-000160,-0.15816604767879547
ACH-000163,-0.09778626659132583
ACH-000167,0.13429531777366352
ACH-000168,-0.024255943266790814
ACH-000169,0.027615609885246403
ACH-000178,-0.10452890972750148
ACH-000183,-0.04965708994430837
ACH-000188,-0.2470391863207591
ACH-000189,-0.2283627842197541
ACH-000190,-0.11966603273115828
ACH-000198,-0.18624838608735172
ACH-000203,-0.7864362040237025
ACH-000204,-0.3231282969212616
ACH-000206,0.025812507463928918
ACH-000207,-0.2217553573604418
ACH-000208,-0.011616818550016695
ACH-000210,-0.006621410908131896
ACH-000211,-0.09448676140947318
ACH-000215,-0.01716712748944374
ACH-000221,-0.1278994165608512
ACH-000222,0.1658071489605631
