,SAP18 (10284)
ACH-000004,-1.1019057557238228
ACH-000005,-1.1591972239725337
ACH-000007,-0.9991485194125459
ACH-000009,-0.6907583820440597
ACH-000011,-1.152478535248272
ACH-000012,-0.9713918553838156
ACH-000013,-1.375818015108205
ACH-000014,-0.8550379841550105
ACH-000015,-1.1263764262647928
ACH-000017,-1.4773255858538106
ACH-000018,-1.1326035650449298
ACH-000019,-1.0146987341379194
ACH-000021,-1.0362776774978375
ACH-000022,-0.8610785344525154
ACH-000025,-1.2287233412949572
ACH-000028,-0.8165217710928986
ACH-000030,-1.1760039832083669
ACH-000035,-1.047017620737312
ACH-000036,-1.0594746598771292
ACH-000037,-0.9597036935685784
ACH-000039,-0.943199638785018
ACH-000040,-1.0418812825554638
ACH-000041,-0.8497532419810767
ACH-000042,-1.2355795165592771
ACH-000045,-0.9752749087729932
ACH-000047,-0.951472695269982
ACH-000052,-0.8767893254883761
ACH-000053,-0.9707291298003604
ACH-000054,-0.8894183758843753
ACH-000055,-0.7458182455862398
ACH-000060,-1.0412549915008589
ACH-000067,-1.1927847097655373
ACH-000070,-1.0635463275479515
ACH-000075,-1.03076261734803
ACH-000078,-0.8812762774403128
ACH-000082,-1.1074519338038835
ACH-000085,-1.4421582815109084
ACH-000086,-0.9334042910994214
ACH-000087,-1.1072669794741932
ACH-000092,-0.7677990534579922
ACH-000095,-0.9434506231975098
ACH-000097,-1.020630245290205
ACH-000098,-0.9700928022938764
ACH-000099,-0.9390348148644536
ACH-000108,-1.0222636829870884
ACH-000113,-0.8989762661030238
ACH-000116,-1.1062498936726677
ACH-000118,-0.9916169120840016
ACH-000120,-1.0789212986469343
ACH-000123,-0.9135212675903399
ACH-000127,-0.9693105349658752
ACH-000128,-0.8944552179724947
ACH-000132,-0.8168729602395481
ACH-000133,-0.7507951352090536
ACH-000137,-1.0432379020106806
ACH-000138,-1.1175808541111638
ACH-000142,-1.1558478263539471
ACH-000143,-1.3360200514509877
ACH-000146,-1.2775665924390796
ACH-000148,-1.2757730319251723
ACH-000150,-0.99639539193964
ACH-000152,-0.8004926992204356
ACH-000153,-1.1038930065503063
ACH-000159,-0.9460745991246812
ACH-000160,-0.5332991605188008
ACH-000163,-1.0710789094280504
ACH-000167,-0.7282265545889671
ACH-000168,-0.9089395450019886
ACH-000169,-1.2205672079094685
ACH-000178,-0.9188331928463459
ACH-000183,-0.9839317469111368
ACH-000188,-1.0140280517985356
ACH-000189,-0.7370062498022387
ACH-000190,-0.6091245733341695
ACH-000198,-0.9945809323354564
ACH-000203,-1.240298387453803
ACH-000204,-0.7331010295753797
ACH-000206,-1.3666260028315096
ACH-000207,-0.7930894089930344
ACH-000208,-0.96013811295551
ACH-000210,-1.0803042833709062
ACH-000211,-0.9809570770248373
ACH-000215,-0.944441360990047
ACH-000221,-1.1275747949579833
ACH-000222,-1.1217960906885878
ACH-000223,-1.0338217192956576
ACH-000226,-0.9535286429166996
ACH-000227,-0.7130337470865161
ACH-000228,-1.034771698063688
ACH-000231,-0.874626092464625
ACH-000232,-1.1143420876512848
ACH-000233,-1.0102323494761842
ACH-000234,-0.7436947066930969
ACH-000235,-0.8712360086630728
ACH-000237,-1.0162673771062862
ACH-000238,-0.9542737611369742
ACH-000242,-1.1054780764348275
ACH-000243,-1.0696339994221429
ACH-000244,-0.9933787826488208
ACH-000246,-0.9870594519332494
ACH-000248,-0.9059797520069874
ACH-000250,-0.9506930054551348
ACH-000251,-1.2999717829843054
ACH-000252,-0.90441418252133
ACH-000253,-0.5749951200781274
ACH-000255,-1.0814340120311023
ACH-000256,-1.0376109549790498
ACH-000257,-1.1077289113155464
ACH-000258,-1.1181928732029005
ACH-000259,-1.0597175358008013
ACH-000260,-1.0861044741829646
ACH-000261,-0.957318649144252
ACH-000262,-0.8820382039554138
ACH-000263,-1.2313764500664506
ACH-000264,-0.9570910914102162
ACH-000265,-1.066213263418102
ACH-000266,-0.95459331668487
ACH-000272,-0.9566990032382288
ACH-000274,-0.9492068210445564
ACH-000277,-0.9074519593751618
ACH-000278,-1.1632527067499414
ACH-000279,-1.0210098367910672
ACH-000280,-1.050321452920043
ACH-000281,-0.7833371113444464
ACH-000288,-1.0979748326962735
ACH-000291,-0.955740574501323
ACH-000293,-1.4422268739978612
ACH-000294,-1.1213836900282943
ACH-000295,-0.9902778977998448
ACH-000296,-0.9456204722371008
ACH-000302,-1.267319562262775
ACH-000304,-0.9579961055382072
ACH-000307,-1.131545675668623
ACH-000308,-1.1364053610393414
ACH-000310,-0.9007679835457191
ACH-000311,-1.0199963673254648
ACH-000312,-1.1188077898956372
ACH-000315,-0.94344896491254
ACH-000316,-0.8993029623842241
ACH-000317,-1.3701980468036559
ACH-000318,-1.1710249332770193
ACH-000319,-0.8869169761708369
ACH-000320,-1.002881032568276
ACH-000322,-0.9046943015887922
ACH-000323,-1.001980494561917
ACH-000324,-0.9928374474179584
ACH-000329,-0.7800488166885479
ACH-000330,-1.0591214966952285
ACH-000331,-1.2447408503107504
