,CCDC17 (149483)
ACH-000004,-0.006863765859442463
ACH-000005,-0.2540639844537461
ACH-000007,-0.14891715536801411
ACH-000009,-0.22561153116443736
ACH-000011,-0.13924275302906558
ACH-000012,-0.27190256077094355
ACH-000013,-0.21201125023777975
ACH-000014,0.005905678255837372
ACH-000015,-0.09652278790053184
ACH-000017,-0.1679364694448937
ACH-000018,-0.3176084322580537
ACH-000019,-0.07517642636663355
ACH-000021,-0.06672089861903825
ACH-000022,-0.14369793717949428
ACH-000025,-0.15611499356834194
ACH-000028,-0.140422820672454
ACH-000030,-0.17307150345268196
ACH-000035,-0.14942071243183094
ACH-000036,-0.09594932509253548
ACH-000037,-0.07188699047195153
ACH-000039,-0.0014920599064276545
ACH-000040,-0.26007889315804
ACH-000041,0.013162490135057776
ACH-000042,-0.1264716634369774
ACH-000045,-0.07142886115959028
ACH-000047,-0.0384123921486418
ACH-000052,8.130553523056113e-05
ACH-000053,-0.12457959293514408
ACH-000054,-0.13210040134189396
ACH-000055,0.07845207961003141
ACH-000060,-0.2048907135964599
ACH-000067,-0.017947208035340643
ACH-000070,-0.11348805436466528
ACH-000075,-0.2197996762010884
ACH-000078,-0.12402969545836795
ACH-000082,-0.08219832609577442
ACH-000085,-0.2987593998427296
ACH-000086,-0.25009092005766315
ACH-000087,0.07643873152205724
ACH-000092,-0.21906172407989027
ACH-000095,-0.14559232919627355
ACH-000097,-0.08666208608646966
ACH-000098,-0.03118669229718035
ACH-000099,-0.08354041981166986
ACH-000108,-0.06370106630122489
ACH-000113,-0.013597751023654264
ACH-000116,-0.014169487244813391
ACH-000118,-0.1600105362590976
ACH-000120,0.18221280779294374
ACH-000123,-0.1936176749003556
ACH-000127,-0.03195317132262706
ACH-000128,-0.07394886016093796
ACH-000132,-0.10502196470313097
ACH-000133,-0.10719019291555902
ACH-000137,-0.13587442039116834
ACH-000138,-0.05950154259756366
ACH-000142,-0.20971852594820706
ACH-000143,-0.14348286173826733
ACH-000146,-0.06665135381077136
ACH-000148,-0.1014330743570834
ACH-000150,-0.39772497363992015
ACH-000152,-0.1550020506829211
ACH-000153,-0.15521707803882073
ACH-000159,-0.05437640515811582
ACH-000160,-0.20084341171223927
ACH-000163,-0.07579534135648289
ACH-000167,-0.15668337621037895
ACH-000168,0.023950996271904085
ACH-000169,-0.2586903669643682
ACH-000178,0.006353168788163499
ACH-000183,-0.1255734854698348
ACH-000188,-0.1834909898185344
ACH-000189,-0.19415733379355327
ACH-000190,-0.009690154177567823
ACH-000198,-0.01696034246746789
ACH-000203,0.08047559729792178
ACH-000204,-0.2217459573414566
ACH-000206,0.012804967520927498
ACH-000207,-0.14397287243096213
ACH-000208,-0.418043799877338
ACH-000210,0.1536332487080152
ACH-000211,-0.056380451967819725
ACH-000215,-0.07853655493599239
ACH-000221,-0.07785701700351047
ACH-000222,-0.14215282387864447
ACH-000223,-0.025367493518665414
ACH-000226,-0.03074785498914095
ACH-000227,-0.1310252812740285
ACH-000228,-0.24094061439362455
ACH-000231,-0.12462960194046932
ACH-000232,-0.11291288437820154
ACH-000233,-0.13846239269900454
ACH-000234,-0.11640877236449665
ACH-000235,-0.11026523791914387
ACH-000237,-0.21384823423448185
ACH-000238,-0.2259090042211775
ACH-000242,-0.22974799312507094
ACH-000243,-0.07628683090056544
ACH-000244,0.034704746430535505
ACH-000246,-0.2257274785410166
ACH-000248,-0.06194689486602883
ACH-000250,-0.1329163210578883
ACH-000251,0.02025738832999276
ACH-000252,0.0728793203159192
ACH-000253,0.031626475416898656
ACH-000255,-0.10975882731368784
ACH-000256,-0.09582181781172988
ACH-000257,-0.01389608235507267
ACH-000258,-0.13308693595631638
ACH-000259,-0.050151007121694735
ACH-000260,-0.11105052333149264
ACH-000261,-0.06311531194117095
ACH-000262,0.026654019177700067
ACH-000263,0.023925079771901385
ACH-000264,-0.12270852739545715
ACH-000265,-0.029121007436509562
ACH-000266,-0.00018428220946868333
ACH-000272,-0.11591599979245272
ACH-000274,-0.0981829983089768
ACH-000277,-0.07577286009574266
ACH-000278,-0.1204417460491643
ACH-000279,-0.0890634084848615
ACH-000280,-0.24327201472118745
ACH-000281,-0.09730400628700868
ACH-000288,-0.3169226801895688
ACH-000291,-0.08025965812654773
ACH-000293,-0.09583644945248224
ACH-000294,-0.04222082753694184
ACH-000295,0.01582289123010586
ACH-000296,-0.17454670225710678
ACH-000302,-0.1787314717425679
ACH-000304,0.15821742781808254
ACH-000307,-0.06725319301806369
ACH-000308,-0.12627768737475772
ACH-000310,-0.09759735257710174
ACH-000311,-0.16282021296372529
ACH-000312,-0.0056814461924005535
ACH-000315,0.10569944217370582
ACH-000316,-0.14306127111710018
ACH-000317,-0.05081060471292695
ACH-000318,-0.08050128983920897
ACH-000319,-0.04814637091571315
ACH-000320,-0.011520436943837987
ACH-000322,-0.19183695628090985
ACH-000323,-0.07154837611440595
ACH-000324,-0.20371877713440706
ACH-000329,-0.10330154998289708
ACH-000330,-0.2885934345146156
ACH-000331,-0.15778511007115445
ACH-000332,-0.0601918668471877
ACH-000334,-0.07916927959843949
ACH-000335,-0.05649759275489916
ACH-000336,0.12502585415261147
ACH-000337,-0.18968164976344087
ACH-000338,-0.52526591933023
ACH-000339,-0.10422039908489153
ACH-000341,0.04662907730102943
ACH-000348,-0.1317625985383927
ACH-000350,-0.013331203684334577
ACH-000352,-0.1016017235194739
ACH-000356,-0.2283365750814141
ACH-000361,-0.19865948692628868
ACH-000362,-0.043894945745854314
ACH-000363,-0.017764417075133952
ACH-000364,-0.3387103018854029
ACH-000365,-0.05394257608812465
ACH-000366,-0.10968652386331787
ACH-000368,-0.2757631786532128
ACH-000374,-0.25563932007056034
ACH-000375,-0.3023872354544149
ACH-000376,-0.03379254176958861
ACH-000381,-0.08425780672653879
ACH-000383,-0.10120104824738499
ACH-000387,-0.11978587822585113
ACH-000389,-0.13171201326245174
ACH-000390,-0.15234335787881492
ACH-000393,-0.09774665832169224
ACH-000395,-0.2805660308476092
ACH-000396,-0.1491476337914269
ACH-000397,-0.06336277537485106
ACH-000401,-0.21452986066016164
ACH-000402,-0.05916001238160142
ACH-000403,-0.14051909449438504
ACH-000404,-0.17153140367705833
ACH-000406,-0.14574454743383625
ACH-000407,-0.2049494820088148
ACH-000408,-0.08787115962401967
ACH-000410,-0.0867904050446811
ACH-000411,-0.12585493636644118
ACH-000414,-0.009141511489929055
ACH-000415,-0.2062618549724616
ACH-000416,-0.03567112735509622
ACH-000420,-0.1811596209948995
ACH-000421,-0.05221808443084604
ACH-000424,-0.1689669561648664
ACH-000425,-0.13514017336296338
ACH-000426,0.1471454206510268
ACH-000427,-0.35289934913076104
ACH-000433,-0.2979337849751069
ACH-000435,-0.1116005484648426
ACH-000436,0.1761426145269945
ACH-000444,-0.036737101003458034
ACH-000445,-0.0668625589337121
ACH-000448,-0.06125946473596526
ACH-000450,-0.3003768918591792
ACH-000452,-0.08584197583040991
ACH-000454,-0.12454592761879685
ACH-000458,-0.1435088651342904
ACH-000459,-0.1809892469123884
ACH-000460,-0.20607646942683247
ACH-000461,-0.08482789435338428
ACH-000463,-0.16770082117431995
ACH-000464,-0.05964610890650755
ACH-000466,0.011729374252093746
ACH-000467,-0.1839312724497181
ACH-000468,-0.1002421445113628
ACH-000469,-0.15535397717802935
ACH-000470,-0.014403415551384476
ACH-000471,-0.08975591771675585
ACH-000472,-0.0730383529914078
ACH-000473,-0.2024349082083474
ACH-000475,-0.13320887088548586
ACH-000476,-0.16828307369008424
ACH-000477,-0.07749005483279144
ACH-000479,-0.2200108939310172
ACH-000480,-0.15202499641958292
ACH-000481,-0.04830879319761481
ACH-000483,-0.10992034936816952
ACH-000484,0.051760824675908784
ACH-000485,-0.10148974376193044
ACH-000486,-0.1748771184572496
ACH-000487,-0.12116903995894923
ACH-000488,-0.18593978986291526
ACH-000490,-0.07103266730393093
ACH-000491,-0.13063410631991698
ACH-000495,-0.3239109032045393
ACH-000496,-0.163482079479794
ACH-000499,0.001770664671874266
ACH-000500,-0.6993820527497928
ACH-000502,-0.14892550930750534
ACH-000503,-0.09955747064941547
ACH-000505,-0.10736007215817657
ACH-000507,-0.12953160761656204
ACH-000510,-0.10372997852587648
ACH-000511,-0.22863046296696315
ACH-000512,-0.11082532890249272
ACH-000516,-0.026981370634539502
ACH-000517,-0.053312437371274134
ACH-000518,-0.0774216370826572
ACH-000520,-0.23180176122393026
ACH-000521,-0.07832458999860617
ACH-000522,-0.05755220536288976
ACH-000524,-0.1070012347445579
ACH-000527,-0.08765478556133316
ACH-000528,-0.0815554698521806
ACH-000537,-0.19770805579575626
ACH-000541,-0.06698427162541598
ACH-000542,-0.16521091827366768
ACH-000544,-0.14205652852339154
ACH-000545,-0.2653431511950765
ACH-000547,-0.11153131519519406
ACH-000548,-0.05834591193928833
ACH-000549,0.03365076183840158
ACH-000550,-0.14176487499605425
ACH-000552,-0.09924939994893983
ACH-000556,-0.1824648273938914
ACH-000557,0.03503504314724572
ACH-000569,-0.11073863013501643
ACH-000570,-0.131323616424865
ACH-000571,-0.14431855940737526
ACH-000573,-0.09309513848516124
ACH-000576,-0.08790516085985234
ACH-000579,-0.29942977323452946
ACH-000580,-0.07149481450699549
ACH-000584,0.008581836448777346
ACH-000585,-0.26968941810770136
ACH-000588,-0.23357910292210265
ACH-000589,-0.1050147591153342
ACH-000591,-0.029810676646588995
ACH-000593,-0.25294532850253604
ACH-000600,-0.1869818266970236
ACH-000601,-0.12709541913811298
