,HAVCR1 (26762)
ACH-000004,-0.07103225615819157
ACH-000005,-0.32292910516612955
ACH-000007,-0.039717846774719776
ACH-000009,0.03766463059049671
ACH-000011,0.04414836531467496
ACH-000012,0.041037548519968964
ACH-000013,-0.013761442297934388
ACH-000014,-0.1986439580526699
ACH-000015,-0.1633382116407366
ACH-000017,-0.039306571025929264
ACH-000018,0.028747538314973863
ACH-000019,0.06587910063107967
ACH-000021,-0.17107018918097638
ACH-000022,-0.03902870140946738
ACH-000025,0.11196180955095017
ACH-000028,-0.08508780986553292
ACH-000030,0.04053720068948239
ACH-000035,0.04915384091153166
ACH-000036,0.1809405733978677
ACH-000037,0.09843722498922501
ACH-000039,0.015734502007531664
ACH-000040,-0.026200992983648082
ACH-000041,-0.04453469128589175
ACH-000042,0.0714640341352372
ACH-000045,-0.16359457302192335
ACH-000047,0.0381740827668663
ACH-000052,0.03783609176616663
ACH-000053,-0.008108184987657216
ACH-000054,0.0303504106857758
ACH-000055,0.12001596053498233
ACH-000060,0.09068972515146644
ACH-000067,0.051651942118705545
ACH-000070,0.09066564614489553
ACH-000075,0.045034611980730034
ACH-000078,0.09329697872759196
ACH-000082,0.011098861265142104
ACH-000085,-0.1540782079762933
ACH-000086,0.06440165170914819
ACH-000087,0.04584619805739674
ACH-000092,0.14830534311935034
ACH-000095,-0.057163568807132775
ACH-000097,0.05659495547814261
ACH-000098,0.05806879601561541
ACH-000099,-0.03911037970369508
ACH-000108,-0.0016128424751710474
ACH-000113,0.2004727670842375
ACH-000116,-0.08582107261388235
ACH-000118,0.017240699346648253
ACH-000120,0.11579138204525148
ACH-000123,0.0529107346626757
ACH-000127,-0.07336271311146564
ACH-000128,-0.029973803498246618
ACH-000132,0.06881952669752135
ACH-000133,0.048917174943704816
ACH-000137,0.05492760277885581
ACH-000138,-0.031685780516569687
ACH-000142,0.06929617497728899
ACH-000143,-0.12217819889129795
ACH-000146,-0.02656193605392229
ACH-000148,-0.003723716126881514
ACH-000150,-0.14840641190186546
ACH-000152,-0.06033051954101765
ACH-000153,0.3403745939733096
ACH-000159,0.0627838549731567
ACH-000160,0.035403250408746784
ACH-000163,-0.008589426656533295
ACH-000167,0.39852643323095055
ACH-000168,-0.059557583889348724
ACH-000169,-0.02112749045401336
ACH-000178,-0.028393147268663183
ACH-000183,-0.11460470407990235
ACH-000188,-0.12216092564106802
ACH-000189,0.07090614465566399
ACH-000190,-0.0587538595223678
ACH-000198,0.09272970197670276
ACH-000203,-0.0318469440905803
ACH-000204,-0.18541771977714006
ACH-000206,0.1997001101582669
ACH-000207,0.112915524596733
ACH-000208,0.023801882032745404
ACH-000210,0.21437941465660434
ACH-000211,-0.04590168675803069
ACH-000215,0.06811024319447623
ACH-000221,-0.04295673595931247
ACH-000222,-0.02100023422223723
ACH-000223,0.006214961494840982
ACH-000226,-0.15113116719059694
ACH-000227,0.10140499359398217
ACH-000228,-0.11908530025649085
ACH-000231,0.08704729351187737
ACH-000232,0.07523954701551806
ACH-000233,-0.09811106540442993
ACH-000234,0.09554213477010598
ACH-000235,-0.03987844196820645
ACH-000237,-0.010981722489126228
ACH-000238,0.04956458901528736
ACH-000242,0.0794549801221834
ACH-000243,-0.060458045726556275
ACH-000244,-0.12673622091928394
ACH-000246,0.02961113620212401
ACH-000248,0.2326225336607211
ACH-000250,-0.005725629622806675
ACH-000251,-0.0036558228917322093
ACH-000252,0.3814570028265756
ACH-000253,0.18502331818930526
ACH-000255,-0.1342462511202047
ACH-000256,0.042150728709439145
ACH-000257,-0.08180678627226377
ACH-000258,0.07714357090141752
ACH-000259,0.06391263803133028
ACH-000260,0.016834269698143136
ACH-000261,0.04310692092931614
ACH-000262,0.03832483370725847
ACH-000263,-0.062425037404932125
ACH-000264,0.09126891081862523
ACH-000265,0.12392799994333452
ACH-000266,-0.06325782289931081
ACH-000272,0.00933016561800645
ACH-000274,-0.00918882814919881
ACH-000277,-0.05952605789871621
ACH-000278,-0.0068698028559069
ACH-000279,0.06602836045510811
ACH-000280,0.12487105562589465
ACH-000281,-0.10042119947303386
ACH-000288,0.11419471738093286
ACH-000291,-0.05609136059452991
ACH-000293,0.010746374375314234
ACH-000294,-0.08502443744709676
ACH-000295,0.1833323877616853
ACH-000296,0.24916326459513535
ACH-000302,-0.04510619672782478
ACH-000304,0.01710398780686971
ACH-000307,-0.010153852583185827
ACH-000308,0.08302429880768439
ACH-000310,0.02428394054646665
ACH-000311,-0.006061794848477926
ACH-000312,-0.2002957292182788
ACH-000315,-0.0013795975982951248
ACH-000316,-0.04811139536776572
ACH-000317,-0.22712662558238225
ACH-000318,-0.11535383831430175
ACH-000319,0.08315073791714772
ACH-000320,0.0058190331950664495
ACH-000322,-0.1084857900463032
ACH-000323,-0.06812416927756593
ACH-000324,0.04413892426392387
ACH-000329,-0.0159616658367569
ACH-000330,-0.038235226186397665
ACH-000331,0.0952239524756563
ACH-000332,0.021433796873321115
ACH-000334,-0.27309611495329544
ACH-000335,-0.05042891892250004
ACH-000336,0.2160527678679572
ACH-000337,-0.27151642546213683
ACH-000338,-0.07252577200151664
ACH-000339,-0.04724933615126239
ACH-000341,-0.15107167577292765
