,EIF4EBP2 (1979)
ACH-000004,-0.12437746493334526
ACH-000005,-0.2321713455145036
ACH-000007,-0.10361820628416124
ACH-000009,-0.126004913424496
ACH-000011,-0.18221847269462094
ACH-000012,-0.12142225760883935
ACH-000013,-0.13856789844306372
ACH-000014,-0.2178530127057957
ACH-000015,-0.24299034754523366
ACH-000017,-0.16500753899913698
ACH-000018,-0.1727034915371864
ACH-000019,-0.10467351771721103
ACH-000021,-0.09493912547529333
ACH-000022,-0.09701173325803078
ACH-000025,-0.33306812386178897
ACH-000028,-0.31320300789098066
ACH-000030,-0.3870157372678994
ACH-000035,-0.2840682602552197
ACH-000036,-0.17639269852340747
ACH-000037,-0.29147668822656725
ACH-000039,-0.2386563817826713
ACH-000040,-0.23716388091466625
ACH-000041,-0.17939733457949242
ACH-000042,-0.21895820186774567
ACH-000045,-0.26386718205946746
ACH-000047,-0.06437482050940282
ACH-000052,-0.0270968449070524
ACH-000053,-0.17568102709038208
ACH-000054,-0.23150605966060245
ACH-000055,-0.0973243960409076
ACH-000060,-0.2840942438094482
ACH-000067,-0.24118265958138946
ACH-000070,-0.2086136855447525
ACH-000075,-0.010670125319096871
ACH-000078,-0.1972716832032072
ACH-000082,-0.18354908184408175
ACH-000085,-0.09419243785197064
ACH-000086,-0.21885180285787614
ACH-000087,-0.09241104213920244
ACH-000092,-0.06225532081427956
ACH-000095,-0.17777938311268
ACH-000097,-0.2339528753507624
ACH-000098,-0.19061852355991732
ACH-000099,-0.21379039028328453
ACH-000108,-0.2126912358780967
ACH-000113,-0.31927796033345746
ACH-000116,-0.2097276976881175
ACH-000118,-0.2176907563164523
ACH-000120,-0.22890921788722185
ACH-000123,-0.2166748399192227
ACH-000127,-0.2791891792959668
ACH-000128,-0.05702962021006808
ACH-000132,-0.3178916040475259
ACH-000133,-0.15678127518258764
ACH-000137,-0.36062959491981855
ACH-000138,-0.20853484377226397
ACH-000142,-0.19564567987078316
ACH-000143,-0.21249270088266534
ACH-000146,-0.20334052886847565
ACH-000148,-0.15223316804687914
ACH-000150,-0.12383478039703813
ACH-000152,-0.12223585870430967
ACH-000153,-0.17931722988499552
ACH-000159,-0.2792540565014023
ACH-000160,-0.23266101124817326
ACH-000163,-0.2379918833196311
ACH-000167,-0.03765627033770271
ACH-000168,-0.30171462744120797
ACH-000169,-0.2802729714566667
ACH-000178,-0.1889161182010892
ACH-000183,-0.1943408275183416
ACH-000188,-0.3041834072420592
ACH-000189,-0.1482761578315337
ACH-000190,-0.3191953598671168
ACH-000198,-0.1416699892076342
ACH-000203,-0.475502994614037
ACH-000204,-0.17657798691468551
ACH-000206,-0.3201461511257847
ACH-000207,-0.4174977166717998
ACH-000208,-0.2607885814173935
ACH-000210,-0.2278847110874389
ACH-000211,-0.22619146668181345
ACH-000215,-0.22972703236623945
ACH-000221,-0.13798986615142164
ACH-000222,-0.2333178667404478
ACH-000223,-0.28337792903500403
ACH-000226,-0.19047446836447013
ACH-000227,-0.11602753022266073
ACH-000228,-0.29667237924629863
ACH-000231,-0.3942486077844055
ACH-000232,-0.25979866195377904
ACH-000233,-0.3174240532689723
ACH-000234,-0.13848095599006924
ACH-000235,-0.29206949145368466
ACH-000237,-0.18698759911557572
ACH-000238,-0.14369078502488428
ACH-000242,-0.3043447331662456
ACH-000243,-0.3074912651326357
ACH-000244,-0.045000887373095114
ACH-000246,-0.31305473267598866
ACH-000248,-0.14640457305697518
ACH-000250,-0.2316987060681755
ACH-000251,-0.4066554842861018
ACH-000252,-0.32062606746515165
ACH-000253,-0.1912577349007412
ACH-000255,-0.4111492578552492
ACH-000256,-0.2453317311470092
ACH-000257,-0.1450186282242223
ACH-000258,-0.22233741844055946
ACH-000259,-0.18429912147706826
ACH-000260,-0.2812028114843758
ACH-000261,-0.2130554603540092
ACH-000262,-0.34447063251273885
ACH-000263,-0.3966953278287898
ACH-000264,-0.252818379069328
ACH-000265,-0.21731814831881355
ACH-000266,-0.29088293513253977
ACH-000272,-0.1899739028815779
ACH-000274,-0.13597380213138827
ACH-000277,-0.1813095236770863
ACH-000278,-0.08891202289856337
ACH-000279,-0.2511309405607982
ACH-000280,-0.14337633483564904
ACH-000281,-0.16475485806334006
ACH-000288,-0.3430246987060749
ACH-000291,-0.26617061984603024
ACH-000293,-0.3636539362471299
ACH-000294,-0.3669547598028318
ACH-000295,-0.16603873956795093
ACH-000296,-0.3941406199229416
ACH-000302,-0.1538899157594514
ACH-000304,-0.40535390946432376
ACH-000307,-0.0938887765840681
ACH-000308,-0.23877009296397494
ACH-000310,-0.2750245047496573
ACH-000311,-0.09153170416343566
ACH-000312,-0.11098287422535316
ACH-000315,-0.2399538264181824
ACH-000316,0.003568882197775936
ACH-000317,-0.2317559865489408
ACH-000318,-0.15331177513066294
ACH-000319,-0.24214318539900534
ACH-000320,-0.04615955356850589
ACH-000322,-0.0934074051297564
ACH-000323,-0.3792382488950896
ACH-000324,-0.18017468772471185
ACH-000329,-0.25388462492197666
ACH-000330,0.050466635354860914
ACH-000331,-0.15749255255483466
ACH-000332,-0.2731611866018123
ACH-000334,-0.4028626708653255
ACH-000335,-0.08517271597980411
ACH-000336,-0.2674346268013076
ACH-000337,-0.2500827079372286
ACH-000338,0.19686469351414074
ACH-000339,-0.18547279773682926
ACH-000341,-0.21441530611335266
ACH-000348,-0.2788906793346029
ACH-000350,-0.1203540575543971
ACH-000352,-0.27173089540106826
ACH-000356,-0.2120725050049441
ACH-000361,-0.2401079473422079
ACH-000362,-0.24769827641035866
ACH-000363,-0.1259381309647711
ACH-000364,0.08697356684470149
ACH-000365,-0.22415524110046814
ACH-000366,-0.11741725556590984
ACH-000368,-0.20660171125397286
ACH-000374,-0.3597754803303673
ACH-000375,-0.299914762148792
ACH-000376,-0.363599561246301
ACH-000381,-0.21065151727435769
ACH-000383,-0.2997336272621083
ACH-000387,-0.21152879933731375
ACH-000389,-0.30463205039388
ACH-000390,-0.2361696833098093
ACH-000393,-0.21240781934814187
ACH-000395,-0.22804893444921584
ACH-000396,-0.10944131900630973
ACH-000397,-0.25023417866453834
ACH-000401,-0.11156661443423856
ACH-000402,-0.13784124672611528
ACH-000403,-0.2672404173897072
ACH-000404,-0.09016755855392124
ACH-000406,-0.17550924570977516
ACH-000407,-0.2750742522517
ACH-000408,-0.16441109958815595
ACH-000410,-0.21319037138033384
ACH-000411,-0.1803623342917438
ACH-000414,-0.12346302137457625
ACH-000415,-0.25317221940052403
ACH-000416,-0.12537684460656262
ACH-000420,-0.4210727966856269
ACH-000421,-0.13886541709253686
ACH-000424,-0.2699399805771312
ACH-000425,-0.3498072224973512
ACH-000426,-0.19036155542080507
ACH-000427,-0.2928627907324001
ACH-000433,-0.2135881042031985
ACH-000435,-0.6623348582488938
ACH-000436,-0.06859071152569197
ACH-000444,-0.25313460227869033
ACH-000445,-0.17235850251823398
ACH-000448,-0.3278818840107342
ACH-000450,-0.2244593424448884
ACH-000452,-0.23358436963224796
ACH-000454,-0.1764981612758752
ACH-000458,-0.09379769470822907
ACH-000459,-0.2362624671897342
ACH-000460,-0.22471186865045265
ACH-000461,-0.2667898157794059
ACH-000463,-0.3071614332733292
ACH-000464,-0.2487489755252116
ACH-000466,-0.2659613166722358
ACH-000467,-0.19460143143350767
ACH-000468,-0.218008455606332
ACH-000469,-0.2844353039154441
ACH-000470,-0.25014896731447017
ACH-000471,-0.17332590385001392
ACH-000472,-0.315798466877035
ACH-000473,-0.15151322581911653
ACH-000475,-0.2125649304809224
ACH-000476,-0.4600027873414342
ACH-000477,-0.2513096852445973
ACH-000479,-0.4320736167051277
ACH-000480,-0.12315409497733708
ACH-000481,-0.2580277037495171
ACH-000483,-0.22078783265836865
ACH-000484,-0.23445621242407055
ACH-000485,-0.18386212270142446
ACH-000486,-0.3080726845685925
ACH-000487,-0.14336688173057555
ACH-000488,-0.15729104219845375
ACH-000490,-0.26451932485923874
ACH-000491,-0.16203234556512405
ACH-000495,-0.26275298868969743
ACH-000496,-0.29084645099034345
ACH-000499,-0.22515807487604989
ACH-000500,0.09802621845994802
ACH-000502,-0.1316298717651417
ACH-000503,0.09129720072871793
ACH-000505,-0.2809611833979896
ACH-000507,-0.2436780359977676
ACH-000510,-0.2589847649270376
ACH-000511,-0.2260453506115531
ACH-000512,-0.2028423791759812
ACH-000516,-0.09178494721059176
ACH-000517,-0.2537710420357438
ACH-000518,-0.0836316770324474
ACH-000520,-0.3172461059210813
ACH-000521,0.034594767510117364
ACH-000522,-0.1729442842855575
ACH-000524,-0.13570710560081467
ACH-000527,-0.15337982672565725
ACH-000528,-0.20418351779041286
ACH-000537,-0.4361488166137776
ACH-000541,-0.34642717422186675
ACH-000542,-0.2532107919886015
ACH-000544,-0.21555171508445245
ACH-000545,-0.14590640091246748
ACH-000547,-0.11786482531802478
ACH-000548,-0.3346097059537231
ACH-000549,-0.22032859198976626
ACH-000550,-0.3507574548040991
ACH-000552,-0.1836069577907956
ACH-000556,-0.14676552712691207
ACH-000557,-0.2370124126912073
ACH-000569,-0.22680782241241
ACH-000570,-0.20843855987974505
ACH-000571,-0.24899770254859915
ACH-000573,-0.2934496151800477
ACH-000576,-0.2919104254031409
ACH-000579,-0.15778892156812052
ACH-000580,-0.2182833617406876
ACH-000584,-0.22031582521995632
ACH-000585,-0.2478104200267105
ACH-000588,-0.25720356816076795
ACH-000589,-0.20521451330196144
ACH-000591,-0.4220996656298002
ACH-000593,-0.20540464241628525
ACH-000600,-0.3444603144350427
ACH-000601,-0.19678056305813454
ACH-000605,-0.2345899710116076
ACH-000606,-0.3819362943080052
ACH-000608,-0.3009745028481518
ACH-000614,-0.14633218846281773
ACH-000616,-0.20387495786869686
ACH-000618,-0.27332964410694177
ACH-000619,-0.20213750557384366
ACH-000620,-0.051603633111482215
ACH-000621,-0.13563846935388124
ACH-000622,-0.14443857131961638
ACH-000623,-0.2762704708129926
ACH-000624,-0.24643469477726995
ACH-000627,-0.2453194258229273
ACH-000630,-0.4588201583102159
ACH-000631,-0.09242597489314633
ACH-000632,-0.3107463131768313
ACH-000633,-0.19677562276490346
ACH-000637,-0.2067093424160304
ACH-000638,-0.3031965666586237
ACH-000646,-0.09186516627464801
ACH-000647,-0.22753684459470225
ACH-000648,-0.1978810076836892
ACH-000649,-0.3121514530387544
ACH-000651,-0.32556449453917063
ACH-000652,-0.1713956049041195
ACH-000653,-0.3946530442611117
ACH-000657,-0.20349249982006895
ACH-000658,-0.11800333116943415
ACH-000661,-0.222156954741748
ACH-000662,-0.2897987139208061
ACH-000663,-0.25488309682313753
ACH-000665,-0.295375693178136
ACH-000671,-0.2067553402006929
ACH-000672,-0.19607880931465535
ACH-000673,-0.15669677136164425
ACH-000676,-0.22949008350554145
ACH-000677,-0.21036932118444487
ACH-000681,-0.15477965693029438
ACH-000683,-0.2277188826124036
ACH-000684,-0.3064547369902904
ACH-000688,-0.19924477278093472
ACH-000693,-0.2924819394815793
ACH-000694,-0.19080538346259696
ACH-000695,-0.09279144742980752
ACH-000696,-0.2175018515346227
ACH-000697,-0.1730823959031076
ACH-000699,-0.3058395151783347
ACH-000701,-0.1080641206847922
ACH-000706,-0.22571414473270074
ACH-000711,-0.4004617075115509
ACH-000713,-0.07003608940159521
ACH-000714,-0.2856306612484667
ACH-000718,-0.19969842264383827
ACH-000720,-0.2136739436466556
ACH-000721,-0.21876191741915316
ACH-000724,-0.09434425826353177
ACH-000725,-0.048846956011738635
ACH-000732,-0.2031765516713448
ACH-000734,-0.12126421872905754
ACH-000735,-0.2294801107195431
ACH-000736,-0.28359498352459483
ACH-000738,-0.2776717399649549
ACH-000746,-0.19502721358671
ACH-000747,-0.15730659542127404
ACH-000748,-0.2609465805671462
ACH-000753,-0.259016571857078
ACH-000756,-0.2753228635170507
ACH-000757,-0.12965372229710684
ACH-000758,-0.1996394236455566
ACH-000760,-0.20479409897909706
ACH-000762,-0.2337824212941159
ACH-000763,-0.1039355885262352
ACH-000764,-0.4851249422122305
ACH-000765,-0.12251402033761652
ACH-000766,-0.2260576050699489
ACH-000767,-0.2162152157151508
ACH-000768,-0.2662188303192464
ACH-000769,-0.18018643665470452
ACH-000770,-0.4092509262217549
ACH-000771,-0.061750290338705514
ACH-000773,-0.3336227323311854
ACH-000776,-0.2113199710812436
ACH-000777,-0.29767924737257107
ACH-000778,-0.12270045108553305
ACH-000781,-0.19030240737025386
ACH-000782,-0.26123566800059544
ACH-000783,-0.3070265159647241
ACH-000784,-0.17333736208532133
ACH-000785,-0.270361790251274
ACH-000787,-0.2603097116262445
ACH-000788,-0.15015191346655862
ACH-000791,-0.2627518249516372
ACH-000792,-0.11639608862676053
ACH-000794,-0.15412532601820447
ACH-000796,-0.2638772377285605
ACH-000798,-0.3216114265700781
ACH-000799,-0.450592834351423
ACH-000800,-0.1097767779775204
ACH-000802,-0.2433488843142684
ACH-000804,-0.1937436803496554
ACH-000805,-0.2074549598623616
ACH-000809,-0.32942319562733025
ACH-000810,-0.09837595424183043
ACH-000811,-0.2472233182877601
ACH-000817,-0.33912498424727033
ACH-000819,-0.24851423131936454
ACH-000820,-0.4872101507671567
ACH-000821,-0.2198492161241341
ACH-000822,-0.256972005705459
ACH-000823,-0.11743867446319628
ACH-000824,-0.2895808810851646
ACH-000827,-0.2473120850842261
ACH-000829,-0.09828055208516524
ACH-000831,-0.17256818033892776
ACH-000832,-0.4404373697268905
ACH-000833,0.05166292276631096
ACH-000834,-0.06929794103262334
ACH-000835,-0.2711129119303601
ACH-000836,-0.1893345322830836
ACH-000837,-0.17507777084365952
ACH-000838,-0.21273221052510025
ACH-000839,-0.1349030148040206
ACH-000840,0.030530550954086695
ACH-000841,-0.2413985372419763
ACH-000843,-0.17857875342276922
ACH-000846,-0.14782269416297514
ACH-000847,-0.16822380613631774
ACH-000848,-0.11532868789122536
ACH-000849,-0.2230010522204321
ACH-000851,-0.363060628935142
ACH-000855,-0.21699669390434226
ACH-000856,-0.10015078346789127
ACH-000858,-0.1822670994565632
ACH-000859,-0.3344059172704492
ACH-000861,-0.3717894534554789
ACH-000862,-0.056159945749057534
ACH-000865,-0.2795964399909831
ACH-000866,-0.18257034904595268
ACH-000867,-0.1638030661613139
ACH-000869,-0.1402114832769776
ACH-000872,-0.17186111743330573
ACH-000873,-0.2702360739585252
ACH-000876,-0.3439628106141875
ACH-000878,-0.3563987567966183
ACH-000880,-0.048011715298945545
ACH-000881,-0.10794495376450404
ACH-000882,-0.05873601068266721
ACH-000884,-0.22367426508147847
ACH-000885,-0.2669182189621465
ACH-000887,-0.24018786348444685
ACH-000889,-0.16809837646513534
ACH-000896,-0.12277470597228254
ACH-000898,-0.1902406051541259
ACH-000900,-0.20429497668425067
ACH-000901,-0.26536650551183444
ACH-000905,-0.2334021456886809
ACH-000906,-0.09027487163485727
ACH-000907,-0.10124006823753473
ACH-000910,-0.12865838654929296
ACH-000911,-0.20261626599002966
ACH-000912,-0.2553125538472045
ACH-000913,-0.1996799820710532
ACH-000915,-0.2964444903734161
ACH-000916,-0.2739582519076991
ACH-000917,-0.06353864860005219
ACH-000920,-0.2952922516950456
ACH-000921,-0.15904382771011275
ACH-000924,-0.3837574257899163
ACH-000926,-0.3384704076648035
ACH-000928,-0.3181470011678776
ACH-000929,-0.31610274405360245
ACH-000932,-0.22681072119906964
ACH-000935,-0.27177170569394377
ACH-000936,-0.3828009684323878
ACH-000937,-0.2813947198900919
ACH-000938,-0.3182790981758898
ACH-000939,-0.13666154822057602
ACH-000941,-0.22467424765242971
ACH-000943,-0.07987501405271315
ACH-000946,-0.2108071544876085
ACH-000947,-0.2383325548890457
ACH-000948,-0.12214774455371576
ACH-000950,-0.2377511769054033
ACH-000953,-0.3231693303542047
ACH-000954,-0.12009650454497794
ACH-000957,-0.2033127373123629
ACH-000958,-0.2669341403801791
ACH-000960,-0.28441570679975103
ACH-000963,-0.11876585710299868
ACH-000968,-0.1890032269956408
ACH-000969,-0.14415139158978554
ACH-000972,-0.6159081125409889
ACH-000973,-0.1988631588454432
ACH-000974,-0.1232159543652111
ACH-000978,-0.02464023799162033
ACH-000984,-0.19239744930636107
ACH-000986,-0.33863025409939457
ACH-000988,-0.2250877104332332
ACH-000993,-0.4342583232530492
ACH-000994,-0.3243992423183852
ACH-000996,-0.07041237407830958
ACH-001001,-0.20338285683398175
ACH-001020,-0.12504706020537376
ACH-001028,-0.30150395731221785
ACH-001031,-0.12567128751826698
ACH-001038,-0.36485259508560575
ACH-001048,-0.30080497300771114
ACH-001050,-0.356481586339557
ACH-001053,0.04545005188583875
ACH-001054,0.01800660121171447
ACH-001061,-0.2335696363514136
ACH-001067,-0.22785008360657635
ACH-001075,-0.2332627679192185
ACH-001096,-0.06829584410328311
ACH-001111,-0.10997315114529163
ACH-001119,-0.21318583650298956
ACH-001128,-0.14361514061341055
ACH-001134,-0.18458603315372807
ACH-001151,-0.2684769992162344
ACH-001163,-0.3371277375874013
ACH-001164,-0.05000159981668295
ACH-001183,-0.23057292436392046
ACH-001192,-0.26272810349881104
ACH-001193,-0.3384382100211948
ACH-001196,-0.0442414939220677
ACH-001197,-0.2514097729489178
ACH-001205,-0.5157098046888912
ACH-001211,-0.04850964398806787
ACH-001212,-0.16318241083382434
ACH-001228,-0.30212801512787224
ACH-001232,-0.3828223620529101
ACH-001239,-0.16708709320595516
ACH-001270,-0.3772922432883444
ACH-001274,-0.34170312754847465
ACH-001275,-0.2301145772965355
ACH-001277,-0.3917763138019159
ACH-001278,-0.1495142861247679
