,TPMT (7172)
ACH-000374,-0.2414407780265383
ACH-000375,-0.18865459111679173
ACH-000376,-0.21903729080413356
ACH-000381,-0.04859751416666234
ACH-000383,-0.15854747608187889
ACH-000387,-0.16409123532654907
ACH-000389,-0.05781613082195769
ACH-000390,-0.11362536722018975
ACH-000393,-0.20088322459231334
ACH-000395,-0.13916303128794927
ACH-000396,-0.08801080147564969
ACH-000397,-0.1901238767654918
ACH-000401,-0.12724621452448828
ACH-000402,-0.11637413136217352
ACH-000403,-0.2339338191677818
ACH-000404,-0.23744175032159695
ACH-000406,-0.18415793310837736
ACH-000407,-0.1259099039116628
ACH-000408,0.15314691372644595
ACH-000410,-0.13607090821430276
ACH-000411,-0.13165669876809216
ACH-000414,-0.1191328570207914
ACH-000415,-0.10816646261804573
ACH-000416,-0.12401450483063332
ACH-000420,-0.21181715692429184
ACH-000421,-0.13207866527344364
ACH-000424,-0.2354547043057236
ACH-000425,-0.09964946416436783
ACH-000426,0.052729415322322906
ACH-000427,-0.08239138524545214
ACH-000433,-0.05749990331048205
ACH-000435,-0.015854934781658704
ACH-000436,-0.09321414966688256
ACH-000444,-0.029713767739650614
ACH-000445,-0.3958834984053867
ACH-000448,-0.13586744302651615
ACH-000450,-0.21328105893885585
ACH-000452,-0.15134489388765648
ACH-000454,-0.2479775980173694
ACH-000458,-0.203568021079165
ACH-000459,-0.1485613787330435
ACH-000460,-0.1985414054678888
ACH-000461,-0.016027957093808484
ACH-000463,-0.10186412092345866
ACH-000464,-0.12207448946218286
ACH-000466,-0.13697632275041982
ACH-000467,-0.2398319899400384
ACH-000468,-0.05716101877404295
ACH-000469,-0.10731633031807468
ACH-000470,-0.19976915834010764
ACH-000471,-0.2135041021106716
ACH-000472,-0.177217306426064
ACH-000473,-0.0782255053492875
ACH-000475,-0.17680556746491066
ACH-000476,-0.07045675000103588
ACH-000477,-0.13305793140121625
ACH-000479,-0.1936364434545778
ACH-000480,-0.04816229282380241
ACH-000481,-0.17368972517480036
ACH-000483,-0.024323267647602717
ACH-000484,-0.06733123935367433
ACH-000485,0.037021088442888886
ACH-000486,-0.1831232654191604
ACH-000487,-0.2369195513255101
ACH-000488,-0.1404892124452075
ACH-000490,-0.2501861095226301
ACH-000491,-0.159231871190693
ACH-000495,0.02607837621327836
ACH-000496,-0.007637124538642934
ACH-000499,-0.2781310207123908
ACH-000500,0.35791293784857464
ACH-000502,-0.08729545157570114
ACH-000503,0.1298256802779065
ACH-000505,-0.18429537103019966
ACH-000507,-0.04142715082677186
ACH-000510,-0.09457969700874144
ACH-000511,-0.07443693149119468
ACH-000512,-0.29937932173355114
ACH-000516,-0.2898769640962285
ACH-000517,-0.1011883041389154
ACH-000518,-0.26687582853080405
ACH-000520,-0.15872884160469594
ACH-000521,-0.13444771069069386
ACH-000522,-0.0585402314420591
ACH-000524,-0.3581544699159816
ACH-000527,-0.16435352656365745
ACH-000528,-0.10481199979369347
ACH-000537,0.0062336168054972
ACH-000541,-0.2448209516916801
ACH-000542,-0.166442015266729
ACH-000544,-0.01946076618189597
ACH-000545,-0.11030374427467188
ACH-000547,-0.3301458313849013
ACH-000548,-0.09489290263850207
ACH-000549,-0.230796648148132
ACH-000550,-0.1385086233138333
ACH-000552,-0.09359743383949624
ACH-000556,-0.13997701151715722
ACH-000557,-0.01384811025711355
ACH-000569,-0.14735967042558445
ACH-000570,-0.15075813117690662
ACH-000571,-0.14934555588005258
ACH-000573,-0.2464515754695608
ACH-000576,-0.09394391149383986
ACH-000579,-0.24185692126459585
ACH-000580,-0.17677404387124726
ACH-000584,-0.19334561121611332
ACH-000585,-0.3011527455900058
ACH-000588,-0.037051297471857855
ACH-000589,-0.07359481597813855
ACH-000591,-0.1736183602667927
ACH-000593,-0.0798905363645584
ACH-000600,-0.11410749214341814
ACH-000601,-0.07970214754901851
ACH-000605,-0.16327860086687485
ACH-000606,-0.09133625011487832
ACH-000608,-0.22217630771927213
ACH-000614,-0.11566913596423492
ACH-000616,-0.11385033049406895
ACH-000618,-0.0621288997120166
ACH-000619,-0.2879949045459217
ACH-000620,-0.193550955331354
ACH-000621,-0.06347931468623642
ACH-000622,-0.28008489839340284
ACH-000623,-0.07966976895755107
ACH-000624,-0.043721971838404136
ACH-000627,-0.14169981351146851
ACH-000630,-0.1900170606399135
ACH-000631,-0.16972379019061218
ACH-000632,-0.14797480330036458
ACH-000633,-0.16997118512351958
ACH-000637,-0.1949335999884548
ACH-000638,-0.1076007504749856
ACH-000646,-0.19666221211157
ACH-000647,-0.07832580396078714
ACH-000648,-0.17177136813701044
ACH-000649,-0.11081305571445622
ACH-000651,-0.09880611709488893
ACH-000652,-0.283588190723149
ACH-000653,-0.1648960675703599
ACH-000657,-0.2189222250088559
ACH-000658,-0.40000083764940375
ACH-000661,-0.06164782772207985
ACH-000662,-0.05346207995517208
ACH-000663,-0.11511067234618234
ACH-000665,-0.12688017943757218
ACH-000671,-0.15533181128748408
ACH-000672,-0.1442820914492334
ACH-000673,-0.1302106213585646
ACH-000676,-0.15070202931510152
ACH-000677,-0.15627029072947174
ACH-000681,-0.06749451449099922
ACH-000683,-0.1775632153928667
ACH-000684,-0.3888966602440682
ACH-000688,-0.2393679834824469
ACH-000693,-0.10211531583170308
ACH-000694,-0.005992122392989584
ACH-000695,-0.10325691082177188
ACH-000696,-0.19326926192093224
ACH-000697,-0.11153560453706927
ACH-000699,-0.15280531874310704
ACH-000701,-0.21984715284996725
ACH-000706,-0.0764503573517315
ACH-000711,-0.2519291727707276
ACH-000713,-0.3872760848853542
ACH-000714,-0.050864148709695585
ACH-000718,-0.13257779161893374
ACH-000720,0.016246527163524867
ACH-000721,-0.058305285509728286
ACH-000724,-0.2468508390488283
ACH-000725,-0.1640291763627646
ACH-000732,0.08726625885615917
ACH-000734,-0.1337004917510041
ACH-000735,-0.0628001151087323
ACH-000736,-0.10660774357386776
ACH-000738,-0.055200506294529994
ACH-000746,-0.14426020025798708
ACH-000747,-0.11049886862254113
ACH-000748,-0.12155634262564825
ACH-000753,-0.4461888859140135
ACH-000756,-0.17091430791512302
ACH-000757,-0.12047398535428397
ACH-000758,-0.004150910819469681
ACH-000760,-0.16053959352151118
ACH-000762,0.08944191836440378
ACH-000763,-0.06632020103012154
ACH-000764,-0.0730820947222084
ACH-000765,-0.18962748659244
ACH-000766,0.021427427984005144
ACH-000767,-0.2321253504891196
ACH-000768,-0.15826285262709042
ACH-000769,-0.06086182693274182
ACH-000770,-0.0995415638896438
ACH-000771,-0.03828861243663745
ACH-000773,-0.08571917655892941
ACH-000776,-0.30582783594046625
ACH-000777,-0.07921893767714397
ACH-000778,-0.10922434247385553
ACH-000781,-0.1077768990304112
ACH-000782,-0.00427610653014135
ACH-000783,-0.2833377008980166
ACH-000784,-0.15314711983371887
ACH-000785,-0.07363647215136146
ACH-000787,-0.19208244931828045
ACH-000788,-0.12177465591301137
ACH-000791,-0.14401183239571
ACH-000792,-0.17050773542242334
ACH-000794,-0.15640149040786774
ACH-000796,-0.20083445706482936
ACH-000798,-0.3848526686722703
ACH-000799,-0.1485242044433606
ACH-000800,-0.1722271686095674
ACH-000802,-0.10217144882889696
ACH-000804,-0.3639751921692692
ACH-000805,-0.16597589075985125
ACH-000809,-0.12946404205707113
ACH-000810,-0.26125235897934723
ACH-000811,-0.19971560404974084
ACH-000817,-0.22189152741018828
ACH-000819,-0.22451896422565198
ACH-000820,-0.2498616992395717
ACH-000821,-0.02376133347138553
ACH-000822,-0.1107145367796182
ACH-000823,-0.031276054757421644
ACH-000824,-0.041662971237660835
ACH-000827,-0.1487015222363769
ACH-000829,-0.14422629093501702
ACH-000831,-0.05330571658852327
ACH-000832,-0.11095700586917888
ACH-000833,-0.09434099444004124
ACH-000834,-0.2695122694660345
ACH-000835,-0.06894895664452977
ACH-000836,-0.08603273372668134
ACH-000837,-0.11666178614859513
ACH-000838,-0.08489979168305856
ACH-000839,-0.16663698799074006
ACH-000840,-0.09567424808350683
ACH-000841,-0.17588864318674555
ACH-000843,-0.07700378359363358
ACH-000846,-0.13390722159276672
ACH-000847,-0.2626993363820321
ACH-000848,-0.3642285497103605
ACH-000849,-0.1754502103375724
ACH-000851,0.03639326025973536
ACH-000855,-0.2571654447854693
ACH-000856,-0.2828290706377006
ACH-000858,-0.2200683742106562
ACH-000859,0.05362873112127265
ACH-000861,-0.11610294308001674
ACH-000862,-0.1184074917534114
ACH-000865,-0.2260332655793172
ACH-000866,-0.08465349198698949
ACH-000867,-0.1806019149290116
ACH-000869,-0.07540111288000803
ACH-000872,-0.1271342395080284
ACH-000873,0.00020810452033777888
ACH-000876,-0.3003657447496501
ACH-000878,-0.012656566990015305
ACH-000880,-0.2522915345228109
ACH-000881,-0.11302984690034132
ACH-000882,-0.2599908239216248
ACH-000884,-0.2438589435023727
ACH-000885,-0.1285370507871634
ACH-000887,-0.20820649005689476
ACH-000889,0.024475876479318696
ACH-000896,-0.1989498530847028
ACH-000898,-0.07485218201071911
ACH-000900,-0.04454305512876694
ACH-000901,-0.03625937909739911
ACH-000905,-0.17570154911066127
ACH-000906,-0.1114939806149379
ACH-000907,0.0005515372112712575
ACH-000910,-0.11134203430721352
ACH-000911,-0.1041953883157564
ACH-000912,-0.0965450062986872
ACH-000913,-0.11332770762636085
ACH-000915,-0.15624058959294773
ACH-000916,-0.16941196634144529
ACH-000917,-0.14146506002027204
ACH-000920,0.0932342507236251
ACH-000921,-0.14189834983257374
ACH-000924,-0.0918634650546951
ACH-000926,-0.2050071874708688
ACH-000928,-0.09663425812222612
ACH-000929,-0.44393244616766414
ACH-000932,-0.3007704692418245
ACH-000935,-0.05264336110392037
ACH-000936,-0.05074365430808108
ACH-000937,-0.12743480089146594
ACH-000938,0.03749019055698625
ACH-000939,-0.045443791298486934
ACH-000941,-0.08760585239681548
ACH-000943,-0.15161117201486488
ACH-000946,-0.13352009011601898
ACH-000947,-0.07561361797931737
ACH-000948,-0.12488382539657628
ACH-000950,-0.19262659697686607
ACH-000953,-0.06561713455832523
ACH-000954,-0.3649931976952012
ACH-000957,-0.1434351442577978
ACH-000958,-0.2635279585855074
ACH-000960,-0.08670784444493326
ACH-000963,-0.0739359636238123
ACH-000968,-0.2260611287308661
ACH-000969,-0.03644688552917391
ACH-000972,-0.4058340338291053
ACH-000973,-0.14898949874410328
ACH-000974,-0.19654610108397624
ACH-000978,-0.07511363723956707
ACH-000984,-0.17493370693127808
ACH-000986,-0.06381164768023816
ACH-000988,-0.14684889538275492
ACH-000993,0.07078143611970113
ACH-000994,-0.10993543105598864
ACH-000996,-0.2046581194340216
ACH-001001,-0.19211299663078216
ACH-001020,-0.23427479383373676
ACH-001028,-0.025731263594102462
ACH-001031,-0.014083768384764682
ACH-001038,-0.2767531816580474
ACH-001048,-0.09257561586981056
ACH-001050,-0.1983093341756698
ACH-001053,-0.29860814177918843
ACH-001054,-0.2114880322823416
ACH-001061,-0.20552256688045809
ACH-001067,-0.19609141516421466
ACH-001075,-0.0676366709597376
ACH-001096,-0.13898013796175712
ACH-001111,-0.2629280146339659
ACH-001119,-0.17346522041337842
ACH-001128,-0.18452761332169101
ACH-001134,0.00403113864127165
ACH-001151,-0.22410730929987613
ACH-001163,-0.15492938361792002
ACH-001164,0.05222743713342786
ACH-001183,-0.008965289127672305
ACH-001192,-0.16447160375385242
ACH-001193,-0.06637355905787591
ACH-001196,-0.11481537983471388
ACH-001197,-0.030225442955718117
ACH-001205,-0.4146275785081926
ACH-001211,-0.26109899285824784
ACH-001212,-0.12680286383751382
ACH-001228,-0.21083693387582267
ACH-001232,-0.06750679836714572
ACH-001239,-0.13992647868474814
ACH-001270,-0.32879004534355577
ACH-001274,3.728498911393344e-05
ACH-001275,-0.2873330929011026
ACH-001277,-0.020085605639551658
ACH-001278,-0.2706901579490341
ACH-001280,-0.21166754143359764
ACH-001283,-0.03846206204167242
ACH-001289,-0.1373738185984235
ACH-001300,-0.23778500547162754
ACH-001301,-0.14108321342632354
ACH-001302,0.033261193668144486
ACH-001306,-0.19124965780923456
ACH-001318,0.00212547230048334
ACH-001322,-0.058628844465329774
ACH-001328,-0.09539356604385253
ACH-001332,-0.29630977989873164
ACH-001336,-0.17789725750814045
ACH-001346,-0.1927822551781323
ACH-001353,-0.09920922485151118
ACH-001354,-0.11979237117211004
ACH-001367,-0.0309002674478281
ACH-001368,-0.23782834258847185
ACH-001374,-0.2642742414813655
ACH-001377,-0.15467196485674414
ACH-001380,-0.14787764430048125
ACH-001391,-0.16042516217289432
ACH-001408,-0.2211501655824598
ACH-001430,-0.3237105040245721
ACH-001431,-0.1536843635036401
ACH-001450,-0.2879270209394764
ACH-001496,-0.15566434341538252
ACH-001500,-0.07592134297264751
ACH-001523,-0.3062885897631786
ACH-001532,-0.223943924562797
ACH-001550,0.043379598306870236
ACH-001552,-0.3045132543369464
ACH-001554,-0.19811356960275447
ACH-001654,-0.1106237908098294
ACH-001735,-0.06476321618090664
ACH-001736,-0.06422600066335378
ACH-001737,-0.1458447348705696
ACH-001740,-0.1359434900011815
ACH-001745,-0.22574633743059264
ACH-001765,-0.1383615532666739
