,PPCS (79717)
ACH-000426,-0.04350169217361501
ACH-000427,-0.20481159383850736
ACH-000433,-0.19535809669521187
ACH-000435,-0.4363114074038487
ACH-000436,-0.12920634340113746
ACH-000444,-0.06484128000614423
ACH-000445,-0.2036462742488377
ACH-000448,-0.2459027009503272
ACH-000450,-0.3595558583373554
ACH-000452,-0.1837400116818093
ACH-000454,-0.434221240527377
ACH-000458,-0.20335503613768247
ACH-000459,-0.5161199246702236
ACH-000460,-0.3385179219430868
ACH-000461,-0.2903627777777241
ACH-000463,-0.014139637374826337
ACH-000464,-0.30998317418108123
ACH-000466,-0.211537465329086
ACH-000467,-0.10134113207103616
ACH-000468,-0.1811786991964705
ACH-000469,-0.042231079725675184
ACH-000470,-0.04442770629155185
ACH-000471,-0.2595492230753765
ACH-000472,-0.1750028499267783
ACH-000473,-0.07183426340796817
ACH-000475,-0.08600030987019512
ACH-000476,-0.22247969094638892
ACH-000477,-0.29226598494095163
ACH-000479,-0.10642160149943987
ACH-000480,-0.13328394743225416
ACH-000481,-0.13191969828710495
ACH-000483,-0.2529785371966939
ACH-000484,-0.1315694108093107
ACH-000485,0.0016346553642752506
ACH-000486,-0.07566984438168542
ACH-000487,-0.4750828208510866
ACH-000488,-0.0946137380796174
ACH-000490,-0.07415402960222776
ACH-000491,-0.06449903758964143
ACH-000495,-0.22007038567950252
ACH-000496,-0.2841563156008702
ACH-000499,-0.12457318579510596
ACH-000500,-0.407091627568206
ACH-000502,-0.2727099862559296
ACH-000503,-0.41944958309493297
ACH-000505,-0.1464432713506318
ACH-000507,-0.3027978319922082
ACH-000510,-0.07525335590708257
ACH-000511,-0.3488874157554587
ACH-000512,-0.27329607631469754
ACH-000516,-0.15053601237146547
ACH-000517,-0.14111877642381646
ACH-000518,-0.1150616418294532
ACH-000520,-0.21578010823655128
ACH-000521,-0.2382472941238877
ACH-000522,-0.17124478072213814
ACH-000524,-0.21710030817559212
ACH-000527,-0.07570750155724851
ACH-000528,-0.1751737097409663
ACH-000537,-0.10669352380720408
ACH-000541,-0.2946377950427521
ACH-000542,-0.18808329340792584
ACH-000544,-0.2385654792919799
ACH-000545,-0.19805598193922005
ACH-000547,-0.15791758580399898
ACH-000548,-0.12692810513710212
ACH-000549,-0.04601496385904241
ACH-000550,-0.35256424261771363
ACH-000552,-0.1593054200763677
ACH-000556,-0.3827791847020296
ACH-000557,-0.0152296420449323
ACH-000569,0.06255071177512461
ACH-000570,-0.19616060362941196
ACH-000571,-0.2455896530271582
ACH-000573,-0.16418551416803168
ACH-000576,-0.35366718750736303
ACH-000579,-0.2197665592591196
ACH-000580,-0.3114974853649256
ACH-000584,-0.2790755503494156
ACH-000585,-0.19094633022300614
ACH-000588,-0.33022368516571954
ACH-000589,-0.13879412954631254
ACH-000591,-0.13564363739482632
ACH-000593,-0.13965455333740312
ACH-000600,-0.2121519466313392
ACH-000601,-0.4158762713324172
ACH-000605,-0.17040253785297804
ACH-000606,-0.076142197295337
ACH-000608,-0.19779519465239745
ACH-000614,-0.2336037924411798
ACH-000616,-0.0431430953771677
ACH-000618,-0.2900257870954769
ACH-000619,-0.31089197479176506
ACH-000620,-0.2579344446904749
ACH-000621,-0.16351647681842466
ACH-000622,-0.2995372688259241
ACH-000623,-0.15924054404104152
ACH-000624,-0.2030825386605404
ACH-000627,-0.254208463540174
ACH-000630,-0.2305670993513131
ACH-000631,-0.17844278398025265
ACH-000632,-0.2146347741931868
ACH-000633,-0.15898053984320687
ACH-000637,-0.08280756974385532
ACH-000638,-0.1424273426233235
ACH-000646,-0.2841750386316805
ACH-000647,-0.2166834486097848
ACH-000648,-0.1921044663502793
ACH-000649,-0.11625484716308915
ACH-000651,-0.100624481180828
ACH-000652,-0.3153418178960546
ACH-000653,-0.3068275642559731
ACH-000657,0.011869657966634332
ACH-000658,-0.22419487842127414
ACH-000661,-0.2667514141064292
ACH-000662,-0.028423531076284862
ACH-000663,-0.206797347222137
ACH-000665,-0.13861809649790646
ACH-000671,-0.12571954380739794
ACH-000672,-0.17463119303122765
ACH-000673,-0.13980172152243472
ACH-000676,-0.3038293701618179
ACH-000677,-0.2745436037930292
ACH-000681,-0.0632379666719753
ACH-000683,-0.2708128493333413
ACH-000684,-0.21289731557471991
ACH-000688,-0.11898446002440935
ACH-000693,-0.14429857818051134
ACH-000694,-0.13113719119723186
ACH-000695,-0.054888519562530914
ACH-000696,-0.024324375992968456
ACH-000697,-0.18506822725801206
ACH-000699,-0.26298914234312243
ACH-000701,-0.2593293289398543
ACH-000706,-0.18194094405254607
ACH-000711,-0.4830266440552104
ACH-000713,-0.24109000573742664
ACH-000714,-0.2845770081946405
ACH-000718,-0.1633719023680431
ACH-000720,-0.15914174040683118
ACH-000721,-0.07980228810873961
ACH-000724,-0.13968759288051855
ACH-000725,-0.19395149969875727
ACH-000732,-0.19380867153734732
ACH-000734,-0.18337614897179508
ACH-000735,-0.23506259190990084
ACH-000736,-0.3841752336041994
ACH-000738,-0.04991995448186065
ACH-000746,-0.3828802989688996
ACH-000747,-0.2862964061737454
ACH-000748,-0.08040367588288856
ACH-000753,-0.2421034153737659
ACH-000756,-0.06207234407813592
ACH-000757,-0.18434171070879116
ACH-000758,-0.3723619101422125
ACH-000760,-0.09025182506110542
ACH-000762,-0.09560700317088404
ACH-000763,-0.3461175770918184
ACH-000764,-0.10997012632721054
ACH-000765,-0.37232889432149663
ACH-000766,-0.4312613517877337
ACH-000767,-0.12112848747297975
ACH-000768,-0.5226969215132856
ACH-000769,-0.1370887839132124
ACH-000770,-0.4447597802698989
ACH-000771,-0.11856767215494395
ACH-000773,-0.11957909127877275
ACH-000776,-0.057083864393172326
ACH-000777,-0.16592416804603008
ACH-000778,-0.24385573692929785
ACH-000781,-0.03922465200473162
ACH-000782,-0.3999462133887343
ACH-000783,-0.21745594212985814
ACH-000784,-0.039970118135045786
ACH-000785,-0.3812813991498809
ACH-000787,-0.17722912833213508
ACH-000788,-0.04160848118852761
ACH-000791,-0.25192820957477635
ACH-000792,-0.10158551351063004
ACH-000794,-0.32208378492284456
ACH-000796,-0.2119566479014464
ACH-000798,-0.03094993861587108
ACH-000799,-0.3215938862182718
ACH-000800,-0.3264086139450596
ACH-000802,0.009507547073811148
ACH-000804,-0.36225129006387896
ACH-000805,-0.252857151239592
ACH-000809,-0.14797184252952802
ACH-000810,-0.2675829040008105
ACH-000811,-0.19223841955254967
ACH-000817,-0.3521814685261352
ACH-000819,-0.20673155625004688
ACH-000820,-0.25427889635239925
ACH-000821,-0.22448952409573014
ACH-000822,-0.28499206920551584
ACH-000823,-0.21789424971382249
ACH-000824,-0.07712130710364952
ACH-000827,-0.036334126409842266
ACH-000829,-0.318658377748784
ACH-000831,-0.08992879196652878
ACH-000832,-0.2438709862328054
ACH-000833,0.03655876693690117
ACH-000834,-0.1596860789005809
ACH-000835,-0.14106201901582965
ACH-000836,-0.19870973936112074
ACH-000837,-0.2971411576015248
ACH-000838,-0.4148035238202036
ACH-000839,-0.1672243346608945
ACH-000840,-0.2089072665355839
ACH-000841,-0.0988413270567896
ACH-000843,-0.27361490604391986
ACH-000846,-0.23924251606585084
ACH-000847,-0.1827974120586374
ACH-000848,-0.035500256491414084
ACH-000849,-0.16455573767276646
ACH-000851,-0.33323666701617394
ACH-000855,-0.19836116978470952
ACH-000856,-0.10470909063915748
ACH-000858,-0.05092696502911705
ACH-000859,-0.17176529375735747
ACH-000861,-0.33458716564309715
ACH-000862,-0.2277745641874029
ACH-000865,-0.10661291030711037
ACH-000866,-0.11414843564026897
ACH-000867,-0.08532953547154824
ACH-000869,-0.35599607545085465
ACH-000872,-0.258283261193584
ACH-000873,-0.3112311558117555
ACH-000876,-0.01600734939852912
ACH-000878,-0.16661198649380712
ACH-000880,-0.17393130269820364
ACH-000881,-0.09986863861162766
ACH-000882,-0.2471203769713635
ACH-000884,-0.2828181045027339
ACH-000885,0.003516089601106889
ACH-000887,-0.19206945642608186
ACH-000889,-0.31165814226747823
ACH-000896,-0.2640450558921668
ACH-000898,-0.24755902968487645
ACH-000900,-0.04969427878520663
ACH-000901,-0.14179117179444176
ACH-000905,-0.061357752128410735
ACH-000906,-0.10894160879414368
ACH-000907,-0.1600031544758354
ACH-000910,-0.05562604020769936
ACH-000911,0.020760830232676303
ACH-000912,-0.3934697594030933
ACH-000913,-0.2088033245366677
ACH-000915,-0.14117863552919674
ACH-000916,-0.18915981002539145
ACH-000917,-0.3726300394453718
ACH-000920,-0.21370218802559224
ACH-000921,-0.34794858936821976
ACH-000924,-0.2120023899358759
ACH-000926,-0.1936029517159446
ACH-000928,-0.15470905643588928
ACH-000929,0.15362175898425967
ACH-000932,-0.2637374889764711
ACH-000935,0.04652428704552161
ACH-000936,-0.10093577438967173
ACH-000937,-0.5239927259903708
ACH-000938,-0.4306150549316984
ACH-000939,-0.010461104520448105
ACH-000941,-0.2888303470809467
ACH-000943,-0.31492207020501656
ACH-000946,-0.3556022835613383
ACH-000947,-0.16287154786170127
ACH-000948,-0.2062098768863156
ACH-000950,-0.15008052582584555
ACH-000953,-0.22069645430281246
ACH-000954,-0.4158677745325069
ACH-000957,-0.18285555182640756
ACH-000958,-0.0790729123020512
ACH-000960,-0.35984886536413635
ACH-000963,-0.3405564821159193
ACH-000968,-0.2293371997312843
ACH-000969,-0.150394347846721
ACH-000972,-0.016052295203993476
ACH-000973,-0.127582504862519
ACH-000974,-0.2616788116261936
ACH-000978,-0.29976025239883863
ACH-000984,-0.12540147442603575
ACH-000986,-0.2680213562151976
ACH-000988,-0.3441698675561762
ACH-000993,-0.2843889775617975
ACH-000994,-0.2974512477506305
ACH-000996,-0.15569872765336934
ACH-001001,-0.08343931770679468
ACH-001020,-0.1345945589113341
ACH-001028,-0.08074490610500533
ACH-001031,-0.09577864282511524
ACH-001038,-0.04932791682918974
ACH-001048,-0.23234562491353303
ACH-001050,-0.2081456071245878
ACH-001053,-0.21048702927922067
ACH-001054,-0.3032454497816701
ACH-001061,-0.15936390685482574
ACH-001067,0.013395796629371737
ACH-001075,-0.025155771871410385
ACH-001096,-0.043865494477368386
ACH-001111,-0.21201500742529894
ACH-001119,-0.10062064288211382
ACH-001128,-0.4580413919722902
ACH-001134,-0.5343540164917898
ACH-001151,-0.346969706084897
ACH-001163,-0.40058966262492535
ACH-001164,-0.19226261666993436
ACH-001183,-0.05019387365385405
ACH-001192,-0.17835427621970884
ACH-001193,-0.2253646718701409
ACH-001196,-0.26421511788351204
ACH-001197,-0.3545649605837196
ACH-001205,-0.0568171354453666
ACH-001211,-0.13468811151192786
ACH-001212,0.10252384649864993
ACH-001228,-0.048942562682512784
ACH-001232,-0.18912784212487566
ACH-001239,-0.1672222316066556
ACH-001270,-0.06371003674275268
ACH-001274,-0.20115571623497747
ACH-001275,0.10873506747358824
ACH-001277,-0.4513855004091501
ACH-001278,-0.14894555697988413
ACH-001280,-0.3866573422632855
ACH-001283,-0.2124991250333869
ACH-001289,-0.4482096242754979
ACH-001300,-0.0639306695693746
ACH-001301,-0.16383051301972312
ACH-001302,-0.0831693707768817
ACH-001306,-0.2177068802519752
ACH-001318,-0.240926295270915
ACH-001322,-0.08710228496758629
ACH-001328,-0.08030799856305146
ACH-001332,0.004719702468644265
ACH-001336,-0.20330502623394525
ACH-001346,-0.18609340652765946
ACH-001353,-0.269762095530695
ACH-001354,0.024689739468379518
ACH-001367,-0.22838910527645645
ACH-001368,-0.5859503132328575
ACH-001374,-0.08214292991094292
ACH-001377,-0.09851974444914413
ACH-001380,-0.4302794226796193
ACH-001391,-0.03211603535465904
ACH-001408,-0.1402879599041393
ACH-001430,0.0912981705550752
ACH-001431,-0.2460042188213049
ACH-001450,-0.6659122304190881
ACH-001496,-0.3871291891247172
ACH-001500,-0.17978146518993848
ACH-001523,-0.2202254590758436
ACH-001532,0.0029430506725413538
ACH-001550,-0.2764362476649921
ACH-001552,-0.3638107446636168
ACH-001554,-0.21480061709279888
ACH-001654,-0.11002181350338404
ACH-001735,-0.2931766204512643
ACH-001736,-0.43926063112949615
ACH-001737,-0.4688420275170845
ACH-001740,-0.25696826786269394
ACH-001745,-0.1380742975580923
ACH-001765,-0.14267019640789078
