,PMEL (6490)
ACH-000004,-0.052494674848667065
ACH-000005,-0.03612708597885977
ACH-000007,-0.006962986472951138
ACH-000009,-0.0643418505534437
ACH-000011,-0.14110760758908153
ACH-000012,-0.34283973314535604
ACH-000013,-0.14848228117251935
ACH-000014,-0.2269592242701481
ACH-000015,-0.1875108584468902
ACH-000017,-0.02485661798672924
ACH-000018,-0.15188685253638118
ACH-000019,-0.12879188121740506
ACH-000021,-0.01682227197387861
ACH-000022,-0.005163501755564629
ACH-000025,-0.18149086245562235
ACH-000028,-0.0965943934470048
ACH-000030,-0.1028266743079907
ACH-000035,-0.13641930177918002
ACH-000036,-0.03320358894225515
ACH-000037,-0.17018040060929135
ACH-000039,-0.17866364669374915
ACH-000040,0.003312564230252365
ACH-000041,-0.3620914278414376
ACH-000042,-0.07082827241099535
ACH-000045,-0.15534487247194773
ACH-000047,-0.1662911313302806
ACH-000052,-0.18263662118526347
ACH-000053,-0.023301369551070712
ACH-000054,-0.054882121926451616
ACH-000055,0.2048775377474109
ACH-000060,-0.05236833523802846
ACH-000067,-0.06971725297102066
ACH-000070,-0.10068451921710447
ACH-000075,-0.1295715589617291
ACH-000078,0.0038240943370608962
ACH-000082,-0.10763449565474674
ACH-000085,-0.1484677781023672
ACH-000086,-0.17687847993952285
ACH-000087,-0.2932340868871467
ACH-000092,-0.14002463219383862
ACH-000095,-0.1995877484176384
ACH-000097,-0.203677993571776
ACH-000098,-0.1385625248675633
ACH-000099,-0.03961354850580714
ACH-000108,0.010901654577098996
ACH-000113,-0.11025750050608138
ACH-000116,-0.07842963991274607
ACH-000118,-0.14577854254392875
ACH-000120,-0.12795466789783538
ACH-000123,-0.08040374628153171
ACH-000127,-0.0945741673446254
ACH-000128,-0.05956646287719085
ACH-000132,0.057727570487026765
ACH-000133,-0.2196581486348662
ACH-000137,-0.168119390417916
ACH-000138,-0.08345801027042969
ACH-000142,0.1183977271385458
ACH-000143,-0.03183732448317978
ACH-000146,-0.15241454493404988
ACH-000148,-0.1904105567136112
ACH-000150,-0.443300357914659
ACH-000152,-0.16864917666880974
ACH-000153,-0.19457988376628346
ACH-000159,-0.10707894260086827
ACH-000160,-0.1439911919704818
ACH-000163,-0.17827847830117022
ACH-000167,0.18329423036686765
ACH-000168,-0.07457240489539729
ACH-000169,-0.0323576056265926
ACH-000178,0.03271595225810034
ACH-000183,-0.0268575422755632
ACH-000188,0.040328012129253146
ACH-000189,-0.4255089324139776
ACH-000190,-0.07743746896092803
ACH-000198,-0.15013976523306116
ACH-000203,-0.3532434131872655
ACH-000204,-0.029153496938654207
ACH-000206,0.008720198215691578
ACH-000207,0.1875774124500212
ACH-000208,-0.2731192095123268
ACH-000210,0.03790072394398033
ACH-000211,-0.06687824028985133
ACH-000215,-0.16545072969884714
ACH-000221,-0.004537422109832212
ACH-000222,-0.05036793366479436
ACH-000223,-0.18345230265350412
ACH-000226,-0.07631880264713073
ACH-000227,-0.06065453197816791
ACH-000228,0.049550703649240815
ACH-000231,-0.14368263336785594
ACH-000232,-0.04464470929689431
ACH-000233,0.03635803571046002
ACH-000234,-0.1080794409492222
ACH-000235,-0.04720693438461801
ACH-000237,-0.16158155060762142
ACH-000238,-0.0025998275063074325
ACH-000242,0.02975435935439125
ACH-000243,-0.13104151445040835
ACH-000244,-0.2683225046256892
ACH-000246,-0.2401336279745545
ACH-000248,-0.2670377351539764
ACH-000250,-0.02080739826279844
ACH-000251,-0.17332663332284276
ACH-000252,-0.1309704717849833
ACH-000253,-0.07419904590686621
ACH-000255,-0.0650401676307859
ACH-000256,-0.15813744976659652
ACH-000257,-0.0810260961409911
ACH-000258,0.09486786806451868
ACH-000259,-0.043753852499387264
ACH-000260,-0.08773735674677023
ACH-000261,-0.1248769531157464
ACH-000262,0.0088329088439272
ACH-000263,-0.07576626146382892
ACH-000264,-0.05042063185315595
ACH-000265,0.045229969950945526
ACH-000266,-0.12368480943900853
ACH-000272,-0.12042980700213905
ACH-000274,-0.2749196639944141
ACH-000277,-0.20411612642404955
ACH-000278,-0.19417930882470028
ACH-000279,-0.11509035304600945
ACH-000280,-0.13039687325377652
ACH-000281,-0.1789405282709742
ACH-000288,-0.18246886974537066
ACH-000291,0.00991366685723255
ACH-000293,-0.019537115876359718
ACH-000294,0.02947477123853788
ACH-000295,0.1546145477048796
ACH-000296,-0.2667979536516658
ACH-000302,-0.05183203710507877
ACH-000304,-0.02064241946018139
ACH-000307,-0.0034940837364915768
ACH-000308,-0.17297354285063812
ACH-000310,0.012180074578641035
ACH-000311,-0.10934970947478538
ACH-000312,-0.10874914700844708
ACH-000315,0.10994191610508176
ACH-000316,-0.2620889454077376
ACH-000317,-0.005360005158539774
ACH-000318,-0.008459910644284483
ACH-000319,-0.08334006179461967
ACH-000320,-0.0604020898607817
ACH-000322,-0.08507254000264018
ACH-000323,-0.059291088491578686
ACH-000324,-0.19013793106561572
ACH-000329,-0.017907069907770704
ACH-000330,-0.035770793526559166
ACH-000331,-0.2857732726970132
