,DYM (54808)
ACH-000004,0.03317504479020298
ACH-000005,-0.1478543513863509
ACH-000007,-0.11500403719192832
ACH-000009,-0.051836997541483035
ACH-000011,-0.054787707968108765
ACH-000012,0.11364272216771848
ACH-000013,-0.05741056308968084
ACH-000014,-0.05723349781198275
ACH-000015,-0.08317304033576764
ACH-000017,-0.09512246798034144
ACH-000018,-0.08687122151445913
ACH-000019,0.003377608747012505
ACH-000021,0.03639844077991772
ACH-000022,0.1215467814580432
ACH-000025,-0.11330465198300335
ACH-000028,0.025447458429547855
ACH-000030,-0.02287657863847786
ACH-000035,0.03116556474551362
ACH-000036,-0.12804367027608907
ACH-000037,-0.1431657779564086
ACH-000039,-0.12677315157489968
ACH-000040,0.01539493109213264
ACH-000041,-0.0063494978405793405
ACH-000042,0.046256060007911416
ACH-000045,0.01897897162976148
ACH-000047,0.0314641980953724
ACH-000052,-0.20598157663023145
ACH-000053,-0.0019354060328557047
ACH-000054,0.021469138005952414
ACH-000055,-0.17574222055700756
ACH-000060,-0.21391706797064414
ACH-000067,-0.12576310043577488
ACH-000070,0.0307818904063699
ACH-000075,0.10962252780574493
ACH-000078,-0.1622763027892708
ACH-000082,-0.09547074448202006
ACH-000085,-0.0013627594842216988
ACH-000086,-0.03467870144560555
ACH-000087,-0.03329843571650624
ACH-000092,-0.02926700793534542
ACH-000095,-0.20043851022810308
ACH-000097,-0.08802294897874365
ACH-000098,-0.023995658566295288
ACH-000099,-0.08824518862597841
ACH-000108,-0.07643491514191174
ACH-000113,-0.15854736802286232
ACH-000116,0.040977482376777716
ACH-000118,0.14298359435100225
ACH-000120,0.07260103520197815
ACH-000123,0.031775332106980955
ACH-000127,-0.061039657842638276
ACH-000128,-0.04405312586476137
ACH-000132,-0.060775642541938436
ACH-000133,-0.028559477474705323
ACH-000137,0.049116258422345176
ACH-000138,-0.11128326017420984
ACH-000142,-0.16068141188465113
ACH-000143,-0.2585152102523902
ACH-000146,-0.06493829031230923
ACH-000148,-0.009145051338374795
ACH-000150,0.06320867775688202
ACH-000152,0.08489364387675273
ACH-000153,-0.160730457405066
ACH-000159,-0.11493311196823892
ACH-000160,0.01907927548990653
