,RAET1L (154064)
ACH-000004,-0.0508808746404963
ACH-000005,0.19195057339643687
ACH-000007,-0.05517010013571783
ACH-000009,0.10642026990133747
ACH-000011,-0.07473382180739528
ACH-000012,-0.02246558857083328
ACH-000013,0.0393286974949928
ACH-000014,-0.07637492635507902
ACH-000015,0.1024230486319216
ACH-000017,-0.09389961022250737
ACH-000018,0.02098912173118415
ACH-000019,-0.015153333894671219
ACH-000021,-0.27654974165155305
ACH-000022,-0.01928399988449539
ACH-000025,0.06795826988237066
ACH-000028,0.17901801237428486
ACH-000030,-0.08658415437481252
ACH-000035,-0.11168973932944544
ACH-000036,-0.11996423190716915
ACH-000037,-0.01620518358738504
ACH-000039,0.00273908850980486
ACH-000040,-0.20489993186970284
ACH-000041,-0.16141525234205506
ACH-000042,-0.08258655620389943
ACH-000045,0.10460850093134964
ACH-000047,-0.013302254599931859
ACH-000052,0.10103989410028412
ACH-000053,-0.02298229851314076
ACH-000054,-0.14237333206481745
ACH-000055,0.05892160149824155
ACH-000060,-0.015245949227013247
ACH-000067,-0.0036688801790703204
ACH-000070,-0.1811724803036432
ACH-000075,-0.24301759481310525
ACH-000078,-0.3116842590040702
ACH-000082,-0.10203870037811376
ACH-000085,-0.04380672805379991
ACH-000086,0.009167457277651487
ACH-000087,0.00025567619667252824
ACH-000092,-0.13215184326304286
ACH-000095,-0.2432254451016807
ACH-000097,-0.061336165075864375
ACH-000098,-0.030762838683289013
ACH-000099,-0.028405887944410006
ACH-000108,-0.03709349750272923
ACH-000113,-0.06757270380968758
ACH-000116,-0.08857493820080556
ACH-000118,-0.0832588141578021
ACH-000120,-0.035255362405753034
ACH-000123,0.003450152949101825
ACH-000127,-0.13358646567085947
ACH-000128,-0.1324115551162587
ACH-000132,-0.019198193933703492
ACH-000133,-0.006667446197152133
ACH-000137,-0.010205542149051991
ACH-000138,-0.01930365043126616
ACH-000142,-0.12613855976868388
ACH-000143,-0.13828827386719272
ACH-000146,-0.09801443086313892
ACH-000148,0.04762285922974077
ACH-000150,0.03792674891601948
ACH-000152,0.1181662697384481
ACH-000153,-0.15891141367336192
ACH-000159,-0.1365500336788447
ACH-000160,-0.0095001487633754
ACH-000163,0.06764028619500201
ACH-000167,0.4438177979711223
ACH-000168,-0.06502923178365091
ACH-000169,-0.09309411164663124
ACH-000178,-0.02629542742525674
ACH-000183,0.05135978205552482
ACH-000188,-0.10008386060387786
ACH-000189,-0.10614562346808
ACH-000190,-0.10347371171958966
ACH-000198,-0.13829150860323233
ACH-000203,-0.19709393220823315
ACH-000204,0.17891593166344227
ACH-000206,-0.04015001009041176
ACH-000207,0.0322815221247592
ACH-000208,0.11356819023629845
ACH-000210,-0.19229781165742346
ACH-000211,-0.08323456845495647
ACH-000215,-0.0018520879998803566
ACH-000221,0.05595924673844528
ACH-000222,-0.04142273602773034
ACH-000223,-0.01010969791668616
ACH-000226,-0.07598792785271008
ACH-000227,-0.0372279172007428
ACH-000228,0.13210918698059235
ACH-000231,-0.0015975150963535815
ACH-000232,-0.05085664787320497
ACH-000233,0.05363897158820494
ACH-000234,0.013683813974754202
ACH-000235,-0.12518792256858766
ACH-000237,-0.24618421018252576
ACH-000238,-0.17363965233962775
ACH-000242,-0.2658899349913008
ACH-000243,-0.05776884768257979
ACH-000244,-0.13446068774850775
