,DCTN5 (84516)
ACH-000004,-1.2633715311853937
ACH-000005,-0.9758660674135534
ACH-000007,-1.1937603838515105
ACH-000009,-0.9975521000230332
ACH-000011,-0.8673743685888936
ACH-000012,-0.9460102183612472
ACH-000013,-1.2423214661699755
ACH-000014,-1.117884341440097
ACH-000015,-1.120205474650387
ACH-000017,-0.8544724916634248
ACH-000018,-1.1859324811857377
ACH-000019,-0.8071125542792128
ACH-000021,-0.8429136019134666
ACH-000022,-0.9958192295052588
ACH-000025,-1.1245212153004098
ACH-000028,-1.0120014704798708
ACH-000030,-0.9230011465304608
ACH-000035,-0.9516385944239036
ACH-000036,-1.0032377882494508
ACH-000037,-1.1594225145493855
ACH-000039,-0.7650980638686891
ACH-000040,-0.943499047485062
ACH-000041,-1.1159122536716923
ACH-000042,-0.9101213465643406
ACH-000045,-0.8367931813422288
ACH-000047,-0.9920092888432502
ACH-000052,-0.9594293975490524
ACH-000053,-0.8758052190416026
ACH-000054,-0.765821507326369
ACH-000055,-0.8321650780777159
ACH-000060,-1.1194208900060658
ACH-000067,-1.2951690498292197
ACH-000070,-1.0963525231732734
ACH-000075,-1.0333337506669185
ACH-000078,-1.0711110544161604
ACH-000082,-1.0700110839464925
ACH-000085,-0.8835701227858327
ACH-000086,-0.9215334734453748
ACH-000087,-0.9159482855876488
ACH-000092,-1.0717373211792895
ACH-000095,-0.8700913634354951
ACH-000097,-0.782267084217448
ACH-000098,-1.2572883276044826
ACH-000099,-0.9218307137448816
ACH-000108,-0.9018153408401359
ACH-000113,-0.8748584276707111
ACH-000116,-0.8246369112450581
ACH-000118,-1.0391731097268948
ACH-000120,-1.0214639971254862
ACH-000123,-0.987748647574188
ACH-000127,-0.8941477147172708
ACH-000128,-1.0108535455820709
ACH-000132,-1.1223890391431206
ACH-000133,-1.24759313791884
ACH-000137,-1.1879135528485605
ACH-000138,-0.8046136102573591
ACH-000142,-0.974135108357038
ACH-000143,-1.0315167492915829
ACH-000146,-0.9170105800763668
ACH-000148,-1.2924839431510966
ACH-000150,-0.9173633230388046
ACH-000152,-1.1034676142920006
ACH-000153,-1.1372689638772624
ACH-000159,-0.7953611965897673
ACH-000160,-1.0112798312458042
ACH-000163,-0.949430609558543
ACH-000167,-1.4653766232570975
ACH-000168,-0.8358017294581698
ACH-000169,-1.166872854199212
ACH-000178,-0.9250826371683396
ACH-000183,-1.2934872246963678
ACH-000188,-0.9709696826667072
ACH-000189,-0.9487427197619588
ACH-000190,-0.8692226390583118
ACH-000198,-0.8413430774723588
ACH-000203,-1.0597411380251642
ACH-000204,-1.083149514730888
ACH-000206,-0.8630804832973146
ACH-000207,-0.7876869575583924
ACH-000208,-1.2479131506905516
ACH-000210,-1.1098924206683625
ACH-000211,-1.077623043912694
ACH-000215,-1.0240326736352716
ACH-000221,-1.1244451545631924
ACH-000222,-0.8403703256648142
ACH-000223,-0.9667668968177552
ACH-000226,-0.8869311456837203
ACH-000227,-0.7828917679595836
ACH-000228,-1.022604308828875
ACH-000231,-1.1580195809864893
ACH-000232,-1.0612931944576998
ACH-000233,-1.1156870073007763
ACH-000234,-0.9413697290128312
ACH-000235,-0.8372537550345414
ACH-000237,-1.0178451168314695
ACH-000238,-0.9460544695442208
ACH-000242,-1.0640539415504346
ACH-000243,-1.0284819783805814
ACH-000244,-1.0923889777702849
ACH-000246,-0.7201854793976541
ACH-000248,-0.8256442429534567
ACH-000250,-1.0263214838373125
ACH-000251,-1.0525242397064103
ACH-000252,-1.0734371003073255
ACH-000253,-0.7562520207929735
ACH-000255,-1.0439383640585456
ACH-000256,-0.9665037033496999
ACH-000257,-0.6318074400042203
ACH-000258,-0.7936710304107301
ACH-000259,-1.000204496774157
ACH-000260,-1.1098269226141708
ACH-000261,-1.0072556930151852
ACH-000262,-1.0176341797449724
ACH-000263,-1.0202097530319398
ACH-000264,-1.2828203959315398
ACH-000265,-0.963236351780336
ACH-000266,-1.0281306097656282
ACH-000272,-1.0179469679725683
ACH-000274,-1.0300662029126295
ACH-000277,-0.6967776100452702
ACH-000278,-1.225562308195102
ACH-000279,-0.9336555905116554
ACH-000280,-0.9818201039418006
ACH-000281,-1.03476265408951
ACH-000288,-1.2080109497366711
ACH-000291,-1.0493391154145442
ACH-000293,-0.8671815006382414
ACH-000294,-1.2487710278357091
ACH-000295,-0.9790861711028822
ACH-000296,-1.105213787358897
ACH-000302,-0.8806909823072181
ACH-000304,-1.02418447610404
ACH-000307,-1.2000026273385322
ACH-000308,-0.8234962903320754
ACH-000310,-0.8800617893497024
ACH-000311,-1.0119841305588464
ACH-000312,-1.0230318571683197
ACH-000315,-1.0640125463935926
ACH-000316,-1.2955496281717902
ACH-000317,-0.9615761572152872
ACH-000318,-0.9833921590142959
ACH-000319,-1.2223827121171216
ACH-000320,-1.1625416655711012
ACH-000322,-0.8137322468027671
ACH-000323,-1.0430213778787254
ACH-000324,-1.1294096769488329
ACH-000329,-0.9383446355479158
ACH-000330,-0.9373332244504896
ACH-000331,-1.1156192840155132
ACH-000332,-0.9987930623443458
ACH-000334,-1.0085409766677125
ACH-000335,-1.3124122306882475
ACH-000336,-0.9671691898358871
ACH-000337,-0.7548405468931947
ACH-000338,-0.7911789708630786
ACH-000339,-1.1005363939153432
ACH-000341,-1.1756388539742697
ACH-000348,-1.2337456694188214
ACH-000350,-0.8162884381169339
ACH-000352,-0.8809895172871655
ACH-000356,-0.9012383954168559
ACH-000361,-1.2785717450986025
ACH-000362,-0.9761939168511068
ACH-000363,-0.5201970899323878
ACH-000364,-1.0869931748640176
ACH-000365,-0.90106834347191
ACH-000366,-0.9958891274044824
ACH-000368,-1.0963670246277293
ACH-000374,-1.1116629568078888
ACH-000375,-0.8789956972453443
ACH-000376,-0.9412048569030644
ACH-000381,-0.8919221757617284
ACH-000383,-0.7859432999813435
ACH-000387,-1.2441288387191638
ACH-000389,-1.0381695087587752
ACH-000390,-1.241844795083629
ACH-000393,-1.2733737964212009
ACH-000395,-0.8234716640342006
ACH-000396,-1.199448433495416
ACH-000397,-1.0468460084974314
ACH-000401,-0.7916500109587288
ACH-000402,-1.0234319772912013
ACH-000403,-0.900090230711289
ACH-000404,-0.8260112227038297
ACH-000406,-0.9864798054355464
ACH-000407,-1.2863788827741167
ACH-000408,-1.0321173181248713
ACH-000410,-0.8874478571893857
ACH-000411,-0.8066622131175937
ACH-000414,-0.9941267146774992
ACH-000415,-1.1557815593348215
ACH-000416,-0.9150662604663932
ACH-000420,-0.9733398823642287
ACH-000421,-1.1187240019949627
ACH-000424,-0.9224986516043572
ACH-000425,-0.9285383239647796
ACH-000426,-1.1934191015650792
ACH-000427,-0.974174496499888
ACH-000433,-0.8683970215751387
ACH-000435,-0.8035471704613594
ACH-000436,-1.0626259405991738
ACH-000444,-1.2106407298031077
ACH-000445,-1.154346691187569
ACH-000448,-0.7708008694867732
ACH-000450,-0.8591163303450265
ACH-000452,-1.1324622405479188
ACH-000454,-0.8975889487613388
ACH-000458,-1.1822322229893476
ACH-000459,-0.7491627676397173
ACH-000460,-0.9165113671751204
ACH-000461,-0.9715772849029856
ACH-000463,-1.0367743196413195
ACH-000464,-0.8090251510775468
ACH-000466,-0.7364175617907964
ACH-000467,-1.0542346354803218
ACH-000468,-0.7390800509414805
ACH-000469,-1.046190267671313
ACH-000470,-0.8190834420559803
ACH-000471,-1.2553642396294238
ACH-000472,-0.7736883070458244
ACH-000473,-1.0804916710376549
ACH-000475,-1.149385021871243
ACH-000476,-1.0218591123756031
ACH-000477,-1.1756025020112113
ACH-000479,-1.1672974241401184
ACH-000480,-1.1235004358611682
ACH-000481,-0.8893817484383175
ACH-000483,-0.936776031230639
ACH-000484,-1.077015287056558
ACH-000485,-0.7842603804622492
ACH-000486,-0.9207820154527128
ACH-000487,-1.1136267989343327
ACH-000488,-0.7120675987235355
ACH-000490,-0.954688318954462
ACH-000491,-0.6311957904896424
ACH-000495,-1.147300752572616
ACH-000496,-1.0932374604391597
ACH-000499,-1.2527474856891228
ACH-000500,-1.3619597192261372
ACH-000502,-0.8907373001367225
ACH-000503,-0.8527552860249046
ACH-000505,-1.0405380371966364
ACH-000507,-0.8613286122337638
ACH-000510,-0.9671909702477444
ACH-000511,-1.140967293602441
ACH-000512,-1.0811491613906214
ACH-000516,-1.2783599368894811
ACH-000517,-1.2457814171028283
ACH-000518,-1.0344012250789751
ACH-000520,-1.1284376529177296
ACH-000521,-0.8781084945967759
ACH-000522,-1.2009676183560885
ACH-000524,-0.7652331978486159
ACH-000527,-0.8678538041448262
ACH-000528,-0.9295833523186005
