,PRPF19 (27339)
ACH-000004,-1.7485108042287565
ACH-000005,-1.6745319574403297
ACH-000007,-1.5124116802728014
ACH-000009,-1.4975119051940928
ACH-000011,-1.5988573482801576
ACH-000012,-1.4309693854343115
ACH-000013,-1.3296299805526564
ACH-000014,-1.1582714534172245
ACH-000015,-1.1692341703721083
ACH-000017,-1.3088147539469774
ACH-000018,-1.292482240529898
ACH-000019,-1.2509049894769049
ACH-000021,-1.5399036739448224
ACH-000022,-1.2792902116693
ACH-000025,-1.4880047505966016
ACH-000028,-1.2765171333970586
ACH-000030,-1.4306029023076283
ACH-000035,-1.4312058665733405
ACH-000036,-1.5113165064197391
ACH-000037,-1.8364148040330577
ACH-000039,-1.2602155072575465
ACH-000040,-1.326138617758888
ACH-000041,-1.3163536758135372
ACH-000042,-1.356320356049172
ACH-000045,-1.3592707486389106
ACH-000047,-1.3344945424447363
ACH-000052,-1.4061487300445883
ACH-000053,-1.4176245076487286
ACH-000054,-1.215088727282115
ACH-000055,-1.3304265650420146
ACH-000060,-1.463974602988545
ACH-000067,-1.4902168129773017
ACH-000070,-1.3740961010957815
ACH-000075,-1.4812615004688667
ACH-000078,-1.4642678443743395
ACH-000082,-1.3430091739405363
ACH-000085,-1.293692805698731
ACH-000086,-1.4036828050518468
ACH-000087,-1.3247506975911187
ACH-000092,-1.328600657229808
ACH-000095,-1.4008422307515225
ACH-000097,-1.4645986571980243
ACH-000098,-1.6373027017391948
ACH-000099,-1.6019590681660072
ACH-000108,-1.4342671159339524
ACH-000113,-1.413050813236022
ACH-000116,-1.2603643945319416
ACH-000118,-1.4060833995936048
ACH-000120,-1.3676634752891934
ACH-000123,-1.4711764350202885
ACH-000127,-1.2997364644655032
ACH-000128,-1.4291004828615332
ACH-000132,-1.1852637623027735
ACH-000133,-1.346708222220126
ACH-000137,-1.6426553796097845
ACH-000138,-1.3895301149516393
ACH-000142,-1.3243147019007284
ACH-000143,-1.4779999301589393
ACH-000146,-1.4986594029210387
ACH-000148,-1.50154551124549
ACH-000150,-1.3282068306873986
ACH-000152,-1.4622551332335592
ACH-000153,-1.1581681401807151
ACH-000159,-1.4042033370465234
ACH-000160,-1.6301026482697698
ACH-000163,-1.3610989512087086
ACH-000167,-2.5418023603142936
ACH-000168,-1.1621507954810155
ACH-000169,-1.4718000360905388
ACH-000178,-1.2868338051531
ACH-000183,-1.3923498316572989
ACH-000188,-1.4077938875853528
ACH-000189,-1.4221644437290326
ACH-000190,-1.3758699598823438
ACH-000198,-1.40247019017021
ACH-000203,-1.5526323101890376
ACH-000204,-1.4500374180583695
ACH-000206,-1.3780922267102105
ACH-000207,-1.2827939902238137
ACH-000208,-1.6072237311711557
ACH-000210,-1.3216151237157066
ACH-000211,-1.3435174539432937
ACH-000215,-1.529125157792259
ACH-000221,-1.4907682116373682
ACH-000222,-1.5360490684272692
ACH-000223,-1.5988421880832528
ACH-000226,-1.1654397605378692
ACH-000227,-1.8482314159730764
ACH-000228,-1.286427328389177
ACH-000231,-1.559078265673009
ACH-000232,-1.5108570573138818
ACH-000233,-1.5825413058718585
ACH-000234,-1.643793473752968
