,UBE2QL1 (134111)
ACH-000004,0.005793135762557767
ACH-000005,-0.019048610336057464
ACH-000007,0.17917428531289814
ACH-000009,0.04053610034810328
ACH-000011,-0.08069017793618874
ACH-000012,-0.0007806798756858067
ACH-000013,0.056440236590713525
ACH-000014,0.054966953961988765
ACH-000015,-0.07672150522599702
ACH-000017,-0.05135301025085134
ACH-000018,-0.05475153826256823
ACH-000019,0.13038708194637355
ACH-000021,0.04856918536800379
ACH-000022,-0.20112679861958785
ACH-000025,0.11553955992346553
ACH-000028,0.18096340222118634
ACH-000030,0.09279538040169984
ACH-000035,0.02338546744327993
ACH-000036,-0.07625830265453169
ACH-000037,-0.0690788583281172
ACH-000039,0.047094223970939326
ACH-000040,0.10726953227436237
ACH-000041,0.08552738723296575
ACH-000042,-0.06916180576886442
ACH-000045,0.005366730714879163
ACH-000047,-0.010623667497133569
ACH-000052,-0.15190041233250728
ACH-000053,0.10638626625542433
ACH-000054,-0.08972362890389682
ACH-000055,0.2014028994895209
ACH-000060,-0.07480893175349276
ACH-000067,0.015688413407779024
ACH-000070,-0.19894242200385406
ACH-000075,0.1345753867299583
ACH-000078,-0.02691013477694667
ACH-000082,0.04498012049016562
ACH-000085,0.1834442249385631
ACH-000086,0.06849359861511192
ACH-000087,0.12527514750289762
ACH-000092,0.03879339395459122
ACH-000095,0.04927160802988554
ACH-000097,-0.05732721529382464
ACH-000098,0.10169165030064037
ACH-000099,-0.006342087798228865
ACH-000108,-0.017040243253861373
ACH-000113,0.08493028843629423
ACH-000116,-0.004682333366645744
ACH-000118,-0.028770120939447363
ACH-000120,0.01257388434471738
ACH-000123,0.10671751672868407
ACH-000127,-0.21990492797930336
ACH-000128,-0.012059643775604112
ACH-000132,0.020379404057976558
ACH-000133,0.07396891550427581
ACH-000137,0.021753595315550846
ACH-000138,0.06478591892254743
ACH-000142,0.13529769798251126
ACH-000143,-0.04007786034316755
ACH-000146,-0.057839960334198685
ACH-000148,-0.006788822115688773
ACH-000150,-0.07801165124308759
ACH-000152,0.016709109508970855
ACH-000153,-0.10296567407940582
ACH-000159,-0.011786540273995562
ACH-000160,-0.03729521020335765
ACH-000163,0.009744361436768337
ACH-000167,0.043026977458113014
ACH-000168,-0.1192280248132636
ACH-000169,0.08461064359810347
ACH-000178,-0.1597914259594068
ACH-000183,-0.06380252761745794
ACH-000188,0.06277826047191681
ACH-000189,-0.0009586522427747844
ACH-000190,-0.08192929359417625
ACH-000198,0.03933516198381199
ACH-000203,0.18319376962504608
ACH-000204,-0.0957671265998138
ACH-000206,-0.14522161880545786
ACH-000207,-0.08174714341785673
ACH-000208,0.3670156349017169
ACH-000210,-0.05149068682442928
ACH-000211,0.012667610568580326
ACH-000215,0.03833246165236248
ACH-000221,0.1388040082696087
ACH-000222,-0.18481914638305852
ACH-000223,-0.18534143523836866
ACH-000226,0.055087864014312864
ACH-000227,-0.007205360313984576
ACH-000228,-0.029838456918933245
ACH-000231,-0.029261302841038787
ACH-000232,-0.14006840480930038
ACH-000233,-0.07515179282548241
ACH-000234,-0.01780414068782218
ACH-000235,-0.08417464732427453
ACH-000237,0.0016783648816308088
ACH-000238,0.01866365253654078
ACH-000242,0.00851309050345736
ACH-000243,-0.025417123619409003
ACH-000244,0.027029274230170132
ACH-000246,-0.08793182976910205
ACH-000248,0.08823913393696621
ACH-000250,-0.02648598200070142
ACH-000251,-0.05074137759562443
ACH-000252,0.045918434722506916
ACH-000253,0.049320820998290084
ACH-000255,0.04595042770890042
ACH-000256,-0.03060996501341718
ACH-000257,-0.20793992053182805
ACH-000258,0.00884060226284579
ACH-000259,-0.009516407357736708
ACH-000260,0.07923836283599121
ACH-000261,-0.1766091125428071
ACH-000262,-0.09450442831096864
ACH-000263,-0.01972071273952104
ACH-000264,0.05953640413311859
ACH-000265,0.04441852100010812
ACH-000266,-0.06359000304174171
ACH-000272,-0.01394083617121935
ACH-000274,-0.02458936222174453
ACH-000277,-0.11532573727395515
ACH-000278,0.0370874813445529
ACH-000279,-0.1981141884635541
ACH-000280,0.08328425774268296
ACH-000281,0.14008783252517515
ACH-000288,-0.06541752550029396
ACH-000291,0.027642817893889133
ACH-000293,0.1898684577529974
ACH-000294,-0.1534697909281514
ACH-000295,-0.3305647788587741
ACH-000296,-0.016220675412321344
ACH-000302,0.01965879191520374
ACH-000304,-0.06844724729867298
ACH-000307,0.1036283958489661
ACH-000308,-0.056381465425679324
ACH-000310,-0.13929894838085735
ACH-000311,-0.06997108312414255
ACH-000312,0.09211765740256612
ACH-000315,-0.015076015047690662
ACH-000316,0.03412608769572895
ACH-000317,-0.0062189763481298715
ACH-000318,-0.047869445748054386
ACH-000319,-0.08978903042116808
ACH-000320,0.02908541281091988
ACH-000322,0.13065505023407145
ACH-000323,-0.03183018138853596
ACH-000324,0.0853712344500528
ACH-000329,0.00530470320290135
ACH-000330,0.0748577804485187
ACH-000331,0.001856355485620711
