,NEDD1 (121441)
ACH-000004,-1.5068742027000848
ACH-000005,-1.2009577273712484
ACH-000007,-1.2577279328953523
ACH-000009,-1.6099600574983222
ACH-000011,-1.3119641163859703
ACH-000012,-1.2844789612100682
ACH-000013,-1.4587193470543631
ACH-000014,-1.3664733665774405
ACH-000015,-1.2826442505044189
ACH-000017,-1.2525527081317591
ACH-000018,-1.0946678110590682
ACH-000019,-1.1762458312544497
ACH-000021,-1.299303985826862
ACH-000022,-1.3107690414571136
ACH-000025,-1.226268684792821
ACH-000028,-1.13802849550791
ACH-000030,-1.4113722991701498
ACH-000035,-1.3554797752163878
ACH-000036,-1.2340185722926955
ACH-000037,-1.3054083064614783
ACH-000039,-1.3559724531721808
ACH-000040,-1.1416543918971465
ACH-000041,-1.4506235147180426
ACH-000042,-1.3655182321118386
ACH-000045,-1.2335549269756936
ACH-000047,-1.5004282159973512
ACH-000052,-1.3146552025417155
ACH-000053,-1.3135914591117794
ACH-000054,-1.2549178793856948
ACH-000055,-1.5283362325190624
ACH-000060,-1.297645880083174
ACH-000067,-1.328192590549638
ACH-000070,-1.4921311672689546
ACH-000075,-1.4801163177620975
ACH-000078,-1.56529007654174
ACH-000082,-1.3982290445210628
ACH-000085,-1.5309356995433296
ACH-000086,-1.2889083446842975
ACH-000087,-1.3577818427657993
ACH-000092,-1.311646377347441
ACH-000095,-1.4865472289235713
ACH-000097,-1.5048258095706506
ACH-000098,-1.3683623624500014
ACH-000099,-1.299012572275757
ACH-000108,-1.3005629303487696
ACH-000113,-1.1719367494663
ACH-000116,-1.1703692519043136
ACH-000118,-1.5201297297994616
ACH-000120,-1.1910659019324648
ACH-000123,-1.2963643120916182
ACH-000127,-1.3914620163221263
ACH-000128,-1.3746331579791269
ACH-000132,-1.180754485120716
ACH-000133,-1.2859204955663115
ACH-000137,-1.3631888232840714
ACH-000138,-1.2706674206611115
ACH-000142,-1.2869247277885856
ACH-000143,-1.3723500839609837
ACH-000146,-1.1970572244767976
ACH-000148,-1.4633940201287945
ACH-000150,-1.2586562044126788
ACH-000152,-1.1319416784479743
ACH-000153,-1.546612768035048
ACH-000159,-1.317306041771385
ACH-000160,-1.603772566673561
ACH-000163,-1.2288625554831327
ACH-000167,-2.337272309213972
ACH-000168,-1.190774672100489
ACH-000169,-1.3705978087668056
ACH-000178,-1.263133337566412
ACH-000183,-1.3624052379989242
ACH-000188,-1.196696854094152
ACH-000189,-1.1259315237539935
ACH-000190,-1.4138823072909668
ACH-000198,-1.4152359408687452
ACH-000203,-1.7545430431074778
ACH-000204,-1.0559552478518477
ACH-000206,-1.3275476113641331
ACH-000207,-1.5096547757416168
ACH-000208,-1.2523454045074045
ACH-000210,-1.3811843775173671
ACH-000211,-1.296542605435778
ACH-000215,-1.3858168995539497
ACH-000221,-1.274400371148784
ACH-000222,-1.2895784874033172
ACH-000223,-1.4799516230198713
ACH-000226,-1.2468618404251497
ACH-000227,-1.6925052838685346
ACH-000228,-1.5175158557021493
ACH-000231,-1.1655387530685202
ACH-000232,-1.4323035961923627
ACH-000233,-1.195388657200025
ACH-000234,-1.4178620389318737
ACH-000235,-1.2330317517359055
ACH-000237,-1.5199889026523974
ACH-000238,-1.4937127457017119
ACH-000242,-1.4394890454861085
ACH-000243,-1.342436726212732
ACH-000244,-1.329894443802517
ACH-000246,-1.2017570165134068
ACH-000248,-1.3540229350260473
ACH-000250,-1.3985587561431791
ACH-000251,-1.5274709148059555
ACH-000252,-1.1973509325405975
ACH-000253,-1.3053674178531396
ACH-000255,-1.2238938500105747
ACH-000256,-1.3254238445906656
ACH-000257,-1.5232217240875072
ACH-000258,-1.3299443354853178
ACH-000259,-1.5008217560229793
ACH-000260,-1.3896982733758851
ACH-000261,-1.260225916836218
ACH-000262,-1.3226323923847818
ACH-000263,-1.596394830541804
ACH-000264,-1.577074753049885
ACH-000265,-1.3412613833775713
ACH-000266,-1.306850508349427
ACH-000272,-1.1469961396658543
ACH-000274,-1.0899279181767572
ACH-000277,-1.3590487116696226
ACH-000278,-1.250733207172165
ACH-000279,-1.5425578578727266
ACH-000280,-1.297905729964498
ACH-000281,-1.328546291841869
ACH-000288,-1.388876875394599
ACH-000291,-1.2038101176216285
ACH-000293,-1.393221900386029
ACH-000294,-1.4258901856470558
ACH-000295,-1.6919605280501118
ACH-000296,-1.2062583211735287
ACH-000302,-1.7337392283794348
ACH-000304,-1.288414525086182
ACH-000307,-1.1654471938454465
ACH-000308,-1.4539065438754746
ACH-000310,-1.3248132141399414
ACH-000311,-1.2690396358779987
ACH-000312,-1.3926944383493305
ACH-000315,-1.345857857928831
ACH-000316,-1.236564322439332
ACH-000317,-1.536209253726753
ACH-000318,-1.5201422036583103
ACH-000319,-1.4423218838095409
ACH-000320,-1.3799528435413944
ACH-000322,-1.3432872109037308
ACH-000323,-1.094566667048047
