,SATB2 (23314)
ACH-000004,-0.23653159134723206
ACH-000005,-0.17084994847494098
ACH-000007,-0.6955913166062733
ACH-000009,-0.15497162132726516
ACH-000011,-0.36095449708745503
ACH-000012,-0.11302422670038235
ACH-000013,-0.09093189370799916
ACH-000014,-0.0673363196582501
ACH-000015,-0.08741959366025795
ACH-000017,-0.026366503848978668
ACH-000018,0.015325777980822703
ACH-000019,-0.09492279897544216
ACH-000021,-0.07984114112156254
ACH-000022,-0.17562427842762002
ACH-000025,-0.3375965359374156
ACH-000028,-0.03659611414168177
ACH-000030,-0.1194136956522866
ACH-000035,0.16761300360184167
ACH-000036,-0.11371011788802153
ACH-000037,-0.09407861235268278
ACH-000039,-0.30580199565309746
ACH-000040,0.04122401731924714
ACH-000041,-0.2618898258952093
ACH-000042,-0.040786937108669985
ACH-000045,-0.19491910886528144
ACH-000047,0.05555981126766157
ACH-000052,-0.2175540251380696
ACH-000053,-0.017486331897310955
ACH-000054,-0.20269216771167906
ACH-000055,-0.055071940344085184
ACH-000060,-0.0826110235180477
ACH-000067,0.1633394747159025
ACH-000070,0.05149150847053945
ACH-000075,-0.20308428133564965
ACH-000078,-0.08600467901567654
ACH-000082,-0.13254145478884874
ACH-000085,-0.21813019696734204
ACH-000086,0.004779317552957912
ACH-000087,0.1567748730064278
ACH-000092,-0.15990784635342895
ACH-000095,-0.24337099392170936
ACH-000097,-0.05360064047657293
ACH-000098,0.0029414574925085697
ACH-000099,-0.12055661633502955
ACH-000108,0.009380434523886072
ACH-000113,-0.4007881191241711
ACH-000116,0.015133438770526928
ACH-000118,-0.18774406909392266
ACH-000120,-0.036644926809184616
ACH-000123,-0.1516511501559868
ACH-000127,-0.16635259928620955
ACH-000128,-0.1036991060540713
ACH-000132,-0.05536853292804527
ACH-000133,-0.13553618891876684
ACH-000137,0.07199168722944242
ACH-000138,-0.051727811618624144
ACH-000142,0.13659748935396146
ACH-000143,-0.2498808338374438
ACH-000146,0.02267509674834651
ACH-000148,0.028944228072605167
ACH-000150,-0.18415369418881689
ACH-000152,-0.01726301087474614
ACH-000153,-0.3801246265249631
ACH-000159,-0.047977971544468534
ACH-000160,0.3139931845768745
ACH-000163,-0.2031732971139597
ACH-000167,0.9400271471128032
ACH-000168,0.1777686320859345
ACH-000169,0.03608434994297198
ACH-000178,0.040501115608959366
ACH-000183,-0.06406977320312605
ACH-000188,-0.10545202706060657
ACH-000189,-0.01935518727160898
ACH-000190,0.2980323032389237
ACH-000198,-0.2216420375900164
ACH-000203,-0.33555929234282783
ACH-000204,0.1330170081816872
ACH-000206,-0.2221591154587114
ACH-000207,0.016825209038862386
ACH-000208,-0.029842698727493205
ACH-000210,-0.2424796644590477
ACH-000211,-0.1609481990148569
ACH-000215,0.022361863136420468
ACH-000221,-0.02043743936197769
ACH-000222,0.3307830041341736
ACH-000223,-0.2088789743293145
ACH-000226,-0.3213920302931735
ACH-000227,0.1968022475003365
ACH-000228,-0.11187975306972718
ACH-000231,-0.04754409221404595
ACH-000232,-0.10299446840902474
ACH-000233,-0.0689461739821338
ACH-000234,-0.17324487021725046
ACH-000235,-0.04270122509225993
ACH-000237,-0.009297268886241184
ACH-000238,-0.10658530834718824
ACH-000242,-0.18098847312628336
ACH-000243,-0.0821085878461964
ACH-000244,-0.020924608557077787
ACH-000246,-0.06613987044476502
ACH-000248,0.03790594685867288
ACH-000250,-0.21831270584367374
ACH-000251,-0.1156731899748742
ACH-000252,-0.8502491980537411
ACH-000253,-0.10636161160985433
ACH-000255,-0.2211800475425615
ACH-000256,0.14033711900253024
ACH-000257,-0.1945506442475713
ACH-000258,-1.4991755056213518
ACH-000259,-0.07106968201790137
ACH-000260,-0.12420205598765688
ACH-000261,-0.16750866537614975
ACH-000262,-0.2536576223541576
ACH-000263,-0.09132625228722277
ACH-000264,-0.003749275086950564
ACH-000265,-0.09415866821572792
ACH-000266,-0.0880961704013395
ACH-000272,-0.07849898746815624
ACH-000274,-0.14673125156722094
ACH-000277,-0.02142846977392364
