,HLF (3131)
ACH-000004,-0.10261672876887064
ACH-000005,0.13705026129909711
ACH-000007,-0.15696046314861056
ACH-000009,-0.13294124404268254
ACH-000011,-0.048381129907666964
ACH-000012,-0.15243072644933833
ACH-000013,-0.029717371941356683
ACH-000014,-0.008372573978524698
ACH-000015,-0.054540626316778106
ACH-000017,-0.23335625208631475
ACH-000018,-0.00045461783656428897
ACH-000019,-0.1293507087912488
ACH-000021,-0.06647428116851414
ACH-000022,0.03743920403796089
ACH-000025,0.13030407995126858
ACH-000028,-0.09920512714744392
ACH-000030,-0.11184590419480876
ACH-000035,-0.1046495643887628
ACH-000036,0.021601979724149283
ACH-000037,-0.08296622674162557
ACH-000039,0.15399117562235162
ACH-000040,-0.1148322057889931
ACH-000041,-0.12248961796359092
ACH-000042,-0.10299683109718888
ACH-000045,-0.014707480931386747
ACH-000047,-0.06796163383470206
ACH-000052,-0.23510065596298765
ACH-000053,-0.0674887754481095
ACH-000054,-0.20157905316570732
ACH-000055,-0.3774381520516239
ACH-000060,-0.11796783927866634
ACH-000067,0.056538789457927535
ACH-000070,-0.13361320061098472
ACH-000075,0.026917604481117262
ACH-000078,-0.07714730833900052
ACH-000082,-0.07027093492395592
ACH-000085,-0.04896619651221239
ACH-000086,-0.08295683254704013
ACH-000087,-0.0355211693279518
ACH-000092,-0.11364332411641602
ACH-000095,-0.25147402539847985
ACH-000097,-0.182829040929136
ACH-000098,-0.09827477218484028
ACH-000099,-0.10494016529565783
ACH-000108,-0.04446504598787302
ACH-000113,-0.01450600199525676
ACH-000116,-0.07646586428467858
ACH-000118,-0.10220024793503676
ACH-000120,-0.4282434466962117
ACH-000123,-0.08086144454099763
ACH-000127,-0.10451588401341738
ACH-000128,-0.1755222577011343
ACH-000132,-0.043852650371230005
ACH-000133,-0.10470960527711952
ACH-000137,-0.16721073846614776
ACH-000138,-0.17834878836644436
ACH-000142,-0.14806831818682115
ACH-000143,-0.3757767248135631
ACH-000146,-0.07643515719777706
ACH-000148,-0.09044571731594253
ACH-000150,0.003898795724921308
ACH-000152,-0.06383805064493565
ACH-000153,-0.07979268122390197
ACH-000159,-0.0541905355932881
ACH-000160,-0.0009000357592389797
ACH-000163,-0.16882531581087928
ACH-000167,0.11354867605713148
ACH-000168,-0.1448789586880763
ACH-000169,-0.07857277468843832
ACH-000178,-0.11934424615067855
ACH-000183,0.08009501705833794
ACH-000188,0.007950155334308045
ACH-000189,-0.15652450616186256
ACH-000190,-0.23822078431077676
ACH-000198,-0.09301540825485853
ACH-000203,-0.24871181914866944
ACH-000204,0.03939846287981075
ACH-000206,-0.008865729602146707
ACH-000207,0.22714172399099775
ACH-000208,-0.21006742887104646
ACH-000210,-0.10788496264773176
ACH-000211,-0.06690938318960744
ACH-000215,-0.17635595954100616
ACH-000221,0.08129129021050187
ACH-000222,-0.05686512378170356
ACH-000223,0.008238534504402949
ACH-000226,-0.06532826215515583
ACH-000227,-0.23114028789563554
ACH-000228,-0.005334728068816681
ACH-000231,-0.05565402168551059
ACH-000232,-0.1664393443224252
ACH-000233,-0.14765589158553985
ACH-000234,-0.10195121368971673
ACH-000235,-0.06089305795585121
ACH-000237,-0.014833699320938337
ACH-000238,-0.26540939313761475
ACH-000242,-0.1807494328695202
ACH-000243,-0.2291386715884107
ACH-000244,0.2409873465372975
ACH-000246,0.016002412913683497
ACH-000248,-0.23787771668990604
ACH-000250,-0.08791285248281233
ACH-000251,-0.07537391866209811
ACH-000252,-0.06577472952308895
ACH-000253,-0.056631095791868424
ACH-000255,-0.04025171269464019
ACH-000256,0.02795837980306569
ACH-000257,-0.2575405477587756
ACH-000258,0.011453552655855202
ACH-000259,-0.13193008107166893
ACH-000260,-0.10284098244319892
ACH-000261,-0.14273638353031584
ACH-000262,-0.06383528961826536
ACH-000263,0.009755083098797504
ACH-000264,-0.19134335967019966
ACH-000265,-0.15192551075139668
ACH-000266,-0.09496083134889786
ACH-000272,0.015305053201925219
ACH-000274,-0.1616653296952677
ACH-000277,-0.15740370266295287
ACH-000278,0.029452967371723263
ACH-000279,-0.18068984620685424
ACH-000280,-0.07880711428388433
ACH-000281,0.03940325930300666
ACH-000288,-0.08549616819257404
ACH-000291,-0.17409840352211192
ACH-000293,-0.004706033031581313
ACH-000294,-0.13469600716652436
ACH-000295,-0.2836182504746577
ACH-000296,-0.1294696888261815
ACH-000302,-0.02799526512660284
ACH-000304,0.12145018979390125
ACH-000307,-0.15209306578059265
ACH-000308,-0.1144526494951758
