,ACAD9 (28976)
ACH-000004,-0.2833729134627665
ACH-000005,-0.20874751177904624
ACH-000007,-0.4539268623938221
ACH-000009,-0.3134411227717208
ACH-000011,0.002418553989554848
ACH-000012,-0.4295918087354485
ACH-000013,-0.17790733245109674
ACH-000014,-0.3217045197214224
ACH-000015,-0.31646412809642305
ACH-000017,-0.14565455417016102
ACH-000018,-0.2547073645038675
ACH-000019,-0.2121964662586208
ACH-000021,-0.28388977688106204
ACH-000022,-0.13864093868128405
ACH-000025,-0.38487130436892136
ACH-000028,-0.3782735803299599
ACH-000030,-0.25759937696779345
ACH-000035,-0.4543253707491904
ACH-000036,-0.0243253163069622
ACH-000037,-0.19538206645441425
ACH-000039,-0.4187687681517087
ACH-000040,-0.21634075385336587
ACH-000041,-0.2254551277330601
ACH-000042,-0.19004040924346124
ACH-000045,-0.3737085178644679
ACH-000047,-0.462152531789536
ACH-000052,-0.3564492430358143
ACH-000053,-0.2528068087108568
ACH-000054,-0.1947038494971007
ACH-000055,-0.12690675760626952
ACH-000060,-0.4460115881602518
ACH-000067,-0.22397999196816595
ACH-000070,-0.28205119540198914
ACH-000075,-0.19936916053736628
ACH-000078,-0.38536909792241264
ACH-000082,-0.10854308335022717
ACH-000085,-0.4289195490850161
ACH-000086,-0.2868053628956376
ACH-000087,-0.4488690428780992
ACH-000092,-0.2730734694431068
ACH-000095,-0.0963368034755237
ACH-000097,-0.2311628962535548
ACH-000098,-0.2540500690296416
ACH-000099,-0.2754653965764572
ACH-000108,-0.15524431797199054
ACH-000113,-0.3938050538200274
ACH-000116,-0.16110688788145608
ACH-000118,-0.5737574796580073
ACH-000120,-0.2352896952110535
ACH-000123,-0.2167944135665518
ACH-000127,-0.3438814133598109
ACH-000128,-0.3297417533814057
ACH-000132,-0.2420690499425842
ACH-000133,-0.14168729904466518
ACH-000137,-0.2383512308714536
ACH-000138,-0.3791787072351501
ACH-000142,-0.17318460161753166
ACH-000143,-0.2152362219058808
ACH-000146,-0.026786424448132003
ACH-000148,-0.28995421418669
ACH-000150,-0.21326189926177466
ACH-000152,-0.2823883775657781
ACH-000153,-0.1927330909677599
ACH-000159,-0.15236148034528862
ACH-000160,-0.2994069575802258
ACH-000163,-0.2922208692804143
ACH-000167,-0.05646085390071497
ACH-000168,-0.061416934500068514
ACH-000169,-0.2512440842396065
ACH-000178,-0.10615081339471487
ACH-000183,-0.3730160410257755
ACH-000188,-0.19430606767789868
ACH-000189,-0.4139417666452487
ACH-000190,-0.5029795218747833
ACH-000198,-0.4219440634987977
ACH-000203,-0.4273110968800376
ACH-000204,-0.4323979964731139
ACH-000206,-0.09639695333188904
ACH-000207,-0.4072622910688915
ACH-000208,-0.09903733684498377
ACH-000210,-0.42657759096462217
ACH-000211,-0.2545581961080243
ACH-000215,-0.22542314786353995
ACH-000221,-0.6397947304425354
ACH-000222,0.07099929664922844
ACH-000223,-0.2650982559299
ACH-000226,-0.2879168456473713
ACH-000227,-0.14180414060303978
ACH-000228,-0.2347117720577361
ACH-000231,-0.15791000443668052
ACH-000232,-0.15500614467059062
ACH-000233,-0.3902747487924352
ACH-000234,-0.2046184780730436
ACH-000235,-0.2236891234599221
ACH-000237,-0.1962498850956281
ACH-000238,-0.3118023634575305
ACH-000242,-0.268197735646492
ACH-000243,-0.14630550913567605
ACH-000244,-0.22187750298552555
ACH-000246,-0.27546988856934146
ACH-000248,-0.12588254780003347
ACH-000250,-0.16998450654530886
ACH-000251,-0.3760382359539831
ACH-000252,-0.4064787466875467
ACH-000253,-0.14173724116240746
ACH-000255,-0.2909358382598635
ACH-000256,-0.2372105326737257
ACH-000257,-0.14112292153186712
ACH-000258,-0.13962956181574118
ACH-000259,-0.2838660023637255
ACH-000260,-0.2391771175032537
ACH-000261,-0.298711668934888
ACH-000262,-0.1758503104713588
ACH-000263,-0.16295559736268006
