,SOD1 (6647)
ACH-000004,-0.9003696201493471
ACH-000005,-0.6438725213379356
ACH-000007,-1.4398036948090172
ACH-000009,-1.2070519849581107
ACH-000011,-1.1914234373720234
ACH-000012,-1.1398818296881863
ACH-000013,-1.3827633327969653
ACH-000014,-1.0614609134106765
ACH-000015,-1.2035733112505558
ACH-000017,-1.222871213280836
ACH-000018,-1.5904001144256656
ACH-000019,-0.9143342897520268
ACH-000021,-0.9825836255612864
ACH-000022,-1.3051773094046046
ACH-000025,-1.1478513864200923
ACH-000028,-1.33540666468987
ACH-000030,-1.241562309924678
ACH-000035,-1.2996141207766594
ACH-000036,-1.3000988382477996
ACH-000037,-0.893790606810051
ACH-000039,-1.193789861027773
ACH-000040,-1.1818901081299478
ACH-000041,-1.3366816922280382
ACH-000042,-1.3771003388698908
ACH-000045,-1.2331130253159597
ACH-000047,-1.2574173390159031
ACH-000052,-1.2716149489035231
ACH-000053,-0.9967043625474
ACH-000054,-0.9021776267907794
ACH-000055,-1.2742852091551875
ACH-000060,-1.352999773312927
ACH-000067,-1.1295535877345402
ACH-000070,-1.2896069434784594
ACH-000075,-1.1067074705079958
ACH-000078,-1.347208781889324
ACH-000082,-1.2815929286547396
ACH-000085,-1.3000288479982267
ACH-000086,-1.1580340186151978
ACH-000087,-1.2742999123774383
ACH-000092,-1.2148730606434632
ACH-000095,-0.6997826878637171
ACH-000097,-1.3986069489789157
ACH-000098,-1.3513960441248
ACH-000099,-1.2104026443735785
ACH-000108,-1.1239930741884647
ACH-000113,-0.7116098475638858
ACH-000116,-1.3119656790509542
ACH-000118,-0.6092296341568756
ACH-000120,-1.234818584543047
ACH-000123,-1.1799184136169092
ACH-000127,-1.2869396066797976
ACH-000128,-1.0528722606879457
ACH-000132,-1.2698393311151444
ACH-000133,-1.1863185633366018
ACH-000137,-1.2967934868338156
ACH-000138,-1.3065458443532094
ACH-000142,-1.3519973741324378
ACH-000143,-1.1577821822910137
ACH-000146,-0.8376455907870034
ACH-000148,-1.537915345342712
ACH-000150,-1.3555744765274225
ACH-000152,-1.6373967365853273
ACH-000153,-1.2810144644193535
ACH-000159,-1.4157225089968353
ACH-000160,-1.3358729635753837
ACH-000163,-1.2152754906813106
ACH-000167,-1.6919733783956477
ACH-000168,-1.2636349615885607
ACH-000169,-1.3988297653379271
ACH-000178,-1.21637056823531
ACH-000183,-1.3426204101135613
ACH-000188,-1.299964931039574
ACH-000189,-0.9576869408376004
ACH-000190,-1.5117623311584472
ACH-000198,-1.0654025042979998
ACH-000203,-1.6533006347993469
ACH-000204,-1.188652988694873
ACH-000206,-1.1380724501920434
ACH-000207,-0.668323928103917
ACH-000208,-1.1715357938396338
ACH-000210,-1.0095552985859653
ACH-000211,-1.3916138031228764
ACH-000215,-1.3283030022903322
ACH-000221,-1.6400256789986576
ACH-000222,-1.1854551925326846
ACH-000223,-1.3056016288583154
ACH-000226,-1.053189145181658
ACH-000227,-0.9063764332650308
ACH-000228,-1.313024569927644
ACH-000231,-1.2584952562037872
ACH-000232,-1.2295810088248125
ACH-000233,-1.1970821061991492
ACH-000234,-1.3028317338726614
ACH-000235,-1.2667807334683414
ACH-000237,-1.4641743346223437
ACH-000238,-1.3885956672738042
ACH-000242,-1.3558864886629003
ACH-000243,-1.2806371826683154
ACH-000244,-1.1838306842062911
ACH-000246,-1.296913477077897
ACH-000248,-1.16557739667024
ACH-000250,-1.3675519479561726
ACH-000251,-1.1486224424557014
ACH-000252,-1.3604959930061065
ACH-000253,-1.3451740085798247
ACH-000255,-1.2281828792960576
ACH-000256,-1.3072172048955482
ACH-000257,-1.073227066912979
ACH-000258,-1.3405652326166608
ACH-000259,-1.3286955921568209
ACH-000260,-1.2571251993587924
ACH-000261,-1.0823778532871324
ACH-000262,-1.1868000579723006
ACH-000263,-0.8334256141615106
ACH-000264,-0.8391202978085947
ACH-000265,-1.1014674576637176
ACH-000266,-1.4115906847588524
ACH-000272,-1.2070776443107425
ACH-000274,-0.6347240336634985
ACH-000277,-1.0273363889404878
ACH-000278,-1.6056515146050716
ACH-000279,-1.4924105447084988
ACH-000280,-1.3564377592928802
ACH-000281,-1.5530636616834417
ACH-000288,-1.2774921472746392
ACH-000291,-1.096066098129253
ACH-000293,-1.0252343832262507
ACH-000294,-1.5017542430029158
ACH-000295,-1.1852772678486687
ACH-000296,-1.272781929084553
ACH-000302,-1.3925471286946465
ACH-000304,-1.0792703176785798
ACH-000307,-1.385097869245629
ACH-000308,-0.9441414258120854
ACH-000310,-0.6695700370558608
ACH-000311,-1.3432031075106332
ACH-000312,-1.1250959803958525
ACH-000315,-0.8233875146270918
ACH-000316,-1.416633936999636
ACH-000317,-1.3074946197972046
ACH-000318,-1.1738828349189037
ACH-000319,-1.1752806261846391
ACH-000320,-1.2963821792444716
ACH-000322,-1.2017712354159686
ACH-000323,-1.3608730860889664
ACH-000324,-1.4020032813008785
ACH-000329,-1.2983742943006489
ACH-000330,-1.5299446735254187
ACH-000331,-1.2388977835929698
ACH-000332,-1.1299597375706218
ACH-000334,-0.6814170853289937
ACH-000335,-1.1500901706080722
ACH-000336,-1.080717377235972
ACH-000337,-1.314807044513914
ACH-000338,-0.7771751888795195
ACH-000339,-1.2570939399500662
ACH-000341,-0.9077694676814444
ACH-000348,-1.4192407761709973
ACH-000350,-0.985751558749516
ACH-000352,-1.2613175370702072
ACH-000356,-1.2524013387534374
ACH-000361,-0.49940046309489505
ACH-000362,-1.0799262535100076
ACH-000363,-0.616252772186355
ACH-000364,-1.2337535837688711
ACH-000365,-1.1874355943896038
ACH-000366,-1.4509226809467302
ACH-000368,-1.4301093012612238
ACH-000374,-1.3652109783197297
ACH-000375,-1.0877536856074594
ACH-000376,-1.2985970949916792
ACH-000381,-1.2040033642191723
ACH-000383,-1.1826470628338992
ACH-000387,-0.7034634567049151
ACH-000389,-1.2634585971531465
ACH-000390,-1.7362366223003804
ACH-000393,-0.9600790769488928
ACH-000395,-1.199789294735696
ACH-000396,-1.3586223646065414
ACH-000397,-1.3281004105981822
ACH-000401,-1.4345386495914698
ACH-000402,-1.32695236626323
ACH-000403,-0.9657265820153575
ACH-000404,-1.575809150786912
ACH-000406,-1.0876496475970006
ACH-000407,-1.4797941295732715
ACH-000408,-1.6797682213964704
ACH-000410,-1.3945782667269162
ACH-000411,-1.3446360508957107
ACH-000414,-1.198606026416512
ACH-000415,-1.441748600571071
ACH-000416,-1.2576866326650566
ACH-000420,-1.3272811319494484
ACH-000421,-1.4323578204739176
ACH-000424,-1.0923649218202829
ACH-000425,-1.3032036113115482
