,C8G (733)
ACH-000676,-0.19738469432914296
ACH-000677,-0.06129863440223032
ACH-000681,-0.17970696104429834
ACH-000683,-0.2122166256834724
ACH-000684,-0.18049414640707154
ACH-000688,-0.2292399317103732
ACH-000693,-0.1316260404886745
ACH-000694,-0.19278637388518385
ACH-000695,-0.09238217351392207
ACH-000696,-0.1149901805471662
ACH-000697,-0.0999592712628873
ACH-000699,-0.23211789287897336
ACH-000701,-0.06661834759079258
ACH-000706,-0.2201145214574281
ACH-000711,-0.17623062470958348
ACH-000713,-0.056257064026168986
ACH-000714,-0.17585191074693385
ACH-000718,-0.3750735160495721
ACH-000720,-0.23093970093787425
ACH-000721,-0.2516006040165263
ACH-000724,-0.3654651238173236
ACH-000725,-0.0029552948677281834
ACH-000732,-0.3008513065996837
ACH-000734,-0.024693713609564655
ACH-000735,-0.22051496813219745
ACH-000736,-0.033364292073221335
ACH-000738,-0.12153620897699174
ACH-000746,-0.0765634360202862
ACH-000747,-0.1239305643379554
ACH-000748,-0.2617775013983684
ACH-000753,-0.15926279608604454
ACH-000756,-0.1983340310615002
ACH-000757,0.06941782184424876
ACH-000758,-0.19033936842452226
ACH-000760,-0.10728612909794497
ACH-000762,-0.15972780214474325
ACH-000763,0.034398537586417345
ACH-000764,-0.07256880870570914
ACH-000765,-0.2652247105673068
ACH-000766,-0.20672236826191945
ACH-000767,-0.1952187468216737
ACH-000768,-0.15375533942356776
ACH-000769,-0.0350974008334288
ACH-000770,-0.20753757184684896
ACH-000771,-0.29607381106282554
ACH-000773,-0.17331208798377715
ACH-000776,-0.015839771614865425
ACH-000777,-0.10410981151468096
ACH-000778,-0.03431337279498363
ACH-000781,-0.19343801531058535
ACH-000782,-0.058345533636077127
ACH-000783,-0.2485383574571565
ACH-000784,-0.24046841784153944
ACH-000785,-0.2783258614514122
ACH-000787,-0.13229142077770945
ACH-000788,-0.3006231654061813
ACH-000791,-0.2100599277366718
ACH-000792,-0.14011278867105847
ACH-000794,-0.2485282395365274
ACH-000796,-0.18873842074981956
ACH-000798,-0.18609977464255475
ACH-000799,-0.0782806745931291
ACH-000800,-0.05783314809869385
ACH-000802,-0.12934369656220854
ACH-000804,-0.17950321232797825
ACH-000805,-0.14065225065096165
ACH-000809,-0.3088595727241402
ACH-000810,-0.05706887011450856
ACH-000811,-0.15743816647111702
ACH-000817,-0.17419383606880418
ACH-000819,-0.2382964986128147
ACH-000820,-0.11761928230485626
ACH-000821,-0.12941046621185925
ACH-000822,-0.17385519143443126
ACH-000823,-0.17441795009049754
ACH-000824,-0.18701952520784226
ACH-000827,-0.1413825442220154
ACH-000829,-0.12497852852448588
ACH-000831,-0.16393712745342773
ACH-000832,-0.03817207632858945
ACH-000833,-0.08984726253020417
ACH-000834,-0.21515385386766825
ACH-000835,-0.14512455827387924
ACH-000836,-0.2003991063987051
ACH-000837,-0.2239500397381937
ACH-000838,-0.0899284829241817
ACH-000839,-0.2994834226595757
ACH-000840,-0.08096834985030811
ACH-000841,-0.1951115919520175
ACH-000843,-0.21752192357534708
ACH-000846,-0.2233107874396736
ACH-000847,-0.3245629959891968
ACH-000848,-0.22265636962413668
ACH-000849,-0.3260153429162275
ACH-000851,-0.019708378584878183
ACH-000855,0.08117973587258825
ACH-000856,-0.1254388943233149
ACH-000858,-0.10628107443529193
ACH-000859,-0.15514049364549887
ACH-000861,-0.054602930100682234
ACH-000862,-0.2409688918328253
ACH-000865,-0.21319562246288293
ACH-000866,-0.11082551337026254
ACH-000867,-0.037869168761561885
ACH-000869,-0.1074077247752556
ACH-000872,-0.4099973623619385
ACH-000873,-0.2107666236301017
ACH-000876,-0.07429724568855538
ACH-000878,-0.17947582647905405
ACH-000880,-0.11400222315661067
ACH-000881,-0.1681054391353237
ACH-000882,-0.14982093443597955
ACH-000884,-0.19605083870104995
ACH-000885,-0.05972591014348165
ACH-000887,-0.18323798958377824
ACH-000889,-0.1634047306106447
ACH-000896,-0.13357928527213567
ACH-000898,-0.1944971848547696
ACH-000900,-0.2761341102564343
ACH-000901,-0.2389468356514376
ACH-000905,-0.14766756244613938
ACH-000906,-0.15507279002867128
ACH-000907,-0.3809963154969375
ACH-000910,-0.2939918551332792
ACH-000911,-0.1836773172273883
ACH-000912,-0.17001530121061828
ACH-000913,-0.14117084428686105
ACH-000915,-0.036324737807762686
ACH-000916,-0.4054281635497197
ACH-000917,-0.0526917587450302
ACH-000920,-0.4541197921353349
ACH-000921,-0.22974166811147684
ACH-000924,-0.31832083355223223
ACH-000926,-0.2213162575952942
ACH-000928,-0.243998985114538
ACH-000929,-0.0700438801159998
ACH-000932,-0.11896102621675055
ACH-000935,-0.18873692589626434
ACH-000936,-0.16029087018755542
ACH-000937,-0.19211556264593566
ACH-000938,-0.08776334532144932
ACH-000939,-0.0954153471676122
ACH-000941,-0.11923158695302195
ACH-000943,-0.0774552263686833
ACH-000946,-0.1910022728560143
ACH-000947,-0.033714981068947165
ACH-000948,-0.12440819287888798
ACH-000950,-0.11613118122500543
ACH-000953,-0.14370718022762358
ACH-000954,-0.4992073763580474
ACH-000957,0.025400860183004886
ACH-000958,-0.1635944504541262
ACH-000960,-0.20554568008014354
ACH-000963,-0.2704528220876484
ACH-000968,-0.18920582014558007
ACH-000969,-0.02110227202504513
ACH-000972,-0.25819533517574456
ACH-000973,-0.07432835801398335
ACH-000974,-0.21939894508182745
ACH-000978,0.19443054279259325
ACH-000984,-0.184842828138152
ACH-000986,-0.1408301393646307
ACH-000988,-0.0441126147914971
ACH-000993,-0.29218794483891675
ACH-000994,-0.2595204201000407
ACH-000996,-0.0455016307507561
ACH-001001,-0.22768555965021334
ACH-001020,-0.3241012893045361
ACH-001028,-0.1721549118169565
ACH-001031,-0.20863543470795531
ACH-001038,-0.09419960001445776
ACH-001048,-0.270578506216751
ACH-001050,-0.16356464344274652
ACH-001053,-0.4103136970628041
ACH-001054,-0.2411244848633976
ACH-001061,-0.0472499401522575
ACH-001067,-0.16715811396990396
ACH-001075,-0.12464788362952055
ACH-001096,-0.260565252712852
ACH-001111,-0.02804779075970134
ACH-001119,-0.08641789075684635
ACH-001128,-0.2061451025988464
ACH-001134,-0.2999262479739526
ACH-001151,-0.204777679903161
ACH-001163,-0.18623884127424634
ACH-001164,-0.3250484005988665
ACH-001183,-0.09949101501753403
ACH-001192,-0.15391488706748113
ACH-001193,-0.006971467832967664
ACH-001196,-0.052635271505630465
ACH-001197,-0.3788719953826353
ACH-001205,-0.05813961026246725
ACH-001211,-0.1655853026924008
ACH-001212,-0.3062185590754745
ACH-001228,0.17256523624895712
ACH-001232,-0.26190124503657075
ACH-001239,-0.2284112108458927
ACH-001270,0.001201664518736835
ACH-001274,-0.0982245314151338
ACH-001275,-0.05839648400768925
ACH-001277,-0.18162359632211586
ACH-001278,-0.2168438098657156
ACH-001280,-0.10213336728883192
ACH-001283,-0.2398129624195215
ACH-001289,-0.32129464531699115
ACH-001300,-0.15197088346727605
ACH-001301,-0.16662689920929447
ACH-001302,-0.053239154354027166
ACH-001306,-0.2261568351858417
ACH-001318,-0.2605013495516222
ACH-001322,-0.2294447414823921
ACH-001328,-0.27475481853544576
ACH-001332,-0.22416232410083775
ACH-001336,-0.31644996569966793
ACH-001346,-0.2732076439000364
ACH-001353,-0.09800394979941723
ACH-001354,-0.08038228244578816
ACH-001367,-0.1407252579321572
ACH-001368,-0.1258192061907424
ACH-001374,0.011618143355435595
ACH-001377,-0.24308982804281956
ACH-001380,-0.1869884850733338
ACH-001391,-0.3236883929837012
ACH-001408,-0.1119719310617506
ACH-001430,-0.1561694735088894
ACH-001431,0.07066389568307847
ACH-001450,-0.20630420822507264
ACH-001496,-0.22408249717365653
ACH-001500,-0.3978640821665131
ACH-001523,-0.1311096013234343
ACH-001532,-0.08699985574582884
ACH-001550,-0.17416554982425844
ACH-001552,-0.2078130279061348
ACH-001554,-0.20689186226999948
ACH-001654,-0.2861316335886977
ACH-001735,-0.18106159173830205
ACH-001736,-0.12477103875831898
ACH-001737,-0.4230828404726587
ACH-001740,-0.21226428361815186
ACH-001745,-0.17257380432449487
ACH-001765,-0.11614663889062135
