,CTNNA3 (29119)
ACH-000004,-0.1324029454496221
ACH-000005,-0.05381252310335144
ACH-000007,-0.05034888391884575
ACH-000009,-0.008997270639298477
ACH-000011,-0.0709133104039052
ACH-000012,-0.0035179236920429803
ACH-000013,-0.0782916997563252
ACH-000014,-0.09421289240496647
ACH-000015,-0.12951526838790647
ACH-000017,-0.09945057588549512
ACH-000018,-0.11780145090604745
ACH-000019,-0.0434386630002969
ACH-000021,-0.0984854262042995
ACH-000022,-0.084439333983954
ACH-000025,-0.1956730446878
ACH-000028,-0.1718555612035018
ACH-000030,-0.2992703542462863
ACH-000035,-0.17646802861785996
ACH-000036,-0.15347867501872509
ACH-000037,-0.08728824003040457
ACH-000039,-0.21064819507934196
ACH-000040,0.038512227070992264
ACH-000041,-0.05224752165901444
ACH-000042,-0.1036907118319577
ACH-000045,-0.1580166878649403
ACH-000047,-0.03137912406417328
ACH-000052,-0.16653793870523131
ACH-000053,-0.11939813161441094
ACH-000054,-0.13045159895410416
ACH-000055,-0.3909481718277043
ACH-000060,-0.07233193290578173
ACH-000067,-0.1693431704070521
ACH-000070,-0.10621636860617747
ACH-000075,-0.06499114240338627
ACH-000078,-0.027212370998236347
ACH-000082,-0.09985451075789067
ACH-000085,-0.057196380277646536
ACH-000086,-0.2613620115490551
ACH-000087,-0.048955275053041036
ACH-000092,-0.09614048840377802
ACH-000095,-0.10217550071057556
ACH-000097,-0.04771165605051548
ACH-000098,-0.06885595094992628
ACH-000099,-0.06702652610997396
ACH-000108,-0.03797426265537174
ACH-000113,-0.08527609336448014
ACH-000116,-0.09318431357881296
ACH-000118,-0.15453618871041075
ACH-000120,-0.027325142281735392
ACH-000123,-0.0956012374555591
ACH-000127,-0.13852251505577542
ACH-000128,-0.09816320989014797
ACH-000132,-0.2641317226395077
ACH-000133,-0.09418623487917424
ACH-000137,-0.22589523502035325
ACH-000138,0.040534234541270565
ACH-000142,-0.0855564751715362
ACH-000143,-0.18685939481852964
ACH-000146,0.04682573704581254
ACH-000148,-0.09233813359815374
ACH-000150,-0.06069027744455754
ACH-000152,-0.12701136150870432
ACH-000153,0.08163304393803843
ACH-000159,-0.1298544113317005
ACH-000160,-0.09528309145841472
ACH-000163,-0.07827895369072631
ACH-000167,-0.22348414358786786
ACH-000168,0.1141922422659902
ACH-000169,-0.09329224460327487
ACH-000178,-0.09165021939524756
ACH-000183,-0.10604559423458948
ACH-000188,-0.0817788204393311
ACH-000189,-0.1901188998622711
ACH-000190,-0.11588888707273486
ACH-000198,-0.05696401582581001
ACH-000203,-0.3524249023180322
ACH-000204,-0.19568734245166372
ACH-000206,0.016351895486253657
ACH-000207,0.009183744107972364
ACH-000208,-0.04834841960409436
ACH-000210,-0.1633164067178616
ACH-000211,-0.11462007239377173
ACH-000215,-0.09769747746154174
ACH-000221,-0.11674526879269602
ACH-000222,-0.038963502312291634
ACH-000223,-0.11407398036619465
ACH-000226,-0.03772737683573341
ACH-000227,-0.2126329262535838
ACH-000228,-0.2499855189257291
ACH-000231,-0.11521558291714645
ACH-000232,-0.1831091191847476
ACH-000233,-0.08318461726533201
ACH-000234,0.007557666997867261
ACH-000235,-0.0709532730531521
ACH-000237,-0.060486510338727074
ACH-000238,0.049535963333160515
ACH-000242,0.1271253338217596
ACH-000243,-0.054573818464505375
ACH-000244,-0.09305491483931128
ACH-000246,0.0055726365232389
ACH-000248,-0.1379230833207
ACH-000250,-0.13881094873757466
ACH-000251,-0.09241438208605188
ACH-000252,0.02138224016060989
ACH-000253,-0.01756931996263132
ACH-000255,-0.1762394644408859
ACH-000256,0.036849226545795824
ACH-000257,-0.014634152186488846
ACH-000258,-0.19500812656295352
ACH-000259,-0.16295475544286112
ACH-000260,0.024618612334879032
ACH-000261,-0.10053695009430287
ACH-000262,0.12654709725709676
ACH-000263,-0.0943033320995234
ACH-000264,-0.13497514975456298
ACH-000265,-0.1648249582429033
ACH-000266,0.020896042897874258
ACH-000272,-0.008265623693426535
ACH-000274,-0.011283091057721677
ACH-000277,-0.18819029624835545
ACH-000278,-0.15770542871431972
ACH-000279,-0.18694526474882686
ACH-000280,-0.09192000511011178
ACH-000281,0.0180045132993237
ACH-000288,-0.12422020428381325
ACH-000291,-0.11149423117581758
ACH-000293,-0.05367959432738791
ACH-000294,0.02522783914532031
ACH-000295,0.046234367680714566
ACH-000296,-0.023702222611010116
ACH-000302,-0.12834752702628427
ACH-000304,-0.06085524196406793
ACH-000307,-0.093227426089845
ACH-000308,-0.07065248478007573
ACH-000310,-0.01815873492650456
ACH-000311,-0.12420644253012368
ACH-000312,-0.090580816912509
ACH-000315,-0.02779003035921268
ACH-000316,-0.13013227618493856
ACH-000317,-0.061707027401595636
ACH-000318,-0.03570795266057178
ACH-000319,-0.1897052629152468
ACH-000320,0.0655569056270015
ACH-000322,-0.13524138824534251
ACH-000323,-0.1640463882411291
ACH-000324,-0.10355116243695524
ACH-000329,-0.09217993065017477
ACH-000330,-0.038202877583154035
ACH-000331,-0.1215736478410836
ACH-000332,-0.08421120734436048
ACH-000334,0.02200928743900458
ACH-000335,0.00012540528981496332
ACH-000336,-0.33958464332887217
ACH-000337,-0.3218523689156608
ACH-000338,0.19707148705731906
ACH-000339,-0.06583938156725933
ACH-000341,-0.0969761850989321
ACH-000348,-0.19555596527549
ACH-000350,-0.005710471247470187
ACH-000352,-0.12160163170424812
ACH-000356,-0.16861276780837992
ACH-000361,-0.13886965842375626
ACH-000362,-0.012857691689774095
ACH-000363,-0.04446284340132045
ACH-000364,0.004247976436257621
ACH-000365,-0.10105630258160292
ACH-000366,-0.13200801017209265
ACH-000368,-0.1445090327899325
ACH-000374,-0.13064402595362104
ACH-000375,-0.07823475493492628
ACH-000376,-0.22218237752198067
ACH-000381,-0.07859289284693471
ACH-000383,-0.0357457685423317
ACH-000387,-0.03839852126665845
ACH-000389,0.033801825163916666
ACH-000390,-0.014177380288487309
ACH-000393,0.013557519611209734
ACH-000395,-0.026770089347438127
ACH-000396,-0.08702439513211115
ACH-000397,0.00882308114620259
ACH-000401,-0.08923100693223157
ACH-000402,-0.15465801634155202
ACH-000403,-0.09648562889580578
ACH-000404,0.2675613616037787
ACH-000406,-0.09105740263319324
ACH-000407,-0.18841524969250828
ACH-000408,-0.010969531904022035
ACH-000410,-0.1198866424972378
ACH-000411,-0.02120703725120224
ACH-000414,-0.11070023115156576
ACH-000415,-0.16665379149498222
ACH-000416,-0.1683478660905233
ACH-000420,-0.032229379287472285
ACH-000421,-0.06371932529270254
ACH-000424,0.05598269913890031
ACH-000425,-0.08150702888190614
ACH-000426,-0.11399285360415015
ACH-000427,-0.04938750907038883
ACH-000433,-0.08294827240059037
ACH-000435,-0.2336593421286486
ACH-000436,0.009346344092800942
ACH-000444,-0.05698045059834514
ACH-000445,0.004848086108868531
ACH-000448,-0.0720704540000074
ACH-000450,-0.25540381931663897
ACH-000452,-0.19905299819185168
ACH-000454,-0.10273636075634006
ACH-000458,-0.0633701152249218
ACH-000459,-0.10085506548759786
ACH-000460,-0.11967510917481418
ACH-000461,-0.0932265669913166
ACH-000463,-0.11946885575107233
ACH-000464,-0.02385297062143552
ACH-000466,-0.15523457441505653
ACH-000467,-0.16628021995475775
ACH-000468,0.02129437341034188
ACH-000469,-0.13909218115525934
ACH-000470,-0.03804475736098925
ACH-000471,-0.04778531764010275
ACH-000472,-0.12585702878105404
ACH-000473,-0.1610446409436693
ACH-000475,-0.06972736149595521
ACH-000476,-0.01616480181092949
ACH-000477,0.16547607917035614
ACH-000479,0.23931507949077585
ACH-000480,-0.1736569740881142
ACH-000481,-0.17807250393090174
ACH-000483,-0.07868345782270084
ACH-000484,0.07435990664293463
ACH-000485,-0.08003339630889862
ACH-000486,-0.1715609693378421
ACH-000487,-0.051887247645367736
ACH-000488,-0.08190805403677283
ACH-000490,-0.2143439162837109
ACH-000491,-0.10420136506925347
ACH-000495,-0.08175483123709976
ACH-000496,-0.12145176514946378
ACH-000499,-0.1700928007716344
ACH-000500,-0.24240764709584198
ACH-000502,-0.06339415251404132
ACH-000503,-0.11225606653534394
ACH-000505,-0.1642505305860438
ACH-000507,-0.16247053963373406
ACH-000510,-0.13290701881447253
ACH-000511,0.052666151205153236
ACH-000512,-0.08128933203335177
ACH-000516,-0.03195214211552744
ACH-000517,-0.07739191218320192
ACH-000518,-0.07820459247745128
ACH-000520,0.005358390694735277
ACH-000521,0.08737563346464519
ACH-000522,-0.04082032487413747
ACH-000524,-0.001622394583216066
ACH-000527,-0.06671569737557048
ACH-000528,-0.024846213413687687
ACH-000537,-0.2347263052196497
ACH-000541,-0.10965766425216464
ACH-000542,-0.1883670492275148
ACH-000544,-0.0638243486652309
ACH-000545,0.0423481829162515
ACH-000547,-0.3331494531123204
ACH-000548,-0.1001226418254114
ACH-000549,-0.3377282540518179
ACH-000550,-0.16542004127601762
ACH-000552,-0.19431145610103526
ACH-000556,-0.005008580536881265
ACH-000557,-0.039383135959733424
ACH-000569,-0.07238278384232873
ACH-000570,-0.15211920269427015
ACH-000571,-0.0242266395562568
ACH-000573,0.0027803786179203234
ACH-000576,-0.0985273298424406
ACH-000579,-0.2294033545865112
ACH-000580,0.10326243542131322
ACH-000584,-0.031484563728715116
ACH-000585,-0.16711064511331875
ACH-000588,-0.029590294767673064
ACH-000589,0.02392653275146836
ACH-000591,-0.12111358496528883
ACH-000593,-0.1293662633215821
ACH-000600,-0.14943861061041516
ACH-000601,-0.05073558245365148
ACH-000605,-0.10797247702573806
ACH-000606,-0.05954751620008115
ACH-000608,-0.038680890582694055
ACH-000614,-0.09538433654131087
ACH-000616,-0.01430978420038776
ACH-000618,-0.10149275432286456
ACH-000619,-0.1344356693563203
ACH-000620,-0.0858124575480313
ACH-000621,-0.023377932771365184
ACH-000622,0.036213950037993214
ACH-000623,-0.15933684182979302
ACH-000624,0.02771184441405626
ACH-000627,-0.054589347868541964
ACH-000630,-0.4248635403156345
ACH-000631,-0.5139685802278064
ACH-000632,0.026915575577126264
ACH-000633,-0.06478799274154337
ACH-000637,-0.020154446902928797
ACH-000638,-0.286018021989322
ACH-000646,-0.20118331361244784
ACH-000647,-0.08633403766719336
ACH-000648,-0.07193353778947065
ACH-000649,-0.025312900453712463
ACH-000651,-0.0725524999925151
ACH-000652,-0.001343823734141558
ACH-000653,-0.1393113012571937
ACH-000657,-0.09862024026687798
ACH-000658,0.020516609790177987
ACH-000661,-0.07910972020101767
ACH-000662,0.040673997404500464
ACH-000663,-0.0771444527144957
ACH-000665,-0.059966633375617626
ACH-000671,-0.12466292289743962
ACH-000672,-0.0448365789912233
ACH-000673,-0.127451520282398
ACH-000676,-0.08902826303315449
ACH-000677,-0.19359683660466565
ACH-000681,-0.031410505174694466
ACH-000683,-0.03297483379132346
ACH-000684,-0.007167582616317922
ACH-000688,-0.1294237135730666
ACH-000693,-0.19014841733517895
ACH-000694,-0.12606176746487108
ACH-000695,-0.21858348801166486
ACH-000696,-0.07297949965339265
ACH-000697,0.10317490608717983
ACH-000699,-0.07884318421376231
ACH-000701,0.08156633463443784
ACH-000706,-0.0885230086463343
ACH-000711,-0.1282179039237457
ACH-000713,0.08951166142522894
ACH-000714,0.03457221919217821
ACH-000718,-0.01805828168989688
ACH-000720,0.009524582699373054
ACH-000721,-0.07969172380735483
ACH-000724,-0.12463765966959525
ACH-000725,-0.038899583982793896
ACH-000732,-0.006509726339197131
ACH-000734,-0.11249884130817152
ACH-000735,-0.060024952655478574
ACH-000736,-0.011762445373718644
ACH-000738,-0.09049618227484084
ACH-000746,0.004220145378575349
ACH-000747,-0.314936212907808
ACH-000748,-0.04654843539804617
ACH-000753,-0.031131020525089075
ACH-000756,0.045120585156470834
ACH-000757,0.06175451527386859
ACH-000758,-0.1890223038817984
ACH-000760,-0.07236426275712504
ACH-000762,-0.0904887807863792
ACH-000763,-0.08878692306035192
ACH-000764,-0.04548479292761196
ACH-000765,-0.08886235256536522
ACH-000766,-0.1815759498890696
ACH-000767,-0.06161084389748672
ACH-000768,-0.15425465555700466
ACH-000769,-0.06160731796898401
ACH-000770,-0.011096913943011624
ACH-000771,-0.08838968664547163
ACH-000773,-0.12378535981271087
ACH-000776,-0.1546895463003138
ACH-000777,-0.027375780922827574
ACH-000778,-0.18634144010601572
ACH-000781,-0.052440380691157036
ACH-000782,-0.04234889160463569
ACH-000783,-0.17208814593566954
ACH-000784,-0.08744534212931901
ACH-000785,0.061425275236601976
ACH-000787,-0.017985936994063815
ACH-000788,-0.07199125896749489
ACH-000791,-0.11360774794405028
ACH-000792,-0.03226321601729867
ACH-000794,-0.08269493733580625
ACH-000796,0.04111474354579059
ACH-000798,0.1309336050492326
ACH-000799,-0.08390921315306829
ACH-000800,0.04116375421705548
ACH-000802,-0.05551364774654427
ACH-000804,-0.14590661837227506
ACH-000805,-0.03294455575293407
ACH-000809,-0.03444110636217445
ACH-000810,-0.036523194339011335
ACH-000811,-0.06711833371289458
ACH-000817,-0.3244033445342322
ACH-000819,-0.18350929972719124
ACH-000820,0.19477028126983514
ACH-000821,-0.3091413997107001
ACH-000822,-0.08702715517104946
ACH-000823,-0.03485177911701709
ACH-000824,-0.06755251197250367
ACH-000827,0.046870827147713415
ACH-000829,-0.22203968399272128
ACH-000831,-0.06259162114029966
