,AZU1 (566)
ACH-000004,-0.11477864253149288
ACH-000005,-0.05487564826393073
ACH-000007,0.153359162578864
ACH-000009,0.09682994877287228
ACH-000011,-0.2033064651521972
ACH-000012,-0.016207481822776332
ACH-000013,-0.026173943576752817
ACH-000014,-0.1865680793096988
ACH-000015,0.037662222407881786
ACH-000017,-0.012367876245013508
ACH-000018,-0.21463570702081095
ACH-000019,0.26089520415829937
ACH-000021,0.0480665172382031
ACH-000022,0.018128862588181145
ACH-000025,-0.054570220075763023
ACH-000028,-0.05570408474640001
ACH-000030,0.03842659935415605
ACH-000035,-0.041706891095251726
ACH-000036,-0.058779544660456165
ACH-000037,-0.014533020630229612
ACH-000039,0.059377009739537474
ACH-000040,0.1391301052839127
ACH-000041,0.006492994713873128
ACH-000042,0.043178119240924934
ACH-000045,-0.1682538235418501
ACH-000047,0.034529730223809445
ACH-000052,-0.06243303510237881
ACH-000053,0.13251811027082458
ACH-000054,-0.07622276600857343
ACH-000055,0.23157622644904266
ACH-000060,0.08059262567585862
ACH-000067,-0.004444191080450974
ACH-000070,0.03768272823885812
ACH-000075,0.05527357108086622
ACH-000078,0.18080478875663336
ACH-000082,-0.09648712613463953
ACH-000085,-0.12922575449979645
ACH-000086,-0.14120197482400976
ACH-000087,0.013846027062603829
ACH-000092,0.0835869750207928
ACH-000095,-0.040171701477398264
ACH-000097,-0.15214386369792982
ACH-000098,0.02253542109775561
ACH-000099,0.000956166141586862
ACH-000108,0.0036122393902818977
ACH-000113,0.04318189937977164
ACH-000116,0.10183391182513166
ACH-000118,0.07273572158473894
ACH-000120,-0.1668358950043779
ACH-000123,0.08653838151213035
ACH-000127,0.00558220771859356
ACH-000128,0.09574883329572917
ACH-000132,-0.057917637196601736
ACH-000133,0.1261129281818034
ACH-000137,-0.07643094322047489
ACH-000138,-0.15595708987603174
ACH-000142,0.15702736204426102
ACH-000143,-0.3023267377712929
ACH-000146,0.06962300292446089
ACH-000148,0.05703865585340559
ACH-000150,0.22255983750815586
ACH-000152,0.04427747097664215
ACH-000153,0.004000903853972265
ACH-000159,0.06507858257858143
ACH-000160,0.0050803931345918575
ACH-000163,0.01714775795516351
ACH-000167,0.4978743344031344
ACH-000168,-0.037287428810535886
ACH-000169,-0.033971305837852
ACH-000178,0.08372171940968037
ACH-000183,0.1182937652771704
ACH-000188,0.07896104138906017
ACH-000189,-0.3092037323242777
ACH-000190,0.1725089274739134
ACH-000198,-0.07714084672972159
ACH-000203,-0.26350484278893793
ACH-000204,-0.029506315554321337
ACH-000206,-0.08045187131255319
ACH-000207,-0.13939397158732295
ACH-000208,0.04017830134769675
ACH-000210,-0.284507402255057
ACH-000211,0.13290595017764698
ACH-000215,0.047906649084261656
ACH-000221,0.09776346830363557
ACH-000222,0.05098712224115435
ACH-000223,0.022843363595090104
ACH-000226,0.015112764826050612
ACH-000227,0.136407388664205
ACH-000228,0.11099148164614116
ACH-000231,0.06870025885822184
ACH-000232,-0.12028344059908964
ACH-000233,0.09066181413062199
ACH-000234,-0.07513054538322479
ACH-000235,-0.014838503200569913
ACH-000237,-0.010802289621719904
ACH-000238,0.014773888276206334
ACH-000242,-0.07612849999032696
ACH-000243,-0.015324960282937524
ACH-000244,-0.05516051881543348
ACH-000246,-0.1523765347118465
ACH-000248,-0.04143048515066602
ACH-000250,0.0017599754432780746
ACH-000251,0.28800061431855944
ACH-000252,0.01945282115538444
ACH-000253,-0.07154007508440086
ACH-000255,0.10520439658109706
ACH-000256,0.1252093765782558
ACH-000257,-0.1183776574957404
ACH-000258,0.08619422159284787
ACH-000259,-0.061152155342419814
ACH-000260,-0.09190722619165048
ACH-000261,-0.06825891401097317
ACH-000262,-0.1998902582145541
ACH-000263,0.07294582635920188
ACH-000264,0.1636022781266436
ACH-000265,-0.07084148975352587
ACH-000266,-0.07726473422504124
ACH-000272,0.06551497784343603
ACH-000274,-0.059810099098124035
ACH-000277,-0.09240288279128224
ACH-000278,0.0722647124054256
ACH-000279,0.06644166973663486
ACH-000280,0.09007463027513893
ACH-000281,-0.08635407940324373
ACH-000288,0.11470936550865522
