,GTF2H5 (404672)
ACH-000004,-0.06300506109264083
ACH-000005,0.12776475711733642
ACH-000007,-0.033832669192447165
ACH-000009,-0.02605425398839312
ACH-000011,-0.4397509412777757
ACH-000012,0.20765736975898344
ACH-000013,-0.16776443802917873
ACH-000014,-0.15262525710321198
ACH-000015,-0.12008489995964353
ACH-000017,0.00903103759985822
ACH-000018,-0.2882619649332529
ACH-000019,-0.09550762529839996
ACH-000021,-0.3347422558662212
ACH-000022,0.10512608951816832
ACH-000025,-0.15929470277710936
ACH-000028,-0.06862007921530006
ACH-000030,-0.056720651572430426
ACH-000035,-0.18975827324692826
ACH-000036,-0.4347275042930272
ACH-000037,-0.14473114844929566
ACH-000039,-0.15301029768060245
ACH-000040,-0.22173670076678376
ACH-000041,-0.023057313962608284
ACH-000042,-0.13051819768607276
ACH-000045,0.06939670315585238
ACH-000047,-0.038773307110946786
ACH-000052,-0.14945786015702106
ACH-000053,-0.2655533049202737
ACH-000054,0.033883429779434586
ACH-000055,0.08493557676584368
ACH-000060,-0.09157745833734753
ACH-000067,-0.2301583220053271
ACH-000070,-0.6058119340619869
ACH-000075,-0.1905172563384435
ACH-000078,-0.060501766492861125
ACH-000082,-0.3351583133869364
ACH-000085,-0.12412780602390748
ACH-000086,-0.12108099414697175
ACH-000087,-0.2613179822921738
ACH-000092,-0.13604978654016087
ACH-000095,-0.11820075842466785
ACH-000097,-0.2203828703187694
ACH-000098,-0.1477030386483251
ACH-000099,0.013053274076819532
ACH-000108,-0.13275971591900582
ACH-000113,-0.34274439605076834
ACH-000116,-0.06910927616137244
ACH-000118,-0.15592578613897995
ACH-000120,-0.08453249037999569
ACH-000123,0.046273419654669766
ACH-000127,0.003460409075357987
ACH-000128,-0.1774161866027978
ACH-000132,-0.4746867324344819
ACH-000133,-0.10432741539090673
ACH-000137,0.04460187408059468
ACH-000138,-0.12750486853300722
ACH-000142,-0.13836719423558586
ACH-000143,-0.22812226065443464
ACH-000146,-0.06778879984064431
ACH-000148,-0.20596416051484773
ACH-000150,-0.32765635831183537
ACH-000152,-0.06882648612640299
ACH-000153,0.018395212525498483
ACH-000159,-0.05829733825359956
ACH-000160,-0.08104329619674754
ACH-000163,-0.23803492834543336
ACH-000167,-0.2480472168586207
ACH-000168,-0.14617729809486316
ACH-000169,-0.09099904440122852
ACH-000178,-0.03229339576796071
ACH-000183,-0.5038624859672282
ACH-000188,0.0038797645809688
ACH-000189,-0.15128826044096078
ACH-000190,0.17619716553501968
ACH-000198,-0.6059116776774083
ACH-000203,-0.11274250873719205
ACH-000204,-0.35365852817055365
ACH-000206,-0.0433907175806138
ACH-000207,-0.06870035187454611
ACH-000208,-0.04203015718760555
ACH-000210,-0.13720427538706792
ACH-000211,-0.043525536343398584
ACH-000215,-0.2533863024046443
ACH-000221,-0.006718064013341322
ACH-000222,-0.09875251513193148
ACH-000223,-0.09588022735450967
ACH-000226,-0.1515252813296486
ACH-000227,-0.23192463377829045
ACH-000228,-0.2397160717047917
ACH-000231,-0.07212289532254637
ACH-000232,-0.7332312022411747
ACH-000233,-0.17393785544666898
ACH-000234,0.012681219557516069
ACH-000235,-0.18804881772159876
ACH-000237,-0.11364830259883303
ACH-000238,-0.08420840711498928
ACH-000242,0.1431625225764166
ACH-000243,-0.013447545300853951
ACH-000244,-0.3916176903963953
ACH-000246,-0.16283900935573514
ACH-000248,-0.09944585389117472
ACH-000250,-0.22767263472387275
ACH-000251,-0.24287724142776876
ACH-000252,0.01971282125552231
ACH-000253,0.07774038198026953
ACH-000255,-0.1496025293407299
ACH-000256,0.008552095810790031
ACH-000257,-0.09299281090662467
ACH-000258,-0.4645394258864073
ACH-000259,-0.18557173789704154
ACH-000260,0.02031538581594574
ACH-000261,-0.06791536786102148
ACH-000262,0.006386637555913065
ACH-000263,-0.2814680208885091
ACH-000264,-0.21933137280493628
ACH-000265,-0.040286985684675175
ACH-000266,-0.1839196475235246
ACH-000272,-0.21582940484415145
ACH-000274,-0.1804897831896793
ACH-000277,-0.11152964694901256
ACH-000278,-0.15403885618510574
ACH-000279,-0.18142356222405065
ACH-000280,-0.18993681020863495
ACH-000281,-0.26891502819853885
ACH-000288,-0.1828290773501039
ACH-000291,-0.16835974736050394
ACH-000293,-0.07260115291341272
ACH-000294,-0.07324721733208284
ACH-000295,-0.08174070898078799
ACH-000296,0.035727725516458614
ACH-000302,0.05220237820880421
ACH-000304,-0.41916645591724333
ACH-000307,0.025719658742471303
ACH-000308,-0.030599131750466392
ACH-000310,-0.09507601866165752
ACH-000311,-0.2218740915019936
ACH-000312,-0.03652507120288288
ACH-000315,-0.1550881126591957
ACH-000316,-0.1995310245627013
ACH-000317,-0.24935650192571004
ACH-000318,-0.08016834682108419
ACH-000319,0.040140982457713824
ACH-000320,-0.3055954694223805
ACH-000322,-0.15056891854612825
ACH-000323,-0.13347909653287712
ACH-000324,-0.21317932717093974
ACH-000329,-0.046530774936106384
ACH-000330,0.10978133405417982
ACH-000331,-0.34816729792137435
ACH-000332,-0.11591920907279013
ACH-000334,-0.2310715671571965
ACH-000335,0.1396709448546148
ACH-000336,-0.2993620876564548
ACH-000337,-0.21671393901477015
ACH-000338,-0.5160999045936248
ACH-000339,-0.12288671170477365
ACH-000341,-0.16684164686093245
ACH-000348,-0.2501709657938467
ACH-000350,-0.05919880026807465
ACH-000352,-0.10653905396574616
ACH-000356,0.01658250960578753
ACH-000361,0.03691233675787739
ACH-000362,-0.29748460309302
ACH-000363,-0.22972168509110866
ACH-000364,-0.20611207020153072
ACH-000365,-0.2612744596373268
ACH-000366,-0.04852190575142568
ACH-000368,-0.3779842863942915
ACH-000374,0.02835745828860829
ACH-000375,-0.20282513122319776
ACH-000376,-0.2397960540888779
ACH-000381,-0.2132269316562317
ACH-000383,-0.12336374896905447
ACH-000387,-0.06048043329676596
ACH-000389,-0.30853958117330954
ACH-000390,-0.07851284803806458
ACH-000393,-0.2086865470650044
ACH-000395,-0.12108658793260182
ACH-000396,-0.07008979737018163
ACH-000397,0.017801357117191916
ACH-000401,-0.4743557580675086
ACH-000402,-0.5998664427034968
ACH-000403,-0.09846666750203288
ACH-000404,-0.13359970810647326
ACH-000406,-0.1496052487830405
ACH-000407,-0.20085293638705426
ACH-000408,0.025786241441314736
ACH-000410,-0.18163201366041676
ACH-000411,-0.14664379014736936
ACH-000414,-0.3701291067971668
ACH-000415,-0.36486262499486105
ACH-000416,-0.051040025221570584
ACH-000420,0.034671158779495816
ACH-000421,0.04317296483319489
ACH-000424,-0.2722879556239929
ACH-000425,-0.3662503248619016
ACH-000426,-0.2474996480201612
ACH-000427,-0.0578562821003877
ACH-000433,-0.36148344636543656
ACH-000435,-0.02036510891562211
ACH-000436,-0.2177393482234248
ACH-000444,0.06722061831072347
ACH-000445,-0.1875886648542313
ACH-000448,-0.12871990545505638
ACH-000450,-0.15288930768778133
ACH-000452,-0.2766845203758984
ACH-000454,0.0018352625067293864
ACH-000458,-0.1515045026850255
ACH-000459,-0.27303644797726323
ACH-000460,-0.1677199898729843
ACH-000461,0.1058083715875738
ACH-000463,0.008624299486733463
ACH-000464,0.059240522757570115
ACH-000466,0.04807398363980708
ACH-000467,-0.08703544259076595
