,FILIP1 (27145)
ACH-000541,0.2555687300858632
ACH-000542,-0.0784199838612752
ACH-000544,-0.09390944763930044
ACH-000545,-0.22243862735514205
ACH-000547,-0.3574482665624797
ACH-000548,0.04072346154664881
ACH-000549,-0.17635397640512654
ACH-000550,-0.12418096653228948
ACH-000552,-0.0887774698720603
ACH-000556,-0.14651777480079745
ACH-000557,-0.13081845158499186
ACH-000569,-0.19341722935871086
ACH-000570,-0.0875096964181601
ACH-000571,-0.13274548735787478
ACH-000573,-0.170868832338547
ACH-000576,-0.0181681665921868
ACH-000579,-0.28260800930560204
ACH-000580,0.0646293720673587
ACH-000584,-0.008419049359257412
ACH-000585,-0.0627339451952939
ACH-000588,-0.160745583718147
ACH-000589,-0.022962055385276358
ACH-000591,-0.1598793412152956
ACH-000593,-0.1122541099563458
ACH-000600,-0.02134550417493089
ACH-000601,-0.10932087054256412
ACH-000605,-0.07744893619679473
ACH-000606,-0.1228803593119144
ACH-000608,-0.09432945548986373
ACH-000614,0.08751755465194369
ACH-000616,0.014396807887403057
ACH-000618,-0.14098046053211755
ACH-000619,-0.049446723230313024
ACH-000620,-0.13839799315130538
ACH-000621,-0.09222629832649716
ACH-000622,-0.22055924980228755
ACH-000623,-0.14310241225266845
ACH-000624,-0.14330613830856664
ACH-000627,-0.14953012708468436
ACH-000630,-0.001041101397994507
ACH-000631,-0.16540016574159327
ACH-000632,-0.1950862360250256
ACH-000633,-0.032484003055429984
ACH-000637,-0.08459176926287065
ACH-000638,-0.13182390612383418
ACH-000646,-0.03015879044492885
ACH-000647,-0.13897022513274626
ACH-000648,0.07057125083052702
ACH-000649,-0.14632332863519126
ACH-000651,-0.11230558980007817
ACH-000652,-0.09856621456828817
ACH-000653,0.08787064412887924
ACH-000657,-0.0913734368008722
ACH-000658,-0.15235814750845555
ACH-000661,-0.22471339300581866
ACH-000662,0.13112119945702974
ACH-000663,-0.10446849844368132
ACH-000665,-0.15737964040086708
ACH-000671,-0.1391605414731541
ACH-000672,-0.4777861888742877
ACH-000673,0.009258618671479995
ACH-000676,-0.16955828952364574
ACH-000677,-0.08451647978313186
ACH-000681,-0.0704066262376463
ACH-000683,-0.07198032319566032
ACH-000684,-0.11505411688556184
ACH-000688,0.16370509086127952
ACH-000693,-0.08719666224831868
ACH-000694,-0.13774925024267728
ACH-000695,-0.03533462681702331
ACH-000696,-0.038167793124740425
ACH-000697,0.10731771768020634
ACH-000699,-0.07019135792832136
ACH-000701,-0.02651032017102323
ACH-000706,-0.2148749535250271
ACH-000711,-0.0889300486913402
ACH-000713,-0.27724773117721835
ACH-000714,-0.0943687429144448
ACH-000718,-0.05637459521132696
ACH-000720,-0.18230499750867346
ACH-000721,-0.097354516683774
ACH-000724,-0.1522696216073657
ACH-000725,-0.27634634839590944
ACH-000732,-0.08840502582213626
ACH-000734,-0.08079006435853035
ACH-000735,-0.03475775983649408
ACH-000736,0.07728853873724381
ACH-000738,-0.10392402080710916
ACH-000746,-0.24475985446245554
ACH-000747,0.05107648561269821
ACH-000748,-0.11180303030104494
ACH-000753,-0.14304652231059742
ACH-000756,-0.12965848199008398
ACH-000757,-0.09918867907813866
ACH-000758,0.0871376631387363
ACH-000760,-0.009113280855486058
ACH-000762,-0.12853543752616262
ACH-000763,-0.07447912646679612
ACH-000764,-0.1149746043984924
ACH-000765,-0.2744877455382017
ACH-000766,-0.10457077295578203
ACH-000767,-0.10895901535609837
ACH-000768,-0.2076838172459841
ACH-000769,-0.007919174765240206
ACH-000770,-0.13090020018247636
ACH-000771,-0.08852091216348283
ACH-000773,-0.08360343157942364
ACH-000776,-0.3038438263407696
ACH-000777,0.016965686404933667
ACH-000778,-0.20176928775870104
ACH-000781,-0.21549219389087768
ACH-000782,-0.11314283420237245
ACH-000783,-0.08216270013030469
ACH-000784,-0.07534517930823327
ACH-000785,-0.05427578599086196
ACH-000787,-0.008948331293417443
ACH-000788,-0.19727520816951288
ACH-000791,-0.17236251942974612
ACH-000792,-0.11161174452888488
ACH-000794,-0.14909459219156468
ACH-000796,-0.14106403814271384
ACH-000798,-0.04131318641872489
ACH-000799,0.06414712723838586
ACH-000800,-0.16996915990236972
ACH-000802,-0.01808187363161026
ACH-000804,-0.15197580610117736
ACH-000805,0.001973515159327001
ACH-000809,-0.0807853748907051
ACH-000810,0.0016112992062785876
ACH-000811,-0.10225350912009364
ACH-000817,-0.29230851544941044
ACH-000819,-0.15494482292468348
ACH-000820,-0.18755892587335168
ACH-000821,0.045319848176889804
ACH-000822,-0.08360734086077895
ACH-000823,-0.034988427327670935
ACH-000824,-0.043630503074258316
ACH-000827,-0.12710432481780942
ACH-000829,-0.11416717313085885
ACH-000831,-0.17264617487799164
ACH-000832,-0.044670705282484686
ACH-000833,-0.19246506601033192
ACH-000834,-0.11247068268269217
ACH-000835,-0.07383646992290492
ACH-000836,-0.16603595892857512
ACH-000837,-0.01701576302169414
ACH-000838,-0.003770178851674576
ACH-000839,0.10352125505306133
ACH-000840,-0.03706312231145487
ACH-000841,-0.012028081992942441
ACH-000843,0.07648190331593449
ACH-000846,-0.0013487548590415204
ACH-000847,-0.1183611479021946
ACH-000848,-0.2290880203467245
ACH-000849,-0.025156902474758644
ACH-000851,-0.17995514332003612
ACH-000855,-0.2380715540030353
ACH-000856,-0.04785896361083868
ACH-000858,-0.10385316171672156
ACH-000859,-0.2965735069902368
ACH-000861,-0.16677384049264785
ACH-000862,-0.2113657699437396
ACH-000865,-0.1277510332895261
ACH-000866,-0.03675315123477378
ACH-000867,-0.052694620313625935
ACH-000869,-0.09752198562576876
ACH-000872,-0.21116086094206568
ACH-000873,-0.13986782202351475
ACH-000876,-0.07704911588358508
ACH-000878,-0.1518514752233967
ACH-000880,-0.04772225450205368
ACH-000881,-0.12800396948879114
ACH-000882,-0.1881745129504502
ACH-000884,-0.031063250534794338
ACH-000885,-0.1374310992330661
ACH-000887,-0.11304219344731725
ACH-000889,-0.09890730372271953
ACH-000896,-0.0593452623945258
ACH-000898,-0.22038913234787935
ACH-000900,-0.20373469274217695
ACH-000901,-0.14420566509513286
ACH-000905,-0.003368058718102669
ACH-000906,-0.07580223545023307
ACH-000907,-0.1390165386242811
ACH-000910,-0.07485572944069012
ACH-000911,-0.13659337132531044
ACH-000912,-0.06540301590680864
ACH-000913,-0.11901066736312545
ACH-000915,0.03917042836291222
ACH-000916,-0.07421945150722084
ACH-000917,-0.07241775452189317
ACH-000920,-0.17918346223055118
ACH-000921,-0.357906775379758
ACH-000924,-0.13365691468437765
ACH-000926,-0.18833684340897394
ACH-000928,0.08586049836499535
ACH-000929,-0.018075618774792752
ACH-000932,-0.18162082320430128
ACH-000935,-0.13104192076389168
ACH-000936,-0.13475392229000888
ACH-000937,-0.13282066171782755
ACH-000938,-0.22130968213570432
ACH-000939,-0.050646187770839485
ACH-000941,-0.16577325671485246
ACH-000943,-0.05317823627644226
ACH-000946,-0.06537923407515317
ACH-000947,-0.07954739196025676
ACH-000948,-0.2388954385394929
ACH-000950,-0.1861981021577805
ACH-000953,-0.09957690968026184
ACH-000954,-0.42903455891797415
ACH-000957,-0.10341532249392338
ACH-000958,-0.07110752519063128
ACH-000960,-0.011330780596840796
ACH-000963,-0.029640225273874436
ACH-000968,-0.13968084873572156
ACH-000969,-0.2277148758364181
ACH-000972,0.0915582636690443
ACH-000973,-0.20416585523675304
ACH-000974,-0.07427934961367554
ACH-000978,0.0018946503822877762
ACH-000984,-0.03540226920849385
ACH-000986,-0.0880720607797648
ACH-000988,-0.12996825906296064
ACH-000993,-0.122260163104566
ACH-000994,-0.09505633034928852
ACH-000996,0.008187839950670467
ACH-001001,-0.08278395610976776
ACH-001020,-0.29089022491852745
ACH-001028,-0.13003471395036978
ACH-001031,0.021484086818261226
ACH-001038,-0.1951327345705145
ACH-001048,-0.17102179741018547
ACH-001050,-0.07547073971830055
ACH-001053,-0.08016872053366514
ACH-001054,-0.1188488425845144
ACH-001061,-0.16325890761380793
ACH-001067,-0.10726939818711097
ACH-001075,-0.18082350586962148
ACH-001096,-0.1404055594647772
ACH-001111,-0.13368260722317613
ACH-001119,-0.12663015710381664
ACH-001128,-0.3738156221467345
ACH-001134,-0.13008594339100302
ACH-001151,-0.12426322844496543
ACH-001163,-0.08231621136831561
ACH-001164,-0.24158552479103604
ACH-001183,-0.004472167035527123
ACH-001192,-0.2085218657457258
ACH-001193,0.22348384853502629
ACH-001196,-0.07671156818383833
ACH-001197,-0.06580690505207165
ACH-001205,-0.0870423430072998
ACH-001211,-0.17298112785137432
ACH-001212,-0.011482830646770616
ACH-001228,-0.04284993271868786
ACH-001232,-0.12683489587253002
ACH-001239,-0.030477218032046536
ACH-001270,-0.1277292543043788
ACH-001274,0.02647321521339619
ACH-001275,-0.08028327835813652
ACH-001277,-0.1605237215029025
ACH-001278,-0.1012703653033678
ACH-001280,-0.13338153310206705
ACH-001283,-0.07775283996674524
ACH-001289,-0.03628168569613775
ACH-001300,-0.15664605970667164
ACH-001301,-0.006298336212871103
ACH-001302,-0.02222786169745097
ACH-001306,-0.045816731438259616
ACH-001318,-0.16227399614758878
ACH-001322,-0.3286315162090069
ACH-001328,-0.1008763614959554
ACH-001332,0.06336572964413048
ACH-001336,-0.12514306860397847
ACH-001346,-0.12156372524156878
ACH-001353,-0.18672005533482594
ACH-001354,0.03600956713970778
ACH-001367,0.18425866345916286
ACH-001368,0.029065285243773036
ACH-001374,-0.4461092763220463
ACH-001377,-0.24054601668586295
ACH-001380,-0.17354178739307258
ACH-001391,-0.059961101263898635
ACH-001408,-0.04378971264525671
ACH-001430,-0.17565047072072204
ACH-001431,-0.11058521488829104
ACH-001450,-0.08300337064769156
ACH-001496,-0.001821350258243395
ACH-001500,0.0002541111796997395
ACH-001523,-0.10983642746165673
ACH-001532,-0.11146798854436953
ACH-001550,-0.13004430333052652
ACH-001552,-0.1466827415797097
ACH-001554,-0.1320670781205373
ACH-001654,-0.06129625895873848
ACH-001735,-0.1539017669092262
ACH-001736,-0.10622508330163456
ACH-001737,-0.3748549096430043
ACH-001740,-0.1661198602623865
ACH-001745,-0.12542185091809713
ACH-001765,-0.005497751483548121
