,SETX (23064)
ACH-000004,-0.25165132652996064
ACH-000005,-0.4985798614140649
ACH-000007,-0.28902432600855105
ACH-000009,-0.324706333645167
ACH-000011,-0.2902413906057426
ACH-000012,-0.24893099694385115
ACH-000013,-0.25914930393673896
ACH-000014,-0.026792906647774124
ACH-000015,-0.25692839723106353
ACH-000017,-0.06588580565085138
ACH-000018,-0.18050026531920446
ACH-000019,-0.15607771395806105
ACH-000021,-0.2857412361259161
ACH-000022,-0.3226160099814833
ACH-000025,-0.1866490955627803
ACH-000028,-0.16697678610219305
ACH-000030,-0.16187934669174894
ACH-000035,-0.032471819839484516
ACH-000036,-0.3688084764644065
ACH-000037,-0.4705448078656289
ACH-000039,-0.1775706026187522
ACH-000040,-0.30934683533620416
ACH-000041,-0.422744703071776
ACH-000042,-0.3832787256804531
ACH-000045,-0.2959868964024085
ACH-000047,-0.3343879085048821
ACH-000052,0.019449208432767328
ACH-000053,-0.18751104568391266
ACH-000054,-0.2257449520977549
ACH-000055,-0.09775539267263612
ACH-000060,-0.29000034533016056
ACH-000067,-0.3064166164621978
ACH-000070,-0.34460111043711605
ACH-000075,-0.41159457219708334
ACH-000078,-0.19455446051120304
ACH-000082,-0.22223038763163755
ACH-000085,-0.5685213299184722
ACH-000086,-0.148314885965271
ACH-000087,-0.6682414888614762
ACH-000092,-0.2710709334478568
ACH-000095,-0.2230596655639892
ACH-000097,-0.24651696461457304
ACH-000098,-0.10852541848606656
ACH-000099,-0.2148551661312864
ACH-000108,-0.2780720273989468
ACH-000113,-0.1082199927927734
ACH-000116,-0.32340554418548184
ACH-000118,-0.34509347464624546
ACH-000120,-0.30630725519526475
ACH-000123,-0.4280219018493805
ACH-000127,-0.2904912661156126
ACH-000128,-0.1290383286666303
ACH-000132,-0.05231487918660583
ACH-000133,-0.15143820411111988
ACH-000137,-0.3546833552924797
ACH-000138,-0.2734249164134576
ACH-000142,-0.15618789950271725
ACH-000143,-0.15702644228253032
ACH-000146,-0.25183397996670936
ACH-000148,-0.4284775084597833
ACH-000150,-0.2093691031995282
ACH-000152,-0.24351667383086434
ACH-000153,-0.012855949833312149
ACH-000159,-0.1890969212580944
ACH-000160,-0.26892935531937506
ACH-000163,-0.3365549931312772
ACH-000167,-0.15439240196691525
ACH-000168,-0.2944927250402485
ACH-000169,-0.44024796444804415
ACH-000178,-0.303146556106536
ACH-000183,-0.25647081077700595
ACH-000188,-0.14299926337050722
ACH-000189,-0.2730236800369917
ACH-000190,-0.2557001346971509
ACH-000198,-0.15081319466689785
ACH-000203,-0.151902275918035
ACH-000204,-0.12290698010789325
ACH-000206,-0.5006222991864238
ACH-000207,-0.2888348334427478
ACH-000208,-0.247899303832076
ACH-000210,-0.3322859869452161
ACH-000211,-0.2362747387526869
ACH-000215,-0.2284182426761934
ACH-000221,-0.4107465786008858
ACH-000222,-0.16035496368378613
ACH-000223,-0.2698709428180389
ACH-000226,-0.2673255367139209
ACH-000227,-0.4111472282459049
ACH-000228,-0.22143058828309567
ACH-000231,-0.22893665776986605
ACH-000232,-0.25353911754864544
ACH-000233,-0.24073756968050314
ACH-000234,-0.2870551103507681
ACH-000235,-0.20897086811736665
ACH-000237,-0.32736354658913003
ACH-000238,-0.14721005106773993
ACH-000242,0.057213860899884915
ACH-000243,-0.22883451844212274
ACH-000244,-0.16711269633945788
ACH-000246,-0.2682068108511417
ACH-000248,-0.15787682831877106
ACH-000250,-0.31170105101768164
ACH-000251,-0.4457693736709902
ACH-000252,-0.4782029990575703
ACH-000253,-0.3783677216770109
ACH-000255,-0.2636473646608631
ACH-000256,-0.3010404030926896
ACH-000257,-0.04999603583193224
ACH-000258,-0.29066880539507395
ACH-000259,-0.2923228716816077
ACH-000260,-0.23562624751981945
ACH-000261,-0.30037840673628313
ACH-000262,-0.1863132273121507
ACH-000263,-0.2355913533091197
ACH-000264,-0.3329748450151063
ACH-000265,-0.2132081961339192
ACH-000266,-0.2554972149663691
ACH-000272,-0.2812785170341517
ACH-000274,-0.2550377870842181
ACH-000277,-0.3330831705605967
ACH-000278,-0.4316810391939965
ACH-000279,-0.2435511227177269
ACH-000280,-0.2653947227618565
ACH-000281,-0.1242205329025586
ACH-000288,-0.16251516465559115
ACH-000291,-0.21023325714984728
ACH-000293,-0.17276273334404935
ACH-000294,-0.04702917294201565
ACH-000295,-0.3579165780135939
ACH-000296,-0.30879323048844864
ACH-000302,-0.19742167877395508
ACH-000304,-0.5196031114974267
ACH-000307,-0.20253609274688886
ACH-000308,-0.22602066888502986
ACH-000310,-0.4421688122368098
ACH-000311,-0.2963867677861188
ACH-000312,-0.3954635028163913
ACH-000315,-0.3506189727110316
ACH-000316,-0.4756746913178457
ACH-000317,-0.3751979136829513
ACH-000318,0.032111812456914995
ACH-000319,0.0008273874167330662
ACH-000320,-0.1914374854537637
ACH-000322,-0.29808214900001073
ACH-000323,-0.2516700286549423
ACH-000324,-0.13848726358983546
ACH-000329,-0.3225593645898535
ACH-000330,-0.2492875419629708
ACH-000331,-0.2638661278144761
ACH-000332,-0.2290238189931689
ACH-000334,-0.1810658162614872
ACH-000335,-0.2672227503625329
ACH-000336,-0.2548937365670081
ACH-000337,-0.4910860777584695
ACH-000338,-0.1574170592922072
ACH-000339,-0.20182411754102694
ACH-000341,-0.3484007940097976
ACH-000348,-0.30885774819212863
ACH-000350,-0.2339132804084793
ACH-000352,-0.21134298441309893
ACH-000356,-0.0021302620816006927
ACH-000361,-0.060127384947530005
ACH-000362,-0.2769064599106657
ACH-000363,-0.20632692207392966
ACH-000364,-0.2262109096534921
ACH-000365,-0.2323936131759001
ACH-000366,-0.32591278279589825
ACH-000368,-0.13369834527211985
ACH-000374,-0.13958438043267
ACH-000375,-0.2307052159152535
ACH-000376,-0.25917183481313816
ACH-000381,-0.235255475659458
ACH-000383,-0.200222868325025
ACH-000387,-0.44846488293928816
ACH-000389,-0.19888681248792436
ACH-000390,-0.18676713947725665
ACH-000393,0.013798206843062764
ACH-000395,-0.3930218199165214
ACH-000396,-0.24460244165705625
ACH-000397,-0.30679682251923296
ACH-000401,-0.19633970414438925
ACH-000402,-0.10519695080953886
ACH-000403,-0.29949792497037664
ACH-000404,-0.2006816239133749
ACH-000406,-0.21507825476087727
ACH-000407,-0.3993214435052804
ACH-000408,-0.2178825533320902
ACH-000410,-0.26703827768778915
ACH-000411,-0.4427317945727136
ACH-000414,-0.2670107087910631
ACH-000415,-0.10772385454936942
ACH-000416,-0.3112842945922717
ACH-000420,-0.1974631882216931
ACH-000421,-0.1201021986204841
ACH-000424,-0.10777758181286626
ACH-000425,-0.3154706034438517
ACH-000426,-0.19693748678003908
ACH-000427,-0.31658952126513
ACH-000433,-0.29633220671110994
ACH-000435,-0.12144002475367435
ACH-000436,-0.2802143998531979
ACH-000444,-0.2945466682384567
ACH-000445,-0.2486484119649004
ACH-000448,-0.2388351391182004
ACH-000450,-0.4205480581932608
ACH-000452,-0.16596409309905746
ACH-000454,-0.049774786050015715
ACH-000458,-0.19628627119744754
ACH-000459,-0.029714132805143314
ACH-000460,-0.29501480482441383
ACH-000461,-0.21191928609466146
ACH-000463,-0.23195776362405335
ACH-000464,-0.24124609831068075
ACH-000466,-0.23054644276863115
ACH-000467,-0.25247094664736275
ACH-000468,-0.3155817004884067
ACH-000469,-0.3092853242345641
ACH-000470,-0.2248414040108136
ACH-000471,-0.28868353882043274
ACH-000472,-0.2196386163390472
ACH-000473,-0.17980636374280118
ACH-000475,-0.29060921400675804
ACH-000476,-0.15464551048875586
ACH-000477,-0.4155852531153046
ACH-000479,-0.21620430962218284
ACH-000480,-0.24623760867303485
ACH-000481,-0.19856913883899596
ACH-000483,-0.31906729892151336
ACH-000484,-0.1400027871835444
ACH-000485,-0.2697883275298765
ACH-000486,-0.27460932376886626
ACH-000487,-0.310909926055268
ACH-000488,-0.3534730435164375
ACH-000490,-0.08089802281029475
ACH-000491,-0.27841050429556435
ACH-000495,-0.49967534571690997
ACH-000496,-0.3219515530764446
ACH-000499,-0.2345097002503337
ACH-000500,-0.2334346142213385
ACH-000502,-0.26799607658968816
ACH-000503,-0.013894552839287887
ACH-000505,-0.31990487205510754
ACH-000507,-0.15033028688194794
ACH-000510,-0.22202241717210572
ACH-000511,-0.2898011965171304
ACH-000512,-0.22343433853660996
ACH-000516,-0.3310014570803429
ACH-000517,-0.2596004890200921
ACH-000518,-0.050514010932334194
ACH-000520,-0.09155384228648576
ACH-000521,-0.3124883810594484
ACH-000522,-0.2774498305819434
ACH-000524,-0.24136258375275474
ACH-000527,-0.3120346858971408
ACH-000528,-0.3350841259910549
ACH-000537,-0.15634071108009462
ACH-000541,-0.15558375404789546
ACH-000542,-0.3413760016589185
ACH-000544,-0.4146188701716268
ACH-000545,-0.34718883802159783
ACH-000547,-0.40277265029204656
ACH-000548,-0.32280012210352504
ACH-000549,-0.2517777555745462
ACH-000550,-0.3399963604577998
ACH-000552,-0.20577655721203897
ACH-000556,-0.2405190719054075
